,HCFC1R1 (54985)
ACH-000004,-0.138598323307
ACH-000007,-0.473073291168
ACH-000009,-0.14370467511499999
ACH-000011,-0.723384649219
ACH-000012,-0.270911775768
ACH-000013,-0.352031369572
ACH-000014,-0.284031330904
ACH-000015,-0.31405379804
ACH-000017,-0.310235030383
ACH-000018,-0.13315458031
ACH-000019,-0.441047899543
ACH-000021,-0.241490268005
ACH-000022,-0.215057330326
ACH-000025,-0.54628782226
ACH-000028,-0.465301290474
ACH-000030,-0.254241427106
ACH-000035,-0.241723831103
ACH-000036,-0.8758390946960001
ACH-000037,-0.5887342287749999
ACH-000039,-0.37245754024000005
ACH-000040,-0.394917334244
ACH-000041,-0.38248484666199994
ACH-000042,-0.25558048525800003
ACH-000045,-0.459515396163
ACH-000047,-0.5289737372860001
ACH-000052,-0.0948579068346
ACH-000053,-0.363997521416
ACH-000054,-0.387125867129
ACH-000055,-0.19200736402199997
ACH-000060,-0.459909737328
ACH-000067,-0.396179593785
ACH-000070,-0.295445109237
ACH-000075,-0.366964624367
ACH-000078,-0.42898943603699996
ACH-000082,-0.484515511069
ACH-000085,-0.365889351822
ACH-000086,-0.27453229982
ACH-000087,-0.493947437571
ACH-000092,-0.475774276803
ACH-000095,-0.366911205968
ACH-000097,-0.5453552775899999
ACH-000098,-0.37539005599200004
ACH-000099,-0.319042647289
ACH-000108,-0.515212226891
ACH-000113,-0.20388317085700003
ACH-000115,-0.2966024655
ACH-000116,-0.356521643079
ACH-000118,-0.36483237648199995
ACH-000120,-0.301399318546
ACH-000123,-0.37712835924000004
ACH-000127,-0.306651188005
ACH-000128,-0.19353355844300002
ACH-000132,-0.469079464587
ACH-000133,-0.315007285776
ACH-000137,-0.431448456036
ACH-000138,-0.258067722902
ACH-000142,-0.377341247378
ACH-000143,-0.246222137742
ACH-000146,-0.32620535547699997
ACH-000148,-0.496508966692
ACH-000150,-0.46435094618699996
ACH-000152,-0.33698406195
ACH-000153,-0.35247674414499996
ACH-000159,-0.414492319983
ACH-000160,0.00473553458337
ACH-000163,-0.285250404862
ACH-000167,-0.245575877406
ACH-000168,-0.463081079165
ACH-000169,-0.441234720611
ACH-000178,-0.352186609682
ACH-000182,-0.284118959689
ACH-000183,-0.303814834294
ACH-000188,-0.324187097107
ACH-000189,-0.604866459811
ACH-000190,-0.48961652935500005
ACH-000198,-0.139365447733
ACH-000204,-0.495433152908
ACH-000206,-0.0439490489494
ACH-000207,-0.29642158393
ACH-000211,-0.339666534023
ACH-000215,-0.417053978073
ACH-000221,-0.201948364915
ACH-000222,-0.42469039566100003
ACH-000223,-0.215886559905
ACH-000226,-0.420373825279
ACH-000227,-0.39260788421400006
ACH-000228,-0.047215643800800004
ACH-000231,-0.33740289859300004
ACH-000232,-0.39594735132
ACH-000233,-0.474046147148
ACH-000234,-1.01482644871
ACH-000235,-0.392503872032
ACH-000237,-0.40328269887699997
ACH-000238,-0.333800949385
ACH-000243,-0.231539838935
ACH-000244,-0.11480245890999999
ACH-000246,-0.442909485602
ACH-000248,-0.22487757155699997
ACH-000250,-0.513045624306
ACH-000251,-0.5300562716089999
ACH-000253,-0.366158481985
ACH-000255,-0.262114384849
ACH-000256,-0.478136479254
ACH-000257,-0.208333696231
ACH-000258,-0.23051329991
ACH-000259,-0.356001752271
ACH-000260,-0.403028812821
ACH-000261,-0.37431974576099997
ACH-000262,-0.325386155553
ACH-000263,-0.277075176566
ACH-000264,-0.44582730386999997
ACH-000265,-0.417466562769
ACH-000266,-0.194296839675
ACH-000272,-0.26846044310199996
ACH-000273,-0.33666714894
ACH-000274,-0.369574583688
ACH-000277,-0.621619564435
ACH-000278,-0.259801071223
ACH-000279,-0.144993745446
ACH-000280,-0.3846273109
ACH-000281,-0.0217925377168
ACH-000288,-0.33137448342799997
ACH-000291,-0.254227422228
ACH-000293,-0.47358948838299997
ACH-000294,-0.275007735461
ACH-000295,-0.25765560093199996
ACH-000296,-0.47613370666500004
ACH-000302,-0.265426842388
ACH-000304,-0.5533029960270001
ACH-000307,-0.29616954518399996
ACH-000308,-0.287479804286
ACH-000310,-0.21382768172000002
ACH-000311,-0.52268036478
ACH-000312,-0.244836199822
ACH-000315,0.05898314162169999
ACH-000316,-0.38988969845
ACH-000317,-0.046685517635099996
ACH-000318,-0.21788979639699999
ACH-000319,-0.265405204768
ACH-000320,-0.42187428751500006
ACH-000322,-0.77257363205
ACH-000323,-0.451506427037
ACH-000324,-0.47563959326899996
ACH-000329,-0.355094746316
ACH-000330,-0.09143932493149999
ACH-000331,-0.516787738873
ACH-000332,-0.402368779683
ACH-000334,-0.056087958426800005
ACH-000335,-0.41238248199
ACH-000336,-0.4904353551899999
ACH-000337,-0.101737204106
ACH-000339,-0.315116797663
ACH-000341,-0.119332908411
ACH-000348,-0.36478941674300003
ACH-000350,-0.254560156481
ACH-000352,-0.37083660748499997
ACH-000356,-0.225462965487
ACH-000361,-0.5452247642329999
ACH-000362,-0.245436291461
ACH-000363,-0.248887375504
ACH-000364,-0.469049330343
ACH-000365,-0.218730903791
ACH-000366,-0.167742878535
ACH-000368,-0.535573030752
ACH-000374,-0.361210853186
ACH-000375,-0.38981592301600004
ACH-000376,-0.28509474792399997
ACH-000381,-0.191686885719
ACH-000383,-0.34574562835100003
ACH-000387,-0.26558677650199997
ACH-000389,-0.46371456691600005
ACH-000390,-0.34921613284100006
ACH-000393,-0.222092451331
ACH-000395,-0.21580611717700002
ACH-000397,-0.448251437194
ACH-000401,-0.323215616387
ACH-000402,-0.315934752198
ACH-000403,-0.392386037625
ACH-000404,0.0184036932255
ACH-000406,-0.242630479674
ACH-000407,-0.367929447288
ACH-000408,-0.153421053345
ACH-000410,-0.315724738615
ACH-000411,-0.597015787247
ACH-000414,-0.670445619908
ACH-000415,-0.23833033484700003
ACH-000416,-0.35526469127300003
ACH-000420,-0.311769124207
ACH-000421,-0.26569809658300003
ACH-000424,-0.348933105221
ACH-000425,-0.468906732852
ACH-000426,-0.48837228443999997
ACH-000427,-0.335642309378
ACH-000433,-0.5698247277530001
ACH-000436,-0.295251588399
ACH-000444,-0.227112497397
ACH-000445,-0.357798108499
ACH-000448,-0.28335455770199997
ACH-000450,-0.35602138705499997
ACH-000452,-0.330374236561
ACH-000454,-0.201913819903
ACH-000458,-0.422352103477
ACH-000459,-0.392167763638
ACH-000460,-0.36228770998800003
ACH-000461,-0.198887106108
ACH-000463,-0.519184954476
ACH-000464,-0.1119548968
ACH-000466,-0.255129594266
ACH-000467,-0.41136047351800004
ACH-000468,-0.334062798914
ACH-000469,-0.274943999181
ACH-000470,-0.05496854198969999
ACH-000471,-0.411126847334
ACH-000472,-0.184831995879
ACH-000473,-0.313588947318
ACH-000475,-0.45248026439499994
ACH-000476,-0.336794386705
ACH-000477,-0.29279370601599997
ACH-000480,-0.39649833441
ACH-000481,-0.300548538376
ACH-000483,-0.658685689448
ACH-000484,-0.45934786190899995
ACH-000485,-0.27338589242600003
