,GSTP1 (2950)
ACH-000004,-0.0456240761484
ACH-000007,-0.266938140186
ACH-000009,-0.45627158346999996
ACH-000011,-0.035173425492
ACH-000012,-0.331700152229
ACH-000013,-0.218397889294
ACH-000014,9.137348140560001e-06
ACH-000015,-0.196776355753
ACH-000017,-0.224047363724
ACH-000018,-0.378174573605
ACH-000019,-0.44007249078500005
ACH-000021,-0.262877634507
ACH-000022,-0.189391958054
ACH-000025,-0.178116955944
ACH-000028,-0.303339288086
ACH-000030,-0.35861315539099997
ACH-000035,-0.18765942683400003
ACH-000036,-0.271894586763
ACH-000037,-0.20136394980900002
ACH-000039,-0.47876561844
ACH-000040,-0.316108574726
ACH-000041,-0.26097747975
ACH-000042,-0.278875653906
ACH-000045,-0.164031634461
ACH-000047,-0.181302540561
ACH-000052,-0.34043391235200005
ACH-000053,-0.136329798311
ACH-000054,0.039074469254199995
ACH-000055,-0.6085811805520001
ACH-000060,-0.19991057459800002
ACH-000067,0.00625566524854
ACH-000070,-0.251342432351
ACH-000075,-0.036652774016400005
ACH-000078,-0.171457177465
ACH-000082,-0.340269226338
ACH-000085,-0.209288263596
ACH-000086,-0.34497567160099996
ACH-000087,-0.524213403335
ACH-000092,-0.115073055447
ACH-000095,-0.203133218864
ACH-000097,-0.42305484863000004
ACH-000098,-0.00901508167594
ACH-000099,-0.248072013345
ACH-000108,-0.15355600749
ACH-000113,-0.18723429585700002
ACH-000115,-0.367603477206
ACH-000116,-0.244436970773
ACH-000118,-0.315437166649
ACH-000120,-0.283530938044
ACH-000123,-0.24304285155299998
ACH-000127,-0.282321395326
ACH-000128,-0.10324354409700001
ACH-000132,-0.403539568997
ACH-000133,-0.188558402953
ACH-000137,-0.29828570534800003
ACH-000138,-0.192649544091
ACH-000142,-0.330519802123
ACH-000143,-0.0959105896007
ACH-000146,-0.10548809897900001
ACH-000148,-0.185896835918
ACH-000150,-0.40533289918000004
ACH-000152,-0.281758785527
ACH-000153,-0.44359282288900004
ACH-000159,-0.22372118311099998
ACH-000160,-0.789545999359
ACH-000163,-0.149234280744
ACH-000167,-0.33637149510700004
ACH-000168,-0.0979057744975
ACH-000169,-0.165808554631
ACH-000178,-0.167342450032
ACH-000182,-0.175542558705
ACH-000183,-0.146452997169
ACH-000188,-0.402192532816
ACH-000189,-0.168432934634
ACH-000190,-0.150303785415
ACH-000198,-0.155874596119
ACH-000204,-0.327206977427
ACH-000206,-0.304174426474
ACH-000207,-0.6700004384
ACH-000211,-0.22527137989100002
ACH-000215,-0.146954107513
ACH-000221,-0.212508457455
ACH-000222,-0.17293183426199998
ACH-000223,-0.10822405933
ACH-000226,-0.32240654945700004
ACH-000227,-0.581377894438
ACH-000228,-0.266566966978
ACH-000231,-0.174166790085
ACH-000232,-0.233838899497
ACH-000233,-0.09671884584349999
ACH-000234,0.09479145827980001
ACH-000235,-0.172360437284
ACH-000237,-0.34037626609800004
ACH-000238,-0.0644720060642
ACH-000243,-0.24030655598200001
ACH-000244,-0.129654751457
ACH-000246,-0.0418414868907
ACH-000248,-0.0009286045158930001
ACH-000250,-0.132003496669
ACH-000251,-0.204499519037
ACH-000253,-0.144669018015
ACH-000255,-0.307617280903
ACH-000256,-0.0810504514092
ACH-000257,-0.215645703606
ACH-000258,-0.0886131331202
ACH-000259,-0.241769378777
ACH-000260,-0.20391418860100002
ACH-000261,-0.309486273874
ACH-000262,-0.191262136331
