,DNASE1L2 (1775)
ACH-000004,0.104075867948
ACH-000007,0.29157637508
ACH-000009,0.12267323531199999
ACH-000011,-0.0104036490678
ACH-000012,-0.059280540752
ACH-000013,0.026271654870700004
ACH-000014,0.08039490614780001
ACH-000015,0.023928320926799997
ACH-000017,0.031905470090099995
ACH-000018,0.265175471973
ACH-000019,0.0187907867757
ACH-000021,0.0518330431187
ACH-000022,0.144806226672
ACH-000025,0.0388017725547
ACH-000028,-0.06262523553209999
ACH-000030,0.10097658062999999
ACH-000035,0.0783937566842
ACH-000036,-0.22334304378000003
ACH-000037,-0.09770263161139998
ACH-000039,0.10939839241900001
ACH-000040,-0.141212557609
ACH-000041,0.148952953037
ACH-000042,0.0681581929971
ACH-000045,-0.00731374249299
ACH-000047,-0.112452538267
ACH-000052,-0.11781679027200001
ACH-000053,0.05133982615569999
ACH-000054,-0.135017956227
ACH-000055,0.0541570994915
ACH-000060,-0.189862135999
ACH-000067,-0.225320025892
ACH-000070,0.180128418268
ACH-000075,0.0675593891223
ACH-000078,0.020981671740500002
ACH-000082,0.0564269439567
ACH-000085,-0.212567092958
ACH-000086,-0.0253873163723
ACH-000087,0.13007633224600001
ACH-000092,-0.0369274069491
ACH-000095,0.0533954492232
ACH-000097,-0.06373443033
ACH-000098,-0.0206097670976
ACH-000099,0.0508743416498
ACH-000108,-0.124137247648
ACH-000113,0.08115442462519999
ACH-000115,-0.132573164904
ACH-000116,0.0903346031901
ACH-000118,-0.00365874733691
ACH-000120,0.00384382807089
ACH-000123,0.0294958039957
ACH-000127,0.0786071695209
ACH-000128,0.09285146828369999
ACH-000132,-0.08694551183139998
ACH-000133,-0.016320537319700002
ACH-000137,-0.0116872058338
ACH-000138,-0.057602071088100004
ACH-000142,0.053668026579700004
ACH-000143,-0.0874730021985
ACH-000146,0.179289141309
ACH-000148,0.0822683341758
ACH-000150,-0.12740138444000002
ACH-000152,0.041806920228699994
ACH-000153,-0.223215835779
ACH-000159,0.115647693715
ACH-000160,0.09629032670669999
ACH-000163,0.24422950218199999
ACH-000167,0.11634458538899999
ACH-000168,0.13699833126
ACH-000169,-0.0474239199715
ACH-000178,0.033516286720199996
ACH-000182,0.0714716298492
ACH-000183,0.0885930169803
ACH-000188,0.118920802198
ACH-000189,-0.154694569465
ACH-000190,0.221587477106
ACH-000198,0.08741982360339999
ACH-000204,0.0976472428392
ACH-000206,0.12339032729800001
ACH-000207,0.152697981939
ACH-000211,0.162659825296
ACH-000215,-0.0773813569141
ACH-000221,0.24030396971
ACH-000222,0.24880934334399998
ACH-000223,0.13363157793299998
ACH-000226,-0.0763955583201
ACH-000227,0.00787726308715
ACH-000228,0.022023225529400003
ACH-000231,0.10437365977499999
ACH-000232,-0.035499760152500004
ACH-000233,0.0433787261534
ACH-000234,0.119553699036
ACH-000235,0.035380077744999995
ACH-000237,0.0581965786388
ACH-000238,-0.0003808107210330001
ACH-000243,0.0544645133053
ACH-000244,-0.231406715902
ACH-000246,-0.0017028225616
ACH-000248,0.00694450278526
ACH-000250,-0.117660234288
ACH-000251,0.18823511883000002
ACH-000253,0.09534517418580002
ACH-000255,0.138762403777
ACH-000256,0.103297908378
ACH-000257,0.149271695235
ACH-000258,0.047058464496099996
ACH-000259,0.0738950683788
ACH-000260,-0.0763357085727
ACH-000261,-0.0525920423926
ACH-000262,0.00613469264556
ACH-000263,-0.040690270509300006
ACH-000264,-0.0410995627841
ACH-000265,-0.0508732902945
ACH-000266,0.0965374199579
ACH-000272,0.08317308727419999
ACH-000273,0.126203421758
ACH-000274,-0.0034897959164299996
ACH-000277,0.0580972075115
ACH-000278,0.183575941414
ACH-000279,0.024277291448499997
ACH-000280,0.041834433069000004
ACH-000281,0.11927333416099999
ACH-000288,-0.0627667846182
ACH-000291,0.08642423234860001
ACH-000293,-0.0497510031835
ACH-000294,0.0834786435041
ACH-000295,-0.167815714221
ACH-000296,0.127945672319
ACH-000302,0.0417931822189
ACH-000304,0.0156393817894
ACH-000307,0.10076283442600001
ACH-000308,-0.0487057830683
ACH-000310,0.163594367726
ACH-000311,0.154307128434
ACH-000312,0.282257689305
ACH-000315,-0.078574590745
ACH-000316,-0.0449489769685
ACH-000317,0.0026585317333899998
ACH-000318,0.144887010458
ACH-000319,0.056619263192999994
ACH-000320,0.10519063966299999
ACH-000322,0.07029148774739999
ACH-000323,-0.0344121036447
