,AASS (10157)
ACH-000004,0.08227039721769999
ACH-000007,-0.106622149277
ACH-000009,0.218378930924
ACH-000011,0.156915916061
ACH-000012,0.142044523223
ACH-000013,0.23397043563900002
ACH-000014,0.0461481673778
ACH-000015,0.11768436929000001
ACH-000017,0.203811336431
ACH-000018,0.09748499407530001
ACH-000019,0.09134239682800001
ACH-000021,0.0858846229094
ACH-000022,0.0574894369501
ACH-000025,0.19614173041900002
ACH-000028,0.15267040392
ACH-000030,0.111298998696
ACH-000035,0.0983281035613
ACH-000036,0.34525825260799997
ACH-000037,0.128448595669
ACH-000039,0.173414464924
ACH-000040,0.241403157745
ACH-000041,0.188755274981
ACH-000042,0.145829934034
ACH-000045,0.0806008328645
ACH-000047,0.069256551628
ACH-000052,0.171202741026
ACH-000053,0.191426163013
ACH-000054,0.191799127095
ACH-000055,0.155900904788
ACH-000060,-0.007363389794919999
ACH-000067,0.16204392481899998
ACH-000070,0.207095834243
ACH-000075,-0.161249334902
ACH-000078,0.269515619536
ACH-000082,0.219998354165
ACH-000085,0.300195552861
ACH-000086,0.17806259876400002
ACH-000087,0.0693894946942
ACH-000092,0.176831392419
ACH-000095,0.111075299658
ACH-000097,0.141563808062
ACH-000098,0.26435626068
ACH-000099,0.0626255014973
ACH-000108,0.0530562990299
ACH-000113,0.139887578481
ACH-000115,0.08474511581139998
ACH-000116,0.123433817447
ACH-000118,0.11880365320599999
ACH-000120,-0.0132299738842
ACH-000123,0.132141351761
ACH-000127,0.253101864399
ACH-000128,0.0389166213265
ACH-000132,0.00410834690385
ACH-000133,-0.00898806365384
ACH-000137,-0.0521618613816
ACH-000138,0.0755777185706
ACH-000142,0.288327839354
ACH-000143,0.282459341727
ACH-000146,0.139073551937
ACH-000148,0.139030434783
ACH-000150,0.327409638257
ACH-000152,0.121473737979
ACH-000153,0.407853309283
ACH-000159,-0.0219150381292
ACH-000160,0.585438464786
ACH-000163,0.16512662552899998
ACH-000167,0.436592446488
ACH-000168,0.105164389902
ACH-000169,0.21736052885200002
ACH-000178,0.0705010611295
ACH-000182,0.0945680942871
ACH-000183,0.0900032622237
ACH-000188,0.136020445304
ACH-000189,0.16372056252
ACH-000190,0.341649451138
ACH-000198,0.10049200561899999
ACH-000204,0.00208253754268
ACH-000206,0.266199335222
ACH-000207,0.130490998464
ACH-000211,0.20469051477699998
ACH-000215,0.183146797048
ACH-000221,0.207936141917
ACH-000222,0.43073295424400004
ACH-000223,0.137339670303
ACH-000226,0.112003709176
ACH-000227,0.17910677739999997
ACH-000228,0.0888078309089
ACH-000231,0.19353003074
ACH-000232,0.18475829734700003
ACH-000233,0.314898726501
ACH-000234,0.160578924868
ACH-000235,0.15744401506
ACH-000237,0.158011112378
ACH-000238,0.0214905257561
ACH-000243,0.133208560151
ACH-000244,0.24147943358100002
ACH-000246,0.0681240406454
ACH-000248,0.230855648099
ACH-000250,0.22695098697799998
ACH-000251,0.0224480018523
ACH-000253,0.09804029629899999
ACH-000255,0.20457489153
ACH-000256,0.186967018164
ACH-000257,0.153878910842
ACH-000258,0.10602455541200001
ACH-000259,0.140963976097
ACH-000260,0.036594057530900004
ACH-000261,0.0884984658669
ACH-000262,0.0170310577756
ACH-000263,0.09685765881939999
ACH-000264,0.11069484417199998
ACH-000265,0.203559054496
ACH-000266,0.293088695942
ACH-000272,0.130495592545
ACH-000273,0.129923538373
ACH-000274,0.139971351963
ACH-000277,0.0906238989703
ACH-000278,0.10789450015999999
ACH-000279,0.11779826339999999
ACH-000280,0.23446430195700002
ACH-000281,0.0614182499276
ACH-000288,0.18377873972699998
ACH-000291,0.121173741734
ACH-000293,-0.102716903816
ACH-000294,0.0033955064195999997
ACH-000295,0.09429505691989999
ACH-000296,0.0774178431147
ACH-000302,0.140952908575
ACH-000304,0.0774741034649
ACH-000307,0.0886940065302
ACH-000308,0.195007559196
ACH-000310,0.146642148834
ACH-000311,0.0910254164986
ACH-000312,0.15870243072100002
ACH-000315,0.225565641851
ACH-000316,0.023104515589799996
ACH-000317,0.0602840724976
ACH-000318,0.192161856404
ACH-000319,0.215144933519
ACH-000320,0.419324197435
ACH-000322,0.24427778814800002
ACH-000323,0.292702124934
ACH-000324,0.0693840820872
ACH-000329,0.21332757403799998
ACH-000330,0.027259098873299997
ACH-000331,0.198810683038
ACH-000332,0.21864605631700001
ACH-000334,0.342065280316
ACH-000335,0.154543500127
ACH-000336,0.341821901538
ACH-000337,0.0705353891532
ACH-000339,0.194481687851
ACH-000341,0.0321033263307
ACH-000348,0.174833739069
ACH-000350,0.20402615696899998
ACH-000352,0.154472206765
ACH-000356,-0.529595768571
ACH-000361,0.16287833869100002
ACH-000362,-0.0787515588174
ACH-000363,0.047513998777
ACH-000364,0.12149004174599999
ACH-000365,0.0816207910388
ACH-000366,0.21589780335099998
ACH-000368,0.0949322410696
ACH-000374,0.25929282558600003
ACH-000375,0.164425163331
ACH-000376,0.252035563358
ACH-000381,0.151079378853
ACH-000383,0.148934215591
ACH-000387,0.08987047754560001
ACH-000389,0.12662070482899998
ACH-000390,0.160909496455
ACH-000393,-0.00492745967996
ACH-000395,0.114278902522
ACH-000397,0.285242195051
ACH-000401,0.10778754667099999
ACH-000402,-0.16339391011399998
ACH-000403,0.11138996801300001
ACH-000404,0.176266731911
ACH-000406,0.167306783531
ACH-000407,0.132676179068
ACH-000408,0.272428166694
ACH-000410,0.206632064363
ACH-000411,0.09605838396060001
ACH-000414,0.15969985160800002
ACH-000415,0.0767792996137
ACH-000416,0.256620947451
ACH-000420,0.145601302862
ACH-000421,0.07972204094169999
ACH-000424,0.0316614071807
ACH-000425,0.201306155515
ACH-000426,0.36831177602399995
ACH-000427,0.313507047713
ACH-000433,-0.005967895612850001
ACH-000436,0.030057427296599996
ACH-000444,0.07789834351910001
ACH-000445,0.125156553675
ACH-000448,0.12474692567500001
ACH-000450,0.313450426873
ACH-000452,0.107195845898
ACH-000454,0.25937622538800004
ACH-000458,0.18233455408500002
ACH-000459,0.0509503940936
ACH-000460,0.149469406117
ACH-000461,0.35200380218099997
ACH-000463,0.0178560605425
ACH-000464,0.19779279815200002
ACH-000466,0.0304896487908
ACH-000467,0.07588463278210002
ACH-000468,0.23308987906
ACH-000469,0.23656538913699998
ACH-000470,0.285033360326
