,U2AF1L4 (199746)
ACH-000206,-0.139985916073
ACH-000207,-0.061291376404
ACH-000211,-0.146045813364
ACH-000215,-0.164335873005
ACH-000221,-0.142869223532
ACH-000222,-0.100404410591
ACH-000223,-0.12245531210300001
ACH-000226,0.04327499569400001
ACH-000227,-0.263999922537
ACH-000228,-0.218094876131
ACH-000231,-0.0252930125104
ACH-000232,-0.172744304934
ACH-000233,-0.316686390068
ACH-000234,-0.235354372557
ACH-000235,-0.29004659152600004
ACH-000237,-0.21531455133699998
ACH-000238,-0.00899924660592
ACH-000243,-0.07888107740450001
ACH-000244,0.013372369725600002
ACH-000246,-0.144164280571
ACH-000248,-0.23625837472300001
ACH-000250,-0.0823659311675
ACH-000251,-0.0651965604029
ACH-000253,-0.125668928456
ACH-000255,-0.123076887138
ACH-000256,-0.30913031913
ACH-000257,0.25700622974599996
ACH-000258,0.00064110307488
ACH-000259,-0.134765634092
ACH-000260,-0.13101308798800002
ACH-000261,-0.120987003828
ACH-000262,-0.25659387621999996
ACH-000263,0.00817030999062
ACH-000264,-0.166961262256
ACH-000265,-0.22041992163600002
ACH-000266,-0.197500892933
ACH-000272,-0.03805975808769999
ACH-000273,-0.0232714708768
ACH-000274,-0.128457258801
ACH-000277,0.023861237749400004
ACH-000278,-0.293792243389
ACH-000279,-0.154791541218
ACH-000280,-0.21739078417899999
ACH-000281,-0.0701495576327
ACH-000288,-0.0507605922585
ACH-000291,-0.144497058336
ACH-000293,-0.41444256918899997
ACH-000294,0.0222317525667
ACH-000295,0.143394390373
ACH-000296,0.144448007685
ACH-000302,-0.318888108544
ACH-000304,0.036042884724599995
ACH-000307,0.13783221255300002
ACH-000308,-0.27815622517
ACH-000310,0.07810589084910001
ACH-000311,-0.10641648293400001
ACH-000312,-0.207448408732
ACH-000315,-0.20780984142900003
ACH-000316,0.0680453071864
ACH-000317,0.09725123565209999
ACH-000318,-0.208504969746
ACH-000319,-0.16849442984299998
ACH-000320,-0.046688772080199996
ACH-000322,-0.16055383642
ACH-000323,-0.271996034339
ACH-000324,-0.0723391994565
ACH-000329,-0.16250069666300002
ACH-000330,-0.223546349254
ACH-000331,0.0114498978383
ACH-000332,-0.120998900276
ACH-000334,-0.541630499832
ACH-000335,-0.101882284264
ACH-000336,-0.20586978039099998
ACH-000337,-0.235655523675
ACH-000339,-0.273619166481
ACH-000341,-0.151430724268
ACH-000348,-0.0359813482433
ACH-000350,-0.10709374747400001
ACH-000352,0.0528326196228
ACH-000356,-0.156096249392
ACH-000361,-0.185037966602
ACH-000362,-0.18575672198899998
ACH-000363,-0.18646298776200002
ACH-000364,-0.168633018102
ACH-000365,-0.18895943090700001
ACH-000366,-0.246149280167
ACH-000368,-0.16754838187
ACH-000374,0.15462952822
ACH-000375,-0.254097233762
ACH-000376,-0.139443581531
ACH-000381,-0.12469856219
ACH-000383,-0.349011845626
ACH-000387,-0.26243528742899996
ACH-000389,-0.33700439744800004
ACH-000390,-0.166706056633
ACH-000393,-0.125562780367
ACH-000395,-0.268120940165
ACH-000397,-0.320657585913
ACH-000401,-0.216160880556
ACH-000402,-0.5630805450949999
ACH-000403,-0.0954582554577
ACH-000404,-0.49366526028700003
ACH-000406,-0.09162432617339998
ACH-000407,-0.24108956301399997
ACH-000408,-0.0791666995928
ACH-000410,0.0445632524379
ACH-000411,-0.0826003512685
ACH-000414,-0.319076289828
ACH-000415,-0.12228754433599999
ACH-000416,-0.043607901315599995
ACH-000420,-0.141475611849
ACH-000421,-0.0342873341416
ACH-000424,-0.20429745174699998
ACH-000425,-0.131380272851
ACH-000426,0.0932213112513
ACH-000427,-0.0878252896375
ACH-000433,0.029924397712500002
ACH-000436,0.040927084780999996
ACH-000444,0.0263789935158
ACH-000445,-0.260595436982
ACH-000448,-0.134171838613
ACH-000450,-0.026049663401700004
ACH-000452,-0.047547405516499996
ACH-000454,-0.3838123606
ACH-000458,-0.217598061287
ACH-000459,-0.250884326783
ACH-000460,-0.058288323571699996
ACH-000461,-0.07635423224169999
ACH-000463,-0.136397215233
ACH-000464,-0.0209914836365
ACH-000466,-0.315701194314
ACH-000467,-0.0742635981728
ACH-000468,-0.15096798531400002
ACH-000469,-0.226170871974
ACH-000470,-0.147662893573
ACH-000471,-0.135728215706
ACH-000472,-0.248929586935
ACH-000473,-0.24720020268100001
ACH-000475,-0.215474197689
ACH-000476,-0.132980537317
ACH-000477,-0.26219993774
ACH-000480,-0.179134451726
ACH-000481,-0.15717894098
ACH-000483,-0.0577314484177
ACH-000484,-0.277879029412
ACH-000485,-0.339817954397
ACH-000486,-0.21456771350099998
ACH-000487,-0.14534497250700001
ACH-000488,-0.171687740139
ACH-000490,-0.176540091244
ACH-000491,-0.323606837574
ACH-000495,0.024608916090299998
ACH-000496,-0.00618571317608
ACH-000499,-0.6302435440640001
ACH-000500,-0.352135063692
ACH-000502,-0.235114413299
ACH-000503,0.218515420194
ACH-000505,-0.298965423521
ACH-000507,-0.0757455138693
ACH-000510,-0.532002859833
ACH-000511,-0.13028058307
ACH-000512,-0.089145282543
ACH-000516,-0.034305981945700004
ACH-000517,-0.140276453608
ACH-000518,-0.23910610612799998
ACH-000520,-0.14591036795600001
ACH-000521,-0.0748116426127
ACH-000522,-0.176333001444
ACH-000524,-0.113194695077
ACH-000527,-0.255721813365
ACH-000528,-0.024902693752900003
ACH-000537,-0.23092623193300002
ACH-000541,-0.333542492058
ACH-000542,-0.11029865163699999
ACH-000544,-0.21969564836199998
ACH-000545,-0.234144427515
ACH-000547,0.0569018944361
ACH-000548,-0.150902788581
ACH-000549,-0.10334123485300001
ACH-000550,-0.047658954745199995
ACH-000552,-0.20242697313900002
ACH-000556,-0.310259232706
ACH-000557,-0.083586604924
ACH-000570,-0.24746457267799998
ACH-000571,-0.303696442684
ACH-000573,-0.101821601478
ACH-000576,-0.09433734091880001
ACH-000580,-0.07024137486410001
ACH-000584,-0.143877796706
ACH-000585,-0.230881122732
ACH-000588,-0.049336686431599996
ACH-000589,-0.006238106308140001
ACH-000591,-0.193765875537
ACH-000593,-0.232094444894
ACH-000600,-0.15454441409000003
ACH-000601,-0.21542480342300002
ACH-000604,-0.107169389989
ACH-000605,-0.177690576486
ACH-000606,-0.35578714134000006
ACH-000608,-0.28676246931899996
ACH-000614,-0.270938934778
ACH-000616,-0.20801654743700002
ACH-000618,-0.22348074926699998
ACH-000619,0.06386829080680001
ACH-000620,-0.224109052086
ACH-000621,-0.34411559305
ACH-000622,-0.21550028571899998
ACH-000623,-0.192467238304
ACH-000624,-0.15906971064099998
ACH-000627,-0.24831375992600002
ACH-000630,-0.127737752196
ACH-000632,-0.0778352739296
ACH-000633,-0.08778519737939998
ACH-000637,-0.199129923545
ACH-000638,-0.171301590682
ACH-000646,-0.131158784082
ACH-000647,0.0170110894566
ACH-000648,-0.119628556588
ACH-000649,-0.22053269733800002
ACH-000651,-0.27401690521
ACH-000652,-0.0746060052903
ACH-000653,-0.255175746888
ACH-000657,-0.167822283308
ACH-000658,-0.102170742121
ACH-000661,-0.225956901442
ACH-000662,-0.135268333084
ACH-000663,-0.36068873898599996
ACH-000665,0.10137521194900001
ACH-000671,-0.07412421421889999
ACH-000673,-0.13795801403799998
ACH-000676,-0.06819685359019999
ACH-000677,-0.338445216538
ACH-000681,-0.36929051952799996
ACH-000682,-0.236070313907
ACH-000683,-0.0036348719728700003
ACH-000684,0.10317703018300001
ACH-000688,-0.130535060344
ACH-000693,-0.18458538510800002
ACH-000694,-0.24985699887899998
ACH-000695,-0.368633866797
ACH-000696,-0.164760995814
ACH-000697,-0.08121694801660001
ACH-000699,-0.27547836391999997
ACH-000701,-0.270217323404
ACH-000706,-0.114933592479
ACH-000711,-0.184668825867
ACH-000713,-0.257449758124
ACH-000714,-0.240850353667
ACH-000718,-0.192221057725
ACH-000720,-0.18696953948800002
ACH-000721,-0.104484181658
ACH-000724,-0.37546023182099997
ACH-000725,-0.19234435947200001
ACH-000732,-0.11313702983799999
ACH-000734,-0.350762723263
ACH-000735,-0.153857048559
ACH-000736,-0.21138533974100002
ACH-000738,-0.0395678031519
ACH-000746,-0.329645050479
ACH-000747,-0.0661236439726
ACH-000748,0.174608344908
ACH-000753,-0.0762939362147
ACH-000756,-0.127832627808
ACH-000757,-0.249142675442
ACH-000758,-0.242693188363
ACH-000760,-0.0274540118156
ACH-000763,0.0319376724984
ACH-000764,-0.123183723402
ACH-000765,-0.33973115301299994
ACH-000766,-0.249195824416
ACH-000767,-0.229176985546
ACH-000768,-0.20183330657200002
ACH-000769,-0.209816495362
ACH-000770,-0.164430608378
ACH-000771,-0.192343472899
ACH-000773,-0.253871451987
ACH-000776,-0.462986304231
ACH-000777,-0.33924552150700005
ACH-000778,-0.143592453915
ACH-000781,-0.11961270939000002
ACH-000782,0.0203011306683
ACH-000783,-0.121387359592
ACH-000784,-0.116101620213
ACH-000785,-0.17478589368099998
ACH-000787,-0.256326044574
ACH-000788,-0.241169583341
ACH-000791,0.00685279875617
ACH-000792,-0.169617349234
ACH-000794,-0.182063794329
ACH-000796,-0.190766937483
ACH-000799,-0.07964767051850001
ACH-000800,-0.0603493193886
ACH-000802,-0.15064928925499999
ACH-000804,0.0201916830765
ACH-000805,-0.13361655902699998
ACH-000809,-0.19093209442899997
ACH-000810,0.186168908698
ACH-000811,-0.10200776650599999
ACH-000817,-0.056009668379999995
ACH-000819,-0.381026096541
ACH-000820,0.100811577128
ACH-000821,-0.193252720471
ACH-000822,-0.306455545394
ACH-000823,-0.128644623533
ACH-000824,-0.679716160124
ACH-000827,-0.34851670936499995
ACH-000829,-0.137665779587
ACH-000831,-0.379582316146
ACH-000832,0.0244970788139
ACH-000833,0.16279604020400001
ACH-000834,-0.21902955284000003
ACH-000835,-0.273631243745
ACH-000836,-0.227959920557
ACH-000837,-0.20868153769499997
ACH-000838,-0.056552537958000006
ACH-000839,-0.107805717653
ACH-000840,-0.182751811146
ACH-000841,-0.22182653694200002
ACH-000843,-0.196373320452
ACH-000846,-0.04329386009819999
ACH-000847,-0.358977532109
ACH-000848,-0.11056014693499999
ACH-000849,-0.08485722528930001
ACH-000851,-0.140915255195
ACH-000855,-0.0572779470902
ACH-000856,-0.363890876982
ACH-000858,-0.174729918161
ACH-000859,-0.000285013122117
ACH-000861,-0.299529531003
ACH-000862,-0.07640446899969999
ACH-000865,-0.130359098496
ACH-000866,-0.07141522285969999
ACH-000867,-0.0654474327119
ACH-000869,-0.148149258367
ACH-000872,-0.285262019478
ACH-000873,-0.026105003850400002
ACH-000876,-0.17329295480300003
ACH-000878,-0.255133104938
ACH-000880,-0.358177527188
ACH-000881,-0.266161053123
ACH-000882,-0.0163854335827
ACH-000884,-0.00514901895652
ACH-000885,0.0686986055998
ACH-000887,-0.17079849911800002
ACH-000888,-0.07341473221419999
ACH-000889,-0.250886467193
ACH-000890,-0.0230217155898
ACH-000896,-0.181238704844
ACH-000898,-0.321484125131
ACH-000900,-0.104054476404
ACH-000901,-0.246599481629
ACH-000905,-0.184210817465
ACH-000906,-0.285286207615
ACH-000907,0.11780546759800001
ACH-000910,0.0146408718388
ACH-000911,-0.25933902378
ACH-000912,-0.318825523446
ACH-000913,-0.0217267715606
ACH-000915,-0.142958912784
ACH-000916,-0.5603893393980001
ACH-000917,-0.0971467601846
ACH-000921,-0.0330865935344
ACH-000924,-0.286177729893
ACH-000926,-0.0638604789484
ACH-000928,-0.185320144116
ACH-000929,-0.258546968119
ACH-000932,-0.0507000083153
ACH-000935,0.131243549575
ACH-000936,-0.329854549734
ACH-000937,-0.06712010257090001
ACH-000938,-0.009150887160690001
ACH-000939,-0.131140966393
ACH-000941,-0.21247900487399998
ACH-000943,-0.10047898288200001
ACH-000946,-0.256346695168
ACH-000947,-0.146287974626
ACH-000948,-0.285399699779
ACH-000950,-0.343128934401
ACH-000953,-0.213678851082
ACH-000957,-0.0685023334169
ACH-000958,-0.07373343361689999
ACH-000960,-0.102981360029
ACH-000963,-0.110801114322
ACH-000968,-0.39522317852
ACH-000969,-0.207785495948
ACH-000973,-0.114864004012
ACH-000974,-0.0846459353022
ACH-000975,-0.25558283544599997
ACH-000976,-0.155400487712
ACH-000978,-0.6033867799889999
ACH-000980,-0.23117569607900001
ACH-000984,-0.172426984443
ACH-000986,-0.0607181871687
ACH-000988,-0.13564609513599998
ACH-000993,-0.087266058633
ACH-000994,-0.199927138414
ACH-000996,-0.350381574035
ACH-001001,-0.206013561342
ACH-001020,-0.147108251116
ACH-001028,-0.09691032645330001
ACH-001031,-0.381383082518
ACH-001038,-0.00803108070782
ACH-001048,-0.222911557289
ACH-001050,-0.18038946333
ACH-001053,-0.287086741024
ACH-001054,-0.0405487880371
ACH-001061,-0.20017824721000002
ACH-001067,-0.42880695522600004
ACH-001075,-0.167576355534
ACH-001096,-0.09209897035060001
ACH-001128,0.05540587806609999
ACH-001134,-0.118179245636
ACH-001151,-0.216198605789
ACH-001163,-0.181308825187
ACH-001164,-0.23370735714699997
ACH-001173,-0.322877168024
ACH-001183,-0.07260051477410001
ACH-001184,-0.0686496855132
ACH-001190,-0.011631250277700001
ACH-001192,-0.23427840115899998
ACH-001193,0.08792545400139999
ACH-001196,0.0187653859598
ACH-001197,0.0118891756079
ACH-001205,-0.113778666635
ACH-001211,-0.170064066231
ACH-001212,0.00840684135072
ACH-001228,-0.06346204360419999
ACH-001232,-0.13399028625999998
ACH-001239,-0.0619698522751
ACH-001274,-0.25120155183000004
ACH-001275,-0.170306043909
ACH-001277,-0.0358484865523
ACH-001278,-0.134260358238
ACH-001280,-0.298988794138
ACH-001283,-0.056331110652800005
ACH-001289,-0.16895071892299998
ACH-001295,-0.245945290436
ACH-001300,-0.320506264185
ACH-001301,-0.0516714091254
ACH-001302,-0.690747597732
ACH-001303,0.263313504342
ACH-001306,-0.0858226147041
ACH-001318,0.021768134537499997
ACH-001322,-0.0838574566929
ACH-001328,-0.253519772509
ACH-001332,-0.463846744776
ACH-001333,-0.0892748890744
ACH-001336,-0.255529645216
ACH-001340,-0.177025876472
ACH-001346,-0.12578610273
ACH-001353,-0.294824104403
ACH-001354,0.034698327102099996
ACH-001367,-0.0142186616868
ACH-001368,-0.11259842324899999
ACH-001374,-0.599649884491
ACH-001375,-0.0102043021241
ACH-001377,-0.155222209215
ACH-001380,-0.0319661650511
ACH-001391,-0.195931153636
ACH-001407,-0.307511296823
ACH-001408,-0.174055240266
ACH-001413,-0.5306279977589999
ACH-001430,-0.180654759606
ACH-001431,-0.199057749681
ACH-001450,0.288404998089
ACH-001496,-0.0980793668474
ACH-001500,-0.22269116673099998
ACH-001521,-0.214254026366
ACH-001523,-0.08196174132589999
ACH-001532,-0.020514290123700003
ACH-001536,-0.286404188015
ACH-001550,-0.206153610265
ACH-001552,0.0236584556591
ACH-001554,-0.176057019752
ACH-001645,-0.424098971263
ACH-001654,-0.150250689863
ACH-001715,0.137728615189
ACH-001735,-0.13507183996799998
ACH-001736,-0.059133064992500005
ACH-001737,0.137115169278
ACH-001740,-0.44620220950499995
ACH-001745,-0.0820009159031
ACH-001750,-0.07907275244260001
ACH-001765,-0.276073140972
ACH-001956,-0.101399991048
ACH-001957,-0.10821434223300001
