,SREBF2 (6721)
ACH-000004,-0.08873480990499999
ACH-000007,-0.254355292548
ACH-000009,-0.282583972251
ACH-000011,0.105195781984
ACH-000012,0.007538483721669999
ACH-000013,-0.109274784732
ACH-000014,-0.258072237669
ACH-000015,-0.15776330917099998
ACH-000017,-0.125810852571
ACH-000018,-0.7319456131730001
ACH-000019,0.12258944883400001
ACH-000021,-0.21570324043400002
ACH-000022,-0.0653606567876
ACH-000025,-0.118176348959
ACH-000028,-0.170883487185
ACH-000030,-0.20820195175099998
ACH-000035,-0.044885877445
ACH-000036,-0.08947442776259999
ACH-000037,-0.257342457476
ACH-000039,0.08870533365620001
ACH-000040,-0.0957146030411
ACH-000041,-0.0345730405746
ACH-000042,-0.19548319246100002
ACH-000045,-0.0544394499655
ACH-000047,-0.399791048958
ACH-000052,-0.275189006284
ACH-000053,-0.00287953867952
ACH-000054,-0.21205404119899998
ACH-000055,-0.50550928359
ACH-000060,-0.301566175383
ACH-000067,-0.0872596515257
ACH-000070,-0.212930462951
ACH-000075,-0.0434178056436
ACH-000078,-0.0699251409303
ACH-000082,-0.24590876152199997
ACH-000085,0.00298838668788
ACH-000086,0.198878091734
ACH-000087,0.061144866354900004
ACH-000092,-0.047134951664500005
ACH-000095,-0.0110851611509
ACH-000097,-0.15501282196799998
ACH-000098,-0.769231567721
ACH-000099,-0.0815299571549
ACH-000108,-0.0628023224093
ACH-000113,-0.11887270895600001
ACH-000115,-0.24403268999699998
ACH-000116,-0.295193914615
ACH-000118,-0.179608819868
ACH-000120,-0.0779097441553
ACH-000123,0.058190701202099994
ACH-000127,-0.639208544488
ACH-000128,-0.23911841647
ACH-000132,-0.0512711308161
ACH-000133,-0.045595756398599994
ACH-000137,-0.0803488530564
ACH-000138,-0.0108024930651
ACH-000142,-0.16807955210499997
ACH-000143,-0.163961760442
ACH-000146,-0.530497406747
ACH-000148,0.0794030460981
ACH-000150,-0.0306897369975
ACH-000152,-0.18287155520599999
ACH-000153,-0.141571181918
ACH-000159,-0.14350939408399999
