,TFIP11 (24144)
ACH-000427,-0.7070202131290001
ACH-000433,-0.9815932503479999
ACH-000436,-0.7918208537199999
ACH-000444,-0.904187524859
ACH-000445,-0.610571047571
ACH-000448,-0.879675485126
ACH-000450,-1.2301809556
ACH-000452,-0.584222446484
ACH-000454,-0.7157376109389999
ACH-000458,-0.913134132496
ACH-000459,-1.74837694613
ACH-000460,-0.891883772803
ACH-000461,-1.05642304713
ACH-000463,-1.04230172589
ACH-000464,-0.6937423099600001
ACH-000466,-0.650843078106
ACH-000467,-1.0557086219399998
ACH-000468,-1.01082327677
ACH-000469,-0.8266942814880001
ACH-000470,-1.24456165095
ACH-000471,-0.7807869863410001
ACH-000472,-0.49631667787100003
ACH-000473,-0.7496557342479999
ACH-000475,-0.9603799652700001
ACH-000476,-0.7875052434980001
ACH-000477,-1.1217693014399999
ACH-000480,-0.849010437348
ACH-000481,-0.656325230335
ACH-000483,-1.13921741111
ACH-000484,-0.977746910625
ACH-000485,-0.89120954549
ACH-000486,-0.6990275846100001
ACH-000487,-0.890851418695
ACH-000488,-0.773095865537
ACH-000490,-0.725590898
ACH-000491,-0.9069031925759999
ACH-000495,-0.771568474966
ACH-000496,-0.883422700053
ACH-000499,-0.8529196792389999
ACH-000500,-0.514369874809
ACH-000502,-0.9105247130290001
ACH-000503,-0.5566899067909999
ACH-000505,-1.11963693509
ACH-000507,-0.5715506798800001
ACH-000510,-0.9388073378280001
ACH-000511,-1.17234027379
ACH-000512,-0.870963834766
ACH-000516,-1.2236419868200001
ACH-000517,-1.10973176989
ACH-000518,-0.732446235289
ACH-000520,-0.824746137561
ACH-000521,-0.537089527344
ACH-000522,-0.755965911304
ACH-000524,-1.29772864449
ACH-000527,-1.12038121684
ACH-000528,-0.75893792169
ACH-000537,-0.773322618746
ACH-000541,-1.2742736710100002
ACH-000542,-0.648376832879
ACH-000544,-0.844297670509
ACH-000545,-0.6703084930259999
ACH-000547,-0.704407419869
ACH-000548,-0.787691999289
ACH-000549,-0.5353476546679999
ACH-000550,-0.698421539387
ACH-000552,-1.16875250237
ACH-000556,-0.7195050428059999
ACH-000557,-0.638535707652
ACH-000570,-0.9029167533879999
ACH-000571,-0.706566401625
ACH-000573,-1.09011465392
ACH-000576,-0.662608186063
ACH-000580,-1.16330682584
ACH-000584,-1.1959450009200001
ACH-000585,-0.593027055765
ACH-000588,-0.627950193767
ACH-000589,-0.8837780696459999
ACH-000591,-0.869175092007
ACH-000593,-0.48013309544
ACH-000600,-0.688108337414
ACH-000601,-1.07406586479
ACH-000604,-0.633875433078
ACH-000605,-0.8570879934669999
ACH-000606,-0.767389983891
ACH-000608,-0.973018167772
ACH-000614,-0.784592198227
ACH-000616,-1.05680675496
ACH-000618,-0.8750600195749999
ACH-000619,-0.709367320247
ACH-000620,-0.560333743846
ACH-000621,-0.856689887023
ACH-000622,-0.710979800567
ACH-000623,-0.920902452736
ACH-000624,-0.827976749288
ACH-000627,-1.00636757174
ACH-000630,-0.869370015757
ACH-000632,-0.739287284452
ACH-000633,-0.9476295384360001
ACH-000637,-0.826388919992
ACH-000638,-0.830072423078
ACH-000646,-1.13782008074
ACH-000647,-0.814614175761
ACH-000648,-0.7159392854659999
ACH-000649,-0.5321744837160001
ACH-000651,-0.881639049628
ACH-000652,-0.760812272151
ACH-000653,-0.735664971873
ACH-000657,-0.871633444727
ACH-000658,-0.9764744705380001
ACH-000661,-0.655111147562
ACH-000662,-1.06951084352
ACH-000663,-0.868640894719
ACH-000665,-1.0187275441399999
ACH-000671,-0.880216105151
ACH-000673,-0.9778624559639999
ACH-000676,-0.831148568858
ACH-000677,-1.16303573725
ACH-000681,-0.7567000463760001
ACH-000682,-0.434549279766
ACH-000683,-0.604799727519
ACH-000684,-0.37849572803599996
ACH-000688,-1.17696973736
ACH-000693,-0.872340336399
ACH-000694,-0.724456035722
ACH-000695,-1.06338710508
ACH-000696,-1.02122229824
ACH-000697,-0.72297870466
ACH-000699,-0.8726626048989999
ACH-000701,-0.8338751236290001
ACH-000706,-0.933728061937
ACH-000711,-1.06386195451
ACH-000713,-0.517234308472
ACH-000714,-0.869316846161
ACH-000718,-0.9780980196279999
ACH-000720,-0.82620511889
ACH-000721,-0.726906706827
ACH-000724,-0.7205223037369999
ACH-000725,-0.17801489589299999
ACH-000732,-0.7700820282520001
ACH-000734,-0.864770194025
ACH-000735,-0.507919740455
ACH-000736,-0.9817160000740001
ACH-000738,-0.552528458255
ACH-000746,-0.990252158228
ACH-000747,-0.8108731149959999
ACH-000748,-0.8503780410100001
ACH-000753,-0.9468058528409999
ACH-000756,-1.00330990578
ACH-000757,-1.0670586565
ACH-000758,-0.7446418080410001
ACH-000760,-1.1626288097
ACH-000763,-1.0325935602399998
ACH-000764,-0.660909043622
ACH-000765,-0.655475440185
ACH-000766,-0.811417100292
ACH-000767,-1.24393446034
ACH-000768,-1.00900435494
ACH-000769,-0.71456417317
ACH-000770,-0.994213697855
ACH-000771,-0.702345208477
ACH-000773,-0.47965740522399997
ACH-000776,-1.0463427998700001
ACH-000777,-0.661010393858
ACH-000778,-0.7256323391600001
ACH-000781,-0.856802412546
ACH-000782,-0.7820578244840001
ACH-000783,-0.791079261891
ACH-000784,-1.11964440966
ACH-000785,-0.754005761297
ACH-000787,-0.930389943222
ACH-000788,-0.893490514454
ACH-000791,-1.0355050967100001
ACH-000792,-1.11580277971
ACH-000794,-0.581172147952
ACH-000796,-0.774439211203
ACH-000799,-1.248031332
ACH-000800,-0.914112343809
ACH-000802,-0.7069707181999999
ACH-000804,-0.7168624252529999
ACH-000805,-1.24311913081
ACH-000809,-0.678711689813
ACH-000810,-1.00330184602
ACH-000811,-0.748055120981
ACH-000817,-1.11205341886
ACH-000819,-0.859348866611
ACH-000820,-1.08267397711
ACH-000821,-0.934345428768
ACH-000822,-1.02618081282
ACH-000823,-0.6724624692800001
ACH-000824,-0.709712498864
ACH-000827,-0.8811723694470001
ACH-000829,-0.832255232693
ACH-000831,-0.9534093298890001
ACH-000832,-0.650715795928
ACH-000833,-1.0350010667899998
ACH-000834,-0.714918076216
ACH-000835,-0.9939098612170001
ACH-000836,-0.559183230709
ACH-000837,-0.8722048772579999
ACH-000838,-0.597084406198
ACH-000839,-0.791031438399
ACH-000840,-0.679837065486
ACH-000841,-0.775024807007
ACH-000843,-0.8857753383050001
ACH-000846,-1.34844960032
ACH-000847,-0.44482715897799996
ACH-000848,-0.662038573611
ACH-000849,-0.589251451849
ACH-000851,-0.947079128662
ACH-000855,-0.888633737912
ACH-000856,-0.745050363625
ACH-000858,-0.8183755716779999
ACH-000859,-0.809078610742
ACH-000861,-1.09070373709
ACH-000862,-1.2206989015
ACH-000865,-0.7709889086239999
ACH-000866,-1.1447230729200002
ACH-000867,-0.7078154519930001
ACH-000869,-1.1051628836299998
ACH-000872,-0.5995559586770001
ACH-000873,-0.528056154004
ACH-000876,-1.04339674871
ACH-000878,-0.511400925111
ACH-000880,-0.769047505933
ACH-000881,-0.518900419335
ACH-000882,-0.7575657147329999
ACH-000884,-0.667145662741
ACH-000885,-0.8437967555470001
ACH-000887,-0.923849550998
ACH-000888,-0.9174682137119999
ACH-000889,-0.847129310687
ACH-000890,-0.8796332429070001
ACH-000896,-0.853814975037
ACH-000898,-0.750122609505
ACH-000900,-1.0819864435100002
ACH-000901,-1.13194972689
ACH-000905,-0.5786166407500001
ACH-000906,-0.8242887221349999
ACH-000907,-1.01413281713
ACH-000910,-0.583255993462
ACH-000911,-0.915866667369
ACH-000912,-0.5340435414720001
ACH-000913,-0.698967125464
ACH-000915,-0.50937208207
ACH-000916,-1.19095953823
ACH-000917,-0.684116194788
ACH-000921,-0.917307726602
ACH-000924,-1.0147368965899999
ACH-000926,-1.04516174685
ACH-000928,-0.88353563966
ACH-000929,-0.6591564564769999
ACH-000932,-0.937260311276
ACH-000935,-0.5083705250899999
ACH-000936,-0.7158147638760001
ACH-000937,-0.6606840301420001
ACH-000938,-0.8168981204369999
ACH-000939,-1.04486668364
ACH-000941,-0.8270543821359999
ACH-000943,-0.8160285837729999
ACH-000946,-0.8864144778299999
ACH-000947,-0.944173255007
ACH-000948,-0.9014143766680001
ACH-000950,-0.831806393459
ACH-000953,-0.521369526155
ACH-000957,-0.9703733501559999
ACH-000958,-0.9044798342749999
ACH-000960,-0.851304027703
ACH-000963,-0.8724034400700001
ACH-000968,-0.766438140691
ACH-000969,-0.8713733930600001
ACH-000973,-0.9390240384980001
ACH-000974,-1.16122478503
ACH-000975,-0.842197529595
ACH-000976,-0.64100909118
ACH-000978,-1.04999189239
ACH-000980,-0.906518388559
ACH-000984,-0.8136344472560001
ACH-000986,-0.7055843343539999
ACH-000988,-0.738458922507
ACH-000993,-1.1522695191799999
ACH-000994,-0.643483481596
ACH-000996,-0.777063870713
ACH-001001,-0.735272765129
ACH-001020,-0.81200862761
ACH-001028,-0.679535336529
ACH-001031,-1.26982774237
ACH-001038,-0.858270301146
ACH-001048,-0.865623172996
ACH-001050,-0.7868353608249999
ACH-001053,-0.895744794682
ACH-001054,-0.751999541774
ACH-001061,-0.882609126685
ACH-001067,-1.01892704168
ACH-001075,-1.03002329181
ACH-001096,-0.806029242704
ACH-001128,-1.058682001
ACH-001134,-0.88766338731
ACH-001151,-0.852531570726
ACH-001163,-1.11285595419
ACH-001164,-0.8610760795389999
ACH-001173,-1.0407705121200002
ACH-001183,-0.749853553378
ACH-001184,-1.29402160508
ACH-001190,-0.94679704503
ACH-001192,-0.755795229006
ACH-001193,-0.532607473073
ACH-001196,-1.3948647229700002
ACH-001197,-0.839782433151
ACH-001205,-0.821193781821
ACH-001211,-1.22252366983
ACH-001212,-1.00564712603
ACH-001228,-0.975827821343
ACH-001232,-0.7309939507590001
ACH-001239,-0.730738762536
ACH-001274,-0.922216921302
ACH-001275,-0.928077080282
ACH-001277,-0.766566014316
ACH-001278,-1.07665260866
ACH-001280,-1.37494331636
ACH-001283,-1.0119836712799999
ACH-001289,-1.01901158945
ACH-001295,-0.821324512156
ACH-001300,-0.8823559320379999
ACH-001301,-0.859495832291
ACH-001302,-0.596302478859
ACH-001303,-0.63176972107
ACH-001306,-0.6556557195080001
ACH-001318,-0.8652747433210001
ACH-001322,-0.753701837646
ACH-001328,-0.5269172541699999
ACH-001332,-0.534964702564
ACH-001333,-0.988917123183
ACH-001336,-0.8128146154729999
ACH-001340,-0.824414538881
ACH-001346,-0.41966443528399994
ACH-001353,-0.85413780544
ACH-001354,-0.7859911287000001
ACH-001367,-0.979760976688
ACH-001368,-0.8212837117389999
ACH-001374,-0.805738549205
ACH-001375,-1.07216447061
ACH-001377,-0.9052524653899999
ACH-001380,-0.8879390944700001
ACH-001391,-0.7020579229899999
ACH-001407,-1.0064523833299999
ACH-001408,-0.78769294428
ACH-001413,-0.922026851353
ACH-001430,-0.880682969554
ACH-001431,-0.6566120540079999
ACH-001450,-0.805025963603
ACH-001496,-1.0759440425
ACH-001500,-0.45560746685000003
ACH-001521,-0.7331215261640001
ACH-001523,-0.69979902756
ACH-001532,-1.22021940927
ACH-001536,-0.8276233878389999
ACH-001550,-0.7750738713869999
ACH-001552,-0.9490418080249999
ACH-001554,-1.0703632571700001
ACH-001645,-0.893455708862
ACH-001654,-0.796683098065
ACH-001715,-0.8547651570360001
ACH-001735,-1.0025447595399999
ACH-001736,-0.998389429615
ACH-001737,-0.944115786481
ACH-001740,-0.8883703467849999
ACH-001745,-0.8138832978689999
ACH-001750,-0.859686883233
ACH-001765,-1.0568627992100001
ACH-001956,-1.29777200033
ACH-001957,-1.1018107261299999
