,UST (10090)
ACH-000004,0.03465732247
ACH-000007,-0.107806913966
ACH-000009,0.014287590264600001
ACH-000011,-0.108567851318
ACH-000012,0.058601973204699995
ACH-000013,0.0923128657243
ACH-000014,-0.058623567207
ACH-000015,0.0997141764308
ACH-000017,0.059688753753899995
ACH-000018,-0.0224960532099
ACH-000019,0.132292888585
ACH-000021,-0.147796865354
ACH-000022,-0.048409211705599996
ACH-000025,-0.0417163697191
ACH-000028,0.034257189460000004
ACH-000030,0.027584314318900002
ACH-000035,0.12266495626700001
ACH-000036,0.294987972589
ACH-000037,-0.07425785139610001
ACH-000039,-0.286572970889
ACH-000040,-0.062496061725399996
ACH-000041,-0.014328764405399999
ACH-000042,-0.12423871887700001
ACH-000045,-0.1490658209
ACH-000047,0.028351472886799997
ACH-000052,0.057799327584499995
ACH-000053,0.018648360401700002
ACH-000054,0.108335230026
ACH-000055,0.0285895103533
ACH-000060,-0.0965471331518
ACH-000067,0.025750230654400002
ACH-000070,-0.024118258761400002
ACH-000075,0.439219546401
ACH-000078,-0.0306313884645
ACH-000082,0.100573612449
ACH-000085,0.05300680808469999
ACH-000086,0.117252207493
ACH-000087,-0.276381770228
ACH-000092,0.04592274063230001
ACH-000095,-0.137116376829
ACH-000097,-0.023523155354
ACH-000098,0.052160054775099995
ACH-000099,0.0202607277749
ACH-000108,0.0588880290648
ACH-000113,-0.0502823132857
ACH-000115,0.0669181153878
ACH-000116,0.173693571543
ACH-000118,-0.115787902124
ACH-000120,-0.0419150637776
ACH-000123,-0.0351284570843
ACH-000127,0.00706678031412
ACH-000128,0.133017134004
ACH-000132,0.05136021069899999
ACH-000133,0.10770266088099999
ACH-000137,0.035242183055500004
ACH-000138,0.032626318662400004
ACH-000142,0.145428514964
ACH-000143,0.146098208551
ACH-000146,-0.0394348993546
ACH-000148,-0.0311833718456
ACH-000150,-0.11126076120999999
ACH-000152,0.039646117943099995
ACH-000153,0.255133421608
ACH-000159,-0.0673722797748
ACH-000160,0.124287288281
ACH-000163,0.127347384086
ACH-000167,0.14755707659199999
ACH-000168,0.18597642637000003
ACH-000169,0.060901751166199995
ACH-000178,0.07969441617010001
ACH-000182,0.139125078818
ACH-000183,0.10438080060499999
ACH-000188,0.11610230512599999
ACH-000189,0.07858511685530001
ACH-000190,0.0661955491227
ACH-000198,0.028640633735099997
ACH-000204,0.161856249359
ACH-000206,0.0646186867313
ACH-000207,0.106774512281
ACH-000211,-0.0579724729914
ACH-000215,0.0641441142914
ACH-000221,0.0074489359888499996
ACH-000222,0.15956421160700002
ACH-000223,0.08636451001150001
ACH-000226,0.0390486827676
ACH-000227,0.0560969381931
ACH-000228,0.19794022993000002
ACH-000231,-0.0849416549751
ACH-000232,-0.0738515485598
ACH-000233,-0.0507039253696
ACH-000234,-0.110614968486
ACH-000235,-0.09828258283389998
ACH-000237,0.07708733768180001
ACH-000238,0.11263526673
ACH-000243,0.0386607956412
ACH-000244,0.0657656497876
ACH-000246,0.136089362489
ACH-000248,0.0960160800134
ACH-000250,0.0426271082154
ACH-000251,-0.050789012542199995
ACH-000253,-0.0386724094416
ACH-000255,0.00426164525005
ACH-000256,-0.0485290887825
ACH-000257,0.202830557675
ACH-000258,0.038889994605699994
ACH-000259,0.0194463629663
ACH-000260,0.012324896934200002
ACH-000261,-0.10902211438500001
ACH-000262,-0.15175514779899998
ACH-000263,-0.049158892864800005
ACH-000264,-0.01302741763
ACH-000265,0.111535210793
ACH-000266,-0.0914132406618
ACH-000272,0.0145825409133
ACH-000273,-0.226387312755
ACH-000274,-0.04403734392249999
ACH-000277,-0.00873192015968
ACH-000278,0.0831514166747
ACH-000279,-0.201666439773
ACH-000280,-0.0334542284626
ACH-000281,0.0519027743624
ACH-000288,0.030722975813099997
ACH-000291,0.0455463302001
ACH-000293,-0.00430907111999
ACH-000294,-0.0682931458978
ACH-000295,-0.00888119034159
ACH-000296,0.16627251028599999
ACH-000302,0.0329361670052
ACH-000304,0.046709864851599996
ACH-000307,0.00034289306292000003
ACH-000308,-0.0222298596587
ACH-000310,-0.0202575548487
ACH-000311,0.074899163747
ACH-000312,0.0179659116617
ACH-000315,-0.034903550361699995
ACH-000316,-0.0266814597931
ACH-000317,-0.200268036567
ACH-000318,0.28412657111699996
ACH-000319,-0.0631196065195
ACH-000320,-0.156930000922
ACH-000322,-0.014657948846
ACH-000323,0.11994876424699999
ACH-000324,-0.0897401137919
ACH-000329,-0.0894595655035
ACH-000330,0.0700082804429
ACH-000331,0.173222658597
ACH-000332,0.0324616677948
ACH-000334,0.00778662290334
ACH-000335,0.046875579327099993
ACH-000336,-0.11223173615599999
ACH-000337,-0.135279461515
ACH-000339,0.18586534167500002
ACH-000341,0.15651922996
ACH-000348,0.023594114180799996
ACH-000350,-0.142800668154
ACH-000352,-0.0286082256145
ACH-000356,0.04432476773730001
ACH-000361,0.0521901510161
ACH-000362,0.08581971627630001
ACH-000363,0.09495550732460001
ACH-000364,-0.106198557317
ACH-000365,0.0763906062984
ACH-000366,0.113563828115
ACH-000368,-0.0115650623326
ACH-000374,0.0869133247002
ACH-000375,-0.0532534100868
ACH-000376,0.06737278454
ACH-000381,-0.137230170301
ACH-000383,0.040937533022400004
ACH-000387,0.0109546975477
ACH-000389,0.334088014452
ACH-000390,0.14872799407
ACH-000393,-0.03899650795430001
ACH-000395,0.330042467836
ACH-000397,-0.0008124044934439998
ACH-000401,0.19260435299400003
ACH-000402,0.22419202604200003
ACH-000403,-0.149097501265
ACH-000404,-0.0330061907943
ACH-000406,0.126880788082
ACH-000407,-0.21330068898200003
ACH-000408,0.133222154056
ACH-000410,-0.0115400294948
ACH-000411,0.144042360943
ACH-000414,0.035041959318400005
ACH-000415,-0.00947687587304
ACH-000416,0.0951837492299
ACH-000420,0.0357880083824
ACH-000421,0.004508181694560001
ACH-000424,0.177283644903
ACH-000425,0.0922980693221
ACH-000426,-0.0646095441079
ACH-000427,0.007062477455729999
ACH-000433,-0.027396038146099998
ACH-000436,-0.0355993416801
ACH-000444,0.0484539081571
ACH-000445,-0.140261041125
ACH-000448,0.00411826855236
