,POMT1 (10585)
ACH-000004,-0.143547330478
ACH-000007,0.09167200277000001
ACH-000009,-0.296741071217
ACH-000011,-0.09707118977649999
ACH-000012,-0.16182854209699998
ACH-000013,-0.27097032410599997
ACH-000014,-0.300144016593
ACH-000015,-0.294072567003
ACH-000017,-0.0268428063565
ACH-000018,0.010847690919700002
ACH-000019,-0.12735944061899998
ACH-000021,-0.23718464025199998
ACH-000022,-0.296524030035
ACH-000025,-0.11452734180400001
ACH-000028,-0.0866499486577
ACH-000030,-0.145617150931
ACH-000035,0.0980395045983
ACH-000036,-0.0740722012395
ACH-000037,-0.0570132349209
ACH-000039,-0.0738548675391
ACH-000040,-0.119090236951
ACH-000041,-0.138467712936
ACH-000042,-0.156305443049
ACH-000045,-0.182851449094
ACH-000047,-0.258762181551
ACH-000052,-0.282778803717
ACH-000053,-0.08739475728589999
ACH-000054,-0.0735352422642
ACH-000055,-0.206025846215
ACH-000060,-0.140199280878
ACH-000067,-0.287005133832
ACH-000070,0.289622144114
ACH-000075,-0.105753580925
ACH-000078,-0.154518995
ACH-000082,-0.0785150986759
ACH-000085,-0.170684255059
ACH-000086,-0.157489957122
ACH-000087,-0.317741903823
ACH-000092,-0.27322202725
ACH-000095,-0.042953482308599994
ACH-000097,-0.155348043162
ACH-000098,-0.193682938044
ACH-000099,-0.171331515592
ACH-000108,-0.240781296958
ACH-000113,0.0161230171919
ACH-000115,-0.448977385479
ACH-000116,-0.195940218136
ACH-000118,-0.296939040199
ACH-000120,0.00669623583749
ACH-000123,-0.0848616761565
ACH-000127,-0.16220656605999997
ACH-000128,-0.136022821322
ACH-000132,-0.226247200752
ACH-000133,-0.0626842452736
ACH-000137,-0.213128679124
ACH-000138,-0.107992007084
ACH-000142,-0.28233960083799997
ACH-000143,-0.267295626246
ACH-000146,-0.0736834182584
ACH-000148,-0.157281354724
ACH-000150,0.028501666768499998
ACH-000152,0.03599590623230001
ACH-000153,-0.110709348413
ACH-000159,-0.151698201816
ACH-000160,-0.09058565899599999
ACH-000163,-0.171197296305
ACH-000167,-0.130168803199
ACH-000168,-0.22990042271400002
ACH-000169,-0.0985022058624
ACH-000178,-0.07007007567430001
ACH-000182,-0.0147820167524
ACH-000183,-0.128865138061
ACH-000188,-0.0421182892565
ACH-000189,-0.155358391994
ACH-000190,-0.038731153491500005
ACH-000198,-0.161845570012
ACH-000204,-0.07843357632739999
ACH-000206,-0.106780260237
ACH-000207,0.10473415161699999
ACH-000211,-0.128249045034
ACH-000215,-0.151613900305
ACH-000221,-0.114659492705
ACH-000222,-0.169907560665
ACH-000223,-0.133838685515
ACH-000226,-0.293409780858
ACH-000227,-0.27908082595600003
ACH-000228,-0.238908154857
ACH-000231,-0.11250932656500001
ACH-000232,-0.205006810479
ACH-000233,-0.135037539203
ACH-000234,-0.15955545085
ACH-000235,-0.18634679024599998
ACH-000237,-0.181336101145
ACH-000238,-0.0781079483067
ACH-000243,-0.11850530194700001
ACH-000244,0.15111401596899998
ACH-000246,-0.151307337303
ACH-000248,-0.123791963638
ACH-000250,-0.168823466222
ACH-000251,-0.126219090509
ACH-000253,-0.138562456877
ACH-000255,-0.217647221388
ACH-000256,-0.14415681036800002
ACH-000257,-0.309134069518
ACH-000258,0.015025250192499999
ACH-000259,-0.15289519387599998
ACH-000260,-0.17169924835900002
ACH-000261,-0.0524648032862
ACH-000262,-0.078056379371
ACH-000263,-0.150501329124
ACH-000264,-0.155959385446
ACH-000265,-0.040288384945699994
ACH-000266,-0.15410620134199998
ACH-000272,-0.248381099919
ACH-000273,-0.36932511202
ACH-000274,-0.145126541049
ACH-000277,-0.0333375266025
ACH-000278,-0.119172974581
ACH-000279,-0.114688018711
ACH-000280,-0.253279508357
ACH-000281,-0.180163603906
ACH-000288,0.0156709043925
ACH-000291,-0.158493216717
ACH-000293,-0.272898350914
ACH-000294,-0.161241016188
ACH-000295,-0.30560849357700004
ACH-000296,-0.0635171665939
ACH-000302,-0.165537072511
ACH-000304,-0.348096173808
ACH-000307,-0.251621033079
ACH-000308,-0.0827677150325
ACH-000310,-0.193146156433
ACH-000311,0.0101745435749
ACH-000312,-0.203121948751
ACH-000315,-0.23799572735
ACH-000316,-0.310384862016
ACH-000317,-0.005871698358689999
ACH-000318,-0.20566245550099999
ACH-000319,-0.109173004847
ACH-000320,-0.171247926343
ACH-000322,-0.0733560576287
ACH-000323,-0.13906815830299998
ACH-000324,-0.125444676935
ACH-000329,-0.22519000825999996
ACH-000330,-0.146225620712
ACH-000331,-0.09327819324060001
ACH-000332,-0.23036051418900003
ACH-000334,-0.203619728006
ACH-000335,-0.146752701022
ACH-000336,0.143204793946
ACH-000337,-0.257305476917
ACH-000339,-0.0720970442645
ACH-000341,-0.134869594193
ACH-000348,-0.242652302759
ACH-000350,-0.152458420226
ACH-000352,-0.08566981656980001
ACH-000356,-0.0383578917502
ACH-000361,0.0644715083302
ACH-000362,-0.254920407811
ACH-000363,-0.142845355714
ACH-000364,0.040739107477099995
ACH-000365,-0.0676403967659
ACH-000366,-0.26013932449099997
ACH-000368,-0.051598633295900004
ACH-000374,-0.051168275864500005
ACH-000375,0.07548689890660001
ACH-000376,-0.15149385882400002
ACH-000381,-0.318215877646
ACH-000383,-0.162783199473
ACH-000387,-0.22046753019499998
ACH-000389,-0.0410488473014
ACH-000390,-0.19083031310100002
ACH-000393,-0.0677954233189
ACH-000395,-0.23555676241700002
ACH-000397,-0.202956949669
ACH-000401,-0.21804678193000004
ACH-000402,-0.819897026198
ACH-000403,-0.256133040752
ACH-000404,-0.22783191617899998
ACH-000406,-0.0955400711328
ACH-000407,-0.122037754828
ACH-000408,-0.166809431742
ACH-000410,-0.137735149524
ACH-000411,-0.0462780889166
ACH-000414,-0.091623529959
ACH-000415,-0.051334437619199993
ACH-000416,-0.237377741742
ACH-000420,0.0096700852238
ACH-000421,-0.130905252758
ACH-000424,-0.255035288375
ACH-000425,-0.015308635365899999
ACH-000426,0.019121654915599997
ACH-000427,0.0218619076755
ACH-000433,-0.246991201416
ACH-000436,-0.17494330478599998
ACH-000444,-0.264967582791
ACH-000445,0.10869625882200001
ACH-000448,-0.150008252597
ACH-000450,-0.047129912445800004
ACH-000452,-0.105136973684
ACH-000454,-0.34787363577799996
ACH-000458,-0.257578155772
ACH-000459,-0.190690652766
ACH-000460,-0.18612339185899998
ACH-000461,-0.17134635761599998
ACH-000463,-0.04294652441269999
ACH-000464,-0.14546764825
ACH-000466,-0.127593901657
ACH-000467,-0.241875431171
ACH-000468,-0.184557288976
ACH-000469,-0.20678758632199998
ACH-000470,-0.219763952206
ACH-000471,-0.173928807382
ACH-000472,-0.052220636315099996
ACH-000473,-0.0922227065071
ACH-000475,-0.20751389618299998
ACH-000476,0.11564223472400001
ACH-000477,-0.146242637276
ACH-000480,0.07440220403360001
ACH-000481,-0.149791582794
ACH-000483,-0.265465765559
ACH-000484,-0.337264001678
ACH-000485,0.0114412461225
ACH-000486,-0.0383361837332
ACH-000487,-0.187186799131
ACH-000488,-0.29111156928000004
ACH-000490,-0.193830743724
ACH-000491,-0.255174845465
ACH-000495,-0.10447542454
ACH-000496,-0.18179348238600002
ACH-000499,-0.18243677094500002
ACH-000500,-0.488866264159
ACH-000502,-0.0720813165397
ACH-000503,-0.227668866905
ACH-000505,0.00609348776784
ACH-000507,-0.0934447574762
ACH-000510,-0.132587372762
ACH-000511,-0.0392887893687
ACH-000512,-0.213470128638
ACH-000516,-0.195276445822
ACH-000517,-0.158483563932
ACH-000518,-0.04630352189180001
ACH-000520,-0.292468885129
ACH-000521,-0.246499418822
ACH-000522,-0.131982420328
ACH-000524,-0.181113352163
ACH-000527,-0.103268911958
ACH-000528,-0.123334225341
ACH-000537,-0.035746345524
ACH-000541,0.11105856442199999
ACH-000542,-0.0582941609842
ACH-000544,-0.30278242375500003
ACH-000545,-0.10018861824400001
ACH-000547,0.0726434491882
ACH-000548,-0.166801564499
ACH-000549,-0.020338998867900002
ACH-000550,-0.15737338235200002
ACH-000552,-0.0971776188452
ACH-000556,-0.26094261872900004
ACH-000557,-0.12743682345899998
ACH-000570,-0.110538774032
ACH-000571,-0.20622544615
ACH-000573,-0.10515390585300001
ACH-000576,-0.17163774829300002
ACH-000580,-0.100636247035
ACH-000584,-0.19884939981600003
ACH-000585,-0.158450598396
ACH-000588,0.11346518038799999
ACH-000589,-0.196845805184
ACH-000591,0.0535745701146
ACH-000593,-0.398684971911
ACH-000600,-0.207823019487
ACH-000601,-0.168115069753
ACH-000604,-0.0127472913726
ACH-000605,-0.152347436575
ACH-000606,-0.13449903728
ACH-000608,-0.21622028584300002
ACH-000614,-0.0161273308918
ACH-000616,-0.15071197558
ACH-000618,-0.113357582554
ACH-000619,-0.538224047925
ACH-000620,-0.211906651505
ACH-000621,-0.19795115149300002
ACH-000622,-0.262152044245
ACH-000623,-0.102112437283
ACH-000624,-0.122865746616
ACH-000627,0.015204416193
ACH-000630,-0.206338332119
ACH-000632,-0.276168968153
ACH-000633,-0.103359167684
ACH-000637,-0.23945132704100003
ACH-000638,-0.154668410777
ACH-000646,0.0795333076754
ACH-000647,-0.12318648392
ACH-000648,-0.613111454204
ACH-000649,-0.129906338992
ACH-000651,-0.285871723801
ACH-000652,-0.240171707315
ACH-000653,-0.149153642729
ACH-000657,-0.213835229779
ACH-000658,-0.307903480026
ACH-000661,-0.20096092120499998
ACH-000662,-0.199295228153
ACH-000663,0.050028497363999995
ACH-000665,-0.0979046648396
ACH-000671,-0.521003620518
ACH-000673,-0.114168668643
ACH-000676,-0.120910319751
ACH-000677,-0.034355281220400005
ACH-000681,-0.368414727201
ACH-000682,-0.171681830319
ACH-000683,-0.149188257279
ACH-000684,-0.167778721032
