,TIMP3 (7078)
ACH-000004,-0.326420681357
ACH-000007,-0.0187613045341
ACH-000009,-0.19191283794199998
ACH-000011,0.031542696325
ACH-000012,-0.151796471929
ACH-000013,0.114141081129
ACH-000014,-0.259850618627
ACH-000015,-0.12978541805299998
ACH-000017,0.0746215030979
ACH-000018,0.0766538988745
ACH-000019,-0.28458280992400004
ACH-000021,0.00424745990255
ACH-000022,-0.04812517419890001
ACH-000025,-0.09829208800110001
ACH-000028,-0.313951485642
ACH-000030,-0.18615044485800003
ACH-000035,0.00543642475601
ACH-000036,0.0333481452674
ACH-000037,0.019131876056699998
ACH-000039,-0.048704988530699996
ACH-000040,0.05250284938469999
ACH-000041,-0.320912019289
ACH-000042,-0.397509566447
ACH-000045,0.104025734828
ACH-000047,-0.221252859199
ACH-000052,0.0712573818648
ACH-000053,-0.104763799153
ACH-000054,0.0712195182054
ACH-000055,-0.09223402704060002
ACH-000060,-0.32048414671000003
ACH-000067,-0.0959734581326
ACH-000070,-0.00151388535841
ACH-000075,-0.0996234859698
ACH-000078,-0.020968145300900003
ACH-000082,-0.135440902095
ACH-000085,-0.187807461411
ACH-000086,0.0061014872004499995
ACH-000087,0.0804657880025
ACH-000092,-0.0393240447054
ACH-000095,-0.225663613483
ACH-000097,-0.127412484354
ACH-000098,-0.059627206499199996
ACH-000099,-0.097270178057
ACH-000108,0.0367697716043
ACH-000113,-0.00973323643066
ACH-000115,0.172567582696
ACH-000116,-0.04896151422159999
ACH-000118,-0.0986448622556
ACH-000120,0.171858115
ACH-000123,-0.032155350738
ACH-000127,0.195902373352
ACH-000128,-0.0472224851855
ACH-000132,0.148886739025
ACH-000133,0.012939528384
ACH-000137,-0.099807222677
ACH-000138,0.12453287048699999
ACH-000142,-0.0510363523459
ACH-000143,-0.10711419029899999
ACH-000146,-0.259513966966
ACH-000148,-0.0361141543453
ACH-000150,-0.009784842753579999
ACH-000152,0.12309482543299999
ACH-000153,-0.0787560016377
ACH-000159,0.160467262481
ACH-000160,0.037362258396800005
ACH-000163,0.0238961876817
ACH-000167,-0.0706013200385
ACH-000168,0.25761569799600004
ACH-000169,-0.23258003061299998
ACH-000178,-0.11828111839199999
ACH-000182,0.0683166600125
ACH-000183,-0.0628903402505
ACH-000188,0.11396114258199999
ACH-000189,-0.113792792834
ACH-000190,-0.22105499478799998
ACH-000198,0.0361665620508
ACH-000204,-0.142508519943
ACH-000206,-0.254728179142
ACH-000207,-0.21678192554900003
ACH-000211,-0.142865454802
ACH-000215,-0.040267593207400004
ACH-000221,-0.126792734243
ACH-000222,0.194603060497
ACH-000223,-0.18333526827100002
ACH-000226,0.0265355879707
ACH-000227,-0.18396163565
ACH-000228,-0.022801938338599996
ACH-000231,-0.0791047559467
ACH-000232,-0.179227542835
ACH-000233,-0.007891982981
ACH-000234,-0.0832935974007
ACH-000235,0.00218077556745
ACH-000237,0.0300480947928
ACH-000238,-0.198358569723
ACH-000243,-0.17733319747200002
ACH-000244,0.030687555843199998
ACH-000246,-0.128672625096
ACH-000248,-0.25840489748100004
ACH-000250,0.033889050987400006
ACH-000251,0.0461255992222
ACH-000253,0.00039174810831599997
ACH-000255,-0.065535592738
ACH-000256,-0.21812491189599997
ACH-000257,-0.0918631736439
ACH-000258,-0.176139178262
ACH-000259,-0.0665573269307
ACH-000260,-0.0100279168199
ACH-000261,-0.040150624660300005
ACH-000262,-0.0966355265337
ACH-000263,-0.07541290096060001
ACH-000264,-0.0166810532504
ACH-000265,-0.292239768384
ACH-000266,0.023144804906399998
ACH-000272,0.016482416407600002
ACH-000273,-0.146355790649
ACH-000274,-0.0582854558744
ACH-000277,0.0197960428612
ACH-000278,0.117895486842
ACH-000279,-0.09618394291000001
ACH-000280,-0.0797932814386
ACH-000281,-0.156500492044
ACH-000288,-0.008094107161770002
ACH-000291,-0.07673884641289999
ACH-000293,-0.13299122346699999
ACH-000294,-0.182425500365
ACH-000295,-0.041976776997
ACH-000296,-0.325649807812
ACH-000302,0.00152710770807
ACH-000304,-0.310855164057
ACH-000307,-0.101774332688
ACH-000308,-0.0894579781992
ACH-000310,-0.34183943811399997
ACH-000311,-0.0892645484925
ACH-000312,0.053079255157
ACH-000315,-0.161081323161
ACH-000316,-0.0939281155622
ACH-000317,-0.004321557751649999
ACH-000318,-0.0511051848797
ACH-000319,0.0165713966412
ACH-000320,-0.163442104224
ACH-000322,-0.11863040090600001
ACH-000323,-0.30947904228
ACH-000324,-0.233568875551
ACH-000329,0.0486330520249
ACH-000330,-0.20862422445300002
ACH-000331,0.106228036615
ACH-000332,-0.159048415034
ACH-000334,0.06475248395159999
ACH-000335,-0.221416782057
ACH-000336,-0.11902939151900001
ACH-000337,0.190424964419
ACH-000339,0.0798241720858
ACH-000341,-0.223787805821
ACH-000348,-0.08429791600410001
ACH-000350,-0.27583848992
ACH-000352,-0.222592336491
ACH-000356,-0.215593250156
ACH-000361,0.022332013414599998
ACH-000362,-0.16835093501200002
ACH-000363,-0.0496999891438
ACH-000364,-0.20111257720400003
ACH-000365,-0.129493000352
ACH-000366,-0.035676295057699994
ACH-000368,0.0198909861192
ACH-000374,0.0864302951629
ACH-000375,-0.384336658733
ACH-000376,-0.0700779242843
ACH-000381,-0.427040874671
ACH-000383,-0.029698342649599998
ACH-000387,-0.252910874375
ACH-000389,-0.179120326137
ACH-000390,-0.19553618845600002
ACH-000393,-0.17420741608100002
ACH-000395,-0.13582293501700002
ACH-000397,-0.167497727619
ACH-000401,-0.367885028249
ACH-000402,-0.0693591755874
ACH-000403,-0.112115352215
ACH-000404,0.0679942740927
ACH-000406,-0.131853585813
ACH-000407,0.18001405300999998
ACH-000408,-0.149718858257
ACH-000410,0.152366096157
ACH-000411,0.136314774064
ACH-000414,-0.1043636375
ACH-000415,0.0288234654066
ACH-000416,-0.146316379622
ACH-000420,-0.200439078408
ACH-000421,-0.0333948018952
ACH-000424,0.029520781226800002
ACH-000425,-0.249138410013
ACH-000426,-0.0321614770126
ACH-000427,0.06144206907980001
ACH-000433,-0.0863410221583
ACH-000436,-0.306765758845
ACH-000444,-0.00943832736539
ACH-000445,-0.0810321413649
ACH-000448,-0.09051631324719998
ACH-000450,0.234846222766
ACH-000452,-0.0467357678954
ACH-000454,0.0823940751603
ACH-000458,-0.055654508166399996
ACH-000459,-0.007390374061689999
ACH-000460,-0.13925008838300001
ACH-000461,0.140786616873
ACH-000463,-0.0379608117144
ACH-000464,0.167540155933
ACH-000466,-0.19788471314800002
ACH-000467,-0.0330976892702
ACH-000468,0.037025876118600004
