,DNPH1 (10591)
ACH-000004,0.093880935984
ACH-000007,-0.0625634978749
ACH-000009,0.00933300945348
ACH-000011,-0.175457549439
ACH-000012,-0.00930673421872
ACH-000013,-0.022749532301
ACH-000014,-0.056642513316
ACH-000015,0.10963650627299999
ACH-000017,0.0496619895569
ACH-000018,-0.0885961653511
ACH-000019,0.0366049954389
ACH-000021,0.0611462704905
ACH-000022,-0.144718004707
ACH-000025,-0.0665448077709
ACH-000028,-0.118183500735
ACH-000030,-0.0433301506317
ACH-000035,-0.037007368306300005
ACH-000036,-0.10559616811599999
ACH-000037,0.215352135488
ACH-000039,0.040127296461300005
ACH-000040,0.0313832013482
ACH-000041,0.0925075078737
ACH-000042,0.052042714621800004
ACH-000045,0.131911379179
ACH-000047,-0.10993694207900001
ACH-000052,-0.05795727762080001
ACH-000053,0.014196966966600002
ACH-000054,0.0337464508133
ACH-000055,0.0018576905551600002
ACH-000060,-0.178234226846
ACH-000067,-0.019246160805500002
ACH-000070,0.00991614029568
ACH-000075,0.33113042074099996
ACH-000078,-0.18391284100400002
ACH-000082,-0.0887248238201
ACH-000085,-0.0686911392828
ACH-000086,-0.181080030656
ACH-000087,-0.00409072112859
ACH-000092,-0.009030866872700001
ACH-000095,0.0467091792709
ACH-000097,0.0646675942615
ACH-000098,-0.106508413091
ACH-000099,-0.13816899786599998
ACH-000108,0.00664382170098
ACH-000113,-0.019956582631999998
ACH-000115,0.0036717411137100003
ACH-000116,-0.03834885454919999
ACH-000118,0.0326322582896
ACH-000120,0.161659765029
ACH-000123,0.112499393893
ACH-000127,-0.187815506837
ACH-000128,-0.244227164306
ACH-000132,-0.027764409056599996
ACH-000133,-0.0630003477177
ACH-000137,-0.0053052247079599995
ACH-000138,-0.0689155455311
ACH-000142,0.025000630071799996
ACH-000143,0.0080102441111
ACH-000146,-0.280236362778
ACH-000148,0.13233838597300002
ACH-000150,0.06352225480000001
ACH-000152,-0.04144799135280001
ACH-000153,0.189832520473
ACH-000159,-0.0528861081613
ACH-000160,-0.0012443653483699998
ACH-000163,0.140865994101
ACH-000167,-0.253190788981
ACH-000168,-0.0833155840657
ACH-000169,-0.0044484418797899996
ACH-000178,-0.12469081039999999
ACH-000182,-0.11373466230599999
ACH-000183,-0.09842868467520001
ACH-000188,-0.119257803713
ACH-000189,0.131051066618
ACH-000190,-0.0328193864594
ACH-000198,0.10498890909900001
ACH-000204,-0.0080900363066
ACH-000206,-0.283143191344
ACH-000207,-0.349510360975
ACH-000211,0.043092503040899996
ACH-000215,-0.014043949411400001
ACH-000221,0.042309464298999996
ACH-000222,0.16905434676699999
ACH-000223,-0.315274749833
ACH-000226,-0.023214817527400004
ACH-000227,0.127423866462
ACH-000228,-0.0786399638261
ACH-000231,-0.16783688243099998
ACH-000232,0.11573431931099999
ACH-000233,0.0305637185114
ACH-000234,0.15026299654
ACH-000235,-0.0982437557823
ACH-000237,-0.0250046512135
ACH-000238,0.00133191229776
ACH-000243,-0.0522630217481
ACH-000244,0.0289468618114
ACH-000246,-0.0593386132135
ACH-000248,-0.11177190118699999
ACH-000250,-0.0348409701966
ACH-000251,-0.275629806494
ACH-000253,-0.0414637850091
ACH-000255,-0.0364117561699
ACH-000256,0.015562599410099999
ACH-000257,-0.024195457313299997
ACH-000258,0.22729762144000001
ACH-000259,-0.0262730130052
ACH-000260,-0.010473293829
ACH-000261,-0.0395826725526
ACH-000262,0.193354975568
ACH-000263,-0.018149109582099997
ACH-000264,-0.0636137623766
ACH-000265,0.0775167931907
ACH-000266,0.099543349309
ACH-000272,-0.035337616435599996
ACH-000273,-0.077354439995
ACH-000274,0.0694544367272
ACH-000277,-0.11758913826400001
ACH-000278,0.119442324638
ACH-000279,0.011398894883399999
ACH-000280,-0.026100733655500002
ACH-000281,0.0930822197989
ACH-000288,0.105439189797
ACH-000291,0.016853794050799998
ACH-000293,-0.14550585692600002
ACH-000294,-0.043587120382199994
ACH-000295,-0.09382382720589999
ACH-000296,0.0548057149985
ACH-000302,0.0541988281419
ACH-000304,0.22060252524799998
ACH-000307,-0.034777775022900005
ACH-000308,-0.0362622005616
ACH-000310,-0.209215467784
ACH-000311,0.162929797747
ACH-000312,-0.00478762353294
ACH-000315,0.0935671427348
ACH-000316,0.047501606028899995
ACH-000317,0.026114100815
ACH-000318,-0.111886258855
ACH-000319,-0.155838307614
ACH-000320,0.23120679679
ACH-000322,0.118108498269
ACH-000323,0.0614546223397
ACH-000324,0.04475461351459999
ACH-000329,-0.0570896412642
ACH-000330,0.109484562793
ACH-000331,-0.102083561768
ACH-000332,0.052266128090900005
ACH-000334,-0.030752585181999997
ACH-000335,0.07480400016630001
ACH-000336,0.207599222287
ACH-000337,-0.167703745002
ACH-000339,-0.145984165295
ACH-000341,0.07966904970139999
ACH-000348,-0.108526190483
ACH-000350,0.155507675251
ACH-000352,0.09928808490839999
ACH-000356,-0.0146748576814
ACH-000361,0.16978621951499998
ACH-000362,-0.14695871681199998
ACH-000363,-0.103737488986
ACH-000364,0.0332442092277
ACH-000365,-0.028649040122700004
ACH-000366,-0.0750161165173
ACH-000368,-0.21380678326299998
ACH-000374,-0.0472876588442
ACH-000375,0.184207196308
ACH-000376,0.034278179216900004
ACH-000381,0.0612062583354
ACH-000383,-0.07305511241219999
