,CASKIN2 (57513)
ACH-000004,-0.115718314203
ACH-000007,-0.09247510495370001
ACH-000009,-0.21940805091600002
ACH-000011,-0.49546236592200005
ACH-000012,-0.167470846767
ACH-000013,-0.102380115134
ACH-000014,-0.152078780529
ACH-000015,-0.105331222602
ACH-000017,-0.24396158072299998
ACH-000018,-0.184385377969
ACH-000019,-0.250719196664
ACH-000021,-0.173150026168
ACH-000022,-0.146158780944
ACH-000025,-0.154488039396
ACH-000028,-0.12480283956499999
ACH-000030,-0.278841094766
ACH-000035,-0.23110043246999998
ACH-000036,-0.200608659978
ACH-000037,-0.05525658321219999
ACH-000039,-0.27063944871199996
ACH-000040,-0.266179055146
ACH-000041,0.14386422980900002
ACH-000042,-0.61201108346
ACH-000045,-0.253546587558
ACH-000047,-0.106077118363
ACH-000052,-0.145620589324
ACH-000053,-0.15187762798499999
ACH-000054,-0.191402140359
ACH-000055,-0.11110234522700001
ACH-000060,-0.50344344544
ACH-000067,-0.136893618346
ACH-000070,-0.025782967338900002
ACH-000075,-0.23239578007599998
ACH-000078,-0.424561198847
ACH-000082,-0.17262435205600002
ACH-000085,-0.271552629173
ACH-000086,-0.0531691067848
ACH-000087,-0.007796777240450001
ACH-000092,-0.14657037398199999
ACH-000095,-0.18084496225299998
ACH-000097,0.13616464535
ACH-000098,-0.372452241671
ACH-000099,-0.209544286107
ACH-000108,-0.343845445538
ACH-000113,-0.11409254474700001
ACH-000115,-0.635018048681
ACH-000116,-0.045690367451599996
ACH-000118,-0.181680253481
ACH-000120,-0.277205544526
ACH-000123,-0.11703061097100001
ACH-000127,-0.132397232549
ACH-000128,-0.147261472044
ACH-000132,-0.0939044630985
ACH-000133,-0.07319122886580001
ACH-000137,-0.0324351997743
ACH-000138,-0.448442253591
ACH-000142,-0.32082023644499996
ACH-000143,-0.164713317375
ACH-000146,-0.153537880275
ACH-000148,-0.0390414911036
ACH-000150,-0.29913591646
ACH-000152,-0.09742490609339999
ACH-000153,0.09026581124619999
ACH-000159,-0.19893649946400002
ACH-000160,-0.19459118521699997
ACH-000163,-0.28973424241
ACH-000167,-0.179944750658
ACH-000168,-0.43745990743999996
ACH-000169,-0.24463606249699998
ACH-000178,-0.203080479797
ACH-000182,-0.146261637449
ACH-000183,-0.29058667721000003
ACH-000188,-0.37568237287699996
ACH-000189,-0.18202042850000003
ACH-000190,-0.155804262723
ACH-000198,-0.182410943824
ACH-000204,0.08213563411710001
ACH-000206,0.015199816008899998
ACH-000207,-0.395471923081
ACH-000211,-0.303114482118
ACH-000215,-0.245740816085
ACH-000221,-0.14195687647900002
ACH-000222,-0.127441649425
ACH-000223,0.05063051292219999
ACH-000226,-0.13146797003
ACH-000227,-0.29839937999899996
ACH-000228,-0.251769598126
ACH-000231,-0.18692822487
ACH-000232,-0.170026320667
ACH-000233,-0.272844833411
ACH-000234,-0.238283567223
ACH-000235,-0.348428257026
ACH-000237,-0.0353816312824
ACH-000238,-0.16810561480099998
ACH-000243,-0.202889144799
ACH-000244,-0.207608991403
ACH-000246,-0.104180150855
ACH-000248,-0.393778378184
ACH-000250,-0.17826935106
ACH-000251,-0.557962512886
ACH-000253,-0.243020463894
ACH-000255,-0.166570693193
ACH-000256,-0.0210657511833
ACH-000257,-0.0172839553129
ACH-000258,-0.000602211203586
ACH-000259,-0.23937061256099998
ACH-000260,-0.21748112482700002
ACH-000261,-0.192655946486
ACH-000262,-0.228233559438
ACH-000263,-0.45904317454800003
ACH-000264,-0.30275861104400004
ACH-000265,-0.0022327817068
ACH-000266,-0.255945604554
ACH-000272,-0.24130295231899998
ACH-000273,-0.0353615762772
ACH-000274,-0.254016332381
ACH-000277,-0.021466611211399998
ACH-000278,0.0593619790783
ACH-000279,-0.11130554565600001
ACH-000280,-0.553284662761
ACH-000281,-0.322423724693
ACH-000288,-0.11357074827500001
ACH-000291,-0.127906276028
ACH-000293,-0.13631761067700002
ACH-000294,-0.0553872556389
ACH-000295,-0.439988283081
ACH-000296,-0.0270818342104
ACH-000302,-0.102816088689
ACH-000304,-0.17250928447299999
ACH-000307,-0.19651397673300003
ACH-000308,-0.11714603702700001
ACH-000310,-0.256374793519
ACH-000311,-0.242429696901
ACH-000312,-0.170246584681
