,SPA17 (53340)
ACH-000004,0.185509142412
ACH-000007,0.240873933033
ACH-000009,-0.0557526567021
ACH-000011,-0.0292237962915
ACH-000012,0.11019515908600001
ACH-000013,-0.04342298307609999
ACH-000014,-0.039321481764699996
ACH-000015,-0.06530808025309999
ACH-000017,0.027561759931799996
ACH-000018,-0.0615325511149
ACH-000019,0.235614525552
ACH-000021,0.14792939012599998
ACH-000022,0.34625571910400005
ACH-000025,0.134848859746
ACH-000028,-0.113655946343
ACH-000030,0.049496227753499995
ACH-000035,0.0831697175417
ACH-000036,-0.0017137167924200002
ACH-000037,0.0489843300036
ACH-000039,0.163949431479
ACH-000040,0.026667091681900002
ACH-000041,-0.06976905587669999
ACH-000042,0.25874609982200003
ACH-000045,0.232626525812
ACH-000047,0.22314924594399999
ACH-000052,0.299320718172
ACH-000053,0.0912639258527
ACH-000054,0.158367958214
ACH-000055,-0.134809356384
ACH-000060,0.23969870941399998
ACH-000067,0.146163007149
ACH-000070,0.191747853294
ACH-000075,0.304744752797
ACH-000078,-0.11691125485300001
ACH-000082,0.186120440774
ACH-000085,-0.026274624788599998
ACH-000086,0.140023772449
ACH-000087,0.218571817762
ACH-000092,0.203776946907
ACH-000095,0.0170148745104
ACH-000097,0.21139100822299997
ACH-000098,0.168678509026
ACH-000099,-0.0505427463789
ACH-000108,0.106351340921
ACH-000113,-0.0301621576365
ACH-000115,0.125410231453
ACH-000116,0.13593282749900001
ACH-000118,0.034396914923900006
ACH-000120,0.0878043589569
ACH-000123,-0.00960483250341
ACH-000127,0.153871944944
ACH-000128,0.108533284068
ACH-000132,0.186449887648
ACH-000133,0.242781129309
ACH-000137,0.0793327888368
ACH-000138,-0.0458451917473
ACH-000142,0.13966992580999998
ACH-000143,0.055547650870400006
ACH-000146,0.048539852602699995
ACH-000148,0.05992610329630001
ACH-000150,0.13148385048
ACH-000152,0.054569513643100004
ACH-000153,-0.238602972347
ACH-000159,0.159952684899
ACH-000160,0.27130737706
ACH-000163,0.17672198420600002
ACH-000167,0.0267663879955
ACH-000168,0.0866971907542
ACH-000169,0.0797992380753
ACH-000178,0.040122232112800006
ACH-000182,-0.103009537943
ACH-000183,0.0411932639878
ACH-000188,0.0322531391646
ACH-000189,0.360878808434
ACH-000190,-0.15700532535700001
ACH-000198,0.10167336319499999
ACH-000204,0.179334406894
ACH-000206,0.166279827198
ACH-000207,0.0194203911666
ACH-000211,0.121490216809
ACH-000215,0.141423685395
ACH-000221,0.0177791617082
ACH-000222,0.121406653563
ACH-000223,0.132956067301
ACH-000226,0.23475454725000003
ACH-000227,-0.0009863553936289998
ACH-000228,0.204152585172
ACH-000231,0.13520016077299998
ACH-000232,0.0403089219723
ACH-000233,0.18119830997900002
ACH-000234,0.243737637116
ACH-000235,0.11948846868799999
ACH-000237,0.22572822891199998
ACH-000238,0.17226296369199998
ACH-000243,0.151971093895
ACH-000244,-0.0389216431952
ACH-000246,0.00611462738134
ACH-000248,0.051612626856
ACH-000250,0.101653058298
ACH-000251,0.041386477210199994
ACH-000253,0.167363881505
ACH-000255,0.216640677139
ACH-000256,-0.014712769232399999
ACH-000257,0.293373774296
ACH-000258,0.404317110434
ACH-000259,0.0378295311287
ACH-000260,-0.0688202916855
ACH-000261,0.14231010772
ACH-000262,0.17057058996100002
ACH-000263,-0.133879298634
ACH-000264,0.0340812716157
ACH-000265,0.101445044631
