,INSM2 (84684)
ACH-000004,-0.18137831235
ACH-000007,0.110719686961
ACH-000009,0.09810650935519999
ACH-000011,-0.12830064525999998
ACH-000012,0.0737177659927
ACH-000013,-0.07107759014769999
ACH-000014,0.0365642304533
ACH-000015,-0.0340067931814
ACH-000017,-0.274944602032
ACH-000018,-0.121561180177
ACH-000019,0.0891080686467
ACH-000021,0.029827247840900004
ACH-000022,0.0772886275499
ACH-000025,0.048236228448099994
ACH-000028,-0.204832626626
ACH-000030,-0.0531961631818
ACH-000035,-0.104494967925
ACH-000036,0.0240525748558
ACH-000037,-0.07122964071169999
ACH-000039,0.0158555194584
ACH-000040,-0.099715228006
ACH-000041,0.007883519606769999
ACH-000042,-0.050032074605999996
ACH-000045,-0.00125969537451
ACH-000047,-0.138015358527
ACH-000052,-0.0216471714554
ACH-000053,0.0391582869251
ACH-000054,-0.0216910080537
ACH-000055,0.057398059429599996
ACH-000060,-0.11628457352499999
ACH-000067,-0.259927285023
ACH-000070,-0.09876654503810002
ACH-000075,0.18924124971500003
ACH-000078,0.05211786290519999
ACH-000082,-0.0230522220109
ACH-000085,-0.289799294283
ACH-000086,0.0686280316299
ACH-000087,-0.0376575880966
ACH-000092,-0.0845014257305
ACH-000095,-0.0999055332327
ACH-000097,-0.174819832929
ACH-000098,-0.0553725780047
ACH-000099,-0.635372372645
ACH-000108,-0.24160680441399998
ACH-000113,-0.051102561128799996
ACH-000115,0.0974552746735
ACH-000116,-0.159940296331
ACH-000118,-0.125796197931
ACH-000120,-0.11784873647399999
ACH-000123,-0.15006154556
ACH-000127,-0.029610160673700002
ACH-000128,0.070543220721
ACH-000132,0.0350284002214
ACH-000133,-0.05870602044969999
ACH-000137,-0.0724256190292
ACH-000138,-0.0645633080258
ACH-000142,-0.139949127149
ACH-000143,-0.042384671046
ACH-000146,-0.0217246707232
ACH-000148,-0.133461280141
ACH-000150,0.137859039637
ACH-000152,-0.151814235806
ACH-000153,-0.0781555777596
ACH-000159,-0.184943703304
ACH-000160,-0.461257132143
ACH-000163,-0.189963157228
ACH-000167,-0.07133475555180001
ACH-000168,-0.138388940393
ACH-000169,0.0367411160715
ACH-000178,0.09835967831589999
ACH-000182,-0.0729771627167
ACH-000183,-0.0767530470034
ACH-000188,-0.0183260304703
ACH-000189,-0.14882471520999999
ACH-000190,-0.021083123101200002
ACH-000198,0.027517669110500003
ACH-000204,0.0509134567574
ACH-000206,0.112465295595
ACH-000207,0.0527226473173
ACH-000211,-0.0194174217757
ACH-000215,-0.06976774954630001
ACH-000221,-0.0164646207288
ACH-000222,0.09689039584869999
ACH-000223,-0.153230445465
ACH-000226,-0.07108141478510001
ACH-000227,-0.5174870366040001
ACH-000228,-0.013767669942
ACH-000231,-0.14816163265
ACH-000232,-0.0571845928823
ACH-000233,0.159008237817
ACH-000234,-0.0373302102394
ACH-000235,-0.17965071754999998
ACH-000237,0.0439600911969
ACH-000238,0.116895417414
ACH-000243,-0.19085144014000002
ACH-000244,0.158793273121
ACH-000246,-0.055247501761199996
ACH-000248,-0.185078654691
ACH-000250,-0.109087771547
ACH-000251,0.33674274974
ACH-000253,-0.00187925849939
ACH-000255,-0.00775521617275
ACH-000256,-0.047919048859199995
ACH-000257,-0.504909598548
ACH-000258,0.47503604726599996
ACH-000259,-0.75190035561
ACH-000260,-0.196418759957
ACH-000261,-0.0735594849191
ACH-000262,0.145770605837
ACH-000263,0.0164693705441
ACH-000264,-0.0991172803417
ACH-000265,-0.0613824846961
ACH-000266,-0.123128535292
ACH-000272,-0.115444606049
ACH-000273,-0.0699681698134
ACH-000274,0.10931550131899999
ACH-000277,-0.00722259792204
ACH-000278,-0.09639794591569999
ACH-000279,-0.052997438135099995
