,GPM6A (2823)
ACH-000004,0.267270291278
ACH-000007,0.173398870748
ACH-000009,0.0575469655516
ACH-000011,0.10678029832800001
ACH-000012,0.10863092619100001
ACH-000013,0.203017703538
ACH-000014,0.19986702414700003
ACH-000015,0.179144422711
ACH-000017,0.24196864937399998
ACH-000018,0.261909659103
ACH-000019,0.226845386494
ACH-000021,0.165907493026
ACH-000022,0.17685140544300001
ACH-000025,0.0423724939265
ACH-000028,0.141175065608
ACH-000030,0.221071767463
ACH-000035,0.32405001341999995
ACH-000036,0.286081645373
ACH-000037,0.15241056944700002
ACH-000039,-0.06120496491499999
ACH-000040,0.11367193045700001
ACH-000041,0.259981510272
ACH-000042,0.143848621498
ACH-000045,0.140599981882
ACH-000047,0.197906108881
ACH-000052,0.498211017624
ACH-000053,0.046107134256
ACH-000054,0.175866079392
ACH-000055,0.181758420779
ACH-000060,0.22794272666999998
ACH-000067,0.109282349367
ACH-000070,0.334773574822
ACH-000075,0.26615784273299997
ACH-000078,0.164981625479
ACH-000082,0.353664526779
ACH-000085,0.225154384705
ACH-000086,0.13454069345
ACH-000087,0.400156372506
ACH-000092,0.161570288477
ACH-000095,0.242876753763
ACH-000097,0.198801050099
ACH-000098,0.0635844775494
ACH-000099,0.100038595822
ACH-000108,0.140589759574
ACH-000113,0.153025628602
ACH-000115,0.0954343802792
ACH-000116,0.266036285009
ACH-000118,0.240484419734
ACH-000120,0.08523568760639999
ACH-000123,0.146805853344
ACH-000127,0.210838197092
ACH-000128,0.014618957641300001
ACH-000132,0.195800105224
ACH-000133,0.201253208695
ACH-000137,0.404920167693
ACH-000138,0.217431287609
ACH-000142,0.110545932806
ACH-000143,0.0944776496277
ACH-000146,0.07571495867389999
ACH-000148,0.0723907150803
ACH-000150,0.0714948719946
ACH-000152,0.269589494303
ACH-000153,0.07587899169430001
ACH-000159,0.230921452684
ACH-000160,0.08160887880539999
ACH-000163,0.20473721702999997
ACH-000167,-0.146893381111
ACH-000168,0.093022623432
ACH-000169,0.142080782315
ACH-000178,0.151173516634
ACH-000182,0.08006128626919999
ACH-000183,0.24352593785
ACH-000188,0.21875303920800002
ACH-000189,0.0519975999313
ACH-000190,-0.0536466774103
ACH-000198,0.12461064860099999
ACH-000204,0.184942047344
ACH-000206,0.0421142750342
ACH-000207,0.24646317760699998
ACH-000211,0.128632362235
ACH-000215,0.11814778463199999
ACH-000221,0.12744620039100002
ACH-000222,0.0021120798171400004
ACH-000223,0.19624399930999997
ACH-000226,0.0232006682055
ACH-000227,0.0292501364747
ACH-000228,0.213140490459
ACH-000231,0.167441865479
ACH-000232,0.11974257962899999
ACH-000233,0.198477960577
ACH-000234,0.39934227467699995
ACH-000235,0.11925803035999999
ACH-000237,0.015347510580100001
ACH-000238,0.06567693903800001
ACH-000243,0.121556798569
ACH-000244,-0.0104517825608
ACH-000246,0.246233659212
ACH-000248,0.260384618473
ACH-000250,0.09639506506860002
ACH-000251,0.27695867399
ACH-000253,0.327405831136
ACH-000255,0.155226601841
ACH-000256,0.0871045831957
ACH-000257,0.181675690257
ACH-000258,0.40317131883699997
ACH-000259,0.12692066056
ACH-000260,0.19923921320799998
