,POLR2D (5433)
ACH-000004,-1.52228595869
ACH-000007,-1.7364611908200003
ACH-000009,-1.7671465799700001
ACH-000011,-1.45602743041
ACH-000012,-1.36965613347
ACH-000013,-1.54583372357
ACH-000014,-1.32797388173
ACH-000015,-1.27413898945
ACH-000017,-1.4734728822299998
ACH-000018,-1.2045319677200002
ACH-000019,-1.53011939189
ACH-000021,-1.37954272796
ACH-000022,-1.5900860998500002
ACH-000025,-1.3009555127299999
ACH-000028,-1.35827181574
ACH-000030,-1.46958874695
ACH-000035,-1.40753716021
ACH-000036,-1.38872764479
ACH-000037,-1.84846414232
ACH-000039,-1.54859655997
ACH-000040,-1.51666581141
ACH-000041,-1.68222526505
ACH-000042,-1.2929377452500002
ACH-000045,-1.5674431625999998
ACH-000047,-1.35857499395
ACH-000052,-1.07571969259
ACH-000053,-1.52235344938
ACH-000054,-1.28621801957
ACH-000055,-1.43648404928
ACH-000060,-1.25819614466
ACH-000067,-1.23798906155
ACH-000070,-1.31313375225
ACH-000075,-1.41838287878
ACH-000078,-1.6100256236700001
ACH-000082,-1.1727133192
ACH-000085,-1.55755193146
ACH-000086,-1.31895905349
ACH-000087,-1.39664850051
ACH-000092,-1.33511734158
ACH-000095,-1.62085964472
ACH-000097,-1.4561443812700001
ACH-000098,-1.4840635700100002
ACH-000099,-1.54289354674
ACH-000108,-1.25817481149
ACH-000113,-1.5612707814700002
ACH-000115,-1.6094550586399998
ACH-000116,-1.35415181609
ACH-000118,-1.33169792252
ACH-000120,-1.36586922604
ACH-000123,-1.42863224907
ACH-000127,-1.54119789391
ACH-000128,-1.58883050826
ACH-000132,-1.5662862967200002
ACH-000133,-1.6764186232299998
ACH-000137,-1.3682101976499998
ACH-000138,-1.4884264915600003
ACH-000142,-1.50868920635
ACH-000143,-1.30103667799
ACH-000146,-1.7101461185799998
ACH-000148,-1.6165234762
ACH-000150,-1.26553821597
ACH-000152,-1.0794417531899998
ACH-000153,-1.18783812963
ACH-000159,-1.5096426376199998
ACH-000160,-1.1200615791600002
ACH-000163,-1.83674431759
ACH-000167,-1.7983983210900003
ACH-000168,-1.63341417303
ACH-000169,-1.5604244119600001
ACH-000178,-1.5382438370500002
ACH-000182,-1.48020402356
ACH-000183,-1.51566639684
ACH-000188,-1.51774211976
ACH-000189,-1.52505727095
ACH-000190,-1.1534806492799998
ACH-000198,-1.6087081249500002
ACH-000204,-1.7963105748700001
ACH-000206,-2.0351518343599997
ACH-000207,-1.53587012401
ACH-000211,-1.2621832108600002
ACH-000215,-1.5223057183500002
ACH-000221,-1.66149630917
ACH-000222,-1.58775650155
ACH-000223,-1.46209839657
ACH-000226,-1.7137647425600002
ACH-000227,-1.84291995155
ACH-000228,-1.5680373064
ACH-000231,-1.3623824114399998
ACH-000232,-1.53698409431
ACH-000233,-1.64010725634
ACH-000234,-1.9745990649400003
ACH-000235,-1.39553425625
ACH-000237,-1.4463327153999999
ACH-000238,-1.4062975327200002
ACH-000243,-1.45528539826
ACH-000244,-1.27932639187
ACH-000246,-1.4017049950799998
ACH-000248,-1.35420421041
ACH-000250,-1.36879528429
ACH-000251,-1.0427456261799999
ACH-000253,-1.5261479085699998
ACH-000255,-1.33801350581
ACH-000256,-1.4038574718799999
