,TRPM2 (7226)
ACH-000004,-0.564270692539
ACH-000007,-0.279688729077
ACH-000009,-0.277586997458
ACH-000011,-0.220892201493
ACH-000012,-0.32633503441399997
ACH-000013,-0.223988659885
ACH-000014,-0.10248602147399999
ACH-000015,-0.170513350792
ACH-000017,-0.31174936993
ACH-000018,-0.344147421796
ACH-000019,-0.528894652438
ACH-000021,-0.11500265557
ACH-000022,-0.175583631396
ACH-000025,-0.173198904848
ACH-000028,-0.21631119684300001
ACH-000030,-0.207976944142
ACH-000035,-0.101982220778
ACH-000036,-0.343595979211
ACH-000037,-0.172351543372
ACH-000039,-0.391876768213
ACH-000040,-0.188087635439
ACH-000041,-0.141876383773
ACH-000042,-0.21886398996999998
ACH-000045,-0.28897060841
ACH-000047,-0.117444578853
ACH-000052,-0.290765727091
ACH-000053,-0.165716766395
ACH-000054,-0.14505045964000002
ACH-000055,-0.0765670473154
ACH-000060,-0.286361484958
ACH-000067,-0.127353359752
ACH-000070,-0.189181383114
ACH-000075,-0.324050333756
ACH-000078,-0.300025485352
ACH-000082,-0.153405161462
ACH-000085,-0.20658862682999998
ACH-000086,-0.13092994834799998
ACH-000087,-0.332548618104
ACH-000092,-0.126505994588
ACH-000095,-0.17141247909000001
ACH-000097,-0.194382018772
ACH-000098,-0.239071445971
ACH-000099,-0.196769533656
ACH-000108,-0.102792285339
ACH-000113,-0.237293703968
ACH-000115,-0.259143738149
ACH-000116,-0.27602868292800004
ACH-000118,-0.0987708234678
ACH-000120,-0.42138253687700006
ACH-000123,-0.22436520356400003
ACH-000127,-0.284116528474
ACH-000128,-0.0412531556834
ACH-000132,-0.19235323863499998
ACH-000133,-0.10311318174
ACH-000137,-0.127701934488
ACH-000138,-0.04738012037830001
ACH-000142,-0.237358297975
ACH-000143,-0.0955890494697
ACH-000146,-0.338301418465
ACH-000148,-0.24458522969799998
ACH-000150,-0.34660692357600004
ACH-000152,-0.22843011341699998
ACH-000153,-0.09412182891169998
ACH-000159,-0.226871877962
ACH-000160,-0.40776043627499997
ACH-000163,-0.19139912979200002
ACH-000167,0.0272178686082
