,PLAT (5327)
ACH-000004,-0.210580838327
ACH-000007,0.149655950643
ACH-000009,0.0228071004947
ACH-000011,0.11001136234799999
ACH-000012,-0.0329074548534
ACH-000013,0.033434499687099994
ACH-000014,-0.0570405851749
ACH-000015,-0.0587336849163
ACH-000017,-0.06520427854659999
ACH-000018,0.12624411713300002
ACH-000019,0.234299641585
ACH-000021,0.129537863868
ACH-000022,-0.0124694011442
ACH-000025,-0.11384781546499999
ACH-000028,-0.012305650874600001
ACH-000030,0.0011408710276300002
ACH-000035,-0.353761077032
ACH-000036,-0.103884772854
ACH-000037,0.09968806178439998
ACH-000039,-0.104245687552
ACH-000040,-0.0468926205006
ACH-000041,0.0725048825659
ACH-000042,0.00843997105233
ACH-000045,0.0152741217686
ACH-000047,0.165190820673
ACH-000052,0.240500928748
ACH-000053,-0.109557794538
ACH-000054,0.162644819684
ACH-000055,0.153836508313
ACH-000060,-0.125165913322
ACH-000067,0.012560326014399999
ACH-000070,-0.057010390847800005
ACH-000075,0.266273012943
ACH-000078,0.192714594055
ACH-000082,-0.0192627432786
ACH-000085,0.0106383891144
ACH-000086,0.08064158152689999
ACH-000087,0.234988396553
ACH-000092,0.0526733885004
ACH-000095,0.130356929061
ACH-000097,-0.107513531634
ACH-000098,0.101943058663
ACH-000099,0.0697393242802
ACH-000108,-0.12676909933299998
ACH-000113,-0.105508129695
ACH-000115,-0.0864679327465
ACH-000116,-0.232029963262
ACH-000118,0.00613575515043
ACH-000120,0.004500248265260001
ACH-000123,-0.017491711604500002
ACH-000127,-0.109897108821
ACH-000128,0.164237751867
ACH-000132,-0.062365304210299996
ACH-000133,0.21413546908300002
ACH-000137,-0.17253207114
ACH-000138,0.07460447504319999
ACH-000142,0.208796434208
ACH-000143,-0.12144770625999998
ACH-000146,-0.026159856536900002
ACH-000148,0.07047837962999999
ACH-000150,-0.124399062006
ACH-000152,-0.058280194982900005
ACH-000153,-0.0048169149708999996
ACH-000159,0.00748389969621
ACH-000160,-0.011374089254700001
ACH-000163,-0.252699634118
ACH-000167,0.14680487847
ACH-000168,-0.19694027538199999
ACH-000169,0.024817158651099996
ACH-000178,-0.018721477336
ACH-000182,-0.0669754820822
ACH-000183,-0.160152812078
ACH-000188,0.030256223297
ACH-000189,0.0281803384092
ACH-000190,0.09414005391489999
ACH-000198,-0.0610060978871
ACH-000204,0.288939973107
ACH-000206,-0.31254328514699997
ACH-000207,0.139132961887
ACH-000211,0.045771929195800004
ACH-000215,-0.060514142060000005
ACH-000221,-0.25521432364700003
ACH-000222,-0.0020141124037499998
ACH-000223,-0.0719430059083
ACH-000226,-0.150198694064
ACH-000227,-0.205223862403
ACH-000228,-0.09819547365260001
ACH-000231,-0.0177809104176
