,MANEA (79694)
ACH-000004,0.125609507034
ACH-000007,0.140753705639
ACH-000009,0.0100196180703
ACH-000011,0.211565478118
ACH-000012,0.0954517172147
ACH-000013,0.122592623191
ACH-000014,-0.0134899804175
ACH-000015,0.18623360388000001
ACH-000017,0.00104373795849
ACH-000018,0.0607084098019
ACH-000019,0.22207417842399998
ACH-000021,-0.0331946493298
ACH-000022,0.15025232710699998
ACH-000025,0.15021275521299998
ACH-000028,0.0417569221608
ACH-000030,0.148186704781
ACH-000035,-0.027287926046500002
ACH-000036,0.23409301623599998
ACH-000037,0.313864238346
ACH-000039,0.12276670368499999
ACH-000040,0.0237282349295
ACH-000041,0.041118332569
ACH-000042,0.114289481534
ACH-000045,0.0703216455748
ACH-000047,0.112145122467
ACH-000052,0.133496340198
ACH-000053,-0.056302363886599996
ACH-000054,0.186998002148
ACH-000055,0.07914989391300001
ACH-000060,0.161222830814
ACH-000067,0.129004303469
ACH-000070,0.12393757826400001
ACH-000075,0.0707899794335
ACH-000078,0.150358126397
ACH-000082,0.030765161139
ACH-000085,0.23927276494199998
ACH-000086,0.069541454103
ACH-000087,-0.22959896602899998
ACH-000092,0.0990985631924
ACH-000095,0.0566883907039
ACH-000097,0.0147385217603
ACH-000098,0.181239255766
ACH-000099,0.17659498532
ACH-000108,0.17385293372699998
ACH-000113,0.160873877642
ACH-000115,0.0325760243964
ACH-000116,-0.0137004328901
ACH-000118,0.17294898522500002
ACH-000120,0.166685050414
ACH-000123,0.0510799835666
ACH-000127,0.07594721103410002
ACH-000128,0.026334252510599995
ACH-000132,-0.011926863505200001
ACH-000133,0.10319209458699999
ACH-000137,0.207019449738
ACH-000138,0.037348906456199996
ACH-000142,0.115551900384
ACH-000143,0.032647504525900005
ACH-000146,0.169768541766
ACH-000148,0.155549968554
ACH-000150,0.194212532518
ACH-000152,0.18830229798
ACH-000153,-0.053476770455900005
ACH-000159,0.0334550416935
ACH-000160,-0.047984671531499996
ACH-000163,0.110320497155
ACH-000167,0.109899360263
ACH-000168,0.17174002794799997
ACH-000169,0.152380804472
ACH-000178,0.14559569899
ACH-000182,0.148954804753
ACH-000183,0.160999981296
ACH-000188,0.163383052376
ACH-000189,0.112830228167
ACH-000190,0.108698799454
ACH-000198,0.050465633059300005
ACH-000204,-0.059248306765
ACH-000206,0.175380691412
ACH-000207,0.342447400419
ACH-000211,0.08465057382660002
ACH-000215,0.152654002534
ACH-000221,-0.0410449226444
ACH-000222,0.124362166461
ACH-000223,0.03937839
ACH-000226,0.22509580571999996
ACH-000227,0.04060401931069999
ACH-000228,0.147287740126
ACH-000231,0.14825249037799998
ACH-000232,0.15890609914599998
ACH-000233,0.17278394492899998
ACH-000234,0.216804365478
ACH-000235,0.175272627675
ACH-000237,0.165314952795
ACH-000238,0.11707412700400001
ACH-000243,0.118751450275
ACH-000244,0.272887346052
ACH-000246,0.121943507918
ACH-000248,-0.0277351605412
ACH-000250,0.14891910630799998
ACH-000251,0.383342462269
ACH-000253,0.192995057597
ACH-000255,0.14953197403100002
ACH-000256,-0.0033127446357700003
