,VIM (7431)
ACH-000004,-0.005019260417220001
ACH-000007,0.197827315702
ACH-000009,0.149369569475
ACH-000011,-0.25736294364900003
ACH-000012,-0.00144619807257
ACH-000013,0.0622281613609
ACH-000014,0.197309420284
ACH-000015,-0.00895900186624
ACH-000017,-0.0328599776967
ACH-000018,-0.014637153356299998
ACH-000019,0.150199669816
ACH-000021,0.0762952836883
ACH-000022,0.06893578878739999
ACH-000025,-0.105338674056
ACH-000028,0.129239898744
ACH-000030,0.150247003089
ACH-000035,0.252498395983
ACH-000036,0.041059258345900004
ACH-000037,0.332803673723
ACH-000039,0.504661637444
ACH-000040,-0.183162293167
ACH-000041,-0.107445260682
ACH-000042,0.181470189532
ACH-000045,0.0659734779796
ACH-000047,0.112749205376
ACH-000052,0.0628125822102
ACH-000053,0.14351490768300001
ACH-000054,0.160776692018
ACH-000055,0.081485406267
ACH-000060,0.0746054383832
ACH-000067,0.167846864986
ACH-000070,0.107380082589
ACH-000075,0.165592690959
ACH-000078,0.293264189761
ACH-000082,0.014345127317600001
ACH-000085,0.0347276698668
ACH-000086,0.0605205480966
ACH-000087,0.041366023807300006
ACH-000092,0.08234762559230001
ACH-000095,0.0739845552481
ACH-000097,0.0738177889782
ACH-000098,0.12038017077400001
ACH-000099,0.147690375814
ACH-000108,0.25202919542
ACH-000113,0.0944391746091
ACH-000115,-0.188348379157
ACH-000116,0.122629034978
ACH-000118,0.0961814612611
ACH-000120,0.119274164414
ACH-000123,0.269080054048
ACH-000127,0.0746868644614
ACH-000128,0.0982900038304
ACH-000132,-0.0322949161825
ACH-000133,0.08229681587019999
ACH-000137,0.21247657526799998
ACH-000138,0.275134743544
ACH-000142,0.129675143953
ACH-000143,0.09883357164010001
ACH-000146,0.189068711797
ACH-000148,0.0110194411903
ACH-000150,0.040904461541800004
ACH-000152,0.146315932418
ACH-000153,-0.023911277414500002
ACH-000159,0.1579820262
ACH-000160,0.0315213641649
ACH-000163,-0.16666576516599999
ACH-000167,-0.0591252583774
ACH-000168,0.152640994093
ACH-000169,-0.0961709077091
ACH-000178,0.17843472149999998
ACH-000182,0.178229105966
ACH-000183,0.0262898145665
ACH-000188,-0.0838301181452
ACH-000189,0.29728374576600003
ACH-000190,-0.09308846313869999
ACH-000198,0.0229450699004
ACH-000204,0.19235697272500002
ACH-000206,-0.292309367604
ACH-000207,0.21992965329300002
ACH-000211,-0.00126075460436
ACH-000215,0.0287429093551
ACH-000221,0.00497258964595
ACH-000222,0.410662737445
ACH-000223,0.182495589545
ACH-000226,0.264502270803
ACH-000227,-0.08584266110750001
