,FAS (355)
ACH-000004,-0.125657419357
ACH-000007,-0.108662147651
ACH-000009,-0.10419372116900001
ACH-000011,-0.0627090748353
ACH-000012,-0.272062759368
ACH-000013,-0.075132828165
ACH-000014,-0.13693237075099998
ACH-000015,-0.286989365908
ACH-000017,0.0646700477594
ACH-000018,-0.37631218420100004
ACH-000019,-0.09765752551729999
ACH-000021,-0.12888951116
ACH-000022,-0.153286655332
ACH-000025,-0.35891981537600004
ACH-000028,-0.17660152841899998
ACH-000030,-0.157870630454
ACH-000035,-0.29368975219300003
ACH-000036,-0.08183823541789999
ACH-000037,-0.19588094952
ACH-000039,-0.21844376135200003
ACH-000040,-0.322250863519
ACH-000041,-0.270830869083
ACH-000042,-0.21744408032200002
ACH-000045,-0.110693769984
ACH-000047,-0.0313232460844
ACH-000052,0.0417786417367
ACH-000053,-0.07723703246000001
ACH-000054,-0.207889128203
ACH-000055,0.038100050962999996
ACH-000060,-0.17254672036600002
ACH-000067,-0.235029020578
ACH-000070,-0.271111245218
ACH-000075,-0.21468702794300001
ACH-000078,-0.261325866312
ACH-000082,-0.0109237795139
ACH-000085,-0.10608476327500001
ACH-000086,-0.022752646565200003
ACH-000087,-0.0382554516177
ACH-000092,-0.047188980907500004
ACH-000095,-0.154061846124
ACH-000097,-0.143150844464
ACH-000098,-0.16203403125399998
ACH-000099,-0.178541556364
ACH-000108,-0.140411469308
ACH-000113,-0.0865134812334
ACH-000115,0.0407778055129
ACH-000116,-0.0249143735536
ACH-000118,-0.239034688714
ACH-000120,-0.11471782220999999
ACH-000123,-0.141183125404
ACH-000127,-0.176884950718
ACH-000128,-0.143092931031
ACH-000132,-0.189979566067
ACH-000133,-0.263795595363
ACH-000137,-0.0207690572851
ACH-000138,-0.0467750883627
ACH-000142,0.0307826967565
ACH-000143,-0.272714172289
ACH-000146,-0.110973658775
ACH-000148,-0.177543756213
ACH-000150,-0.10871547688899999
ACH-000152,-0.25225263108600005
ACH-000153,-0.375863130031
ACH-000159,-0.007471538137439999
ACH-000160,-0.164573312772
ACH-000163,-0.0895377503644
ACH-000167,-0.504509075651
ACH-000168,-0.0693981350765
ACH-000169,-0.178178380287
ACH-000178,-0.17487141167999998
ACH-000182,-0.208309057701
ACH-000183,0.0562651215718
ACH-000188,-0.0671549184116
ACH-000189,-0.17086691929900003
ACH-000190,-0.156914044457
ACH-000198,-0.0698042372938
ACH-000204,0.0749418009228
ACH-000206,-0.028810087938799998
ACH-000207,0.00153435471854
ACH-000211,-0.28026214625
ACH-000215,-0.118275652897
ACH-000221,-0.192851398883
ACH-000222,0.00761834002553
ACH-000223,-0.157593595435
ACH-000226,-0.160783274738
ACH-000227,-0.532063379949
ACH-000228,-0.303393389322
ACH-000231,-0.1774869616
ACH-000232,-0.197352902875
ACH-000233,-0.250383554172
ACH-000234,-0.207394512908
ACH-000235,-0.192638044654
ACH-000237,-0.188210865116
ACH-000238,-0.287284401386
ACH-000243,-0.1643470503
ACH-000244,0.217182424025
ACH-000246,-0.0664411779101
ACH-000248,-0.0485627349964
ACH-000250,-0.15430040590500002
ACH-000251,0.015242554488500001
ACH-000253,-0.128984660167
ACH-000255,-0.176467884883
ACH-000256,-0.0984873280579
ACH-000257,-0.255051012287
ACH-000258,-0.0347384035777
ACH-000259,-0.07713979048769999
ACH-000260,-0.118959917899
ACH-000261,-0.160867909135
ACH-000262,-0.221203045599
ACH-000263,-0.373901373398
ACH-000264,-0.0712180737246
ACH-000265,-0.19415508340999998
ACH-000266,-0.12456145702
ACH-000272,-0.136720880439
ACH-000273,-0.113585504146
ACH-000274,-0.132178211279
ACH-000277,-0.07797471723119999
ACH-000278,-0.0584239551002
ACH-000279,-0.175402211344
ACH-000280,-0.256703120608
ACH-000281,-0.311250686468
ACH-000288,-0.101743116032
ACH-000291,-0.09984677579
ACH-000293,-0.106208306359
ACH-000294,-0.0917404231901
ACH-000295,0.104320398302
ACH-000296,-0.0136996983072
ACH-000302,-0.209175942272
ACH-000304,-0.039842390262
