,BAZ1B (9031)
ACH-000004,0.0220406134381
ACH-000007,-0.387576031765
ACH-000009,-0.170323644622
ACH-000011,-0.352266394275
ACH-000012,-0.40824657091600003
ACH-000013,-0.105025518188
ACH-000014,-0.33724101481799995
ACH-000015,-0.21778009591800002
ACH-000017,-0.290390044296
ACH-000018,-0.573374468136
ACH-000019,-0.43109462665200005
ACH-000021,-0.5167534858199999
ACH-000022,-0.314489583756
ACH-000025,-0.35315361441
ACH-000028,-0.466548202053
ACH-000030,-0.237459644806
ACH-000035,-0.495306198802
ACH-000036,-0.675477675332
ACH-000037,-0.37231279976099996
ACH-000039,-0.395501686772
ACH-000040,-0.441540713844
ACH-000041,-0.45105409997400003
ACH-000042,-0.44388761055799997
ACH-000045,-0.35108396420500004
ACH-000047,-0.247955605267
ACH-000052,-0.645907163408
ACH-000053,-0.41620214710299996
ACH-000054,-0.250926159005
ACH-000055,-0.352008806745
ACH-000060,-0.485794463872
ACH-000067,-0.705711555701
ACH-000070,-0.379559846778
ACH-000075,-0.09347769963479999
ACH-000078,-0.149682324772
ACH-000082,-0.350796363041
ACH-000085,-0.20694140450800003
ACH-000086,-0.262882599678
ACH-000087,-0.560364738196
ACH-000092,-0.383618107517
ACH-000095,-0.47409598294
ACH-000097,-0.47319448574199996
ACH-000098,-0.616141859695
ACH-000099,-0.312489621347
ACH-000108,-0.327446859092
ACH-000113,-0.40749788765
ACH-000115,-0.0621805962349
ACH-000116,-0.10592981326199999
ACH-000118,-0.397668850958
ACH-000120,-0.0428967600091
ACH-000123,-0.37394758645099996
ACH-000127,-0.292907822535
ACH-000128,-0.19135792529800003
ACH-000132,-0.274032689324
ACH-000133,-0.378221938198
ACH-000137,-0.289888272583
ACH-000138,-0.155445643971
ACH-000142,-0.436538685824
ACH-000143,0.0355584105023
ACH-000146,-0.328612011493
ACH-000148,-0.531989133011
ACH-000150,-0.229783667966
ACH-000152,-0.342795921641
ACH-000153,-0.400658803081
ACH-000159,-0.45927344844400003
ACH-000160,-0.00556084733354
ACH-000163,-0.25197168423
ACH-000167,0.0231858967581
ACH-000168,-0.311283415879
ACH-000169,-0.277773602723
ACH-000178,-0.247853043444
ACH-000182,-0.24326224440699998
ACH-000183,-0.38566598891500004
ACH-000188,-0.244242688001
ACH-000189,-0.0411802471426
ACH-000190,-0.48562816025399996
ACH-000198,-0.485399467592
ACH-000204,0.07251346166089999
ACH-000206,-0.276202600335
ACH-000207,-0.14843462672399999
ACH-000211,-0.510121821723
ACH-000215,-0.58148179946
ACH-000221,-0.421945683615
ACH-000222,-0.261772009526
ACH-000223,-0.11972702582599999
ACH-000226,-0.330272910674
ACH-000227,-0.275562700279
ACH-000228,-0.20143078130800002
ACH-000231,-0.167525578702
ACH-000232,-0.562187665816
ACH-000233,-0.4827285962899999
ACH-000234,-0.481770403068
ACH-000235,-0.261595131005
ACH-000237,-0.517031701789
ACH-000238,-0.361606899484
ACH-000243,-0.35445968573299996
ACH-000244,-0.39345775614600004
ACH-000246,-0.21069139504999998
ACH-000248,-0.42329827664
ACH-000250,-0.154014149815
ACH-000251,-0.14230694484099998
ACH-000253,-0.240514599593
ACH-000255,-0.407726368047
ACH-000256,-0.204362700371
ACH-000257,-0.294416394979
ACH-000258,-0.34475842200900003
ACH-000259,-0.520535227188
ACH-000260,-0.203281344856
ACH-000261,-0.30310138628899996
ACH-000262,-0.46200309761799996
ACH-000263,-0.24392628678000003
ACH-000264,-0.19215757578499998
ACH-000265,-0.132415693157
ACH-000266,-0.435907325375
ACH-000272,-0.360350717808
ACH-000273,-0.220443362987
ACH-000274,-0.256039784757
ACH-000277,-0.37935891024999996
ACH-000278,-0.395275450814
ACH-000279,-0.04809103892
ACH-000280,-0.359751546656
ACH-000281,-0.505026017721
ACH-000288,-0.30056076151
ACH-000291,-0.0142367887442
ACH-000293,-0.388979263719
ACH-000294,-0.414086827386
ACH-000295,-0.19430346392700001
ACH-000296,-0.311471804277
ACH-000302,-0.229471802171
ACH-000304,-0.503287995659
ACH-000307,-0.28641158478900003
ACH-000308,-0.231450385788
ACH-000310,-0.343863617695
ACH-000311,-0.428168822544
ACH-000312,-0.199177064626
ACH-000315,-0.249399898345
ACH-000316,-0.40473588170100006
ACH-000317,-0.188718205781
ACH-000318,-0.303065065039
ACH-000319,-0.30350678886300003
ACH-000320,-0.330760560792
ACH-000322,-0.378199873424
ACH-000323,-0.235959918138
ACH-000324,-0.34082738940800006
ACH-000329,-0.0601744614071
ACH-000330,-0.0652541283412
ACH-000331,-0.340069601752
ACH-000332,-0.336902919644
ACH-000334,-0.0669354720299
ACH-000335,-0.321278276408
ACH-000336,-0.31185744885899996
ACH-000337,-0.348866985669
ACH-000339,-0.346814159692
ACH-000341,-0.143324353155
ACH-000348,-0.245558443065
ACH-000350,-0.32402223844300004
ACH-000352,-0.12755188862199998
ACH-000356,-0.611766727087
ACH-000361,-0.508091901043
ACH-000362,-0.610696754222
ACH-000363,-0.264240990559
ACH-000364,-0.540994158851
ACH-000365,-0.405762859121
ACH-000366,-0.335803131673
ACH-000368,-0.463143562471
ACH-000374,-0.696021591216
ACH-000375,-0.24353360784800002
ACH-000376,-0.502714072928
ACH-000381,-0.177777601782
ACH-000383,-0.38003436059900003
ACH-000387,-0.194872916547
ACH-000389,-0.7356874244130001
ACH-000390,-0.291206845227
ACH-000393,-0.220167220456
ACH-000395,-0.577579524401
ACH-000397,-0.299437988503
ACH-000401,-0.35868127432400004
ACH-000402,-0.200861253873
ACH-000403,-0.295604092358
ACH-000404,-0.48715409574100005
ACH-000406,-0.22789487478599998
ACH-000407,-0.510114593404
ACH-000408,-0.38098582133500003
ACH-000410,-0.19120309750599998
ACH-000411,-0.429139382375
ACH-000414,-0.409458432464
ACH-000415,-0.520147452311
ACH-000416,-0.259604086586
ACH-000420,-0.24820978153200002
ACH-000421,-0.44601015638
ACH-000424,-0.23372004472
ACH-000425,-0.5348766303170001
ACH-000426,-0.120932388721
ACH-000427,-0.42805999264600003
ACH-000433,-0.496407785649
ACH-000436,-0.269197995109
ACH-000444,-0.320909224606
ACH-000445,-0.40947904617200004
ACH-000448,-0.39240565388099996
ACH-000450,-0.226742409821
ACH-000452,-0.34124982523599995
ACH-000454,-0.378085439714
ACH-000458,-0.210459469824
ACH-000459,-0.408367380598
ACH-000460,-0.388686363609
ACH-000461,-0.22856805959600002
ACH-000463,-0.45690532711000004
ACH-000464,-0.451017863431
ACH-000466,-0.47834236242600003
ACH-000467,-0.488654713931
ACH-000468,-0.36375150319899996
ACH-000469,-0.328033119251
ACH-000470,-0.176378477153
ACH-000471,-0.327797249937
ACH-000472,-0.29031911039700004
ACH-000473,-0.192136155512
ACH-000475,-0.185032472539
ACH-000476,-0.207167725902
ACH-000477,-0.17244568065699997
ACH-000480,-0.281923667609
ACH-000481,-0.25592342876400004
ACH-000483,-0.21028628603500002
ACH-000484,-0.104861091598
ACH-000485,-0.303106922299
ACH-000486,-0.681919153555
ACH-000487,-0.493911559358
ACH-000488,-0.344033297647
ACH-000490,-0.453206615269
ACH-000491,-0.09138047677729999
ACH-000495,-0.06293261418240001
ACH-000496,-0.41806202633100004
ACH-000499,-0.20352560093199998
ACH-000500,-0.220983195063
ACH-000502,-0.487009460039
ACH-000503,-0.590636645862
ACH-000505,-0.18093843471700002
ACH-000507,-0.21869707966200003
ACH-000510,-0.159595750662
ACH-000511,-0.278035750176
ACH-000512,0.151459794352
ACH-000516,-0.321870086658
ACH-000517,-0.276780640847
ACH-000518,-0.381487377945
ACH-000520,-0.19529046711
ACH-000521,-0.600522812487
ACH-000522,-0.336615151303
ACH-000524,-0.279313695581
ACH-000527,-0.36860139325
ACH-000528,-0.399662681299
ACH-000537,-0.42449787710500003
ACH-000541,-0.253646062833
ACH-000542,-0.464165195671
ACH-000544,-0.335024750225
ACH-000545,-0.43497549446500006
ACH-000547,-0.246921536546
ACH-000548,-0.125069668738
ACH-000549,-0.23553495976599997
ACH-000550,-0.549218036756
