,CIC (23152)
ACH-000004,-0.21078453166799999
ACH-000007,-0.22738281441799998
ACH-000009,-0.16110082645999999
ACH-000011,0.05991613199799999
ACH-000012,0.0640196127017
ACH-000013,-0.282750541807
ACH-000014,0.061947551930599996
ACH-000015,-0.0885110523089
ACH-000017,-0.508750850078
ACH-000018,-0.058509726351600004
ACH-000019,-0.773538766587
ACH-000021,-0.20467717066799998
ACH-000022,-0.187064524259
ACH-000025,-0.0908305106029
ACH-000028,-0.292901331942
ACH-000030,-0.18774591880600003
ACH-000035,-0.20561418137
ACH-000036,0.178107146488
ACH-000037,-0.196094710495
ACH-000039,-0.246568642292
ACH-000040,-0.305673025783
ACH-000041,-0.00987621708375
ACH-000042,0.0496376781001
ACH-000045,-0.114276637754
ACH-000047,-0.0920235507596
ACH-000052,-0.313600052844
ACH-000053,-0.049746262609
ACH-000054,-0.25345632525899997
ACH-000055,-0.13899911534
ACH-000060,0.0962898811978
ACH-000067,-0.190963938506
ACH-000070,-0.0308682679432
ACH-000075,-0.358430369313
ACH-000078,0.0645929082367
ACH-000082,-0.196276268974
ACH-000085,-0.255503492906
ACH-000086,0.0801210849847
ACH-000087,-0.122552470511
ACH-000092,0.252046505332
ACH-000095,-0.00208126260247
ACH-000097,-0.422557220809
ACH-000098,-0.291308679283
ACH-000099,-0.187659791521
ACH-000108,-0.12444714709799999
ACH-000113,0.0641817063914
ACH-000115,-0.029620794446700002
ACH-000116,-0.0016431270339500002
ACH-000118,-0.138225242542
ACH-000120,0.0466167506172
ACH-000123,-0.317217715961
ACH-000127,-0.13905876407
ACH-000128,-0.318005813696
ACH-000132,-0.17236689215
ACH-000133,0.021732442737599996
ACH-000137,-0.27977186637699997
ACH-000138,-0.241838317732
ACH-000142,0.15795129976299999
ACH-000143,0.151313834813
ACH-000146,-0.111197575717
ACH-000148,-0.0474837271222
ACH-000150,-0.10881745214400002
ACH-000152,-0.0087776294995
ACH-000153,0.295892159107
ACH-000159,-0.09631051459339998
ACH-000160,-0.234901543932
ACH-000163,-0.198878967953
ACH-000167,0.191404250075
ACH-000168,-0.192658018246
ACH-000169,-0.109945265853
ACH-000178,-0.251583088631
ACH-000182,-0.242622040782
ACH-000183,-0.13676793136600002
ACH-000188,-0.0141796240815
ACH-000189,0.336823079238
ACH-000190,-0.614215805831
