,GPALPP1 (55425)
ACH-000004,0.109184172408
ACH-000007,-0.18099800556200002
ACH-000009,0.058044269596999994
ACH-000011,0.08801560097169998
ACH-000012,-0.0822336524331
ACH-000013,0.07093978909819999
ACH-000014,0.166772431783
ACH-000015,0.0131328808904
ACH-000017,0.0931154260026
ACH-000018,-0.0693222277013
ACH-000019,-0.00337589893048
ACH-000021,-0.0287680018131
ACH-000022,0.14517775273
ACH-000025,0.16565966564
ACH-000028,-0.0718555501235
ACH-000030,0.042948092393699996
ACH-000035,0.0189953551792
ACH-000036,-0.026272253383499998
ACH-000037,0.00681247293053
ACH-000039,0.0603715523004
ACH-000040,0.123045360304
ACH-000041,-0.033664045362900005
ACH-000042,-0.0312818701083
ACH-000045,0.171510594297
ACH-000047,0.148033322521
ACH-000052,0.0689465349236
ACH-000053,-0.017189274062700002
ACH-000054,0.0972020293631
ACH-000055,0.0927836618463
ACH-000060,-0.155695863969
ACH-000067,-0.0412736683934
ACH-000070,0.251864455704
ACH-000075,-0.024308108555400002
ACH-000078,-0.117440759861
ACH-000082,-0.212515199243
ACH-000085,0.0935283530045
ACH-000086,0.036086912563099996
ACH-000087,0.113360439179
ACH-000092,0.0290372355412
ACH-000095,-0.024211687338799998
ACH-000097,0.06920707416760001
ACH-000098,0.16360049823699999
ACH-000099,-0.0789871024302
ACH-000108,-0.054325968881400004
ACH-000113,0.146995418651
ACH-000115,-0.0829319113374
ACH-000116,-0.0240049366971
ACH-000118,0.0029401716556200002
ACH-000120,-0.0010695828896000001
ACH-000123,-0.0495693729065
ACH-000127,0.17538952004500002
ACH-000128,0.014274498649600002
ACH-000132,0.036869403353499995
ACH-000133,0.06908852042949999
ACH-000137,0.050750526308000005
ACH-000138,0.0674189979029
ACH-000142,-0.0225573265073
ACH-000143,0.20433155303800002
ACH-000146,-0.0872757175241
ACH-000148,0.104045479154
ACH-000150,-0.07232494651480001
ACH-000152,0.22603926952599998
ACH-000153,0.271935448872
ACH-000159,-0.07897064657580001
ACH-000160,0.128266506974
ACH-000163,0.0208098007865
ACH-000167,0.178399125024
ACH-000168,0.0757137998096
ACH-000169,0.128752735812
ACH-000178,0.10727512883
ACH-000182,-0.089061870142
ACH-000183,0.188502554616
ACH-000188,0.0012547477688499998
ACH-000189,0.130095975577
ACH-000190,-0.149030484195
ACH-000198,0.132147014398
ACH-000204,-0.0229751055307
ACH-000206,-0.132968004867
ACH-000207,0.07924490727780001
ACH-000211,0.0661466022435
ACH-000215,0.0863132652857
ACH-000221,0.0162718663244
ACH-000222,0.0476588671709
ACH-000223,0.0989401452203
ACH-000226,-0.116830686693
ACH-000227,0.28793710848299997
ACH-000228,-0.0478287201558
ACH-000231,-0.00103456009707
ACH-000232,0.014720188116200001
ACH-000233,0.045809098833300005
ACH-000234,-0.0391182866498
ACH-000235,-0.007795207947590001
ACH-000237,0.152170621059
ACH-000238,0.045507950468800004
ACH-000243,0.157909367163
ACH-000244,0.135694958884
ACH-000246,0.0371470279541
ACH-000248,0.0069946972063699995
ACH-000250,-0.09159032588220001
ACH-000251,-0.0027348510579499998
ACH-000253,-0.0808919699318
ACH-000255,-0.0434577975812
ACH-000256,0.0711564802085
ACH-000257,0.015138988058499999
ACH-000258,0.0393100224884
ACH-000259,0.0950841393451
ACH-000260,-0.09788970458460002
ACH-000261,0.102999295769
ACH-000262,0.15045781818099999
ACH-000263,0.21577671348400002
ACH-000264,0.012272815394700001
ACH-000265,-0.00190549131674
ACH-000266,0.00740051602933
ACH-000272,0.0729664135596
ACH-000273,0.0478270958918
ACH-000274,0.10499909897399999
ACH-000277,0.0810560513375
ACH-000278,0.126160443805
ACH-000279,0.185766452885
ACH-000280,0.015030942957600001
ACH-000281,-0.17205917979000002
ACH-000288,0.0116258190806
ACH-000291,0.174727132363
ACH-000293,0.060476059075600004
ACH-000294,0.00782567866543
ACH-000295,0.123891997446
ACH-000296,-0.120536907398
ACH-000302,0.10877407257300001
ACH-000304,0.174126274714
ACH-000307,0.08397367696260001
ACH-000308,0.17403781427999998
ACH-000310,-0.060352982877
ACH-000311,0.08319320146289999
ACH-000312,-0.07363890496960002
ACH-000315,-0.0620638927596
ACH-000316,-0.042375213411099996
ACH-000317,-0.12239608657199999
ACH-000318,0.119514840593
ACH-000319,0.0658422757996
ACH-000320,0.08078149165950001
ACH-000322,0.16948863651999999
ACH-000323,0.023887126606099998
ACH-000324,0.10198236932700001
ACH-000329,0.116266398679
ACH-000330,0.11058123108
ACH-000331,-0.0228048427116
ACH-000332,0.12455932720799999
ACH-000334,-0.200888857128
ACH-000335,0.0680713592236
ACH-000336,0.295464601878
ACH-000337,0.194843279527
ACH-000339,0.03466273812619999
ACH-000341,-0.11609330220000001
ACH-000348,0.13789909344100001
ACH-000350,0.09637432695329999
ACH-000352,0.00130735994862
ACH-000356,0.125796602623
ACH-000361,0.09102259569849999
ACH-000362,0.04964927377330001
ACH-000363,0.10098815870200001
ACH-000364,0.143338660471
ACH-000365,0.045296573209
ACH-000366,0.0733509546445
ACH-000368,0.18273678594700002
ACH-000374,0.00738684616289
ACH-000375,0.208035027535
ACH-000376,0.0556403430623
ACH-000381,-0.10249854333799999
ACH-000383,0.0152204955378
ACH-000387,-0.0786207971102
ACH-000389,0.000773938112003
ACH-000390,0.0178251845742
