,CDC42EP2 (10435)
ACH-000004,-0.308458798743
ACH-000007,-0.147723665942
ACH-000009,-0.118333103323
ACH-000011,-0.295856993275
ACH-000012,-0.365488669204
ACH-000013,-0.33545336906
ACH-000014,-0.155657551358
ACH-000015,-0.249727953176
ACH-000017,-0.22374609828400002
ACH-000018,-0.19664853562399998
ACH-000019,-0.30309030737500003
ACH-000021,-0.286016806227
ACH-000022,-0.183950848591
ACH-000025,-0.239008034782
ACH-000028,-0.339402069674
ACH-000030,-0.269050145089
ACH-000035,-0.19932773967599998
ACH-000036,-0.43339727606399997
ACH-000037,-0.191700063046
ACH-000039,-0.489273609032
ACH-000040,-0.38731432342600003
ACH-000041,-0.159578854912
ACH-000042,-0.246565438277
ACH-000045,-0.168669791437
ACH-000047,-0.24471023171700002
ACH-000052,-0.326157335519
ACH-000053,-0.164025599497
ACH-000054,-0.30524328016999996
ACH-000055,-0.145971106574
ACH-000060,-0.078943194068
ACH-000067,0.0161094231464
ACH-000070,-0.242802637207
ACH-000075,-0.603487487768
ACH-000078,-0.23169331443000005
ACH-000082,-0.43807166216300003
ACH-000085,-0.22839469790300002
ACH-000086,-0.542797362526
ACH-000087,-0.19079576924199998
ACH-000092,-0.21907196064800002
ACH-000095,-0.27143334454999996
ACH-000097,-0.20381012392900003
ACH-000098,-0.24700011195799998
ACH-000099,-0.17978491275699998
ACH-000108,-0.353025720316
ACH-000113,-0.39785879427500004
ACH-000115,-0.362330070648
ACH-000116,-0.41135326660800003
ACH-000118,-0.29739310205200004
ACH-000120,-0.199095793265
ACH-000123,-0.366344697125
ACH-000127,-0.142991653357
ACH-000128,-0.0759431783908
ACH-000132,-0.5613829097749999
ACH-000133,-0.169226569941
ACH-000137,-0.33141727825999995
ACH-000138,-0.345111650783
ACH-000142,-0.680550275911
ACH-000143,-0.446170367083
ACH-000146,-0.17146426286699998
ACH-000148,-0.245651210126
ACH-000150,-0.186127909688
ACH-000152,-0.06965753273280001
ACH-000153,-0.46260138287299996
ACH-000159,-0.219317497161
ACH-000160,-0.394548086004
ACH-000163,-0.254154587718
ACH-000167,-0.334357430848
ACH-000168,-0.171357379894
ACH-000169,-0.208279739366
ACH-000178,-0.302736362467
ACH-000182,-0.31862483374
ACH-000183,-0.404559300696
ACH-000188,-0.48226081042499996
ACH-000189,-0.6827758568260001
ACH-000190,-0.15937431807900002
ACH-000198,-0.282574046141
ACH-000204,-0.607504944913
ACH-000206,-0.346461105519
ACH-000207,-0.38865945904
ACH-000211,-0.300843736047
ACH-000215,-0.21905579031800002
ACH-000221,-0.483346102785
ACH-000222,-0.255442656279
ACH-000223,-0.40068535535800004
ACH-000226,-0.352259012459
ACH-000227,-0.13793605316500002
ACH-000228,-0.356860762824
ACH-000231,-0.113652942543
ACH-000232,-0.196596270293
ACH-000233,-0.327546136525
ACH-000234,-0.05567391298069999
ACH-000235,-0.080464724452
ACH-000237,-0.31143964949499997
ACH-000238,-0.47209124644699996
ACH-000243,-0.323873049203
ACH-000244,-0.772411725553
ACH-000246,-0.265189736762
ACH-000248,-0.25815725677900003
ACH-000250,-0.33624375695200004
ACH-000251,-0.121375581667
ACH-000253,-0.13540124385500002
ACH-000255,-0.17181412749699998
ACH-000256,-0.432365847904
ACH-000257,-0.365906253201
ACH-000258,-0.30731271828699996
ACH-000259,-0.27315796951099997
ACH-000260,-0.226463081259
ACH-000261,-0.280953159686
ACH-000262,-0.09133584797460001
ACH-000263,-0.30939071595
ACH-000264,-0.300067482667
ACH-000265,-0.13078827376399998
ACH-000266,-0.271849226275
ACH-000272,-0.38157607031499996
ACH-000273,-0.301743172337
ACH-000274,-0.17087978677700003
ACH-000277,-0.402216563991
ACH-000278,-0.34102554933799994
ACH-000279,-0.09173398965160001
ACH-000280,-0.275248743859
ACH-000281,-0.225656212174
ACH-000288,-0.42916259468699997
ACH-000291,-0.18415654272100002
ACH-000293,-0.47757174026999993
ACH-000294,-0.22479456025199998
ACH-000295,-0.407210448079
ACH-000296,-0.154331622635
ACH-000302,-0.294253844346
ACH-000304,-0.318612947144
ACH-000307,-0.134861960685
ACH-000308,-0.458010986545
ACH-000310,-0.17156233946
ACH-000311,-0.320289851199
ACH-000312,-0.28778839842099996
ACH-000315,-0.58412195794
ACH-000316,-0.218675941007
ACH-000317,-0.16970352436099997
ACH-000318,-0.487003410429
ACH-000319,-0.397454603578
ACH-000320,-0.061158674775800004
ACH-000322,-0.110661580705
ACH-000323,-0.249040429093
ACH-000324,-0.153692034627
ACH-000329,0.0874724573507
ACH-000330,-0.378803587826
ACH-000331,-0.040961454956300006
ACH-000332,-0.42437509042800003
ACH-000334,-0.337420376527
ACH-000335,-0.346978420531
ACH-000336,0.0416067670359
ACH-000337,-0.42829589629500003
ACH-000339,-0.35176292596500003
ACH-000341,-0.257277359243
ACH-000348,-0.0871120872353
ACH-000350,-0.15984792708599999
ACH-000352,-0.31889230704300003
ACH-000356,-0.489086576204
ACH-000361,-0.264465016402
ACH-000362,-0.18321116389199998
ACH-000363,-0.32740772734900003
ACH-000364,-0.27807412776900003
ACH-000365,-0.282067905956
ACH-000366,-0.55931893384
ACH-000368,-0.32139941645
ACH-000374,-0.261408110773
ACH-000375,-0.185504043351
ACH-000376,-0.265555088192
ACH-000381,-0.322369614265
ACH-000383,-0.32360330279599997
ACH-000387,-0.00400756757368
ACH-000389,-0.0375588769693
ACH-000390,-0.372968160828
ACH-000393,-0.17032341418900002
ACH-000395,-0.229798260284
ACH-000397,-0.343709652855
ACH-000401,-0.597804621405
ACH-000402,-0.0154721103315
ACH-000403,-0.335492133339
ACH-000404,-0.337110716274
ACH-000406,-0.247216774931
ACH-000407,-0.289486143463
ACH-000408,-0.40823135963299995
ACH-000410,-0.369280848317
ACH-000411,-0.243515378339
ACH-000414,-0.0595469503852
ACH-000415,-0.365688327557
ACH-000416,-0.23963724825999996
ACH-000420,-0.424431486254
ACH-000421,-0.24656851717099998
ACH-000424,-0.36459766475999994
ACH-000425,-0.172912874357
ACH-000426,-0.034550183138800004
ACH-000427,-0.37456220850199995
ACH-000433,-0.643660792243
ACH-000436,-0.120690083171
ACH-000444,-0.36738645689099997
ACH-000445,-0.39675254575999996
ACH-000448,-0.311795514145
ACH-000450,-0.270740281975
ACH-000452,-0.26635818680999995
ACH-000454,-0.320618107243
ACH-000458,-0.560311691905
ACH-000459,-0.165423771768
ACH-000460,-0.253697517041
ACH-000461,-0.29065354526299997
ACH-000463,-0.301249977047
ACH-000464,-0.16927966300500003
ACH-000466,-0.43528218820500003
ACH-000467,-0.270484871747
ACH-000468,-0.42785616439199997
ACH-000469,-0.580960465677
ACH-000470,-0.25756719584300003
ACH-000471,-0.160991180811
ACH-000472,-0.369964022899
ACH-000473,-0.434315378262
ACH-000475,-0.270573939115
ACH-000476,-0.233796074125
ACH-000477,-0.0731870325772
ACH-000480,-0.209397589961
ACH-000481,-0.0956666997029
ACH-000483,-0.292898638196
ACH-000484,-0.151781644757
ACH-000485,-0.204923549822
ACH-000486,-0.273171654183
ACH-000487,-0.322568743719
ACH-000488,-0.369485164591
ACH-000490,-0.279951977756
ACH-000491,-0.15828064650999998
ACH-000495,-0.471660745295
ACH-000496,-0.174125350865
ACH-000499,-0.318108056235
ACH-000500,-0.148101861942
ACH-000502,-0.21134787752
ACH-000503,-0.487651360976
ACH-000505,-0.360833652864
ACH-000507,-0.300911587518
ACH-000510,-0.201640906994
ACH-000511,-0.134098455193
ACH-000512,-0.44852943361000003
ACH-000516,-0.10023501565
ACH-000517,-0.172885466792
ACH-000518,-0.24799478380800002
ACH-000520,-0.284511561548
ACH-000521,0.121135431919
ACH-000522,-0.319332764314
ACH-000524,-0.21495318538000002
ACH-000527,-0.209848230342
ACH-000528,-0.160219074832
ACH-000537,-0.42721149898500005
ACH-000541,-0.437473828749
ACH-000542,-0.32534564044799996
ACH-000544,-0.648399991151
ACH-000545,-0.437565296143
ACH-000547,0.0408083415053
ACH-000548,-0.37425866686399994
ACH-000549,-0.466464190991
ACH-000550,-0.30745214695399997
ACH-000552,-0.256110953529
ACH-000556,-0.33362154331599997
ACH-000557,-0.231130908862
ACH-000570,-0.252734938257
ACH-000571,-0.314937533391
ACH-000573,-0.352047564145
ACH-000576,-0.124193500547
ACH-000580,-0.221855471854
ACH-000584,-0.170585345055
ACH-000585,-0.402156974626
ACH-000588,-0.200574408114
ACH-000589,-0.09174504188100001
ACH-000591,-0.23944974301199998
ACH-000593,-0.279845037609
ACH-000600,-0.602539804131
ACH-000601,-0.320917201922
ACH-000604,-0.01496360476
ACH-000605,-0.328460616921
ACH-000606,-0.557031453594
ACH-000608,-0.304440266508
ACH-000614,-0.113569887194
ACH-000616,-0.35859269575400005
ACH-000618,-0.285366282874
ACH-000619,-0.436264096171
ACH-000620,-0.108866451846
ACH-000621,-0.463684271567
ACH-000622,-0.227945165821
ACH-000623,-0.37169372065300005
ACH-000624,-0.290264427459
ACH-000627,-0.205778624566
ACH-000630,-0.267872187704
ACH-000632,-0.234799431155
ACH-000633,-0.287429880593
ACH-000637,-0.6131486780200001
ACH-000638,-0.545535119752
ACH-000646,-0.12185527932700001
ACH-000647,-0.206720134036
ACH-000648,-0.29099233026500004
ACH-000649,-0.306990210508
ACH-000651,-0.314061401612
ACH-000652,-0.32438010873100004
ACH-000653,-0.313440695206
ACH-000657,-0.33558814207800003
ACH-000658,-0.23575313371599999
ACH-000661,-0.248232338455
ACH-000662,-0.557465354696
ACH-000663,-0.34528453883599997
ACH-000665,-0.5151606736150001
ACH-000671,-0.238231455534
ACH-000673,-0.19726237463
ACH-000676,-0.290120162912
ACH-000677,-0.224466692997
ACH-000681,-0.06635173677730001
ACH-000682,-0.320192312581
ACH-000683,-0.284017421304
ACH-000684,0.035042772765
ACH-000688,-0.137941937401
