,AADACL4 (343066)
ACH-000004,0.149129418304
ACH-000007,0.049752267526599996
ACH-000009,-0.12452044528799999
ACH-000011,-0.0685335530538
ACH-000012,-0.0366813354161
ACH-000013,0.06481542691480001
ACH-000014,0.09634782292460001
ACH-000015,0.013134569817
ACH-000017,-0.0254864410997
ACH-000018,0.276137666
ACH-000019,0.192352727649
ACH-000021,0.0168941324957
ACH-000022,0.0776082031782
ACH-000025,0.0009822446567580002
ACH-000028,0.0021261988580299996
ACH-000030,0.0621069284533
ACH-000035,-0.007742294037680001
ACH-000036,0.030341536968900004
ACH-000037,-0.0176852005917
ACH-000039,-0.0233318436063
ACH-000040,-0.19042776728
ACH-000041,-0.130601744833
ACH-000042,-0.049736546721900005
ACH-000045,-0.13325193465399998
ACH-000047,-0.0108082330272
ACH-000052,-0.047704123762499995
ACH-000053,-0.0167393134514
ACH-000054,-0.012957552030400001
ACH-000055,0.253822901727
ACH-000060,-0.0979076856058
ACH-000067,-0.0513408980416
ACH-000070,0.0397750842952
ACH-000075,0.00647305903948
ACH-000078,0.0360879997192
ACH-000082,-0.000540622639274
ACH-000085,-0.231365516921
ACH-000086,-0.0366578006724
ACH-000087,0.0194757121283
ACH-000092,-0.221197174192
ACH-000095,0.017904827322
ACH-000097,-0.233078266487
ACH-000098,-0.034948078119800004
ACH-000099,0.017503545458400004
ACH-000108,-0.0528281796694
ACH-000113,-0.017959690023
ACH-000115,0.08276680451349999
ACH-000116,-0.0010326477717999998
ACH-000118,-0.0360181443308
ACH-000120,0.0532167429837
ACH-000123,0.021554671597899998
ACH-000127,-0.0678593575924
ACH-000128,-0.27705640921
ACH-000132,-0.157177926019
ACH-000133,-0.0980322332446
ACH-000137,-0.0673732153698
ACH-000138,-0.0342623514375
ACH-000142,0.153563968801
ACH-000143,-0.13472828918299998
ACH-000146,0.124165375288
ACH-000148,-0.00785874982757
ACH-000150,-0.287843747021
ACH-000152,-0.12929931274599998
ACH-000153,-0.14621258147
ACH-000159,-0.0789704360554
ACH-000160,0.027470994178599998
ACH-000163,0.00272643250031
ACH-000167,-0.32025305759
ACH-000168,0.046774454591
ACH-000169,0.00940388506301
ACH-000178,-0.067521187547
ACH-000182,0.024222396347599998
ACH-000183,0.0598019881584
ACH-000188,-0.025731845822
ACH-000189,-0.137451692123
ACH-000190,-0.0323496743762
ACH-000198,-0.0255200245005
ACH-000204,-0.126049958504
ACH-000206,0.115151101801
ACH-000207,0.39874066541599995
ACH-000211,-0.0396626484117
ACH-000215,-0.119185768727
ACH-000221,-0.018725153138099998
ACH-000222,0.154831130811
ACH-000223,-0.16017178013299999
ACH-000226,0.025913031417200003
ACH-000227,-0.278666317175
ACH-000228,0.016645533237
ACH-000231,-0.00404491010744
ACH-000232,-0.007314554628560001
ACH-000233,-0.0166654971078
ACH-000234,-0.128744514836
ACH-000235,-0.08516056720359999
ACH-000237,0.033859377702799995
ACH-000238,-0.0694487297556
ACH-000243,-0.052548001585200003
ACH-000244,0.15551928697999998
ACH-000246,-0.12890781449000002
ACH-000248,-0.0665208852685
ACH-000250,0.0023808985689299997
ACH-000251,-0.263026422773
ACH-000253,-0.0279831838919
ACH-000255,0.11016445276699999
ACH-000256,-0.1448047148
ACH-000257,-0.052753903355
ACH-000258,0.15474186690199998
ACH-000259,-0.042753099484
ACH-000260,0.00257088039205
ACH-000261,0.0557619973457
ACH-000262,-0.197380184014
ACH-000263,0.41652775643
ACH-000264,-0.0375476050591
ACH-000265,0.034877734160699995
ACH-000266,-0.17020147792999998
ACH-000272,0.048405636467
ACH-000273,0.008149652696889999
ACH-000274,-0.0201255218755
ACH-000277,-0.09586744662699999
ACH-000278,0.0521246311001
ACH-000279,-0.031054202112400002
ACH-000280,0.022314089005400002
ACH-000281,0.008317504376020001
ACH-000288,-0.171181432113
ACH-000291,0.0320718979092
ACH-000293,-0.146159822557
ACH-000294,0.163568397017
ACH-000295,0.0789009092918
ACH-000296,0.153307542091
ACH-000302,-0.041722294925800006
ACH-000304,-0.148298138845
ACH-000307,0.013498567933
ACH-000308,-0.17093680002300002
ACH-000310,-0.12023825699000001
ACH-000311,-0.21500298425900002
ACH-000312,-0.222186729848
ACH-000315,-0.0174426013212
ACH-000316,-0.023548752437999997
ACH-000317,0.129583940976
ACH-000318,-0.0983754576647
ACH-000319,0.0077229762904899996
ACH-000320,-0.031156208328400003
ACH-000322,0.00410917379508
ACH-000323,-0.0462813418817
ACH-000324,0.143966555489
ACH-000329,-0.188889713028
ACH-000330,0.0790912708088
ACH-000331,-0.0401986885659
ACH-000332,-0.0829437979398
ACH-000334,-0.348822972888
ACH-000335,-0.176887193644
ACH-000336,-0.00491828766259
ACH-000337,0.00631072408655
ACH-000339,-0.028121743958900002
ACH-000341,-0.141445136349
ACH-000348,0.009998741197450001
ACH-000350,0.052370523654500005
ACH-000352,0.09357248977839999
ACH-000356,-0.0691391593319
ACH-000361,0.180803840913
ACH-000362,0.139367916408
ACH-000363,-0.287045292085
ACH-000364,-0.254179479884
ACH-000365,0.00149284832602
ACH-000366,0.029779654400499997
ACH-000368,0.0464657501251
ACH-000374,0.0282877973984
ACH-000375,0.08564116242080001
ACH-000376,0.0270781126077
ACH-000381,0.064078315964
ACH-000383,-0.03358870432
ACH-000387,-0.039833618226999996
ACH-000389,-0.0883212856298
ACH-000390,0.026891814646700003
ACH-000393,0.09660417347179999
ACH-000395,0.0419352972505
ACH-000397,0.0704861952754
ACH-000401,0.235881781716
ACH-000402,-0.0383705193639
ACH-000403,-0.042109270435499994
ACH-000404,-0.183512373458
ACH-000406,-0.0338910239211
ACH-000407,0.0383166972219
ACH-000408,-0.281301771148
ACH-000410,0.00746534163132
ACH-000411,-0.0999533679118
ACH-000414,-0.047815346534699994
ACH-000415,0.0100291423485
ACH-000416,-0.159198072106
ACH-000420,0.0653796590131
ACH-000421,-0.0512010484226
ACH-000424,-0.10772376804400001
ACH-000425,-0.202496503026
ACH-000426,0.106200997853
ACH-000427,-0.27652988028000003
ACH-000433,-0.21917588388599998
ACH-000436,-0.24714392561
ACH-000444,-0.159766999234
ACH-000445,0.180224497356
ACH-000448,0.0693561828968
ACH-000450,-0.042508404119
ACH-000452,0.0384057545696
ACH-000454,0.14946367899399998
ACH-000458,-0.190250100924
ACH-000459,0.010223674339
ACH-000460,0.0627984126001
ACH-000461,0.00924573756775
ACH-000463,-0.00146582368934
ACH-000464,-0.0147391576776
ACH-000466,0.017968327138400002
ACH-000467,-0.017869324934900004
ACH-000468,0.0664517594788
ACH-000469,0.011591458356000001
ACH-000470,0.0313843421393
ACH-000471,0.0375496129141
ACH-000472,-0.014149093461500001
ACH-000473,0.08203495444
ACH-000475,-0.11729960636499999
ACH-000476,-0.029388602900400004
ACH-000477,0.190877846036
ACH-000480,-0.0492358268673
ACH-000481,0.04882569111190001
ACH-000483,0.0698355973565
ACH-000484,0.06393509514359999
ACH-000485,0.111721205187
ACH-000486,0.056310973652599995
ACH-000487,-0.0989279135595
ACH-000488,-0.00635562218893
ACH-000490,-0.11376375658700001
ACH-000491,-0.0640131850344
ACH-000495,0.10106391162100001
ACH-000496,-0.026801978371000002
ACH-000499,-0.101817986194
ACH-000500,0.109293384629
ACH-000502,0.027091143033500003
ACH-000503,0.178597996986
ACH-000505,-0.11048849214199999
ACH-000507,-0.060492209584499995
ACH-000510,-0.09013783536039999
ACH-000511,-0.0164547637534
ACH-000512,0.238112546374
ACH-000516,0.025508896069700002
ACH-000517,-0.06506212315030001
ACH-000518,-0.0191028556199
ACH-000520,0.09120494698619999
ACH-000521,-0.114959140485
ACH-000522,-0.120186218695
ACH-000524,-0.010573257015200002
ACH-000527,-0.07978599283030001
ACH-000528,-0.090065826739
ACH-000537,0.013182696266100002
ACH-000541,0.29279006405499997
ACH-000542,0.059136654978400004
ACH-000544,-0.0760209411077
ACH-000545,0.0353997085218
ACH-000547,0.10776991133500001
ACH-000548,-0.0356901784444
ACH-000549,-0.047624982077099996
ACH-000550,-0.301518772863
ACH-000552,-0.10473192669
ACH-000556,0.061393248097900005
ACH-000557,-0.0194266116779
ACH-000570,0.0109206532116
ACH-000571,-0.135439254388
ACH-000573,0.028060436315900005
ACH-000576,-0.09198398172219999
ACH-000580,-0.06523971334669999
ACH-000584,0.0215897974804
ACH-000585,-0.09476816151080002
ACH-000588,0.144611380047
ACH-000589,-0.00383368468771
ACH-000591,0.028615007733400002
ACH-000593,-0.0150236888569
ACH-000600,-0.12993277728299998
ACH-000601,-0.134094561183
ACH-000604,0.344523172205
ACH-000605,-0.0211266574261
ACH-000606,0.0431026771576
ACH-000608,0.078001978444
ACH-000614,-0.0321362197003
ACH-000616,-0.08382554371260001
ACH-000618,0.018877205661
ACH-000619,-0.0347105360005
ACH-000620,-0.046317207869300006
ACH-000621,-0.040425787560199995
ACH-000622,-0.127712290479
ACH-000623,-0.230562086846
ACH-000624,0.00113742087501
ACH-000627,-0.0918909465989
ACH-000630,-0.0710212911281
ACH-000632,-0.0988953996727
ACH-000633,-0.0291229866682
ACH-000637,-0.144056342261
ACH-000638,-0.0789179521012
ACH-000646,-0.16541064941400002
ACH-000647,-0.186092371234
ACH-000648,-0.011215271294700001
ACH-000649,-0.0234500945024
ACH-000651,0.06553692853540001
ACH-000652,0.0161210936008
ACH-000653,-0.20791024427299998
ACH-000657,-0.040849959701099996
ACH-000658,0.111009813357
ACH-000661,-0.280353176116
ACH-000662,0.434954897981
ACH-000663,-0.07916900405060001
ACH-000665,-0.0392473753552
ACH-000671,-0.0730233378198
ACH-000673,-0.014438945305700002
ACH-000676,-0.070065202326
ACH-000677,-0.07736657737910001
ACH-000681,0.0779234056675
ACH-000682,0.106607824451
ACH-000683,-0.126521128913
ACH-000684,0.171226471366
ACH-000688,-0.100256404555
ACH-000693,0.05199007439230001
ACH-000694,0.000955585589265
ACH-000695,0.0932641350361
ACH-000696,-0.00039560497052800006
ACH-000697,-0.0392392900894
