,PCNXL3 (399909)
ACH-000004,-0.318187964654
ACH-000007,-0.636382966111
ACH-000009,-0.240813462392
ACH-000011,-0.279973932804
ACH-000012,-0.240170106332
ACH-000013,-0.488528471819
ACH-000014,-0.374166059446
ACH-000015,-0.31865727238499997
ACH-000017,-0.688269326693
ACH-000018,-0.442323382806
ACH-000019,-0.350526725671
ACH-000021,-0.542095086915
ACH-000022,-0.433232247311
ACH-000025,-0.464713620466
ACH-000028,-0.376379316852
ACH-000030,-0.446646062314
ACH-000035,-0.375262573957
ACH-000036,-0.44427442624799995
ACH-000037,-0.3156121199
ACH-000039,-0.543426101784
ACH-000040,-0.43558731033799997
ACH-000041,-0.456608985391
ACH-000042,-0.601502496284
ACH-000045,-0.419749755874
ACH-000047,-0.49494581336800003
ACH-000052,-0.11113851291099999
ACH-000053,-0.325710390807
ACH-000054,-0.306593818532
ACH-000055,-0.578085322288
ACH-000060,-0.566651048427
ACH-000067,-0.401257028838
ACH-000070,-0.374535010295
ACH-000075,-0.449717587168
ACH-000078,-0.326042093293
ACH-000082,-0.584561117035
ACH-000085,-0.624224279185
ACH-000086,-0.569868548768
ACH-000087,-0.33296635583399997
ACH-000092,-0.309675447612
ACH-000095,-0.342197830824
ACH-000097,-0.24698973477699998
ACH-000098,-0.560768443456
ACH-000099,-0.488996967647
ACH-000108,-0.6058597191130001
ACH-000113,-0.284252336461
ACH-000115,-0.6397871571239999
ACH-000116,-0.818289606338
ACH-000118,-0.565138932871
ACH-000120,-0.583789561213
ACH-000123,-0.48209896939499997
ACH-000127,-0.301806791986
ACH-000128,-0.34625806356600003
ACH-000132,-0.7886727821089999
ACH-000133,-0.423448114585
ACH-000137,-0.128288148486
ACH-000138,-0.581523327969
ACH-000142,-0.515226381044
ACH-000143,-0.401020899669
ACH-000146,-0.426499964664
ACH-000148,-0.42851724950099995
ACH-000150,-0.5686211012510001
ACH-000152,-0.274439262002
ACH-000153,-0.44263518702
ACH-000159,-0.0460381637918
ACH-000160,-0.51365788148
ACH-000163,-0.431354782281
ACH-000167,-0.375826423683
ACH-000168,-0.26208516979200003
ACH-000169,-0.32002830726799997
ACH-000178,-0.5222817176569999
ACH-000182,-0.37921741714199997
ACH-000183,-0.440107768723
ACH-000188,-0.602038508173
ACH-000189,-0.507284896875
ACH-000190,-0.5527908692979999
ACH-000198,-0.32730992686
ACH-000204,-0.37984592015100005
ACH-000206,-0.229657315684
ACH-000207,-1.0885615729
ACH-000211,-0.490611641581
ACH-000215,-0.418342668575
ACH-000221,-0.34694892964900004
ACH-000222,-0.444530497342
ACH-000223,-0.6248210169080001
ACH-000226,-0.372961707425
ACH-000227,-0.542747707016
ACH-000228,-0.664937884375
ACH-000231,-0.321509141236
ACH-000232,-0.420317443294
ACH-000233,-0.415155067891
ACH-000234,-0.576085842213
ACH-000235,-0.507376255229
ACH-000237,-0.616610466137
ACH-000238,-0.572421963712
ACH-000243,-0.34186906273199996
ACH-000244,-0.8894904851600001
ACH-000246,-0.449409440136
ACH-000248,-0.35270824537199996
ACH-000250,-0.333982013621
ACH-000251,-0.34726648185000003
ACH-000253,-0.648800316008
ACH-000255,-0.41088731806900003
ACH-000256,-0.511761647392
ACH-000257,-0.483972274938
ACH-000258,-0.394387728154
ACH-000259,-0.40859912239600005
ACH-000260,-0.468336732277
ACH-000261,-0.560251492943
ACH-000262,-0.534692845888
ACH-000263,-0.0601389434635
ACH-000264,-0.530305297711
ACH-000265,-0.49433109246299994
ACH-000266,-0.671454000184
ACH-000272,-0.295424866065
ACH-000273,-0.56424045504
ACH-000274,-0.238629198861
ACH-000277,-0.6990992358879999
ACH-000278,-0.521203962634
ACH-000279,-0.300024507764
ACH-000280,-0.428545514829
ACH-000281,-0.589652131045
ACH-000288,-0.5006762938880001
ACH-000291,-0.302431569813
ACH-000293,-0.269792416039
ACH-000294,-0.283754994853
ACH-000295,-0.462207660014
ACH-000296,-0.233487676514
ACH-000302,-0.44338098277099997
