,IYD (389434)
ACH-000004,-0.0878217128452
ACH-000007,-0.19515039027399997
ACH-000009,-0.21441564976100003
ACH-000011,-0.0595627896805
ACH-000012,-0.192285413497
ACH-000013,-0.17776806733
ACH-000014,-0.175455809061
ACH-000015,-0.0712279671939
ACH-000017,-0.141182607431
ACH-000018,-0.115239243455
ACH-000019,-0.0999313126923
ACH-000021,-0.41692386708400003
ACH-000022,-0.0359824956532
ACH-000025,-0.0529060366677
ACH-000028,-0.130075579042
ACH-000030,-0.174006160675
ACH-000035,0.03588106534069999
ACH-000036,-0.0887035468664
ACH-000037,-0.259743569371
ACH-000039,-0.506017474233
ACH-000040,-0.123778124235
ACH-000041,-0.362270789267
ACH-000042,-0.160188672005
ACH-000045,-0.15609343839099998
ACH-000047,-0.13606995397399999
ACH-000052,-0.331699581672
ACH-000053,-0.157986644163
ACH-000054,-0.0715667291693
ACH-000055,-0.312061973236
ACH-000060,-0.254013634188
ACH-000067,-0.025095985167999997
ACH-000070,-0.25599284669
ACH-000075,-0.252248779827
ACH-000078,-0.302594161124
ACH-000082,-0.22232654594999998
ACH-000085,-0.05791240650780001
ACH-000086,-0.027131094321300002
ACH-000087,0.027517119643200003
ACH-000092,-0.141454604627
ACH-000095,-0.23030585475200002
ACH-000097,-0.17303150421
ACH-000098,-0.18671906941799998
ACH-000099,-0.0622859974445
ACH-000108,-0.206314233831
ACH-000113,-0.08263743419969999
ACH-000115,-0.155852873527
ACH-000116,-0.08865542750080001
ACH-000118,-0.216964896274
ACH-000120,-0.07574890479589999
ACH-000123,-0.288127551416
ACH-000127,-0.0797830846968
ACH-000128,-0.251560410409
ACH-000132,-0.156117765988
ACH-000133,-0.23806644676999997
ACH-000137,-0.183244621787
ACH-000138,-0.26578046630999996
ACH-000142,-0.182118870046
ACH-000143,-0.12748511218800002
ACH-000146,-0.22952616208700002
ACH-000148,-0.19891690461800002
ACH-000150,-0.21446399049400003
ACH-000152,-0.08103492165580001
ACH-000153,0.106491225512
ACH-000159,-0.160352003136
ACH-000160,-0.161836813705
ACH-000163,-0.0542105679296
ACH-000167,-0.0905717065975
ACH-000168,-0.21370434378
ACH-000169,-0.13745116233899998
ACH-000178,-0.0451288848931
ACH-000182,-0.051512968136300005
ACH-000183,-0.14428881650699998
ACH-000188,-0.0874063529302
ACH-000189,-0.058405894598000004
ACH-000190,-0.08857429461039999
ACH-000198,-0.18699942150499999
ACH-000204,-0.24827830908100001
ACH-000206,-0.23012749350900003
ACH-000207,-0.13154468109200002
ACH-000211,-0.28659949871999996
ACH-000215,0.017450231418400002
ACH-000221,-0.133164197924
ACH-000222,-0.19010273411200002
ACH-000223,-0.192026467936
ACH-000226,-0.109426961042
ACH-000227,-0.16955710809
ACH-000228,-0.295324649148
ACH-000231,-0.0406017345131
ACH-000232,-0.209010185237
ACH-000233,-0.142282694017
ACH-000234,-0.0702063615281
ACH-000235,-0.127766866993
ACH-000237,-0.008751279729469999
ACH-000238,-0.28738165596
ACH-000243,-0.15969890643100002
ACH-000244,-0.114954679249
ACH-000246,-0.130788805581
ACH-000248,-0.0606643911656
ACH-000250,-0.20789565520599998
ACH-000251,0.0494836296342
ACH-000253,0.019293125675299998
ACH-000255,-0.113925946711
ACH-000256,-0.391017802334
ACH-000257,-0.23381535200599998
ACH-000258,-0.0357961191704
ACH-000259,-0.280024328999
ACH-000260,-0.176709201969
ACH-000261,-0.0837726391
ACH-000262,-0.190855660587
ACH-000263,-0.335973068373
ACH-000264,-0.09988474015410001
ACH-000265,-0.18322480793600002
ACH-000266,-0.23595209202599998
ACH-000272,-0.218358896239
ACH-000273,-0.28112923448000005
ACH-000274,-0.19049321352899998
ACH-000277,-0.23019430130899998
ACH-000278,-0.10722259389000001
ACH-000279,-0.0657363632899
ACH-000280,-0.213202625387
ACH-000281,-0.346408044303
ACH-000288,-0.0957934331123
ACH-000291,-0.0841823149796
ACH-000293,-0.148952669458
ACH-000294,-0.253609883333
ACH-000295,-0.35563634531099997
ACH-000296,-0.321110852977
ACH-000302,-0.139349715604
ACH-000304,-0.0991473974547
ACH-000307,-0.125091219622
