,SERHL2 (253190)
ACH-000004,-0.20723155215
ACH-000007,-0.231285320969
ACH-000009,-0.0562846575394
ACH-000011,-0.110403246284
ACH-000012,-0.261716843674
ACH-000013,-0.102778262817
ACH-000014,0.112961369349
ACH-000015,-0.22031150372900002
ACH-000017,-0.236541901838
ACH-000018,0.022951972565700002
ACH-000019,0.0629042834089
ACH-000021,-0.417544351496
ACH-000022,-0.18680569948399997
ACH-000025,-0.17411090057599998
ACH-000028,-0.018380675810900002
ACH-000030,-0.268132131884
ACH-000035,-0.160840676886
ACH-000036,-0.062254134363699996
ACH-000037,0.063832880546
ACH-000039,0.159617650334
ACH-000040,0.00918051478417
ACH-000041,0.0159895719812
ACH-000042,0.14121797587
ACH-000045,-0.283959007371
ACH-000047,0.0172075801101
ACH-000052,-0.114574762346
ACH-000053,-0.27100977828699996
ACH-000054,-0.274604879986
ACH-000055,-0.253115170834
ACH-000060,-0.106732889964
ACH-000067,-0.09870988057810001
ACH-000070,-0.0812284046282
ACH-000075,-0.129058813204
ACH-000078,-0.26028980524399997
ACH-000082,0.122620295011
ACH-000085,-0.223441191897
ACH-000086,0.25731536313700004
ACH-000087,-0.0421804973309
ACH-000092,-0.21772825913000002
ACH-000095,-0.19378168718
ACH-000097,-0.18782253257599998
ACH-000098,-0.12345204333599999
ACH-000099,-0.14847170613299998
ACH-000108,-0.153737972518
ACH-000113,-0.014730453750700001
ACH-000115,-0.0952998921599
ACH-000116,-0.028975881052099996
ACH-000118,-0.372095371888
ACH-000120,-0.109260128015
ACH-000123,-0.0869422371865
ACH-000127,-0.042897020015199995
ACH-000128,0.07621584263799999
ACH-000132,-0.08456049878519999
ACH-000133,-0.0788669406662
ACH-000137,-0.176859636825
ACH-000138,0.107618832382
ACH-000142,-0.0977716197526
ACH-000143,0.0257456098585
ACH-000146,-0.0916221465722
ACH-000148,0.108849571823
ACH-000150,0.10883882135399998
ACH-000152,0.0641265228077
ACH-000153,0.0578067437251
ACH-000159,0.0511288971247
ACH-000160,-0.24213876301800002
ACH-000163,-0.0376401888702
ACH-000167,-0.247180221051
ACH-000168,-0.030300820520700003
ACH-000169,-0.0857271795411
ACH-000178,-0.028735366848599998
ACH-000182,0.0867472385528
ACH-000183,-0.182533346962
ACH-000188,-0.246289250272
ACH-000189,0.049277189817399994
ACH-000190,-0.194807776448
ACH-000198,-0.0686213673802
ACH-000204,-0.12863672952400002
ACH-000206,0.237816596732
ACH-000207,-0.190842156473
ACH-000211,-0.195338771583
ACH-000215,0.014091185853200001
ACH-000221,-0.379841384357
ACH-000222,-0.276162609989
ACH-000223,-0.0037331087988700003
ACH-000226,-0.03897737446130001
ACH-000227,-0.121520350519
ACH-000228,-0.0320025631218
