,RDM1 (201299)
ACH-000004,0.053847458745099996
ACH-000007,-0.48991543327200004
ACH-000009,-0.365133281594
ACH-000011,-0.49107389617200004
ACH-000012,-0.292539583547
ACH-000013,-0.33758114979599996
ACH-000014,-0.380200443426
ACH-000015,-0.194645141054
ACH-000017,-0.18299132454300002
ACH-000018,-0.12682620166300002
ACH-000019,-0.266007471504
ACH-000021,-0.295556366641
ACH-000022,-0.158520931961
ACH-000025,-0.233401824541
ACH-000028,-0.410212440402
ACH-000030,-0.275233274507
ACH-000035,-0.449360680612
ACH-000036,-0.446117568444
ACH-000037,0.04760957466369999
ACH-000039,-0.456709001618
ACH-000040,-0.362412728971
ACH-000041,-0.357461688065
ACH-000042,-0.224813056231
ACH-000045,-0.12420525468900001
ACH-000047,-0.5038207894060001
ACH-000052,-0.40949166573600004
ACH-000053,-0.286977638255
ACH-000054,-0.319861856438
ACH-000055,-0.43552120937100003
ACH-000060,-0.316321372075
ACH-000067,-0.382556716502
ACH-000070,-0.06884490657480001
ACH-000075,-0.526436870289
ACH-000078,-0.33691679851499995
ACH-000082,-0.358233915362
ACH-000085,-0.405183543749
ACH-000086,-0.21604536378199998
ACH-000087,-0.242749790975
ACH-000092,-0.118232886558
ACH-000095,-0.38175946812100003
ACH-000097,-0.428895159231
ACH-000098,-0.298804632819
ACH-000099,-0.272639273856
ACH-000108,-0.316319887643
ACH-000113,-0.329497188917
ACH-000115,-0.6390593428410001
ACH-000116,-0.325872589206
ACH-000118,-0.315032022164
ACH-000120,-0.177109715057
ACH-000123,-0.36662480908100004
ACH-000127,-0.143668483892
ACH-000128,-0.213023962084
ACH-000132,-0.274800466569
ACH-000133,-0.29532351037300003
ACH-000137,-0.5873557034800001
ACH-000138,-0.580261315883
ACH-000142,-0.520672038845
ACH-000143,-0.326464739155
ACH-000146,-0.355869283166
ACH-000148,-0.43603300868600003
ACH-000150,-0.252681727412
ACH-000152,-0.26319092778000003
ACH-000153,-0.022776177752
ACH-000159,-0.308613005364
ACH-000160,-0.641717957181
ACH-000163,-0.237161577942
ACH-000167,-0.319720914016
ACH-000168,-0.268011510891
ACH-000169,-0.310014282894
ACH-000178,-0.31560026772
ACH-000182,-0.37690461107699996
ACH-000183,-0.266565209847
ACH-000188,-0.440329216514
ACH-000189,-0.418768769125
ACH-000190,-0.306393133217
ACH-000198,-0.28283439936099997
ACH-000204,-0.193030566069
ACH-000206,-0.198729929863
ACH-000207,-0.2687561587
ACH-000211,-0.38010502880900005
ACH-000215,-0.20058963928800003
ACH-000221,-0.364909873309
ACH-000222,-0.44708214818400005
ACH-000223,-0.31598046884799996
ACH-000226,-0.377112151343
ACH-000227,-0.0454161298463
ACH-000228,-0.391153519409
ACH-000231,-0.208403589016
ACH-000232,-0.211889679975
ACH-000233,-0.0861367512344
ACH-000234,-0.46167627223499996
ACH-000235,-0.34379760890199995
ACH-000237,-0.180524091015
ACH-000238,-0.355753140565
ACH-000243,-0.43213793943499995
ACH-000244,-0.23712235216299998
ACH-000246,-0.25970884452599996
ACH-000248,-0.324950299864
ACH-000250,-0.316306376342
ACH-000251,-0.44300328510799997
ACH-000253,-0.203121480377
ACH-000255,-0.365241741348
ACH-000256,-0.386221404858
ACH-000257,0.0027901494771599995
ACH-000258,-0.6394652715
ACH-000259,-0.351706467359
ACH-000260,-0.35162150739
ACH-000261,-0.18393561710700002
ACH-000262,-0.674798487493
ACH-000263,-0.179527499848
ACH-000264,-0.248847976896
ACH-000265,-0.453953427553
ACH-000266,-0.321300493508
ACH-000272,-0.356290410018
ACH-000273,-0.216265373414
ACH-000274,-0.217625371743
ACH-000277,-0.224088643377
ACH-000278,-0.44639938013499997
ACH-000279,-0.193158536652
ACH-000280,-0.42216733789300004
ACH-000281,-0.21606752972600002
ACH-000288,-0.322345488318
ACH-000291,-0.41297578659
ACH-000293,-0.549884171551
ACH-000294,-0.305239566118
ACH-000295,-0.276448010214
ACH-000296,-0.38647555821400004
ACH-000302,-0.218160267249
ACH-000304,-0.289234461517
ACH-000307,-0.16176081317500002
ACH-000308,-0.189846506776
ACH-000310,-0.33292512889000003
ACH-000311,-0.41541927719800004
ACH-000312,-0.38173438127899995
ACH-000315,-0.115637356391
ACH-000316,-0.584575098477
ACH-000317,-0.20824726177499997
ACH-000318,-0.334297414656
ACH-000319,-0.270399752361
ACH-000320,-0.499576824874
ACH-000322,-0.36458185102799995
ACH-000323,-0.300836606769
ACH-000324,-0.428782539437
ACH-000329,-0.24778728577599998
ACH-000330,-0.7699373486579999
ACH-000331,-0.296507100383
ACH-000332,-0.356465276219
ACH-000334,-0.036478463917
ACH-000335,-0.363026716012
ACH-000336,0.154801565165
ACH-000337,-0.380986434256
ACH-000339,-0.431752239361
ACH-000341,-0.116089695447
ACH-000348,-0.228797349584
ACH-000350,-0.482428350999
ACH-000352,-0.191525534168
ACH-000356,-0.427522850185
ACH-000361,-0.331809211893
ACH-000362,-0.127299203394
ACH-000363,-0.311750552363
ACH-000364,-0.493343996372
ACH-000365,-0.21996809382500002
ACH-000366,-0.103160804723
ACH-000368,-0.0911676652777
ACH-000374,-0.43042308061800005
ACH-000375,-0.468667671107
ACH-000376,-0.11053043240700001
ACH-000381,-0.195760897313
ACH-000383,-0.485343405668
ACH-000387,-0.33111861438900003
ACH-000389,-0.351245458362
ACH-000390,-0.402190334683
ACH-000393,-0.27730077166
ACH-000395,-0.261591862703
ACH-000397,-0.324181365255
ACH-000401,-0.202122759059
ACH-000402,-0.28665716082
ACH-000403,-0.41067916071099997
ACH-000404,-0.049572486251600004
ACH-000406,-0.2637850982
ACH-000407,-0.314459579007
ACH-000408,-0.250421886799
ACH-000410,-0.33677310887100004
ACH-000411,-0.31538709825399996
ACH-000414,-0.49385160081100005
ACH-000415,-0.603062227298
ACH-000416,-0.26054872604699997
ACH-000420,-0.307783141348
ACH-000421,-0.315776715559
ACH-000424,-0.277557561018
ACH-000425,-0.317442999035
ACH-000426,-0.134602443661
ACH-000427,-0.826378798896
ACH-000433,-0.5686890588369999
ACH-000436,-0.0651374627211
ACH-000444,-0.36513463938
ACH-000445,-0.213818807665
ACH-000448,-0.407519961825
ACH-000450,-0.294253566706
ACH-000452,-0.263807706987
ACH-000454,-0.23451302761300002
ACH-000458,-0.382171075749
ACH-000459,-0.17479097704799998
ACH-000460,-0.394729921503
ACH-000461,-0.38102638138899997
ACH-000463,-0.46806129357500004
ACH-000464,-0.45360297272699995
ACH-000466,-0.362651931554
ACH-000467,-0.366637984607
ACH-000468,-0.236588176215
ACH-000469,-0.209684620387
ACH-000470,-0.182679707975
ACH-000471,-0.375725384158
ACH-000472,-0.18533723880199998
ACH-000473,-0.329741414265
ACH-000475,-0.466846692025
ACH-000476,-0.332411554004
ACH-000477,-0.155828458407
ACH-000480,-0.261519919183
ACH-000481,-0.306936408686
ACH-000483,-0.161758793845
ACH-000484,-0.32962390641899997
ACH-000485,-0.264830269457
ACH-000486,-0.357009057267
ACH-000487,-0.181305082809
ACH-000488,-0.270567666325
ACH-000490,-0.188496620513
ACH-000491,-0.229460021292
ACH-000495,-0.318716196771
ACH-000496,-0.438282825537
ACH-000499,-0.377773952483
ACH-000500,0.261925754464
ACH-000502,-0.579429688044
ACH-000503,-0.517166252895
ACH-000505,-0.161245054196
ACH-000507,-0.217480798271
ACH-000510,-0.159806183181
ACH-000511,-0.216352879105
ACH-000512,0.13247560565400002
ACH-000516,-0.24645556200399998
ACH-000517,-0.31233609965799997
ACH-000518,-0.18511280449200002
ACH-000520,-0.314980040886
ACH-000521,-0.72429412097
ACH-000522,-0.307716657317
ACH-000524,-0.276898980143
ACH-000527,-0.42148931962999997
ACH-000528,-0.167955267233
ACH-000537,-0.294002667266
ACH-000541,-0.206058317247
ACH-000542,-0.237237735881
ACH-000544,-0.5101628289769999
ACH-000545,-0.364804028754
ACH-000547,-0.150261399398
ACH-000548,-0.321539308628
ACH-000549,-0.026213556112299998
ACH-000550,-0.364844386721
ACH-000552,-0.42788083985799996
ACH-000556,-0.50638600207
ACH-000557,-0.102725316155
ACH-000570,-0.45894738572099997
ACH-000571,-0.186564229782
ACH-000573,-0.30609648356999997
ACH-000576,-0.36579363446900004
ACH-000580,-0.16064599225600001
ACH-000584,-0.35864594043700004
ACH-000585,-0.256913174334
ACH-000588,-0.30601347484999997
ACH-000589,-0.38925169687100003
ACH-000591,-0.12238660674900001
ACH-000593,-0.456104713192
ACH-000600,-0.48091120321099995
ACH-000601,-0.45729912928099997
ACH-000604,-0.276914239638
ACH-000605,-0.30690062727699996
ACH-000606,-0.444029272672
ACH-000608,-0.30456459099
ACH-000614,-0.11797987452299999
ACH-000616,-0.31437850087499997
ACH-000618,-0.349551144894
ACH-000619,-0.240211078807
ACH-000620,-0.149190035292
ACH-000621,-0.23377164246999999
ACH-000622,0.0210474918601
ACH-000623,-0.41228443080399996
ACH-000624,-0.28714262587
ACH-000627,-0.36556325150200003
ACH-000630,-0.383488682339
ACH-000632,-0.380201890455
ACH-000633,-0.17290735005
ACH-000637,-0.378056803112
ACH-000638,-0.461963054018
ACH-000646,-0.594316986108
ACH-000647,-0.48209749712800004
ACH-000648,-0.234077795467
ACH-000649,-0.190213680278
ACH-000651,-0.194429443497
ACH-000652,-0.369044560533
ACH-000653,-0.31292477668
ACH-000657,-0.34015451867700003
ACH-000658,-0.18936521080600002
ACH-000661,-0.17090166693300002
ACH-000662,-0.49184775286000004
ACH-000663,-0.48277097630099997
ACH-000665,-0.259322454546
ACH-000671,-0.256812014345
ACH-000673,-0.269058045736
ACH-000676,-0.354334062743
ACH-000677,-0.264157281536
ACH-000681,-0.590437026286
ACH-000682,-0.294727609684
ACH-000683,-0.190180381444
ACH-000684,-0.344796625092
ACH-000688,-0.39375798116099997
ACH-000693,-0.259265795732
ACH-000694,-0.559732157963
ACH-000695,-0.280343066405
ACH-000696,-0.364631312867
ACH-000697,-0.33189691204
ACH-000699,-0.251675787633
ACH-000701,-0.39842761927500003
ACH-000706,-0.21345457941399998
ACH-000711,-0.431099996021
ACH-000713,-0.304332643238
ACH-000714,-0.217606607797
ACH-000718,-0.43347460675
ACH-000720,-0.509068023234
ACH-000721,-0.31003218753
ACH-000724,-0.193575675405
ACH-000725,-0.21080019068199998
ACH-000732,-0.320374565095
ACH-000734,-0.173637039781
ACH-000735,-0.18570695325199998
ACH-000736,-0.224803687287
ACH-000738,-0.292926514973
ACH-000746,-0.115269271089
ACH-000747,-0.38274720516500005
ACH-000748,-0.20346577624
ACH-000753,-0.268382109907
ACH-000756,-0.401837962597
ACH-000757,-0.197567175713
ACH-000758,-0.18902761961
ACH-000760,-0.200619269
ACH-000763,-0.33848677655299997
ACH-000764,-0.288438479297
ACH-000765,-0.127928384551
ACH-000766,-0.293287329563
ACH-000767,-0.11175476374099999
ACH-000768,-0.351288421521
ACH-000769,-0.42004135423600003
ACH-000770,-0.362579850335
ACH-000771,-0.311398832788
ACH-000773,-0.347553529168
ACH-000776,-0.284098974971
ACH-000777,-0.440042190563
ACH-000778,-0.38376852125600003
ACH-000781,-0.290685412592
ACH-000782,-0.26536323626200004
ACH-000783,-0.295836578984
ACH-000784,-0.339249543572
ACH-000785,-0.387242870788
ACH-000787,-0.32392052654
ACH-000788,-0.216690403732
ACH-000791,-0.601394454088
ACH-000792,-0.262305584408
ACH-000794,-0.31425335268800003
ACH-000796,-0.330366701686
ACH-000799,-0.6104996722339999
ACH-000800,-0.232237002687
ACH-000802,-0.290564375048
ACH-000804,-0.561377224903
ACH-000805,-0.5199104471630001
ACH-000809,-0.297421545437
ACH-000810,-0.22635641967300002
ACH-000811,-0.530705904082
ACH-000817,-0.10618131173800001
ACH-000819,-0.125337685953
ACH-000820,-0.21340293038
ACH-000821,-0.47481323637199996
ACH-000822,-0.463506371285
ACH-000823,-0.165828942501
ACH-000824,-0.3137126891
ACH-000827,-0.309432464296
ACH-000829,-0.17012327791499998
ACH-000831,-0.163886657039
ACH-000832,-0.51880800697
ACH-000833,-0.279946031508
ACH-000834,-0.255669193585
ACH-000835,-0.21246236862100001
ACH-000836,-0.35476387960600003
ACH-000837,-0.548387176257
ACH-000838,-0.194524283556
ACH-000839,-0.305382348602
ACH-000840,-0.174543403243
ACH-000841,-0.528621622151
ACH-000843,-0.48796485482699997
ACH-000846,-0.311858850183
ACH-000847,-0.216284592672
ACH-000848,-0.43705591513000003
