,LUC7L2 (51631)
ACH-000004,-0.443558826404
ACH-000007,-0.667462667965
ACH-000009,-0.408047386625
ACH-000011,-0.495919838678
ACH-000012,-0.356631113656
ACH-000013,-0.113550739091
ACH-000014,-0.711008342542
ACH-000015,-0.504455803794
ACH-000017,-0.600203110573
ACH-000018,-0.546176251269
ACH-000019,-0.36872709865500003
ACH-000021,-0.452190805744
ACH-000022,-0.100828749019
ACH-000025,-0.435194356141
ACH-000028,-0.355821255552
ACH-000030,-0.327559838005
ACH-000035,-0.5384695779199999
ACH-000036,-0.792480830054
ACH-000037,-0.0177586271376
ACH-000039,0.0617997086369
ACH-000040,-0.589345254891
ACH-000041,-0.5242840965760001
ACH-000042,-0.35266764541999995
ACH-000045,-0.323455077443
ACH-000047,-0.433983474147
ACH-000052,-0.36560943253
ACH-000053,-0.078111679711
ACH-000054,-0.201453635396
ACH-000055,-0.0335720437856
ACH-000060,-0.637888191397
ACH-000067,-0.686716130237
ACH-000070,0.0011146891359200002
ACH-000075,-0.566612214553
ACH-000078,-0.424881867929
ACH-000082,-0.334681362691
ACH-000085,-0.611883355798
ACH-000086,-0.339158980329
ACH-000087,-0.392517013252
ACH-000092,-0.492083830897
ACH-000095,-0.43460351552
ACH-000097,-0.336270432382
ACH-000098,-0.458166218147
ACH-000099,-0.522762832328
ACH-000108,-0.20598356390099998
ACH-000113,-0.17433567637400002
ACH-000115,-0.8001722841760001
ACH-000116,-0.5749311508470001
ACH-000118,-0.6737721288799999
ACH-000120,0.0077721305103999995
ACH-000123,-0.23234096891999997
ACH-000127,-0.839451630733
ACH-000128,-0.19514662372000002
ACH-000132,-0.54339846296
ACH-000133,-0.6983003046449999
ACH-000137,-0.0620168971355
ACH-000138,-0.330134470536
ACH-000142,-0.23621152356300001
ACH-000143,-0.280456033863
ACH-000146,-0.185088036078
ACH-000148,-0.436736469138
ACH-000150,-0.504061906411
ACH-000152,-0.34892680359399997
ACH-000153,-0.423419041781
ACH-000159,-0.410713828746
ACH-000160,-0.22175013418099998
ACH-000163,-0.362289826288
ACH-000167,-0.485119575592
ACH-000168,-0.32967683458299996
ACH-000169,-0.675873817125
ACH-000178,-0.523372682311
ACH-000182,-0.22052910440600001
ACH-000183,-0.657540507166
ACH-000188,-0.529849252522
ACH-000189,-0.20786372340700002
ACH-000190,-0.44569699590499995
ACH-000198,-0.312426357102
ACH-000204,-0.207989136127
ACH-000206,0.0372976389394
ACH-000207,-0.234010334269
ACH-000211,-0.786705227929
ACH-000215,-0.483851844153
ACH-000221,-0.17373861902100002
ACH-000222,-0.247848665523
ACH-000223,-0.526065335077
ACH-000226,-0.46324810927599996
ACH-000227,-0.324614895815
ACH-000228,-0.28860804090799996
ACH-000231,-0.347727750374
ACH-000232,-0.588859683388
ACH-000233,-0.317432091252
ACH-000234,-0.268520736382
ACH-000235,-0.475521100335
ACH-000237,-0.417475314986
ACH-000238,-0.18804298421500001
ACH-000243,-0.532129483732
ACH-000244,-0.236523184654
ACH-000246,-0.664260691298
ACH-000248,-0.22288596653700002
ACH-000250,-0.492569406862
ACH-000251,-0.658536798266
ACH-000253,-0.161578541323
ACH-000255,-0.32141460324099996
ACH-000256,-0.268806298757
ACH-000257,-0.032260271653900004
ACH-000258,-0.742478370889
ACH-000259,-0.7091804685940001
ACH-000260,-0.579399038382
ACH-000261,-0.443468597041
ACH-000262,-0.154574990105
ACH-000263,-0.569752894636
ACH-000264,-0.24684287902600002
ACH-000265,-0.334967252129
ACH-000266,-0.435024671734
ACH-000272,-0.729529599374
ACH-000273,-0.661072433962
ACH-000274,-0.2537658539
ACH-000277,-0.157082702122
ACH-000278,-0.796910855241
ACH-000279,-0.826533553758
ACH-000280,-0.25562059358100003
ACH-000281,-0.5765216360540001
ACH-000288,-0.41463709520099995
ACH-000291,-0.172347415167
ACH-000293,-0.691972854173
ACH-000294,-0.734361925995
ACH-000295,-0.227046752251
ACH-000296,-0.43582113576000003
ACH-000302,-0.395243684473
ACH-000304,-0.560159314464
ACH-000307,-0.34834387519
ACH-000308,-0.44377772035499996
ACH-000310,-0.49409503713799996
ACH-000311,-0.508744549773
ACH-000312,-0.377575488785
ACH-000315,-0.500719414894
ACH-000316,-0.59491020919
ACH-000317,-0.7315513052509999
ACH-000318,-0.465306604909
ACH-000319,-0.33165292130999996
ACH-000320,-0.876085128153
ACH-000322,-0.39736418387500005
ACH-000323,-0.0843297315519
ACH-000324,-0.32910740325599996
ACH-000329,-0.156303037502
ACH-000330,-0.556438672517
ACH-000331,-0.5508177271600001
ACH-000332,-0.406668746083
ACH-000334,-0.31411935339
ACH-000335,-0.0729118342626
ACH-000336,-0.24158418593800002
ACH-000337,-0.303046436156
ACH-000339,-0.322546206944
ACH-000341,-0.356814991416
ACH-000348,-0.815147422287
