,NBAS (51594)
ACH-000004,-0.15420944108100001
ACH-000007,-0.736928867592
ACH-000009,-1.29222255517
ACH-000011,-0.0542276225816
ACH-000012,-0.36149954286499997
ACH-000013,-1.01945167456
ACH-000014,-0.347960097411
ACH-000015,-0.738503398697
ACH-000017,-1.13793549162
ACH-000018,-0.8385364887540001
ACH-000019,-0.588423966298
ACH-000021,-0.482573746047
ACH-000022,-0.635579360726
ACH-000025,-0.674143337986
ACH-000028,-0.646835661608
ACH-000030,-0.641244232563
ACH-000035,-0.981213287022
ACH-000036,-1.0840840251700001
ACH-000037,-1.30430541194
ACH-000039,-0.9019797632619999
ACH-000040,-0.8906144747429999
ACH-000041,-0.5501862042719999
ACH-000042,-0.495488186129
ACH-000045,-0.5435351090339999
ACH-000047,-0.517858960127
ACH-000052,-0.6939711301289999
ACH-000053,-0.44718440327299996
ACH-000054,-0.662189405446
ACH-000055,-0.616276798058
ACH-000060,-0.533510112195
ACH-000067,-0.759189588155
ACH-000070,-0.823443052336
ACH-000075,-0.633958051375
ACH-000078,-0.46645944059600003
ACH-000082,-0.422654981835
ACH-000085,-0.938904643696
ACH-000086,-0.554668847043
ACH-000087,-0.7268561674699999
ACH-000092,-0.261430343624
ACH-000095,-0.608772842799
ACH-000097,-0.492310070374
ACH-000098,-0.926323515996
ACH-000099,-1.08082253512
ACH-000108,-1.1332837315100002
ACH-000113,-0.7071958533050001
ACH-000115,-0.7129601942820001
ACH-000116,-0.795408699306
ACH-000118,-0.7150098252429999
ACH-000120,-0.676730396944
ACH-000123,-0.568707615146
ACH-000127,-0.638528942224
ACH-000128,-0.499470879885
ACH-000132,-0.8823971290029999
ACH-000133,-1.1212833202899999
ACH-000137,-0.587260752811
ACH-000138,-0.763793930413
ACH-000142,-0.6891981478039999
ACH-000143,-0.769983236477
ACH-000146,-0.531691038053
ACH-000148,-0.743662238063
ACH-000150,-0.763524904027
ACH-000152,-0.8460732216590001
ACH-000153,-0.803388530115
ACH-000159,-0.753396627359
ACH-000160,-0.7480302381470001
ACH-000163,-0.590033105393
ACH-000167,-0.44264709831
ACH-000168,-0.978515443655
ACH-000169,-1.0655291230500001
ACH-000178,-0.870323479439
ACH-000182,-0.376711796165
ACH-000183,-0.7632641453579999
ACH-000188,-0.6981407832559999
ACH-000189,-1.1219672815100001
ACH-000190,-0.998395648115
ACH-000198,-0.7192211943729999
ACH-000204,-1.1454982602200001
ACH-000206,-1.2346607768200002
ACH-000207,-0.741215894904
ACH-000211,-0.232644774447
ACH-000215,-0.925753132405
ACH-000221,-0.7997610898049999
ACH-000222,-0.407007299172
ACH-000223,-0.903452012556
ACH-000226,-0.49196281353699994
ACH-000227,-0.978671410267
ACH-000228,-0.41827432277300003
ACH-000231,-0.814763725318
ACH-000232,-0.832137829781
ACH-000233,-1.26873652363
ACH-000234,-0.5102089002929999
ACH-000235,-0.370583808119
ACH-000237,-0.5860451617970001
ACH-000238,-0.669113490483
ACH-000243,-0.216996587026
ACH-000244,-0.6781465641680001
ACH-000246,-0.460778371492
ACH-000248,-0.7992579087180001
ACH-000250,-0.612236623302
ACH-000251,-0.8307063673489999
ACH-000253,-0.6703509724100001
ACH-000255,-0.680895479946
ACH-000256,-0.465489550757
ACH-000257,-0.21904162899399998
ACH-000258,-0.569290757572
ACH-000259,-0.597611636962
ACH-000260,-0.312593215319
ACH-000261,-0.873390629112
ACH-000262,-1.1236831550700002
ACH-000263,-0.509769742296
ACH-000264,-0.394708634107
ACH-000265,-0.314344514693
ACH-000266,-0.5709439599449999
ACH-000272,-0.8190776223909999
ACH-000273,-0.815436141416
ACH-000274,-0.723326568198
ACH-000277,-0.143443365284
ACH-000278,-0.0637749522844
ACH-000279,-0.416350299682
ACH-000280,-0.833706659707
ACH-000281,-0.958544824826
ACH-000288,-0.9512557142820001
ACH-000291,-0.360013428152
ACH-000293,-0.400615450666
ACH-000294,-0.720825626074
ACH-000295,-0.811460402852
ACH-000296,-0.941295913987
ACH-000302,-0.888115926119
ACH-000304,-0.582810855275
ACH-000307,-0.756158131505
ACH-000308,-0.805095660476
ACH-000310,-1.25860763283
ACH-000311,-0.539398047422
ACH-000312,-0.586311335342
ACH-000315,-0.8332182640350001
ACH-000316,-0.246154803088
ACH-000317,-0.199967797401
ACH-000318,-0.48466959187700004
ACH-000319,-0.977043020671
ACH-000320,-0.764889503436
ACH-000322,-0.34956430866800003
ACH-000323,-0.548922069267
ACH-000324,-0.574460576635
ACH-000329,-0.420455096994
ACH-000330,-0.859962280082
ACH-000331,-0.715956771001
ACH-000332,-0.8317213623849999
ACH-000334,-0.401448581595
ACH-000335,-0.814783659197
ACH-000336,-0.732545683362
ACH-000337,-0.5159637991570001
ACH-000339,-0.822436182498
ACH-000341,-0.728931509316
ACH-000348,-0.6812594392669999
ACH-000350,-0.25122615879500004
ACH-000352,-0.7758606048019999
ACH-000356,-1.10726187626
ACH-000361,-0.508524461526
ACH-000362,-0.39198235559
ACH-000363,-0.9774895572700001
ACH-000364,-1.17348189396
ACH-000365,-0.777630979836
ACH-000366,-0.48015136314900003
ACH-000368,-1.44108297507
ACH-000374,-0.703435542099
ACH-000375,-0.7815347347589999
ACH-000376,-1.24205121708
ACH-000381,-0.592180168079
ACH-000383,-0.21463155059099998
ACH-000387,-0.475517978407
ACH-000389,-1.0227951105700002
ACH-000390,-0.664830826032
ACH-000393,-0.553367156991
ACH-000395,-1.13085584354
ACH-000397,-0.27697374761
ACH-000401,-0.9492128928129999
ACH-000402,-0.411400191867
ACH-000403,-0.622625784196
ACH-000404,-0.6932501635449999
ACH-000406,-0.30961231731600003
ACH-000407,-0.7802458675849999
ACH-000408,-0.9999147473000001
ACH-000410,-0.8724530091320001
ACH-000411,-0.7553731279699999
ACH-000414,-0.736638421103
ACH-000415,-0.601110768736
ACH-000416,-0.220957799283
ACH-000420,-0.917435712513
ACH-000421,-0.522162541682
ACH-000424,-0.352356233824
ACH-000425,-0.6080377822190001
ACH-000426,-0.806811700908
ACH-000427,-0.236016091473
ACH-000433,-0.358168498301
ACH-000436,-0.639900576357
ACH-000444,-0.79225013436
ACH-000445,-1.00259060132
ACH-000448,-1.0137917982200002
ACH-000450,-0.617542585265
ACH-000452,-0.6161459772060001
ACH-000454,-1.05896589309
ACH-000458,-0.621121037661
ACH-000459,-0.5747231520399999
ACH-000460,-0.485248124427
ACH-000461,-0.613052630619
ACH-000463,-0.271672507336
ACH-000464,-0.8801177864399999
ACH-000466,-0.8994426501170001
ACH-000467,-1.1569661669700002
ACH-000468,-0.824296910184
ACH-000469,-0.360260801924
ACH-000470,-0.623386535786
ACH-000471,-0.786209194227
ACH-000472,-1.04642439844
ACH-000473,-0.589375264378
ACH-000475,-0.9213104751279999
ACH-000476,-0.452287647812
ACH-000477,-0.28721127743700003
ACH-000480,-0.916121958787
ACH-000481,-0.468064977383
ACH-000483,-0.5838883793649999
ACH-000484,-0.403326287273
ACH-000485,-0.38449123386999995
ACH-000486,-0.393024636778
ACH-000487,-0.6034710007190001
ACH-000488,-0.671237993072
ACH-000490,-0.6886714047229999
ACH-000491,-0.49388323610299995
ACH-000495,-0.769916911268
ACH-000496,-0.174056925669
ACH-000499,-0.40639096927599994
ACH-000500,-0.50190262373
ACH-000502,-0.413700656347
ACH-000503,-0.68433706468
ACH-000505,-0.611425749192
ACH-000507,-0.421399351972
ACH-000510,-0.515414030489
ACH-000511,-0.5634378531650001
ACH-000512,-1.2361268785100001
ACH-000516,-0.871032471311
ACH-000517,-0.34059986448
ACH-000518,-0.603673383728
ACH-000520,-0.7419321891940001
ACH-000521,-0.254905343993
ACH-000522,-0.830120275793
ACH-000524,-0.38659515309799997
ACH-000527,-1.0464437525499999
ACH-000528,-0.8840492150110001
ACH-000537,-0.273429304452
ACH-000541,-1.26002871108
ACH-000542,-0.8757754742489999
ACH-000544,-0.434794024731
ACH-000545,-0.842390026327
ACH-000547,-0.626827745568
ACH-000548,-1.34806519775
ACH-000549,-0.826543169435
ACH-000550,-0.26174027063099997
ACH-000552,-0.55361361237
ACH-000556,-0.40517581092
ACH-000557,-0.532861346971
ACH-000570,-0.872468039482
ACH-000571,-1.16715566538
ACH-000573,-0.32578508441
ACH-000576,-0.787377932938
ACH-000580,-0.554776307134
ACH-000584,-0.159683001734
ACH-000585,-0.599488991701
ACH-000588,-0.744503179908
ACH-000589,-0.6261816739689999
ACH-000591,-0.764316257739
ACH-000593,-0.7789399870489999
ACH-000600,-0.876080710165
ACH-000601,-0.318484436224
ACH-000604,-0.356440675577
ACH-000605,-0.561724777282
ACH-000606,-0.692462021995
ACH-000608,-0.5551087148830001
ACH-000614,-0.528530518769
ACH-000616,-1.05862626717
ACH-000618,-0.517143160796
ACH-000619,-0.439069102482
