,SH3RF2 (153769)
ACH-000004,0.12672053146099999
ACH-000007,-0.216169390453
ACH-000009,-0.329236276666
ACH-000011,-0.380304887025
ACH-000012,-0.35691794688600004
ACH-000013,-0.192280602983
ACH-000014,-0.29423485739
ACH-000015,-0.515419650974
ACH-000017,-0.660287476003
ACH-000018,-0.43010115125500004
ACH-000019,-0.121146333957
ACH-000021,-0.554357826238
ACH-000022,-0.43450929558300005
ACH-000025,-0.500474381545
ACH-000028,-0.298904532757
ACH-000030,-0.21362976971
ACH-000035,-0.19289509846
ACH-000036,-0.189470033427
ACH-000037,-0.553599372827
ACH-000039,-0.492899825344
ACH-000040,-0.38756796343500005
ACH-000041,-0.21353922199499997
ACH-000042,-0.5221507138229999
ACH-000045,-0.215573446838
ACH-000047,-0.311441395191
ACH-000052,-0.155062229751
ACH-000053,-0.37345551872500005
ACH-000054,-0.30420269803399996
ACH-000055,-0.278434956633
ACH-000060,-0.103377365505
ACH-000067,-0.248857548136
ACH-000070,-0.489783648067
ACH-000075,-0.521086911807
ACH-000078,-0.43666675058300003
ACH-000082,-0.66467014507
ACH-000085,-0.256321024319
ACH-000086,-0.282993836553
ACH-000087,-0.35802840093000005
ACH-000092,-0.346113218112
ACH-000095,-0.40717386894100005
ACH-000097,-0.47812991743100003
ACH-000098,-0.194685700683
ACH-000099,-0.460478448919
ACH-000108,-0.497082604717
ACH-000113,-0.203775530356
ACH-000115,-0.446279414261
ACH-000116,-0.451088426749
ACH-000118,-0.412226595688
ACH-000120,-0.420161273685
ACH-000123,-0.119937875779
ACH-000127,-0.426170706016
ACH-000128,-0.27881948255600003
ACH-000132,-0.449633056171
ACH-000133,-0.542290577914
ACH-000137,-0.311027665098
ACH-000138,-0.469505497733
ACH-000142,-0.153389118234
ACH-000143,-0.23007618945900002
ACH-000146,-0.47972241517499997
ACH-000148,-0.399585936585
ACH-000150,-0.20624373069200003
ACH-000152,-0.394666839481
ACH-000153,-0.230581409623
ACH-000159,-0.303388174525
ACH-000160,-0.5824214834120001
ACH-000163,-0.232597340424
ACH-000167,-0.45057054310500005
ACH-000168,-0.465557134059
ACH-000169,-0.43917952622900003
ACH-000178,-0.374424833179
ACH-000182,-0.38361679232
ACH-000183,-0.165448850187
ACH-000188,-0.283821042686
ACH-000189,-0.259837779552
ACH-000190,-0.572013653464
ACH-000198,-0.421974913129
ACH-000204,-0.5476427107840001
ACH-000206,-0.36709394045000004
ACH-000207,-0.36117569923199994
ACH-000211,-0.40802765666900004
ACH-000215,-0.435203997274
ACH-000221,-0.00550579936421
ACH-000222,-0.491068884036
ACH-000223,-0.519112515717
ACH-000226,-0.35901572978
ACH-000227,-0.492520874066
ACH-000228,-0.465710273332
ACH-000231,-0.23402431122900003
ACH-000232,-0.516306625465
ACH-000233,-0.249068478682
ACH-000234,-0.48745155797399997
ACH-000235,-0.40128597629
ACH-000237,-0.411665643744
ACH-000238,-0.32378014774
ACH-000243,-0.34018216426799996
ACH-000244,-0.444131279727
ACH-000246,-0.214088850418
ACH-000248,-0.261688339637
ACH-000250,-0.381179060212
ACH-000251,-0.253122952369
ACH-000253,-0.43036901985
ACH-000255,-0.306038831057
ACH-000256,-0.18983400993500002
ACH-000257,-0.58332647042
ACH-000258,-0.531784162015
ACH-000259,-0.470644405412
ACH-000260,-0.257686651312
ACH-000261,-0.554330991703
ACH-000262,-0.113020653379
ACH-000263,-0.506204226103
ACH-000264,-0.458611718408
ACH-000265,-0.361000955989
ACH-000266,-0.4255901509
ACH-000272,-0.320866746706
ACH-000273,-0.402950293535
ACH-000274,-0.551022769193
ACH-000277,-0.595620096754
ACH-000278,-0.31182565813700003
ACH-000279,-0.25391564263599997
ACH-000280,-0.205229146755
ACH-000281,-0.228029082899
ACH-000288,-0.42501614803599996
ACH-000291,-0.44035384753
ACH-000293,-0.05171970020930001
ACH-000294,-0.291925231509
ACH-000295,-0.355228248207
ACH-000296,-0.0880297476159
ACH-000302,-0.24880419066799997
ACH-000304,-0.333353596832
ACH-000307,-0.36201265560999996
ACH-000308,-0.431631190024
ACH-000310,-0.48762530293000006
ACH-000311,-0.380752855556
ACH-000312,-0.39957424833800004
ACH-000315,-0.0792777257565
ACH-000316,-0.08128442535199999
ACH-000317,-0.27476041146499997
ACH-000318,-0.298279804593
ACH-000319,-0.358106563592
ACH-000320,-0.46470241346999996
ACH-000322,-0.35090432117299997
ACH-000323,-0.550732236893
ACH-000324,-0.394400538284
ACH-000329,-0.456468373729
ACH-000330,0.057494422381800005
ACH-000331,-0.21719141594
ACH-000332,-0.464168318491
ACH-000334,-0.488719547416
ACH-000335,-0.395475408033
ACH-000336,-0.573465867693
ACH-000337,-0.411239903987
ACH-000339,-0.383615611261
ACH-000341,-0.344000954343
ACH-000348,-0.20910531338100002
ACH-000350,-0.454560741685
ACH-000352,-0.38886431454400006
ACH-000356,-0.280278395175
ACH-000361,-0.546907123788
ACH-000362,-0.29379049511
ACH-000363,-0.45193965130900005
ACH-000364,-0.406000790537
ACH-000365,-0.422342167351
ACH-000366,-0.5750217921249999
ACH-000368,-0.587728458742
ACH-000374,-0.389868581893
ACH-000375,-0.345686216651
ACH-000376,-0.401513861048
ACH-000381,-0.405947548566
ACH-000383,-0.408028802876
ACH-000387,-0.145657712765
ACH-000389,-0.14287638768799998
ACH-000390,-0.310194882315
ACH-000393,-0.599474319413
ACH-000395,-0.38298408228299996
ACH-000397,-0.507996294969
ACH-000401,-0.0108135919256
ACH-000402,-0.280989232096
ACH-000403,-0.63625242722
ACH-000404,-0.162111256881
ACH-000406,-0.280826724878
ACH-000407,-0.736119025293
ACH-000408,-0.22287160842700002
ACH-000410,-0.192277113649
ACH-000411,-0.0524928490712
ACH-000414,-0.353883250774
ACH-000415,-0.235211229278
ACH-000416,-0.36470019727499997
ACH-000420,-0.5372084402480001
ACH-000421,-0.18522573264800002
ACH-000424,-0.327737207062
ACH-000425,-0.503968621917
ACH-000426,0.077570164847
ACH-000427,-0.538787005236
ACH-000433,-0.506283406074
ACH-000436,-0.273196935007
ACH-000444,-0.46429315481000005
ACH-000445,-0.321251221609
ACH-000448,-0.291173467975
ACH-000450,0.122051740189
ACH-000452,-0.392234354916
ACH-000454,-0.24867962419
ACH-000458,-0.11850745448200001
ACH-000459,0.366774342782
ACH-000460,-0.37422484584
ACH-000461,-0.593761207201
ACH-000463,-0.432250785925
ACH-000464,-0.22400134662700003
ACH-000466,-0.440827657496
ACH-000467,-0.296274495425
ACH-000468,-0.321029689961
ACH-000469,-0.185549997837
ACH-000470,-0.39750208056999997
ACH-000471,-0.256688038293
ACH-000472,-0.44337867242
ACH-000473,-0.290639230478
ACH-000475,-0.25907782519699996
ACH-000476,-0.499351195726
ACH-000477,-0.117756125128
ACH-000480,-0.289603793951
ACH-000481,-0.285894534548
ACH-000483,-0.255394405335
ACH-000484,-0.501552186143
ACH-000485,-0.24943877133099998
ACH-000486,-0.14192246679099998
ACH-000487,-0.464922373627
ACH-000488,-0.290573425356
ACH-000490,-0.17223571863899997
ACH-000491,-0.286925790518
ACH-000495,-0.346480295547
ACH-000496,-0.248856336187
ACH-000499,-0.242717453191
ACH-000500,-0.633587548436
ACH-000502,-0.272701769701
ACH-000503,-0.370301990729
ACH-000505,-0.36056610747900003
ACH-000507,-0.428107744621
ACH-000510,-0.308628179704
ACH-000511,-0.0908035896878
ACH-000512,-0.15088502092
ACH-000516,-0.331251936366
ACH-000517,-0.45871291951000004
ACH-000518,-0.0238057602783
ACH-000520,-0.280950149649
ACH-000521,-0.550258223011
ACH-000522,-0.470579648597
ACH-000524,-0.275909919402
ACH-000527,-0.27843756989199997
ACH-000528,-0.339757333635
ACH-000537,-0.317231143876
ACH-000541,-0.058685313570300005
ACH-000542,-0.40582776527500003
ACH-000544,-0.347531131589
ACH-000545,-0.323589573292
ACH-000547,-0.153170183805
ACH-000548,-0.382633738006
ACH-000549,-0.1051581488
ACH-000550,-0.342996304123
ACH-000552,-0.216123086459
ACH-000556,-0.465246865282
ACH-000557,-0.49910285936899995
ACH-000570,-0.42582747880099997
ACH-000571,-0.668165740646
ACH-000573,-0.24306129776500002
ACH-000576,-0.459335304067
ACH-000580,-0.200433277639
ACH-000584,-0.42986947843199996
ACH-000585,-0.506671167784
ACH-000588,-0.127891537745
ACH-000589,-0.577270656554
ACH-000591,-0.045685026453900004
ACH-000593,-0.331891288731
ACH-000600,-0.22950638682399999
ACH-000601,-0.47453172383599995
ACH-000604,-0.21424391780000002
ACH-000605,-0.468660851266
ACH-000606,-0.271022353845
ACH-000608,-0.34996214514300006
ACH-000614,-0.17692453232799998
ACH-000616,-0.231898644823
ACH-000618,-0.23143228555999998
ACH-000619,-0.45068307128
ACH-000620,-0.228332154582
ACH-000621,-0.39905760863300005
ACH-000622,-0.5868059705259999
ACH-000623,-0.44373358281099995
ACH-000624,-0.261010440742
ACH-000627,-0.273945076087
ACH-000630,-0.355238797825
ACH-000632,-0.382760287184
ACH-000633,-0.0271895702535
ACH-000637,-0.44704119178900004
ACH-000638,-0.372545307461
ACH-000646,-0.651796203191
ACH-000647,-0.486267238881
ACH-000648,-0.375956859404
ACH-000649,-0.378405585813
ACH-000651,-0.44772335397699997
ACH-000652,-0.13956076871200002
ACH-000653,-0.528869613052
ACH-000657,-0.293537519395
ACH-000658,-0.542518721276
ACH-000661,-0.133080997712
ACH-000662,0.352596717226
ACH-000663,-0.361804037746
ACH-000665,-0.456656691391
ACH-000671,-0.160800659864
ACH-000673,-0.46088697726899996
ACH-000676,-0.270278818467
ACH-000677,-0.447797566106
ACH-000681,-0.34961667390900003
ACH-000682,-0.385425777609
ACH-000683,-0.351992369326
ACH-000684,-0.125843823817
ACH-000688,-0.33163060086199997
ACH-000693,-0.31770229062600003
ACH-000694,-0.48160764672399997
ACH-000695,-0.157144449024
ACH-000696,-0.256512550929
ACH-000697,-0.31866771145399997
ACH-000699,-0.43327037686000003
ACH-000701,-0.252233730013
ACH-000706,-0.247599006367
ACH-000711,-0.372009548716
ACH-000713,-0.18461754165
