,RARRES2 (5919)
ACH-000004,-0.210468745327
ACH-000007,-0.19647974979200003
ACH-000009,-0.478212406021
ACH-000011,-0.614356341334
ACH-000012,-0.28720777027399996
ACH-000013,-0.308684521047
ACH-000014,-0.7071193502850001
ACH-000015,-0.298014478173
ACH-000017,-0.39618362368500004
ACH-000018,-0.14128204362400001
ACH-000019,-0.287912359889
ACH-000021,-0.437836748414
ACH-000022,-0.42147901996299997
ACH-000025,-0.380644564199
ACH-000028,-0.39914165787699996
ACH-000030,-0.482276362808
ACH-000035,-0.47033413286799997
ACH-000036,-0.517159896667
ACH-000037,-0.200108345643
ACH-000039,-0.576447433559
ACH-000040,-0.534678265388
ACH-000041,-0.441507453768
ACH-000042,-0.292947622027
ACH-000045,-0.35496213041100005
ACH-000047,-0.35505206992
ACH-000052,-0.298509774711
ACH-000053,-0.33893664014799996
ACH-000054,-0.50774002681
ACH-000055,-0.123278786435
ACH-000060,-0.42200031243
ACH-000067,-0.47935494728100003
ACH-000070,-0.262873245624
ACH-000075,-0.158982893131
ACH-000078,-0.530599699367
ACH-000082,-0.5189800229689999
ACH-000085,-0.47567293729500004
ACH-000086,-0.262409666341
ACH-000087,-0.38337681499
ACH-000092,-0.34719559123000004
ACH-000095,-0.470463546603
ACH-000097,-0.38805152123000003
ACH-000098,-0.47821914008599997
ACH-000099,-0.489872586027
ACH-000108,-0.307657916811
ACH-000113,-0.230331723752
ACH-000115,-0.519038712684
ACH-000116,-0.309893682413
ACH-000118,-0.392746714691
ACH-000120,-0.40607763233000005
ACH-000123,-0.43193477749700004
ACH-000127,-0.40703448739
ACH-000128,-0.46053845894699996
ACH-000132,-0.631514880452
ACH-000133,-0.344419969462
ACH-000137,-0.198397889487
ACH-000138,-0.29407934566
ACH-000142,-0.162886920637
ACH-000143,-0.264750931024
ACH-000146,-0.303209911707
ACH-000148,-0.262365502312
ACH-000150,-0.351472101773
ACH-000152,-0.48895122851000006
ACH-000153,-0.109801997699
ACH-000159,-0.565816496602
ACH-000160,-0.12585692935599999
ACH-000163,-0.15993998692800002
ACH-000167,-0.290393626928
ACH-000168,-0.24171361635400002
ACH-000169,-0.337847166493
ACH-000178,-0.361121095002
ACH-000182,-0.41116720089599995
ACH-000183,-0.324044477011
ACH-000188,-0.403856342959
ACH-000189,-0.322321611678
ACH-000190,-0.0339445629783
ACH-000198,-0.296668063174
ACH-000204,0.005931897313569999
ACH-000206,-0.0781386941462
ACH-000207,-0.351028326856
ACH-000211,-0.461928222285
ACH-000215,-0.366545619655
ACH-000221,-0.259451639965
ACH-000222,-0.31399833923799997
ACH-000223,-0.305294904963
ACH-000226,-0.453303096094
ACH-000227,-0.7645438285289999
ACH-000228,-0.14239096584799998
ACH-000231,-0.472316038426
ACH-000232,-0.683829456196
ACH-000233,-0.17277367699299997
ACH-000234,-0.614349762201
ACH-000235,-0.32206271894099997
ACH-000237,-0.345431348754
ACH-000238,-0.316316898067
ACH-000243,-0.293835252054
ACH-000244,-0.336561724395
ACH-000246,-0.220190086708
ACH-000248,-0.33735468482500003
ACH-000250,-0.31976398212699997
ACH-000251,-0.35364027905900003
ACH-000253,-0.313954662849
ACH-000255,-0.191264857372
ACH-000256,-0.537690656595
ACH-000257,-0.367932261614
ACH-000258,-0.36881681921400006
ACH-000259,-0.38429825280100005
ACH-000260,-0.46833012416299996
ACH-000261,-0.491682015658
ACH-000262,-0.49949183940200004
ACH-000263,-0.442355086968
ACH-000264,-0.384194001401
ACH-000265,-0.235949463743
ACH-000266,-0.43086145414300003
ACH-000272,-0.69198935633
ACH-000273,-0.321325968006
ACH-000274,-0.6802754177249999
ACH-000277,-0.486784126738
ACH-000278,-0.40605648647299997
