,SEZ6 (124925)
ACH-000495,-0.232505278073
ACH-000496,-0.15402984675999998
ACH-000499,-0.29209781972800003
ACH-000500,0.450164814484
ACH-000502,-0.28308377351
ACH-000503,-0.182340084798
ACH-000505,-0.0722146921065
ACH-000507,-0.125201678337
ACH-000510,-0.0691247498901
ACH-000511,-0.123003364997
ACH-000512,0.0019661398489200003
ACH-000516,-0.156262419098
ACH-000517,-0.129719783966
ACH-000518,-0.14586409707
ACH-000520,-0.262605657446
ACH-000521,-0.026519219838999998
ACH-000522,-0.10460658934
ACH-000524,-0.420596584374
ACH-000527,-0.269932257788
ACH-000528,-0.243252569991
ACH-000537,-0.253718918911
ACH-000541,0.028857317965700003
ACH-000542,-0.40807365910599996
ACH-000544,-0.250755392556
ACH-000545,-0.0288212710355
ACH-000547,-0.406944817388
ACH-000548,-0.16784838592300003
ACH-000549,-0.199707066192
ACH-000550,-0.17455318210700002
ACH-000552,-0.22595993800900002
ACH-000556,-0.31136867619
ACH-000557,-0.126079703453
ACH-000570,-0.157928396127
ACH-000571,-0.16293690075099998
ACH-000573,-0.012033030264700002
ACH-000576,-0.058893152074
ACH-000580,-0.42934715184600003
ACH-000584,-0.228341635817
ACH-000585,-0.13199250238
ACH-000588,-0.28376115938700003
ACH-000589,-0.325602589692
ACH-000591,-0.039414858314999995
ACH-000593,-0.38223855287299996
ACH-000600,-0.130734310972
ACH-000601,-0.12021346198699999
ACH-000604,-0.5311633517809999
ACH-000605,-0.037067492162000004
ACH-000606,-0.293782931754
ACH-000608,-0.252494302108
ACH-000614,-0.13753972667199998
ACH-000616,-0.175493510496
ACH-000618,-0.232598273516
ACH-000619,-0.159961633016
ACH-000620,-0.067544760228
ACH-000621,-0.185469873781
ACH-000622,-0.19870470394499998
ACH-000623,-0.21209826239399998
ACH-000624,-0.39896246906099997
ACH-000627,-0.19842340613499998
ACH-000630,-0.0889670724892
ACH-000632,-0.116312933071
ACH-000633,0.0157945469476
ACH-000637,-0.244616887929
ACH-000638,-0.126082853353
ACH-000646,-0.153471192608
ACH-000647,-0.273394683247
ACH-000648,-0.20323878053199998
ACH-000649,-0.177858053273
ACH-000651,-0.17606127230500002
ACH-000652,-0.0180826093835
ACH-000653,-0.0735850540517
ACH-000657,-0.263911037526
ACH-000658,-0.011959630392499998
ACH-000661,-0.131788039285
ACH-000662,-0.0882008493863
ACH-000663,-0.181940624615
ACH-000665,-0.119887948183
ACH-000671,-0.186125827016
ACH-000673,-0.198810188855
ACH-000676,-0.295346157984
ACH-000677,-0.139608552342
ACH-000681,-0.158313671987
ACH-000682,-0.361067987583
ACH-000683,-0.0479925229908
ACH-000684,-0.367313451956
ACH-000688,-0.10054375919900001
ACH-000693,-0.182668648976
ACH-000694,-0.148305329237
ACH-000695,-0.0187389045055
ACH-000696,-0.146898786053
ACH-000697,0.050903752545800006
ACH-000699,-0.237610525459
ACH-000701,-0.396948696946
ACH-000706,-0.148945541729
ACH-000711,-0.298344751851
ACH-000713,-0.203585717192
ACH-000714,-0.286470557758
ACH-000718,-0.0757278927139
ACH-000720,-0.18660385456
ACH-000721,-0.17420543855700002
ACH-000724,-0.123657719988
ACH-000725,-0.448034194929
ACH-000732,-0.36910491011299995
ACH-000734,-0.0971094621288
ACH-000735,-0.0942783388006
ACH-000736,-0.0813732977755
ACH-000738,-0.131357117666
ACH-000746,-0.186021152465
ACH-000747,-0.252218739206
ACH-000748,-0.165982085723
ACH-000753,-0.148114894759
ACH-000756,-0.39912229749300004
ACH-000757,-0.0282689774401
ACH-000758,-0.147442696174
ACH-000760,-0.00464715750669
ACH-000763,-0.152746171687
ACH-000764,0.032069985163400004
ACH-000765,0.00461081291587
ACH-000766,-0.21366853009599998
ACH-000767,-0.134693403912
ACH-000768,-0.10972501392100001
ACH-000769,-0.55801814743
ACH-000770,-0.22178259360199998
ACH-000771,-0.025147324596
ACH-000773,-0.243429130512
ACH-000776,-0.0234757231753
ACH-000777,-0.06385369801730001
ACH-000778,-0.0121250227571
ACH-000781,-0.0674815091678
ACH-000782,-0.10842478662
ACH-000783,-0.08415782136610002
ACH-000784,-0.264384348235
ACH-000785,-0.37758622809799997
ACH-000787,-0.426059752415
ACH-000788,-0.197770483305
ACH-000791,-0.44095808807
ACH-000792,-0.248718139753
ACH-000794,-0.277758933493
ACH-000796,-0.20509112004500002
ACH-000799,-0.382892348384
ACH-000800,-0.24421731847
ACH-000802,-0.10889756292500001
ACH-000804,-0.302092991567
ACH-000805,-0.0085206257517
ACH-000809,-0.25903027976799997
ACH-000810,-0.011006897326799998
ACH-000811,-0.0730184448312
ACH-000817,-0.17700263980500003
ACH-000819,-0.00276587639509
ACH-000820,0.15846397622400002
ACH-000821,-0.46709704914899997
ACH-000822,-0.231484591149
ACH-000823,-0.33299382958900003
ACH-000824,-0.00744860588842
ACH-000827,-0.08511575776210001
ACH-000829,-0.075441788273
ACH-000831,-0.18459301344300003
ACH-000832,-0.16152475722999998
ACH-000833,-0.057404455295199996
ACH-000834,-0.119294459846
ACH-000835,0.0016324942644500003
ACH-000836,0.0137240400333
ACH-000837,-0.21466805916999998
ACH-000838,-0.28937893679000004
ACH-000839,-0.22921201623799997
ACH-000840,-0.41887801322400003
ACH-000841,-0.44235511196500005
ACH-000843,-0.128249050921
ACH-000846,-0.08781151859200001
ACH-000847,-0.275800646795
ACH-000848,0.00395654940958
ACH-000849,-0.398602689555
ACH-000851,-0.222444565055
ACH-000855,0.051709807138999996
ACH-000856,-0.180580613162
ACH-000858,-0.263393525143
ACH-000859,-0.594839547723
ACH-000861,-0.10104703619
ACH-000862,-0.0474438545508
ACH-000865,-0.19529313077100002
ACH-000866,-0.12716247761
ACH-000867,-0.268908559389
ACH-000869,-0.318853766848
ACH-000872,-0.44736644960199995
ACH-000873,-0.237364913213
ACH-000876,0.00030715115859099995
ACH-000878,0.11599677435599999
ACH-000880,-0.134221314342
ACH-000881,-0.281313425399
ACH-000882,-0.053055933625999994
ACH-000884,-0.183153998836
ACH-000885,-0.231546371433
ACH-000887,-0.23917453883099998
ACH-000888,-0.0985194412927
ACH-000889,-0.262073255339
ACH-000890,-0.361436738916
ACH-000896,-0.123243878389
ACH-000898,-0.32986364215
ACH-000900,-0.293969083734
ACH-000901,-0.175673115972
ACH-000905,-0.140503630437
ACH-000906,-0.28352380976
ACH-000907,-0.12250638247300001
ACH-000910,-0.093709192627
ACH-000911,-0.313693737965
ACH-000912,-0.344686332016
ACH-000913,-0.28665205187
ACH-000915,-0.38452726189
ACH-000916,-0.3099993736
ACH-000917,-0.217740446838
ACH-000921,-0.261594061825
ACH-000924,-0.22167009677700003
ACH-000926,-0.23828117865499998
ACH-000928,-0.415873520409
ACH-000929,-0.19729478427000002
ACH-000932,-0.146917072509
ACH-000935,-0.145945380801
ACH-000936,-0.133354530105
ACH-000937,-0.08209838678760001
ACH-000938,-0.0818715373462
ACH-000939,-0.39464262928000005
ACH-000941,-0.18555374180999998
ACH-000943,-0.29865134784
ACH-000946,-0.299561893774
ACH-000947,-0.196844825253
ACH-000948,-0.141086221716
ACH-000950,-0.27472657415199997
ACH-000953,-0.119755207475
ACH-000957,-0.11653505069299999
ACH-000958,-0.08034374887130001
ACH-000960,-0.0411472979946
ACH-000963,-0.586589960977
ACH-000968,-0.079343921663
ACH-000969,-0.26840880512299997
ACH-000973,-0.137872551701
ACH-000974,-0.0932163133066
ACH-000975,-0.274439826818
ACH-000976,-0.0146613870194
ACH-000978,-0.302297142319
ACH-000980,-0.170330871653
ACH-000984,-0.047070807849
ACH-000986,-0.357307020106
ACH-000988,-0.302161162
ACH-000993,-0.197117069802
ACH-000994,-0.0220315580792
ACH-000996,-0.0246280230754
ACH-001001,-0.281167837204
ACH-001020,-0.199535711255
ACH-001028,-0.21758595921799997
ACH-001031,-0.272598207717
ACH-001038,-0.16646263599799999
ACH-001048,-0.14201644010199999
ACH-001050,-0.17945859127799998
ACH-001053,0.048168592782199995
ACH-001054,-0.316079375843
ACH-001061,-0.21910599737
ACH-001067,-0.19096170578699997
ACH-001075,-0.122369185922
ACH-001096,-0.162331781364
ACH-001128,-0.5738615492019999
ACH-001134,-0.396149712023
ACH-001151,-0.0012227624878499998
ACH-001163,-0.474802506601
ACH-001164,0.12452212821799999
ACH-001173,-0.170172876607
ACH-001183,-0.360558864316
ACH-001184,0.0123782271396
ACH-001190,0.0912316457464
ACH-001192,-0.254664167632
ACH-001193,-0.095610619552
ACH-001196,-0.332570706803
ACH-001197,-0.13041829176
ACH-001205,0.0738878007917
ACH-001211,-0.379965679979
ACH-001212,-0.130126443079
ACH-001228,-0.137931154311
ACH-001232,-0.355347525025
ACH-001239,-0.182744516432
ACH-001274,-0.382561771791
ACH-001275,-0.22616984135499998
ACH-001277,-0.404623994293
ACH-001278,-0.178464802387
ACH-001280,-0.277018653944
ACH-001283,-0.11897069570499999
ACH-001289,-0.34564043779700004
ACH-001295,-0.200927271521
ACH-001300,-0.293684164843
ACH-001301,-0.0562375152176
ACH-001302,-0.369455766377
ACH-001303,-0.130189507021
ACH-001306,0.08614056252810001
ACH-001318,-0.47128025370099996
ACH-001322,-0.00894658807865
ACH-001328,-0.202930467636
ACH-001332,-0.231421623957
ACH-001333,-0.30487501649300003
ACH-001336,-0.0997577057453
ACH-001340,-0.0682075295134
ACH-001346,-0.415507666406
ACH-001353,-0.340813602132
ACH-001354,-0.047308402763
ACH-001367,-0.303757448321
ACH-001368,-0.299074293116
ACH-001374,-0.56719603616
ACH-001375,-0.260029213086
ACH-001377,-0.0457816513672
ACH-001380,-0.279902375803
ACH-001391,0.049099135299899996
ACH-001407,-0.0705254364277
ACH-001408,-0.251538158316
ACH-001413,-0.0921257156592
ACH-001430,-0.0589094864622
ACH-001431,-0.24138473725499998
ACH-001450,-0.21960365304
ACH-001496,-0.236652254655
ACH-001500,-0.210449556601
ACH-001521,-0.000438793463753
ACH-001523,-0.18494097918400002
ACH-001532,-0.04217796583330001
ACH-001536,-0.0330477284307
ACH-001550,-0.229336768329
ACH-001552,-0.121559519159
ACH-001554,-0.228110255097
ACH-001645,-0.169412506237
ACH-001654,-0.188425128931
ACH-001715,-0.263627191078
ACH-001735,-0.179908919088
ACH-001736,-0.10032262747000001
ACH-001737,0.25084352654500003
ACH-001740,0.141410847136
ACH-001745,-0.0603400231864
ACH-001750,-0.299050981635
ACH-001765,-0.142475642487
ACH-001956,-0.0885335651348
ACH-001957,-0.334695196877
