,BAZ2A (11176)
ACH-000004,-0.404456215571
ACH-000007,-0.140054970605
ACH-000009,0.0289776979085
ACH-000011,-0.0616659822942
ACH-000012,-0.159227813214
ACH-000013,-0.185400679842
ACH-000014,-0.117141621688
ACH-000015,-0.122770702683
ACH-000017,-0.0761062810028
ACH-000018,-0.142890428561
ACH-000019,-0.178489845622
ACH-000021,0.0936734182501
ACH-000022,-0.13984801954700002
ACH-000025,-0.316391092564
ACH-000028,-0.00451395698089
ACH-000030,0.0323673955044
ACH-000035,-0.0451544566428
ACH-000036,-0.031580665095599994
ACH-000037,-0.16740876066299998
ACH-000039,-0.09419042704819999
ACH-000040,-0.019002803831099997
ACH-000041,-0.523557875629
ACH-000042,-0.302713142541
ACH-000045,0.255684420022
ACH-000047,-0.133734778111
ACH-000052,0.08177291081810001
ACH-000053,0.17953821120000002
ACH-000054,0.021552631319
ACH-000055,-0.328921649233
ACH-000060,-0.180530810609
ACH-000067,-0.148552883218
ACH-000070,-0.12955309845000001
ACH-000075,-0.09274143793810001
ACH-000078,0.011850839417399998
ACH-000082,-0.0692838644881
ACH-000085,0.0940141303703
ACH-000086,-0.367687400855
ACH-000087,-0.40053716977700005
ACH-000092,-0.034151873054800004
ACH-000095,-0.135240973346
ACH-000097,0.0413211808792
ACH-000098,0.0687320748419
ACH-000099,-0.127706271869
ACH-000108,0.027966284672699997
ACH-000113,0.0873207173296
ACH-000115,0.205845073684
ACH-000116,-0.0320657186478
ACH-000118,-0.043962703827599994
ACH-000120,-0.0380791217658
ACH-000123,-0.124905698955
ACH-000127,-0.0714739427074
ACH-000128,-0.296494526206
ACH-000132,-0.0998694987278
ACH-000133,-0.12440189887599999
ACH-000137,-0.188135763348
ACH-000138,0.00573417904348
ACH-000142,0.149604289366
ACH-000143,-0.195777678315
ACH-000146,-0.05061917808230001
ACH-000148,0.033914225531
ACH-000150,-0.290723951812
ACH-000152,-0.0986789414549
ACH-000153,-0.613620701113
ACH-000159,0.0590240767158
ACH-000160,0.306756159653
ACH-000163,-0.250419188994
ACH-000167,0.354898021612
ACH-000168,-0.007054441229789999
ACH-000169,-0.0820054366407
ACH-000178,0.0016389587582799998
ACH-000182,-0.229915494197
ACH-000183,-0.112892049215
ACH-000188,-0.07804771852739999
ACH-000189,-0.444742047411
ACH-000190,0.298595959914
