,IL22RA1 (58985)
ACH-000004,-0.0635677186219
ACH-000007,-0.029535198730599996
ACH-000009,-0.0259023394042
ACH-000011,-0.137643756955
ACH-000012,-0.0760049987957
ACH-000013,-0.20727969728300003
ACH-000014,-0.230366958585
ACH-000015,-0.176132243579
ACH-000017,-0.158504850974
ACH-000018,-0.303267403978
ACH-000019,-0.12076090061599999
ACH-000021,-0.0740623192289
ACH-000022,-0.23959737501400002
ACH-000025,0.008112067593470001
ACH-000028,-0.0864572873673
ACH-000030,-0.138616074709
ACH-000035,-0.46915103110399997
ACH-000036,-0.24031167648899998
ACH-000037,-0.30125540561
ACH-000039,-0.32712785155
ACH-000040,-0.229352661851
ACH-000041,-0.5954851224509999
ACH-000042,-0.07173022781489999
ACH-000045,-0.05849258737319999
ACH-000047,-0.00309386557964
ACH-000052,-0.29221687841
ACH-000053,-0.145528928375
ACH-000054,-0.060954561317
ACH-000055,-0.34659185843199997
ACH-000060,-0.147210493933
ACH-000067,-0.302409409738
ACH-000070,-0.0911138882284
ACH-000075,-0.32805719876600004
ACH-000078,-0.121474327216
ACH-000082,-0.07245331837039999
ACH-000085,-0.36375924295699996
ACH-000086,-0.29313910391
ACH-000087,-0.12734982234
ACH-000092,-0.22271034783799998
ACH-000095,-0.209937374875
ACH-000097,-0.0944670213839
ACH-000098,-0.21418041813900002
ACH-000099,-0.125785881361
ACH-000108,-0.106890437081
ACH-000113,-0.21696997159899997
ACH-000115,-0.33199522469799997
ACH-000116,-0.0907904683743
ACH-000118,0.0604234757831
ACH-000120,-0.18984178437
ACH-000123,-0.07625996246899999
ACH-000127,-0.149605446968
ACH-000128,-0.267244677197
ACH-000132,-0.174793880161
ACH-000133,-0.267812189831
ACH-000137,-0.6112975441449999
ACH-000138,-0.09517051789460002
ACH-000142,-0.260571089357
ACH-000143,-0.181728019749
ACH-000146,-0.192072589779
ACH-000148,-0.244185635332
ACH-000150,-0.43335986748000005
ACH-000152,-0.20335136618500002
ACH-000153,-0.321297756584
ACH-000159,-0.197221602115
ACH-000160,-0.280542067186
ACH-000163,-0.3823991054
ACH-000167,-0.32870209969999997
ACH-000168,-0.263129203286
ACH-000169,-0.14747392286299998
ACH-000178,-0.0573974636553
ACH-000182,0.055078752802999995
ACH-000183,-0.31461339101999997
ACH-000188,-0.225916778718
ACH-000189,-0.294610860663
ACH-000190,-0.132079079806
ACH-000198,-0.231266216697
