,MAPKAP1 (79109)
ACH-000190,-0.36666746379500004
ACH-000198,-0.170961739917
ACH-000204,-0.797341594769
ACH-000206,-0.24305975224800003
ACH-000207,-0.48089975449199995
ACH-000211,-0.45348642834700004
ACH-000215,-0.5312149864679999
ACH-000221,-0.0632966178582
ACH-000222,-0.6607172371
ACH-000223,-0.246207139499
ACH-000226,-0.042851061074900006
ACH-000227,-0.454487634506
ACH-000228,-0.476811795951
ACH-000231,-0.535715143285
ACH-000232,-0.614976592582
ACH-000233,-0.16834225610300002
ACH-000234,-0.52936101913
ACH-000235,-0.49266398326000005
ACH-000237,-0.372274824983
ACH-000238,-0.38689382726099997
ACH-000243,-0.294153999348
ACH-000244,-0.295333082192
ACH-000246,-0.472011565899
ACH-000248,-0.46766078550800005
ACH-000250,-0.296655426323
ACH-000251,-0.075008003874
ACH-000253,-0.250923142358
ACH-000255,-0.540606728322
ACH-000256,-0.17955237312300001
ACH-000257,-0.5632946537669999
ACH-000258,-0.381758125539
ACH-000259,-0.164221552832
ACH-000260,-0.35321215065899997
ACH-000261,-0.510710118077
ACH-000262,-0.418283411311
ACH-000263,-0.536815805316
ACH-000264,-0.340100902432
ACH-000265,-0.30909946179299996
ACH-000266,-0.35004783517800003
ACH-000272,-0.627992311661
ACH-000273,-0.42496759087499997
ACH-000274,-0.27003518062
ACH-000277,-0.6786980948710001
ACH-000278,-0.14041473055700002
ACH-000279,-0.430053505111
ACH-000280,-0.659763957154
ACH-000281,-0.316734005395
ACH-000288,-0.749943196868
ACH-000291,-0.482541149849
ACH-000293,-0.5702676124830001
ACH-000294,-0.532276012718
ACH-000295,-0.337592846395
ACH-000296,-0.369856648078
ACH-000302,-0.469719082298
ACH-000304,-0.6791611752940001
ACH-000307,-0.379491646866
ACH-000308,-0.317425728483
ACH-000310,-0.575550616728
ACH-000311,-0.550344818716
ACH-000312,-0.359219359453
ACH-000315,-0.562964113579
ACH-000316,-0.341576379384
ACH-000317,-0.511925159617
ACH-000318,-0.261398100823
ACH-000319,-0.270701369393
ACH-000320,-0.25565827793400003
ACH-000322,-0.750455924054
ACH-000323,-0.810764078857
ACH-000324,-0.260058896666
ACH-000329,-0.392816597117
ACH-000330,-0.684359756497
ACH-000331,-0.246966365706
ACH-000332,-0.30927107003000004
ACH-000334,-0.25363361443000004
ACH-000335,-0.55530610166
ACH-000336,-0.833901903819
ACH-000337,-0.641167957875
ACH-000339,-0.220290463779
ACH-000341,-0.6382033882429999
ACH-000348,-0.453588835706
ACH-000350,-0.0490424803203
ACH-000352,-0.304555956932
ACH-000356,-0.41619127924500005
ACH-000361,-0.381575978598
ACH-000362,-0.45267457082699997
ACH-000363,-0.659056756804
ACH-000364,-0.5618991800159999
ACH-000365,-0.708241960769
ACH-000366,-0.504888518484
ACH-000368,-0.594166287261
ACH-000374,-0.331006018296
ACH-000375,-0.56811588095
ACH-000376,-0.665852715838
ACH-000381,-0.47571180825900006
ACH-000383,-0.279315482889
ACH-000387,-0.257485000756
ACH-000389,-0.34743067395800004
ACH-000390,-0.297557082819
ACH-000393,-0.254571052886
ACH-000395,-0.733237317554
ACH-000397,-0.641141407689
ACH-000401,-0.491682424499
ACH-000402,-0.202973886176
ACH-000403,-0.297119619347
ACH-000404,-0.288271389055
ACH-000406,-0.583361749476
ACH-000407,-0.245583100889
ACH-000408,-0.0323009072362
ACH-000410,-0.613870368573
ACH-000411,-0.279048135026
ACH-000414,-0.35991462633
ACH-000415,-0.15751773776
ACH-000416,-0.374393044801
ACH-000420,-0.609650339836
ACH-000421,-0.16700838145
ACH-000424,-0.234000248623
ACH-000425,-0.761534902339
ACH-000426,-0.41837659130000004
ACH-000427,-0.47237030073299996
ACH-000433,-0.387039340294
ACH-000436,-0.0670790028862
ACH-000444,-0.270008052193
ACH-000445,-0.501935250614
ACH-000448,-0.329370004705
ACH-000450,-0.564208702703
ACH-000452,-0.07563493266
ACH-000454,-0.434633983017
ACH-000458,-0.13688601660900002
ACH-000459,-0.33371548527
ACH-000460,-0.78185290456
ACH-000461,-0.201823539932
ACH-000463,-0.35101228663500006
ACH-000464,-0.391692875638
ACH-000466,-0.5268236108259999
ACH-000467,-0.512432554884
ACH-000468,-0.415907221722
ACH-000469,-0.4000582714
ACH-000470,-0.453874294802
ACH-000471,-0.0354436754846
ACH-000472,-0.31423069689800004
ACH-000473,-0.260536516147
ACH-000475,-0.283234574478
ACH-000476,-0.29088926965
ACH-000477,-0.5018459629609999
ACH-000480,-0.41381787557899996
ACH-000481,-0.418149930137
ACH-000483,-0.305948096641
ACH-000484,-0.401494976184
ACH-000485,-0.180837425318
ACH-000486,-0.193742915929
ACH-000487,-0.395134210847
ACH-000488,-0.242470989135
ACH-000490,-0.241982142166
ACH-000491,-0.39952862222400004
ACH-000495,-0.715418193864
ACH-000496,-0.24069582150899999
ACH-000499,-0.595151649508
ACH-000500,-0.287278240609
ACH-000502,-0.425622734661
ACH-000503,0.0789295057151
ACH-000505,-0.63587876751
ACH-000507,-0.610907111613
ACH-000510,-0.263342660465
ACH-000511,-0.293644084508
ACH-000512,-0.341032320723
ACH-000516,-0.28668522238899996
ACH-000517,-0.365934846354
ACH-000518,-0.324914769531
ACH-000520,-0.18922866987599998
ACH-000521,-0.856802477623
ACH-000522,-0.561857491247
ACH-000524,-0.695292952717
ACH-000527,-0.49270095148500004
ACH-000528,-0.435850584599
ACH-000537,-0.351739024621
ACH-000541,-0.6986725209610001
ACH-000542,-0.311480994418
ACH-000544,-0.260875902288
ACH-000545,-0.64080471022
ACH-000547,-0.48337052948299997
ACH-000548,0.0297675565781
ACH-000549,-0.317201747712
ACH-000550,-0.726427839739
ACH-000552,-0.31721634843400004
ACH-000556,-0.5718516279
ACH-000557,-0.276394740281
ACH-000570,-0.474359136807
ACH-000571,-0.267020869809
ACH-000573,-0.204465119158
ACH-000576,-0.718796461974
ACH-000580,-0.617058318594
ACH-000584,-0.48043424188600004
ACH-000585,-0.635818469394
ACH-000588,-0.29463389982500005
ACH-000589,-0.239956012704
ACH-000591,-0.717031286537
ACH-000593,-0.766619714383
ACH-000600,-0.865900095856
ACH-000601,-0.312411640388
ACH-000604,-0.227089241589
ACH-000605,-0.429734966171
ACH-000606,-0.17595688655000002
ACH-000608,-0.436857457465
ACH-000614,-0.387126394706
ACH-000616,-0.363156429486
ACH-000618,-0.023531343637
ACH-000619,-0.38584796833400004
ACH-000620,-0.39476481101800004
ACH-000621,-0.10385800990800001
ACH-000622,-0.439797175207
ACH-000623,-0.333837256232
ACH-000624,-0.213927080914
ACH-000627,-0.488829700511
ACH-000630,-0.623515134277
ACH-000632,-0.3736301248800001
ACH-000633,-0.46912395479900004
ACH-000637,-0.180066125112
ACH-000638,-0.31936221630399997
ACH-000646,-0.7584881635490001
ACH-000647,-0.41750651953400003
ACH-000648,-0.19306117636700001
ACH-000649,-0.43201423424999996
ACH-000651,-0.0681218957137
ACH-000652,-0.630204615335
ACH-000653,-0.575276918565
ACH-000657,-0.374939260679
ACH-000658,-0.743821020749
ACH-000661,-0.19501512698800003
ACH-000662,-0.11117270052999999
ACH-000663,-0.5836015850199999
ACH-000665,-0.29954932021499997
ACH-000671,-0.579922373867
ACH-000673,-0.514203585058
ACH-000676,-0.289082804039
ACH-000677,-0.344788688023
ACH-000681,-0.46637068909199997
ACH-000682,-0.218592806552
ACH-000683,-0.24336545969
ACH-000684,-0.80149251639
ACH-000688,-0.335999174502
ACH-000693,-0.216973809349
ACH-000694,-0.260924711978
ACH-000695,-0.181959702544
ACH-000696,-0.168318351358
ACH-000697,-0.063425171723
ACH-000699,-0.53387768625
ACH-000701,-0.178017592622
ACH-000706,-0.43537132240000004
ACH-000711,-0.305894785223
ACH-000713,-0.18383542231199998
ACH-000714,-0.41913183926299996
ACH-000718,-0.562503972
ACH-000720,-0.21416743810699998
ACH-000721,-0.8818159439100001
ACH-000724,-0.0426515210427
ACH-000725,-0.8780016292299999
ACH-000732,-0.366634217718
ACH-000734,-0.557307279173
ACH-000735,-0.21295544374699998
ACH-000736,-0.612778665894
ACH-000738,-0.40552718444499997
ACH-000746,-0.283717369965
ACH-000747,-0.718511799412
ACH-000748,-0.308037199115
ACH-000753,-0.33157784692
ACH-000756,-0.540819296438
ACH-000757,-0.417748653395
ACH-000758,0.0102657976554
ACH-000760,-0.294155488292
ACH-000763,-0.765092083828
ACH-000764,-0.13791873349199998
ACH-000765,-0.528674696976
ACH-000766,-0.551154452645
ACH-000767,-0.675428139379
ACH-000768,-0.157276524161
ACH-000769,-0.40904277296700003
ACH-000770,-0.748939141472
ACH-000771,-0.25544296119800003
ACH-000773,-0.192157312684
ACH-000776,-0.341962003983
ACH-000777,-0.328344892642
ACH-000778,-0.104980292511
ACH-000781,-0.649207711932
ACH-000782,-0.328005170637
ACH-000783,-0.306105760835
ACH-000784,-0.45959131528999997
ACH-000785,-0.378443938747
ACH-000787,-0.518730492434
ACH-000788,-0.661690245071
ACH-000791,-0.41677861564
ACH-000792,-0.44576551793700003
ACH-000794,-0.112355153693
ACH-000796,-0.234765227018
ACH-000799,-0.343648685251
ACH-000800,-0.264662761908
ACH-000802,-0.146590048103
ACH-000804,-0.549367418858
ACH-000805,-0.326466566357
ACH-000809,-0.598014816411
ACH-000810,-0.115559150557
ACH-000811,-0.489062898159
ACH-000817,-0.275966687256
ACH-000819,-0.533072014615
ACH-000820,-0.16837208465700002
ACH-000821,-0.308123733444
ACH-000822,-0.11586274603
ACH-000823,-0.29215050904199996
ACH-000824,-0.411469919202
ACH-000827,-0.25579828222600004
ACH-000829,-0.46763663675899997
ACH-000831,-0.0697704986894
ACH-000832,-0.0746813897618
ACH-000833,-0.44249953522200003
ACH-000834,-0.35336344800700004
ACH-000835,-0.480505905681
ACH-000836,-0.0381685779884
ACH-000837,-0.27314343708
ACH-000838,-0.36646377538099995
ACH-000839,-0.3727246083
ACH-000840,-0.223938388662
ACH-000841,-0.395646488856
ACH-000843,-0.33920900293799994
ACH-000846,-0.24663698438999998
ACH-000847,-0.5391878015389999
ACH-000848,-0.5500289913499999
ACH-000849,-0.554541494449
ACH-000851,-0.599519384854
ACH-000855,-0.25229054907299997
ACH-000856,-0.324531121363
ACH-000858,-0.264778600216
ACH-000859,-0.200866574781
ACH-000861,-0.5447838500209999
ACH-000862,-0.218247474326
ACH-000865,-0.258349691371
ACH-000866,-0.756637536626
ACH-000867,-0.0952508986874
ACH-000869,-0.241352047033
ACH-000872,-0.416252844913
ACH-000873,-0.192411792155
ACH-000876,-0.53167001778
ACH-000878,-0.482029524046
ACH-000880,-0.197839054927
ACH-000881,-0.631726942446
ACH-000882,-0.24938974732299998
ACH-000884,-0.49114923589299997
ACH-000885,-0.526761249067
ACH-000887,-0.496724167421
ACH-000888,-0.255232077103
ACH-000889,-0.506672831745
ACH-000890,-0.236321232297
ACH-000896,-0.426066628454
ACH-000898,-0.422835448381
ACH-000900,-0.46637888079400003
ACH-000901,-0.461390579916
ACH-000905,-0.397332593865
ACH-000906,-0.298082420073
ACH-000907,-0.973871353273
ACH-000910,-0.303716595052
ACH-000911,-0.396628160975
ACH-000912,-0.254101491756
ACH-000913,-0.427360158584
ACH-000915,-0.23077335375799998
ACH-000916,-0.253389801889
ACH-000917,-0.228655767828
ACH-000921,-0.470043771617
ACH-000924,-0.521942108199
ACH-000926,-0.619554908167
ACH-000928,-0.36991444245899996
ACH-000929,-0.278025293757
ACH-000932,-0.46685926453599996
ACH-000935,-0.486894188135
ACH-000936,-0.40307390156499995
ACH-000937,-0.64791773675
ACH-000938,-0.6043536101070001
ACH-000939,-0.522518360896
ACH-000941,-0.365674160729
ACH-000943,-0.19148496091800002
ACH-000946,-0.18550373753
ACH-000947,-0.381372355848
ACH-000948,-0.44175868033
ACH-000950,-0.7091937892039999
ACH-000953,-0.618990776878
ACH-000957,-0.11580166681399999
ACH-000958,-0.031680186695
ACH-000960,-0.834410408516
ACH-000963,-0.464260925075
ACH-000968,-0.38795467884400003
ACH-000969,-0.408924286643
ACH-000973,-0.227134242933
ACH-000974,-0.240445466569
ACH-000975,-0.426378948566
ACH-000976,-0.447635645616
ACH-000978,-0.390284231443
ACH-000980,-0.391433099357
ACH-000984,-0.376506048304
ACH-000986,-0.226877416932
ACH-000988,-0.120387459109
ACH-000993,-0.319263866734
ACH-000994,-0.30900051225499997
ACH-000996,-0.0934391406725
ACH-001001,-0.289764736163
ACH-001020,-0.40937195611500005
ACH-001028,-0.403237380334
ACH-001031,-0.20082880569000003
ACH-001038,-0.370102322523
ACH-001048,-0.435506997249
ACH-001050,-0.750353741861
ACH-001053,-0.8725799918089999
ACH-001054,-0.558644901062
ACH-001061,-0.34269548385
ACH-001067,-0.152213691251
ACH-001075,-0.203525697955
ACH-001096,-0.472731300205
ACH-001128,-0.832332931785
ACH-001134,-0.39644671971999995
ACH-001151,-0.248259920454
ACH-001163,-0.591359642611
ACH-001164,-0.122682220039
ACH-001173,-0.354515773561
ACH-001183,-0.421548841665
ACH-001184,-0.559077214169
ACH-001190,-0.349949190762
ACH-001192,-0.608296192469
ACH-001193,-0.604156152216
ACH-001196,-0.43462556388400003
ACH-001197,-0.413174220351
ACH-001205,-0.513070755528
ACH-001211,-0.20916946354000002
ACH-001212,-0.667677718234
ACH-001228,-0.08485781772189999
ACH-001232,-0.19922586185600002
ACH-001239,-0.805072474675
ACH-001274,-0.287358728149
ACH-001275,-0.192126401578
ACH-001277,-0.592000095408
ACH-001278,-0.426291659676
ACH-001280,-0.3221125514
ACH-001283,-0.50177797513
ACH-001289,-0.220345790283
ACH-001295,-0.311523491344
ACH-001300,-0.45195330751
ACH-001301,-0.265389290637
ACH-001302,-0.452370071574
ACH-001303,-0.24835771224199998
ACH-001306,-0.44672413898900004
ACH-001318,-0.15442131860799999
ACH-001322,-0.196581308613
ACH-001328,-0.495414883784
ACH-001332,-0.193453590864
ACH-001333,-0.280286507865
ACH-001336,-0.396986564775
ACH-001340,-0.153781018039
ACH-001346,-0.277397495533
ACH-001353,-0.23975276094099998
ACH-001354,-0.0340521603045
ACH-001367,-0.0989236045795
ACH-001368,-0.483667500026
ACH-001374,-0.1630403435
ACH-001375,-0.423766379613
ACH-001377,-0.291153006727
ACH-001380,-0.641530863786
ACH-001391,-0.39490741910800004
ACH-001407,-0.5757948097160001
ACH-001408,-0.4418319743
ACH-001413,-0.291352238012
ACH-001430,-0.32353151707600003
ACH-001431,-0.323006907824
ACH-001450,-0.428081305221
ACH-001496,-0.45486547266500005
ACH-001500,-0.47627228151199996
ACH-001521,-0.0895366710796
ACH-001523,-0.327739802493
ACH-001532,-0.676997397259
ACH-001536,-0.7440084586969999
ACH-001550,-0.282523509098
ACH-001552,-0.327073144962
ACH-001554,-0.7473508448980001
ACH-001645,-0.35323701133599994
ACH-001654,-0.31411110672200004
ACH-001715,-0.13322557185999997
ACH-001735,-0.42982725176700004
ACH-001736,-0.38603434198799996
ACH-001737,-0.0882340366332
ACH-001740,-0.445929929103
ACH-001745,-0.43607355674500003
ACH-001750,-0.126078565311
ACH-001765,-0.520407845336
ACH-001956,-0.254134300451
ACH-001957,-0.468658961003
