,TRHDE (29953)
ACH-000004,0.0986583346965
ACH-000007,0.185094108108
ACH-000009,0.126025450291
ACH-000011,-0.106624524455
ACH-000012,0.000352047502476
ACH-000013,-0.0176920366394
ACH-000014,-0.167963646241
ACH-000015,-0.10500941857999999
ACH-000017,-0.242275147811
ACH-000018,-0.0699913846575
ACH-000019,0.0107581818171
ACH-000021,-0.122116667191
ACH-000022,-0.164416314788
ACH-000025,-0.18082814195900002
ACH-000028,-0.030229963063500002
ACH-000030,0.00011151818611700001
ACH-000035,-0.23757337444200002
ACH-000036,-0.06875611683039999
ACH-000037,-0.261457891246
ACH-000039,-0.244976451438
ACH-000040,-0.267833256131
ACH-000041,-0.0494168212457
ACH-000042,-0.0881155888696
ACH-000045,-0.019300733949
ACH-000047,-0.150820081444
ACH-000052,0.000299940288974
ACH-000053,-0.025700960651599998
ACH-000054,-0.07932674928330001
ACH-000055,-0.116633199832
ACH-000060,-0.038397472284699995
ACH-000067,0.026719280925699997
ACH-000070,-0.004757977808609999
ACH-000075,-0.129430746899
ACH-000078,0.16817085414400001
ACH-000082,-0.0906650291862
ACH-000085,-0.270824509097
ACH-000086,-0.025005001544
ACH-000087,-0.172373975005
ACH-000092,-0.0519293241546
ACH-000095,-0.0632221293625
ACH-000097,-0.028796316173000002
ACH-000098,-0.0696316437415
ACH-000099,-0.10351905180299999
ACH-000108,-0.151016388172
ACH-000113,-0.23465359593899998
ACH-000115,-0.122301375432
ACH-000116,-0.0404810007439
ACH-000118,-0.136792483092
ACH-000120,-0.14984987674
ACH-000123,-0.113230385352
ACH-000127,-0.00806737232247
ACH-000128,-0.382177034396
ACH-000132,-0.0531860031119
ACH-000133,-0.139888860402
ACH-000137,-0.18977667160599998
ACH-000138,0.00486378296815
ACH-000142,0.09331765676
ACH-000143,-0.202277303544
ACH-000146,-0.0804979172634
ACH-000148,-0.10946324086300001
ACH-000150,-0.012211986845599999
ACH-000152,0.0159718700917
ACH-000153,-0.0352951561907
ACH-000159,-0.06576371806419999
ACH-000160,-0.0977895693936
ACH-000163,-0.208230437379
ACH-000167,0.04896504783009999
ACH-000168,0.0576245529559
ACH-000169,-0.10471305383400001
ACH-000178,0.00814371107197
ACH-000182,-0.212499992232
ACH-000183,-0.012959328978200001
ACH-000188,-0.0917383536116
ACH-000189,-0.109620556163
ACH-000190,0.137641185663
ACH-000198,-0.0858482094469
ACH-000204,0.0366806278534
ACH-000206,0.16085065336100002
ACH-000207,0.162174037629
ACH-000211,0.041707754893499996
ACH-000215,-0.0827542729249
ACH-000221,0.042277330706199996
ACH-000222,-0.029948747763
ACH-000223,-0.00915214107091
ACH-000226,-0.118220306776
ACH-000227,0.0637380632774
ACH-000228,0.0210743273038
