,FADS2 (9415)
ACH-000004,-0.55499538502
ACH-000007,-0.0425576185162
ACH-000009,-0.228112264273
ACH-000011,-0.38170070406900003
ACH-000012,-0.226670892722
ACH-000013,-0.168215436781
ACH-000014,-0.210994873332
ACH-000015,-0.15351045720200002
ACH-000017,-0.12089364821599999
ACH-000018,-0.347636556365
ACH-000019,-0.438961176107
ACH-000021,-0.285659086244
ACH-000022,-0.30320602103
ACH-000025,-0.23105405710700003
ACH-000028,-0.302849268468
ACH-000030,-0.49178625357699995
ACH-000035,-0.294275682355
ACH-000036,-0.302246754572
ACH-000037,-0.45563114779200004
ACH-000039,-0.214499485035
ACH-000040,-0.18382772665199998
ACH-000041,0.13349091731899998
ACH-000042,-0.404925647989
ACH-000045,-0.5151142141839999
ACH-000047,-0.25332931018599997
ACH-000052,-0.174278816878
ACH-000053,-0.07638734001849999
ACH-000054,-0.315319246907
ACH-000055,-0.332615791642
ACH-000060,-0.19658160805599997
ACH-000067,-0.22033615924000002
ACH-000070,-0.14636743429000001
ACH-000075,-0.496730019925
ACH-000078,-0.264040202373
ACH-000082,-0.295236146407
ACH-000085,-0.157396480769
ACH-000086,-0.607537383076
ACH-000087,-0.421503948369
ACH-000092,-0.32314665711199997
ACH-000095,-0.223802664166
ACH-000097,-0.289547456027
ACH-000098,-0.170417377295
ACH-000099,-0.161374757363
ACH-000108,-0.298385975089
ACH-000113,-0.201557590288
ACH-000115,-0.16829653255899998
ACH-000116,-0.259962325236
ACH-000118,-0.373583370543
ACH-000120,-0.275367329885
ACH-000123,-0.135349473414
ACH-000127,-0.09853217114089999
ACH-000128,-0.144366436197
ACH-000132,-0.5662560239109999
ACH-000133,-0.223785337788
ACH-000137,-0.363706833345
ACH-000138,-0.42420126900399996
ACH-000142,-0.48013762513999997
ACH-000143,-0.264035264477
ACH-000146,-0.161931996741
ACH-000148,-0.21962005325999998
ACH-000150,-0.528881091664
ACH-000152,-0.22556189113000003
ACH-000153,-0.326236854373
ACH-000159,-0.33676955753
ACH-000160,-0.376514258737
ACH-000163,-0.311743628236
ACH-000167,0.050609336408099996
ACH-000168,-0.513046403338
ACH-000169,-0.342833467869
ACH-000178,-0.21488229971
ACH-000182,-0.112837415133
ACH-000183,-0.377740231798
ACH-000188,-0.417376802887
ACH-000189,-0.23811930870200002
ACH-000190,-0.10720602348099999
ACH-000198,-0.379371042883
ACH-000204,-0.115755421563
ACH-000206,-0.64311671632
ACH-000207,-0.596756477926
ACH-000211,-0.19025080036699998
ACH-000215,-0.22050362913899998
ACH-000221,-0.150469014757
ACH-000222,-0.2872465441
ACH-000223,-0.197912766422
ACH-000226,-0.0638308660668
ACH-000227,-0.17180767090799998
ACH-000228,-0.382136070948
ACH-000231,-0.295242287843
ACH-000232,-0.10786353681500001
ACH-000233,-0.205355554778
ACH-000234,-0.00500576500201
ACH-000235,-0.226230490799
ACH-000237,-0.297368582661
ACH-000238,-0.18524287718899998
ACH-000243,-0.149352971087
ACH-000244,-0.42116857436899996
ACH-000246,-0.244980182393
ACH-000248,-0.22715801362799998
ACH-000250,-0.346183898374
ACH-000251,-0.28258008123000006
ACH-000253,-0.36937703891
ACH-000255,-0.0382318676585
ACH-000256,-0.7002792995029999
ACH-000257,-0.131763168193
ACH-000258,-0.123797236491
ACH-000259,-0.270427949012
ACH-000260,-0.22125939066599998
ACH-000261,-0.267826262793
ACH-000262,-0.41767658134
ACH-000263,-0.606194700588
ACH-000264,-0.276089305114
ACH-000265,-0.337143546352
ACH-000266,-0.289676846629
ACH-000272,-0.189734523325
ACH-000273,-0.343279126532
ACH-000274,-0.255084948553
ACH-000277,0.071499744199
ACH-000278,0.009948470602479999
ACH-000279,-0.0246803632132
ACH-000280,-0.205955548256
ACH-000281,-0.431757608235
ACH-000288,-0.136597442312
ACH-000291,-0.18655912407400002
ACH-000293,-0.299780908479
ACH-000294,-0.707254188802
ACH-000295,-0.162392467489
ACH-000296,-0.23445655194899997
ACH-000302,-0.178108079448
ACH-000304,-0.155227435745
ACH-000307,-0.038901574218900004
ACH-000308,-0.41692619742799997
ACH-000310,-0.19188750036899999
ACH-000311,-0.177239333098
ACH-000312,-0.220806072951
ACH-000315,-0.0336099609336
ACH-000316,-0.030191850613
ACH-000317,-0.5104497801569999
ACH-000318,-0.331733623349
ACH-000319,-0.464678943603
ACH-000320,-0.226729936085
ACH-000322,-0.28487553183200004
ACH-000323,-0.169370471831
ACH-000324,-0.210886230738
ACH-000329,-0.134297881729
ACH-000330,-0.030676024449299996
ACH-000331,-0.112846123567
ACH-000332,-0.12881360974
ACH-000334,-0.38762308943
ACH-000335,-0.19755974209000002
ACH-000336,-0.198993548095
ACH-000337,-0.474211325851
ACH-000339,-0.231110719408
ACH-000341,-0.19550724997900001
ACH-000348,-0.27059165223000003
ACH-000350,-0.16206345881
ACH-000352,-0.0617715647986
ACH-000356,-0.511945355418
ACH-000361,-0.49657661268299996
ACH-000362,-0.253245283528
ACH-000363,-0.0645851493072
ACH-000364,-0.329757619876
ACH-000365,-0.2813376954
ACH-000366,-0.191310700728
ACH-000368,-0.36929432301700005
ACH-000374,-0.454737324259
ACH-000375,-0.29672016333900003
ACH-000376,-0.29601739308499997
ACH-000381,-0.240224297458
ACH-000383,-0.246288512968
ACH-000387,-0.36073006576399996
ACH-000389,-0.45483774524
ACH-000390,-0.307212121863
ACH-000393,-0.204014132258
ACH-000395,-0.573040438584
ACH-000397,-0.37509568913
ACH-000401,-0.259250351694
ACH-000402,-0.051911467569199995
ACH-000403,-0.147855264305
ACH-000404,0.019200181095
ACH-000406,-0.162611326366
ACH-000407,-0.351344007174
ACH-000408,-0.09833356782199999
ACH-000410,-0.08572000120960001
ACH-000411,-0.27003235650400004
ACH-000414,-0.24430904378
ACH-000415,-0.495318632259
ACH-000416,-0.09689885800270001
ACH-000420,-0.22190771503000004
ACH-000421,-0.353874517712
ACH-000424,-0.47018661013499996
ACH-000425,-0.00967137246536
ACH-000426,-0.257932232646
ACH-000427,-0.463924561858
ACH-000433,-0.563488438347
ACH-000436,-0.13411388186599998
ACH-000444,-0.261366257411
ACH-000445,-0.178244110996
ACH-000448,-0.291258621333
ACH-000450,-0.33069369696999995
ACH-000452,-0.35996345683
ACH-000454,-0.17068555648800002
ACH-000458,-0.39532158581200005
ACH-000459,0.0542764652967
ACH-000460,-0.192575719266
ACH-000461,-0.7517268166490001
ACH-000463,-0.12435050069
ACH-000464,-0.196622567084
ACH-000466,-0.0592641391465
ACH-000467,-0.15752909481799998
ACH-000468,-0.188962773758
ACH-000469,-0.347241859569
ACH-000470,-0.318983414648
ACH-000471,-0.210495257392
ACH-000472,-0.09537717392100001
ACH-000473,0.0276299343853
ACH-000475,-0.173415487073
ACH-000476,-0.234996787161
ACH-000477,-0.216231561869
