,CNKSR1 (10256)
ACH-000004,-0.130410615924
ACH-000007,0.0795813703431
ACH-000009,0.0821699054473
ACH-000011,-0.0728706163633
ACH-000012,0.050227972247299996
ACH-000013,-0.021030737185599998
ACH-000014,-0.17953208652199998
ACH-000015,0.184012399776
ACH-000017,0.268809020723
ACH-000018,0.183025123753
ACH-000019,-0.00693106576098
ACH-000021,0.10561953758999999
ACH-000022,0.014801541876399999
ACH-000025,0.137719739945
ACH-000028,0.0989102223243
ACH-000030,0.153917894486
ACH-000035,-0.0249484250692
ACH-000036,0.0827185508818
ACH-000037,-0.0272663005812
ACH-000039,0.19945069081
ACH-000040,-0.0237875040872
ACH-000041,-0.175978076784
ACH-000042,0.0888682908199
ACH-000045,0.0237215283893
ACH-000047,0.014649142831700003
ACH-000052,-0.00720051558716
ACH-000053,0.248040468991
ACH-000054,0.0769012878807
ACH-000055,0.210693260298
ACH-000060,-0.302424744555
ACH-000067,0.0159560426245
ACH-000070,-0.11537282225500001
ACH-000075,-0.022837352398200002
ACH-000078,0.165888875448
ACH-000082,0.146828436028
ACH-000085,-0.29367276769699996
ACH-000086,-0.0361139547392
ACH-000087,0.140400115994
ACH-000092,-0.106747384592
ACH-000095,0.103246206205
ACH-000097,-0.008814486654350001
ACH-000098,-0.119303597181
ACH-000099,0.141883364211
ACH-000108,0.177577462632
ACH-000113,0.0941883448202
ACH-000115,0.127703364464
ACH-000116,0.130400415742
ACH-000118,0.261432720505
ACH-000120,0.043762360569699996
ACH-000123,0.170108226041
ACH-000127,0.00687713047746
ACH-000128,-0.148405610189
ACH-000132,-0.061207214637799996
ACH-000133,-0.023072931176800003
ACH-000137,-0.025401613859200003
ACH-000138,0.15496328282299998
ACH-000142,0.0082079947071
ACH-000143,0.304989587712
ACH-000146,0.202842036989
ACH-000148,0.028890318839400003
ACH-000150,-0.186522884675
ACH-000152,0.22728082823000004
ACH-000153,-0.0293327800615
ACH-000159,0.133523471942
ACH-000160,0.0877747218365
ACH-000163,0.158378768693
ACH-000167,-0.0130999621966
ACH-000168,-0.184760657246
ACH-000169,0.0886044485722
ACH-000178,0.184101035498
ACH-000182,0.101789136667
ACH-000183,-0.27626467386
ACH-000188,0.0589779818662
ACH-000189,0.07965181379860001
ACH-000190,-0.051103831500199995
ACH-000198,0.00106471465219
ACH-000204,-0.287859914707
ACH-000206,0.264513353681
ACH-000207,-0.017170181588000002
ACH-000211,0.0273891283954
ACH-000215,0.0589428632366
ACH-000221,0.104143486182
ACH-000222,0.291615203508
ACH-000223,0.127151840776
ACH-000226,0.0912615239114
ACH-000227,0.343404499238
ACH-000228,-0.0991388083173
ACH-000231,0.0352771935888
ACH-000232,0.23089703053599997
ACH-000233,-0.054798694184
ACH-000234,0.04683138655519999
ACH-000235,0.16092169403200002
ACH-000237,0.0854057858862
ACH-000238,0.23668827296199998
ACH-000243,0.11703895113900001
ACH-000244,0.05816103825130001
ACH-000246,0.037567711575300006
ACH-000248,0.16985215616500002
ACH-000250,-0.0386616388082
ACH-000251,0.283176604743
ACH-000253,0.016227482723299998
ACH-000255,0.046378116339099995
ACH-000256,-0.141146365458
ACH-000257,0.155877036637
ACH-000258,0.10060657909
ACH-000259,0.0352536349431
ACH-000260,0.145295612452
ACH-000261,0.0412305800129
ACH-000262,0.05567617928040001
ACH-000263,0.14986897758
ACH-000264,0.10065252231
ACH-000265,0.141758699952
ACH-000266,0.0871830906057
