,CENPW (387103)
ACH-000227,-1.89384527876
ACH-000228,-1.2917856224
ACH-000231,-1.3716845238799997
ACH-000232,-1.65259467701
ACH-000233,-1.8559035405400002
ACH-000234,-1.8605870154099997
ACH-000235,-1.7020737035299998
ACH-000237,-1.42770393833
ACH-000238,-1.64711884345
ACH-000243,-1.5669970771500001
ACH-000244,-1.20886161428
ACH-000246,-1.51367338294
ACH-000248,-1.47334785276
ACH-000250,-1.4347432052899998
ACH-000251,-1.63233250222
ACH-000253,-1.3500015556799998
ACH-000255,-1.51609968292
ACH-000256,-1.50017951503
ACH-000257,-1.69089458146
ACH-000258,-1.50029334892
ACH-000259,-1.49858442361
ACH-000260,-1.71324320097
ACH-000261,-1.4602331944100002
ACH-000262,-1.3897039332299999
ACH-000263,-2.36073091655
ACH-000264,-1.56097294059
ACH-000265,-1.5290354930599999
ACH-000266,-1.6335040857700003
ACH-000272,-1.3036921394399998
ACH-000273,-1.36963395949
ACH-000274,-2.01128240492
ACH-000277,-1.1493057635200001
ACH-000278,-1.97902448572
ACH-000279,-1.6881133615600001
ACH-000280,-1.64130675881
ACH-000281,-1.68044138627
ACH-000288,-1.31773608937
ACH-000291,-1.45405512706
ACH-000293,-1.6197831410199999
ACH-000294,-1.5768707353600002
ACH-000295,-1.4014531518200002
ACH-000296,-1.5561463920299998
ACH-000302,-1.51658126715
ACH-000304,-0.669576185326
ACH-000307,-1.5383143668700001
ACH-000308,-1.51409526634
ACH-000310,-1.73582981569
ACH-000311,-2.16630370801
ACH-000312,-1.6087030956900001
ACH-000315,-1.3688587050799998
ACH-000316,-1.64142336958
ACH-000317,-1.6996011319
ACH-000318,-1.9236253538799999
ACH-000319,-1.41938837484
ACH-000320,-1.47068963506
ACH-000322,-1.53700582852
ACH-000323,-1.14925536252
ACH-000324,-1.50147473255
ACH-000329,-1.23713035498
ACH-000330,-1.68759048044
ACH-000331,-1.5071996757100001
ACH-000332,-1.5550472801100002
ACH-000334,-1.88441769585
ACH-000335,-1.55701296759
ACH-000336,-1.17327147336
ACH-000337,-1.1389461486399999
ACH-000339,-1.5106506795299999
ACH-000341,-2.2768624224700003
ACH-000348,-1.62631355442
ACH-000350,-2.27725327952
ACH-000352,-1.6309203595200001
ACH-000356,-0.883848055615
ACH-000361,-1.7728193179099998
ACH-000362,-1.8158102726099998
ACH-000363,-0.8712081238680001
ACH-000364,-1.20763587169
ACH-000365,-1.5408998258700002
ACH-000366,-1.50096999933
ACH-000368,-1.3834319538100002
ACH-000374,-1.34731052574
ACH-000375,-1.50474011234
ACH-000376,-1.27881139264
ACH-000381,-1.77629405115
ACH-000383,-1.44979014087
ACH-000387,-1.12572661528
ACH-000389,-1.7697987961500001
ACH-000390,-1.56923301731
ACH-000393,-1.53469556722
ACH-000395,-1.2701001500700002
ACH-000397,-1.8842245356099998
ACH-000401,-1.10592276402
ACH-000402,-1.421593254
ACH-000403,-1.76752203302
ACH-000404,-1.68696950727
ACH-000406,-1.59663837519
ACH-000407,-1.5496592213299998
ACH-000408,-1.5187062178
ACH-000410,-1.13922967962
ACH-000411,-1.41561523316
ACH-000414,-2.23498432315
ACH-000415,-1.31011529117
ACH-000416,-1.6054530545299999
ACH-000420,-1.34291060193
ACH-000421,-1.3525732251700002
ACH-000424,-1.2644260768
ACH-000425,-1.40604802046
ACH-000426,-2.26952517958
ACH-000427,-1.14404163689
ACH-000433,-1.28645421306
ACH-000436,-1.4036094281
ACH-000444,-1.4039642469999998
ACH-000445,-1.35074617357
ACH-000448,-1.73491756397
ACH-000450,-1.85255327052
ACH-000452,-1.48465072495
ACH-000454,-1.5698771950100001
ACH-000458,-1.6964455475600002
ACH-000459,-1.6134787166799998
ACH-000460,-1.3954065574099999
ACH-000461,-1.8161410997299998
ACH-000463,-1.3294683682200001
ACH-000464,-1.20182742653
ACH-000466,-1.95086923715
ACH-000467,-1.70329968584
ACH-000468,-1.68934368743
ACH-000469,-1.30342679669
ACH-000470,-1.58733938927
ACH-000471,-1.28481985165
ACH-000472,-1.6506371824000001
ACH-000473,-1.4531960498700003
ACH-000475,-1.48508546986
ACH-000476,-1.61331959125
ACH-000477,-1.62931246169
ACH-000480,-1.54182147909
ACH-000481,-1.5417320643399999
ACH-000483,-2.2899993315200002
ACH-000484,-1.27588263157
ACH-000485,-1.6136450333399999
ACH-000486,-1.29807607872
ACH-000487,-1.8540471646599999
ACH-000488,-1.55455756873
ACH-000490,-1.39048785838
ACH-000491,-1.5103546291
ACH-000495,-1.5040562064899998
ACH-000496,-1.76047041373
ACH-000499,-1.86468613123
ACH-000500,-1.8969845758400001
ACH-000502,-1.7236698694400001
ACH-000503,-1.0715980305
ACH-000505,-1.5891834644
ACH-000507,-1.55574178925
ACH-000510,-1.49388442391
ACH-000511,-1.35165465618
ACH-000512,-1.45132726906
ACH-000516,-1.59772865974
ACH-000517,-1.4871485057299998
ACH-000518,-1.53782862815
ACH-000520,-1.34039942354
ACH-000521,-1.11958570861
ACH-000522,-1.4575767225799998
ACH-000524,-1.78380355268
ACH-000527,-1.691509687
ACH-000528,-1.47257857301
ACH-000537,-1.3333201718799998
ACH-000541,-1.55687285993
ACH-000542,-1.62403894416
ACH-000544,-1.4860657681099998
ACH-000545,-1.58050383789
ACH-000547,-1.45988316079
ACH-000548,-1.7885159559700001
ACH-000549,-1.4815913285799998
ACH-000550,-1.18101222464
ACH-000552,-1.49848064021
ACH-000556,-1.40690290708
ACH-000557,-1.7142201837600002
ACH-000570,-1.29514912824
ACH-000571,-1.9164647047599999
ACH-000573,-1.2414785586900001
ACH-000576,-1.4512695910100002
ACH-000580,-1.33239561963
ACH-000584,-1.67764325766
ACH-000585,-1.6624432737700001
ACH-000588,-1.4677738359399999
ACH-000589,-1.74603036949
ACH-000591,-1.27999421284
ACH-000593,-1.38710542568
ACH-000600,-1.25849533201
ACH-000601,-1.53617489137
ACH-000604,-2.37479124184
ACH-000605,-1.84780256667
ACH-000606,-1.4025274488600001
ACH-000608,-1.8486832279099998
ACH-000614,-1.4904062387600001
ACH-000616,-1.25426087932
ACH-000618,-1.70701837187
ACH-000619,-1.58007981704
ACH-000620,-1.54479331999
ACH-000621,-1.0515948822
ACH-000622,-1.5087932121799998
ACH-000623,-1.4069900585100001
ACH-000624,-1.7079457100100002
ACH-000627,-1.6434583663299998
ACH-000630,-1.3139615761499999
ACH-000632,-1.6421150253499999
ACH-000633,-1.14650647125
ACH-000637,-1.2427024089299998
ACH-000638,-1.63621763741
ACH-000646,-1.41125917458
ACH-000647,-1.5482463929199999
ACH-000648,-1.37780574705
ACH-000649,-1.03556628699
ACH-000651,-1.3436642935799998
ACH-000652,-1.0927440974200002
ACH-000653,-1.33060200646
ACH-000657,-1.7782903179700003
ACH-000658,-1.4420615881099998
ACH-000661,-1.38985320979
ACH-000662,-1.84287645997
ACH-000663,-1.3149453256599999
ACH-000665,-1.4605461802700002
ACH-000671,-1.5843389758000002
ACH-000673,-1.57062080447
ACH-000676,-1.21905834641
ACH-000677,-0.761230766664
ACH-000681,-1.7520685736900001
ACH-000682,-1.3737676064700002
ACH-000683,-1.3061338900900001
ACH-000684,-1.2788669559
ACH-000688,-1.48649280836
ACH-000693,-1.6250218722499998
ACH-000694,-1.6326413833899998
ACH-000695,-2.0170344556799997
ACH-000696,-1.53762947799
ACH-000697,-1.13606125541
ACH-000699,-1.7726662495299998
ACH-000701,-1.91340425572
ACH-000706,-1.20487030745
ACH-000711,-1.62142604496
ACH-000713,-1.4401151299700001
ACH-000714,-1.5062376363699999
ACH-000718,-1.72519313346
ACH-000720,-1.4966640447100001
ACH-000721,-1.7724448295400002
ACH-000724,-1.7353040260400001
ACH-000725,-1.91889985257
ACH-000732,-1.3510188527899998
ACH-000734,-1.5104350770800001
ACH-000735,-1.28243195094
ACH-000736,-1.29677246992
ACH-000738,-1.72774687995
ACH-000746,-1.34811979756
ACH-000747,-1.34303465086
ACH-000748,-1.2087697742
ACH-000753,-1.31775984039
ACH-000756,-1.58271208973
ACH-000757,-1.5539426389
ACH-000758,-1.3793625786200001
ACH-000760,-1.13784729983
ACH-000763,-1.75406905028
ACH-000764,-1.12893321582
ACH-000765,-1.47129986757
ACH-000766,-1.33894340544
ACH-000767,-1.8620147485499998
ACH-000768,-1.38389389442
ACH-000769,-1.6736787815
ACH-000770,-1.7038831421399998
ACH-000771,-1.7310777224200002
ACH-000773,-1.65418947117
ACH-000776,-1.41182445104
ACH-000777,-1.5526434272100003
ACH-000778,-2.0916502484799997
ACH-000781,-1.82109460104
ACH-000782,-1.5534484677
ACH-000783,-1.6151143246000002
ACH-000784,-1.71815144312
ACH-000785,-1.8699741576700002
ACH-000787,-1.7004872009
ACH-000788,-1.6309599174200002
ACH-000791,-1.77287573192
ACH-000792,-1.01510258032
ACH-000794,-1.3933392229799997
ACH-000796,-1.8143342126700002
ACH-000799,-1.3553856068799999
ACH-000800,-2.32213539932
ACH-000802,-1.5472634704100001
ACH-000804,-1.5655230466799999
ACH-000805,-1.4400754336200001
ACH-000809,-1.57601055944
ACH-000810,-1.6502218152
ACH-000811,-1.6449120155099999
ACH-000817,-1.55081938914
ACH-000819,-1.43374134618
ACH-000820,-1.2451501121200002
ACH-000821,-2.1431224659400003
ACH-000822,-1.3812004679499998
ACH-000823,-1.2585122523799999
ACH-000824,-1.45015547676
ACH-000827,-1.20802760212
ACH-000829,-1.27735422943
ACH-000831,-1.56199265875
ACH-000832,-1.57846930031
ACH-000833,-1.9751219134
ACH-000834,-1.77391755225
ACH-000835,-1.3816965345200003
ACH-000836,-1.24233095295
ACH-000837,-1.7136217639200002
ACH-000838,-1.29610402884
ACH-000839,-1.40705761093
ACH-000840,-1.7566905072099999
ACH-000841,-1.70367828014
ACH-000843,-1.6349425938799997
ACH-000846,-1.47743149724
ACH-000847,-1.4346652650100002
ACH-000848,-1.55428705125
ACH-000849,-1.65757813589
ACH-000851,-1.31870016751
ACH-000855,-1.88693561778
ACH-000856,-1.6150844954499999
ACH-000858,-1.3946794316799997
ACH-000859,-1.29876538837
ACH-000861,-1.59395498113
ACH-000862,-1.58181366393
ACH-000865,-1.3218022359700001
ACH-000866,-1.6219922783399998
ACH-000867,-1.51242851174
ACH-000869,-1.7543179225099998
ACH-000872,-1.48082656909
ACH-000873,-1.2551232894
ACH-000876,-1.1283071578200001
ACH-000878,-1.24690890722
ACH-000880,-1.4906516031200001
ACH-000881,-1.29893349763
ACH-000882,-1.36374079713
ACH-000884,-1.5046549049000002
ACH-000885,-1.5416723109000001
ACH-000887,-1.42977965139
ACH-000888,-1.78720167034
ACH-000889,-1.45260949627
ACH-000890,-1.52735969386
ACH-000896,-1.64847149691
ACH-000898,-1.88894587604
ACH-000900,-1.4884361857700001
ACH-000901,-1.64810760681
ACH-000905,-1.5020513203499999
ACH-000906,-1.8092866010099997
ACH-000907,-1.5227864272799998
ACH-000910,-1.62641504568
ACH-000911,-1.48360678669
ACH-000912,-1.5455142417399999
ACH-000913,-1.29891606808
ACH-000915,-1.14125930052
ACH-000916,-1.66004017034
ACH-000917,-1.3270020252899999
ACH-000921,-1.54262126333
ACH-000924,-1.32255216691
ACH-000926,-1.2927380808700002
ACH-000928,-1.60089129229
ACH-000929,-1.68304780186
ACH-000932,-1.3290133094399998
ACH-000935,-1.5219605058599999
ACH-000936,-1.2464505769299998
ACH-000937,-1.7071964706600002
ACH-000938,-1.33515699931
ACH-000939,-1.2737646112899998
ACH-000941,-1.61960683632
ACH-000943,-1.7671279435499998
ACH-000946,-1.46816225032
ACH-000947,-1.54793929857
ACH-000948,-1.4103066764899999
ACH-000950,-1.3689515887
ACH-000953,-1.29295991025
ACH-000957,-1.5456034551499997
ACH-000958,-1.31460513608
ACH-000960,-1.4335113122499998
ACH-000963,-0.9419326573379999
ACH-000968,-1.6127298762
ACH-000969,-1.50921127266
ACH-000973,-1.4741047490099999
ACH-000974,-1.3779365333200002
ACH-000975,-1.2667493295999999
ACH-000976,-1.5107623724500001
ACH-000978,-1.8433129192099997
ACH-000980,-1.61868325292
ACH-000984,-1.06962130093
ACH-000986,-1.43747345598
ACH-000988,-1.95154055521
ACH-000993,-1.4376895284600002
ACH-000994,-1.69413716333
ACH-000996,-1.38452997393
ACH-001001,-1.56145462451
ACH-001020,-1.1171340623100001
ACH-001028,-1.51368328315
ACH-001031,-1.4850824803799998
ACH-001038,-1.4941586005
ACH-001048,-1.4681598032799998
ACH-001050,-1.35447610368
ACH-001053,-1.28848448392
ACH-001054,-1.6839114483200002
ACH-001061,-1.35746625389
ACH-001067,-1.4870894996000001
ACH-001075,-1.4535003043299999
ACH-001096,-1.5287875933700001
ACH-001128,-0.406931857416
ACH-001134,-1.5552319391299998
ACH-001151,-1.6902025909
ACH-001163,-1.29256934307
ACH-001164,-1.33948396105
ACH-001173,-1.6193696365399999
ACH-001183,-1.60885643975
ACH-001184,-1.4800529612399997
ACH-001190,-1.3648748930799999
ACH-001192,-1.63537116466
ACH-001193,-1.30989612639
ACH-001196,-1.62839243836
ACH-001197,-1.76594017045
ACH-001205,-1.50011571593
ACH-001211,-1.31775650831
ACH-001212,-1.6218527035499999
ACH-001228,-1.7372558443400001
ACH-001232,-1.19290350059
ACH-001239,-1.50709459455
ACH-001274,-1.48094080529
ACH-001275,-1.62109895315
ACH-001277,-1.2878902081299999
ACH-001278,-1.4624551668
ACH-001280,-1.7205581910299999
ACH-001283,-1.5816695516100001
ACH-001289,-1.61065759826
ACH-001295,-1.6180968595700003
ACH-001300,-1.70517403377
ACH-001301,-1.45125311829
ACH-001302,-1.63909704456
ACH-001303,-1.75203423133
ACH-001306,-1.25472563511
ACH-001318,-1.2003718513500001
ACH-001322,-1.0152479171700002
ACH-001328,-1.2389770421600002
ACH-001332,-0.9173707316159999
ACH-001333,-1.7768310889099996
ACH-001336,-1.30872214463
ACH-001340,-1.6404932079299999
ACH-001346,-1.5403194958700002
ACH-001353,-1.65139700599
ACH-001354,-2.16431393415
ACH-001367,-1.3250929846500001
ACH-001368,-1.55075240931
ACH-001374,-0.9222528711110001
ACH-001375,-1.59216771658
ACH-001377,-1.5870933531600002
ACH-001380,-1.69286309065
ACH-001391,-1.3667182283700001
ACH-001407,-1.2419251072600002
ACH-001408,-1.77678502295
ACH-001413,-1.19189276145
ACH-001430,-1.21497204212
ACH-001431,-1.7633168804700001
ACH-001450,-1.17128379287
ACH-001496,-1.3060010988200002
ACH-001500,-0.946402428494
ACH-001521,-1.1943743406799998
ACH-001523,-1.3335518178599999
ACH-001532,-1.57571932233
ACH-001536,-1.7793463345099998
ACH-001550,-1.3881295644100002
ACH-001552,-1.1068921649299999
ACH-001554,-1.6141659239
ACH-001645,-1.7562118500400001
ACH-001654,-1.38549048461
ACH-001715,-1.64569799253
ACH-001735,-1.50077408204
ACH-001736,-1.3550016541499998
ACH-001737,-1.4417603697499999
ACH-001740,-1.7027345604799997
ACH-001745,-1.67017451934
ACH-001750,-1.4484643805000001
ACH-001765,-1.6429503967399999
ACH-001956,-1.9432524357799998
ACH-001957,-1.50913321294
