,GTF2IRD1 (9569)
ACH-000004,-0.119410011145
ACH-000007,0.37904797420599995
ACH-000009,0.0057956509029199995
ACH-000011,-0.271492727619
ACH-000012,-0.09676013587000001
ACH-000013,0.100671469087
ACH-000014,-0.0046984829742
ACH-000015,0.104382013482
ACH-000017,0.178190507731
ACH-000018,-0.08769402006789999
ACH-000019,-0.157335615364
ACH-000021,-0.24103140405499998
ACH-000022,-0.22280808701699997
ACH-000025,-0.12753823509
ACH-000028,-0.179077065589
ACH-000030,0.0654455028332
ACH-000035,-0.166577037512
ACH-000036,0.0933142070706
ACH-000037,-0.0364090068034
ACH-000039,-0.318014279659
ACH-000040,-0.347229016727
ACH-000041,0.158409969565
ACH-000042,-0.19269803297600002
ACH-000045,-0.174791676673
ACH-000047,0.00565040297785
ACH-000052,0.159362263028
ACH-000053,-0.125626491086
ACH-000054,-0.0627750356403
ACH-000055,-0.17400629346500002
ACH-000060,-0.19476729953299998
ACH-000067,-0.202660522379
ACH-000070,-0.0962557075041
ACH-000075,0.110938344612
ACH-000078,0.00175587023406
ACH-000082,0.0758903729486
ACH-000085,0.0231894054778
ACH-000086,0.102282207414
ACH-000087,0.0395302364474
ACH-000092,0.051973897197000005
ACH-000095,-0.165213043836
ACH-000097,-0.223807056628
ACH-000098,-0.102656436015
ACH-000099,-0.0647237374404
ACH-000108,-0.0177106527795
ACH-000113,-0.0605547429659
ACH-000115,-0.22649066532099998
ACH-000116,0.010810805811999998
ACH-000118,-0.162683129082
ACH-000120,0.0901993396879
ACH-000123,-0.07975779589939999
ACH-000127,-0.08146125233260001
ACH-000128,-0.10493098036800001
ACH-000132,0.201027228731
ACH-000133,0.08952941701760002
ACH-000137,-0.123887362414
ACH-000138,-0.027613548555999998
ACH-000142,-0.029829474604099997
ACH-000143,-0.15579485228
ACH-000146,-0.150073472855
ACH-000148,-0.22824518824099999
ACH-000150,0.015078826287
ACH-000152,0.059488364888
ACH-000153,-0.059512382955099995
ACH-000159,-0.15496155193800001
ACH-000160,-0.0443543790391
ACH-000163,0.43948019986299997
ACH-000167,-0.157445686292
ACH-000168,-0.06270345277969999
ACH-000169,-0.262872573848
ACH-000178,0.020448646399
ACH-000182,-0.126801011956
ACH-000183,-0.0301623776617
ACH-000188,-0.030136455262
ACH-000189,-0.0731408837208
ACH-000190,0.120685480324
ACH-000198,-0.0835460692258
ACH-000204,-0.09481607493010001
ACH-000206,-0.0171336438354
ACH-000207,-0.374712592895
ACH-000211,-0.271278357053
ACH-000215,-0.025493182676599998
ACH-000221,-0.18910934462
ACH-000222,-0.0970078581832
ACH-000223,0.0421056276698
ACH-000226,-0.0331215955327
ACH-000227,0.12344752706800001
ACH-000228,-0.0785723079877
ACH-000231,-0.0613979351025
ACH-000232,0.0322395781437
ACH-000233,-0.138448479849
ACH-000234,-0.0724691195368
ACH-000235,-0.17174264048300003
ACH-000237,-0.0211954423823
ACH-000238,0.09406272562560002
ACH-000243,-0.0100720597267
ACH-000244,0.013916129412499999
ACH-000246,-0.108515162873
ACH-000248,0.0214486765906
ACH-000250,-0.052298265621600004
ACH-000251,-0.125065744885
ACH-000253,-0.023226867960599997
ACH-000255,-0.137575977102
ACH-000256,0.12003564711300001
ACH-000257,0.11743935849199999
ACH-000258,-0.182342648262
ACH-000259,-0.0683843804497
ACH-000260,-0.13115712585699998
ACH-000261,-0.124738027643
ACH-000262,-0.177029647196
ACH-000263,0.231767449998
ACH-000264,-0.0655410162912
ACH-000265,-0.0249865874555
ACH-000266,-0.10796167499399999
ACH-000272,-0.0407445803084
ACH-000273,0.09379710472139999
ACH-000274,-0.149668585776
ACH-000277,-0.126104171783
ACH-000278,-0.0927657891426
ACH-000279,-0.00844839353227
ACH-000280,-0.254111462474
ACH-000281,-0.269245298889
ACH-000288,-0.0247637937727
ACH-000291,-0.106515351684
ACH-000293,0.0124556202558
ACH-000294,-0.00263637105876
ACH-000295,-0.106916779473
ACH-000296,-0.151559719734
ACH-000302,-0.023020724796700004
ACH-000304,0.03942354998230001
ACH-000307,-0.10206388202700001
ACH-000308,-0.0325845040116
ACH-000310,0.046552595151000006
ACH-000311,-0.258029662891
ACH-000312,-0.24623666796500002
ACH-000315,0.115658176794
ACH-000316,-0.2332745061
ACH-000317,0.030378458812799998
ACH-000318,0.10225042144799999
ACH-000319,-0.195464542361
ACH-000320,0.057918663900899996
ACH-000322,-0.177442695794
ACH-000323,0.036578191181900005
ACH-000324,-0.127507547534
ACH-000329,0.0654626685508
ACH-000330,-0.161164291715
ACH-000331,0.0308639846856
ACH-000332,-0.13342948942
ACH-000334,0.4810885205899999
ACH-000335,0.12022671124399999
ACH-000336,-0.143908079478
ACH-000337,-0.285987597578
ACH-000339,-0.129773317142
ACH-000341,-0.0526692424929
ACH-000348,0.08981167781539999
ACH-000350,0.0381418358382
ACH-000352,-0.132299402316
ACH-000356,-0.09748496263949999
ACH-000361,-0.09384879567
ACH-000362,-0.202139425458
ACH-000363,-0.16225072883799999
ACH-000364,-0.08988128457620001
ACH-000365,-0.0611840531434
ACH-000366,-0.0691236948413
ACH-000368,0.007995030458859999
ACH-000374,-0.362945856113
ACH-000375,-0.0619016652938
ACH-000376,-0.031898348074
ACH-000381,-0.0357374898009
ACH-000383,-0.296714163292
ACH-000387,-0.198668516756
ACH-000389,-0.0177567254807
ACH-000390,-0.206806327843
ACH-000393,-0.0822577629768
ACH-000395,-0.27382086631499997
ACH-000397,-0.0898145570667
ACH-000401,-0.159234106603
ACH-000402,0.147342290618
ACH-000403,0.00241910335994
ACH-000404,-0.004152680880199999
ACH-000406,-0.20420148307799998
ACH-000407,-0.01245930304
ACH-000408,-0.21940742466
ACH-000410,-0.128404045189
ACH-000411,0.08066417932110001
ACH-000414,-0.0973864620709
ACH-000415,-0.325195220342
ACH-000416,-0.0106263073536
ACH-000420,-0.21177336420899998
ACH-000421,-0.223567104023
ACH-000424,0.0407747276466
ACH-000425,-0.19490499322299998
ACH-000426,0.014585606911500001
ACH-000427,-0.257664221678
ACH-000433,-0.274489642736
ACH-000436,-0.20845387265999998
ACH-000444,0.0362343401009
ACH-000445,-0.08208749529130001
ACH-000448,-0.182396807225
ACH-000450,0.050226114859800004
ACH-000452,-0.189669758506
ACH-000454,-0.08516354428810001
ACH-000458,-0.07237137494149999
ACH-000459,0.191888295307
ACH-000460,-0.00336160861343
ACH-000461,0.10339266484300001
ACH-000463,-0.0596157853675
ACH-000464,-0.162978237231
ACH-000466,0.09813670761489998
ACH-000467,0.109544256525
ACH-000468,-0.232320004557
ACH-000469,-0.127815281452
ACH-000470,-0.0250865226033
ACH-000471,-0.20265812502
ACH-000472,-0.10999328286900001
ACH-000473,-0.25768646067
ACH-000475,-0.0682992223975
ACH-000476,-0.0589296065395
ACH-000477,-0.206542390942
ACH-000480,0.0130965176062
ACH-000481,-0.216999420722
ACH-000483,0.028674982391599997
ACH-000484,0.0560689890857
ACH-000485,0.110708136599
ACH-000486,-0.11467429134500001
ACH-000487,-0.030574693697599995
ACH-000488,-0.326929823288
ACH-000490,0.0109996038949
ACH-000491,-0.192350946361
ACH-000495,-0.10470265333699999
ACH-000496,0.100763778312
ACH-000499,0.18715196884
ACH-000500,-0.13810227580700002
ACH-000502,-0.141331355725
ACH-000503,0.26545050972199996
ACH-000505,-0.0537260566309
ACH-000507,0.522946874153
ACH-000510,-0.100109132992
ACH-000511,-0.0178063115489
ACH-000512,-0.045807707407400006
ACH-000516,0.0956563203933
ACH-000517,-0.14513826703299998
ACH-000518,-0.12513607347
ACH-000520,-0.0376260138456
ACH-000521,-0.08285408703939999
ACH-000522,0.0357147025474
ACH-000524,-0.0107708010629
ACH-000527,-0.18888122614100003
ACH-000528,-0.161747220937
ACH-000537,-0.103398316406
ACH-000541,0.15346224401900002
ACH-000542,-0.132292899685
ACH-000544,-0.15680964820499999
ACH-000545,-0.0542194945753
ACH-000547,-0.0983845321243
ACH-000548,0.120762280045
ACH-000549,-0.083022309993
ACH-000550,-0.259362363192
ACH-000552,0.10445760990599999
