,CYSTM1 (84418)
ACH-000004,0.302923993921
ACH-000007,0.48863735770000005
ACH-000009,0.18348840650400003
ACH-000011,0.17510141567200002
ACH-000012,0.22460188223000002
ACH-000013,0.215071848501
ACH-000014,0.182415155291
ACH-000015,0.16933420787300002
ACH-000017,0.11875500559699999
ACH-000018,0.38936981916100005
ACH-000019,0.129985081244
ACH-000021,0.10319615611300001
ACH-000022,0.145773358361
ACH-000025,0.21296441971900001
ACH-000028,0.391374179987
ACH-000030,0.175049836761
ACH-000035,0.215209986427
ACH-000036,0.24626060309999998
ACH-000037,0.38492798438500003
ACH-000039,0.205327227646
ACH-000040,0.0366361562251
ACH-000041,0.259615841105
ACH-000042,0.30763029989199997
ACH-000045,0.423628661404
ACH-000047,0.23656970436900002
ACH-000052,0.207259455884
ACH-000053,0.143185270083
ACH-000054,0.214625695183
ACH-000055,0.13964130591600002
ACH-000060,0.24007730404199998
ACH-000067,0.355134958583
ACH-000070,0.12179484980699999
ACH-000075,0.17482380266800002
ACH-000078,0.30015472920499997
ACH-000082,0.0788366109919
ACH-000085,0.21730575396899998
ACH-000086,0.169824637823
ACH-000087,0.0858752406219
ACH-000092,0.253836253197
ACH-000095,0.143887388138
ACH-000097,0.23899682715999998
ACH-000098,0.259739575455
ACH-000099,0.291224544387
ACH-000108,0.11619059064500001
ACH-000113,0.33640006966700003
ACH-000115,0.151109960341
ACH-000116,0.15819586866399998
ACH-000118,0.196976902826
ACH-000120,0.25048243181200003
ACH-000123,0.053121169748099994
ACH-000127,0.25486160731199997
ACH-000128,0.273657207508
ACH-000132,0.0093675271944
ACH-000133,-0.09798465293889999
ACH-000137,0.27080168941599997
ACH-000138,0.15060270317500002
ACH-000142,0.225808969145
ACH-000143,0.07803810580710001
ACH-000146,0.09980395812580001
ACH-000148,0.327386724758
ACH-000150,-0.0104280032609
ACH-000152,0.246244497969
ACH-000153,0.33861746178900004
ACH-000159,0.24144434352400002
ACH-000160,0.28722610028
ACH-000163,0.439688253583
ACH-000167,0.025173304365
ACH-000168,0.37027446559
ACH-000169,-0.048031014458599995
ACH-000178,0.243033563437
ACH-000182,0.09177152905239999
ACH-000183,0.0351085833711
ACH-000188,0.014409993319200001
ACH-000189,0.462941649116
ACH-000190,0.118408388505
ACH-000198,0.181036330348
ACH-000204,-0.130601987422
ACH-000206,-0.0498980375585
ACH-000207,0.100967747734
ACH-000211,0.29089936848700004
ACH-000215,0.13988453672599999
ACH-000221,0.17405458129700002
ACH-000222,0.38305172434900003
ACH-000223,0.251487764031
ACH-000226,0.240099963103
ACH-000227,0.23628741324799998
