,SETBP1 (26040)
ACH-000004,0.0708292175021
ACH-000007,-0.110070377971
ACH-000009,-0.035946248672000004
ACH-000011,0.102949083844
ACH-000012,0.079230239142
ACH-000013,0.08660363819080001
ACH-000014,-0.116799838648
ACH-000015,-0.021540000981700003
ACH-000017,-0.029169011341400004
ACH-000018,-0.15794552264
ACH-000019,0.0527453286762
ACH-000021,0.0770292202872
ACH-000022,-0.0186974761804
ACH-000025,0.000225130802584
ACH-000028,0.07816537012889999
ACH-000030,-0.0009748083958010001
ACH-000035,-0.046821592679900007
ACH-000036,0.0245087411725
ACH-000037,0.16844004119000003
ACH-000039,0.0688471801381
ACH-000040,0.134381613823
ACH-000041,0.06652367623859999
ACH-000042,-0.0792770636098
ACH-000045,0.15995730399900002
ACH-000047,0.0320596354895
ACH-000052,0.018673440146
ACH-000053,0.012525885632599999
ACH-000054,0.005588819652140001
ACH-000055,-0.0701551536039
ACH-000060,-0.0928570936501
ACH-000067,0.260987512852
ACH-000070,0.131194858813
ACH-000075,0.15609227275499998
ACH-000078,0.215744322551
ACH-000082,-0.0284018066911
ACH-000085,-0.052725704193900005
ACH-000086,0.127377819345
ACH-000087,-0.16997809757500001
ACH-000092,0.0590450727817
ACH-000095,-0.0573691668622
ACH-000097,-0.045521702752700004
ACH-000098,0.169328575525
ACH-000099,-0.0657922346751
ACH-000108,-0.0147467850804
ACH-000113,0.0689019251201
ACH-000115,0.15310556671599998
ACH-000116,-0.037374378891199996
ACH-000118,0.0468761837463
ACH-000120,-0.0642411390381
ACH-000123,0.134955160011
ACH-000127,0.0558967174758
ACH-000128,0.0939503604545
ACH-000132,-0.227718554031
ACH-000133,0.096363005658
ACH-000137,-0.102175532858
ACH-000138,0.013614234538100001
ACH-000142,0.258059055529
ACH-000143,0.10657853176000001
ACH-000146,-0.0203790184897
ACH-000148,0.101649127628
ACH-000150,-0.09858831566510001
ACH-000152,0.0191162304397
ACH-000153,0.190668210013
ACH-000159,-0.0557392329746
ACH-000160,0.289332875837
ACH-000163,-0.07165366921360002
ACH-000167,0.47459801118199996
ACH-000168,-0.141459682842
ACH-000169,-0.041700462066099994
ACH-000178,0.11747467085100001
ACH-000182,0.0702874574668
ACH-000183,0.114551012457
ACH-000188,0.0317130923188
ACH-000189,-0.379398489251
ACH-000190,0.250871877962
ACH-000198,-0.10562266043099999
ACH-000204,-0.340010212456
ACH-000206,-0.008937400056540002
ACH-000207,-0.0691159820472
ACH-000211,-0.00113333787419
ACH-000215,0.109109389507
ACH-000221,0.146743140112
ACH-000222,-0.197115274879
ACH-000223,-0.149439392837
ACH-000226,0.000401617702888
ACH-000227,0.0358335492765
ACH-000228,-0.020166065009000003
ACH-000231,0.187129384579
ACH-000232,-0.00822430084162
ACH-000233,0.034812914205
ACH-000234,0.016900721306
ACH-000235,0.0853222654465
ACH-000237,0.0985642433038
ACH-000238,-0.121893910981
ACH-000243,0.0440948910109
ACH-000244,0.10934938043199999
ACH-000246,-0.010780745024000001
ACH-000248,0.0214110736455
ACH-000250,-0.0656265883533
ACH-000251,0.263050049439
ACH-000253,0.047422118895399996
ACH-000255,-0.0044540376422
ACH-000256,0.19353535152399998
ACH-000257,-0.435229939435
ACH-000258,-0.15265068393
ACH-000259,0.028545912886200002
ACH-000260,0.00910855759527
ACH-000261,-0.0615870810945
ACH-000262,-0.159524803216
ACH-000263,-0.198499581201
ACH-000264,0.0456717132999
ACH-000265,0.0683989150789
ACH-000266,0.0457498038111
ACH-000272,-0.0167003482372
ACH-000273,-0.038735391621300005
ACH-000274,0.0233773119317
ACH-000277,0.0886975032991
ACH-000278,0.0316974281118
ACH-000279,-0.0069580256812
ACH-000280,-0.0473813438007
ACH-000281,-0.210869921156
ACH-000288,0.09925930062689999
ACH-000291,-0.14822269032
ACH-000293,-0.010924140543200001
ACH-000294,0.0147034569506
ACH-000295,-0.46503814396399995
ACH-000296,0.047471021824199995
ACH-000302,-0.0655568415609
ACH-000304,0.038891839772300006
ACH-000307,-0.053645193536900004
ACH-000308,0.0707129902145
ACH-000310,0.084792489795
ACH-000311,0.00497759693315
ACH-000312,0.09639435838230001
ACH-000315,-0.183165023811
ACH-000316,0.190525737754
ACH-000317,0.107176196623
ACH-000318,0.043581928080400005
ACH-000319,0.0435927937326
ACH-000320,-0.14525348085
ACH-000322,-0.00426008816038
ACH-000323,0.0286840889926
ACH-000324,0.0343392399699
ACH-000329,0.115314515393
ACH-000330,0.0680154392266
ACH-000331,0.101407117395
ACH-000332,-0.0197958881943
ACH-000334,0.080520426405
ACH-000335,0.20180157326200002
ACH-000336,0.17901318435600003
ACH-000337,0.0592440511751
ACH-000339,0.04575821693630001
ACH-000341,0.310862345263
ACH-000348,-0.056872787920500004
