,DLAT (1737)
ACH-000004,0.0882824494887
ACH-000007,-0.232356363458
ACH-000009,-0.11693848740900001
ACH-000011,0.140497191647
ACH-000012,-0.0161424051596
ACH-000013,-0.0234863499989
ACH-000014,0.031929790567
ACH-000015,0.026656311024299998
ACH-000017,-0.019490362766099997
ACH-000018,-0.0904514512868
ACH-000019,-0.584141787417
ACH-000021,0.0401397585987
ACH-000022,-0.0157495620484
ACH-000025,-0.062594458534
ACH-000028,-0.735820441062
ACH-000030,0.182817293436
ACH-000035,0.247965305867
ACH-000036,0.125686277845
ACH-000037,0.0391741563083
ACH-000039,0.14910226580299998
ACH-000040,0.166565863246
ACH-000041,-0.0524397131064
ACH-000042,0.165435024233
ACH-000045,-0.00709323643082
ACH-000047,-0.181494877976
ACH-000052,0.0601492997103
ACH-000053,-0.0876748234746
ACH-000054,-0.15191373752499998
ACH-000055,0.170974781562
ACH-000060,0.121165021449
ACH-000067,0.0433881199682
ACH-000070,-0.165156486062
ACH-000075,0.172594921679
ACH-000078,0.0285553451567
ACH-000082,-0.130053815406
ACH-000085,-0.12472387652000001
ACH-000086,-0.00961478176439
ACH-000087,0.0960331770483
ACH-000092,-0.0320832747367
ACH-000095,-0.122689633081
ACH-000097,0.0803326624664
ACH-000098,0.014282774611200002
ACH-000099,0.516542803648
ACH-000108,0.136275462407
ACH-000113,-0.0484512634775
ACH-000115,0.049192306107000004
ACH-000116,-0.00798014225232
ACH-000118,-0.18880605077399998
ACH-000120,0.0555436493017
ACH-000123,-0.0537955077036
ACH-000127,-0.0736270145356
ACH-000128,0.00467032601854
ACH-000132,-0.195680910319
ACH-000133,0.0911172686671
ACH-000137,-0.00242782735047
ACH-000138,-0.229504717643
ACH-000142,0.134650434465
ACH-000143,-0.23212061228599998
ACH-000146,-0.0907995854334
ACH-000148,-0.18534250610300002
ACH-000150,-0.146840392233
ACH-000152,-0.0226356737118
ACH-000153,0.06573896669099999
ACH-000159,0.110738966469
ACH-000160,-0.102193312751
ACH-000163,0.130508485535
ACH-000167,0.0861886161686
ACH-000168,-0.0546034254766
ACH-000169,0.08796234843910002
ACH-000178,0.086379760011
ACH-000182,-0.08347729223230001
ACH-000183,-0.00210609539215
ACH-000188,-0.155451718131
ACH-000189,-0.183317873528
ACH-000190,-0.0905569815107
ACH-000198,-0.217180346144
ACH-000204,0.00560058970037
ACH-000206,0.06214589167930001
ACH-000207,0.222987440841
ACH-000211,-0.051177274211599996
ACH-000215,0.00183761544296
ACH-000221,0.141401099532
ACH-000222,-0.10524911706399999
ACH-000223,0.0499392987223
ACH-000226,-0.0155203578245
ACH-000227,-0.056122547016
ACH-000228,0.1936437771
ACH-000231,0.0569829346888
ACH-000232,0.201556469815
ACH-000233,-0.172802084215
ACH-000234,-0.21577140233000003
ACH-000235,-0.0223579445249
ACH-000237,0.0877053084527
ACH-000238,0.107194676154
