,RDH12 (145226)
ACH-000004,0.22294200799699998
ACH-000007,0.17502447893399997
ACH-000009,0.19981417395
ACH-000011,0.11395876815099999
ACH-000012,0.202415463737
ACH-000013,0.182012926729
ACH-000014,0.127475696366
ACH-000015,0.33523244244
ACH-000017,0.22999840281599998
ACH-000018,0.168534507372
ACH-000019,0.418406184517
ACH-000021,0.42360107890500004
ACH-000022,0.329233358672
ACH-000025,0.187163958707
ACH-000028,0.254902603233
ACH-000030,0.210177951719
ACH-000035,0.47410579088200006
ACH-000036,0.36149712552100005
ACH-000037,0.0662893359318
ACH-000039,0.21218393189399998
ACH-000040,0.167642962195
ACH-000041,0.365354324156
ACH-000042,0.36232092981499997
ACH-000045,0.296715057049
ACH-000047,0.078566388037
ACH-000052,0.36184846780100005
ACH-000053,0.203628880292
ACH-000054,0.213881817334
ACH-000055,0.348927595457
ACH-000060,-0.07335155123260001
ACH-000067,0.41896703292900006
ACH-000070,0.23866270188900002
ACH-000075,0.334427954402
ACH-000078,0.319040598398
ACH-000082,0.202427612054
ACH-000085,0.306010567995
ACH-000086,0.267206144787
ACH-000087,0.123666474121
ACH-000092,0.183657496368
ACH-000095,0.26321339467099997
ACH-000097,0.284554300345
ACH-000098,0.36330775671300003
ACH-000099,0.29894122618700003
ACH-000108,0.262973525465
ACH-000113,0.274555956816
ACH-000115,0.371260785818
ACH-000116,0.41892569378600003
ACH-000118,0.327086504084
ACH-000120,0.559547708713
ACH-000123,0.239356099215
ACH-000127,0.299035249032
ACH-000128,0.20451864751899998
ACH-000132,0.410958585224
ACH-000133,0.40413035338500003
ACH-000137,0.482233182453
ACH-000138,0.239312357287
ACH-000142,0.051606438199500004
ACH-000143,0.202227478371
ACH-000146,0.248552187132
ACH-000148,0.32787312163000004
ACH-000150,0.37594329021300005
ACH-000152,0.18604050678800002
ACH-000153,0.39121349845299996
ACH-000159,0.24850121558899999
ACH-000160,0.336296960584
ACH-000163,0.453884991167
ACH-000167,0.333446804287
ACH-000168,0.429789628855
ACH-000169,0.45033538921899996
ACH-000178,0.31317379273400003
ACH-000182,0.365098104748
ACH-000183,0.161139876074
ACH-000188,0.365943096242
ACH-000189,0.45002937373
ACH-000190,0.369050503892
ACH-000198,0.19438514302700002
ACH-000204,0.541625397644
ACH-000206,0.333707605463
ACH-000207,0.285242516379
ACH-000211,0.013382688123299999
ACH-000215,0.362831762336
ACH-000221,0.43056849740500003
ACH-000222,0.42084452618900003
ACH-000223,0.349477479175
ACH-000226,0.201023905055
ACH-000227,0.237293041699
ACH-000228,0.167769877964
ACH-000231,0.292667358915
ACH-000232,0.237092396809
ACH-000233,0.39110447579400004
ACH-000234,0.498443642583
ACH-000235,0.298142973729
ACH-000237,0.41663850321400003
ACH-000238,0.135235328929
ACH-000243,0.268296230734
ACH-000244,-0.0023770584186999996
ACH-000246,0.270148413428
ACH-000248,0.0937374986001
ACH-000250,0.25421420495700003
ACH-000251,0.315389316481
ACH-000253,0.304773736945
ACH-000255,0.22710376758099998
ACH-000256,0.292574443261
ACH-000257,0.31647128438
ACH-000258,0.18569310749600001
ACH-000259,0.376813634528
ACH-000260,0.338808630371
ACH-000261,0.230643417632
ACH-000262,0.218523780287
ACH-000263,0.145082323943
ACH-000264,0.318414945278
ACH-000265,0.344738220164
ACH-000266,0.473526276901
ACH-000272,0.24014670109
ACH-000273,0.32509475013300004
ACH-000274,0.19942972770300002
ACH-000277,0.377433294643
ACH-000278,0.28718940296100004
ACH-000279,0.294308676462
ACH-000280,0.10910187544000001
ACH-000281,0.262930246629
ACH-000288,0.21246714578499998
ACH-000291,0.35924505762500003
ACH-000293,0.443852679086
ACH-000294,0.320089429957
ACH-000295,0.334432969536
ACH-000296,0.33817594066699996
ACH-000302,0.253941463758
ACH-000304,0.37520115498499995
ACH-000307,0.370908183493
ACH-000308,0.24459385548300003
ACH-000310,0.276751409122
ACH-000311,0.530347128531
ACH-000312,0.405883608725
ACH-000315,0.142655983971
ACH-000316,0.39128714177
ACH-000317,0.365479764355
ACH-000318,0.449772070921
ACH-000319,0.420175149938
ACH-000320,0.607639998803
ACH-000322,0.0946695275123
ACH-000323,0.33576482349799996
ACH-000324,0.336675397063
ACH-000329,0.343403176555
ACH-000330,0.385341336837
ACH-000331,0.37415389268700006
ACH-000332,0.38993364569899996
ACH-000334,0.26693614283000006
ACH-000335,0.35760390021
ACH-000336,0.671713370469
ACH-000337,0.236730833726
ACH-000339,0.17500123228599998
ACH-000341,0.29140220359
ACH-000348,0.280090913853
ACH-000350,0.339131438677
ACH-000352,0.369476344242
ACH-000356,0.140242143846
ACH-000361,0.06807166659319999
ACH-000362,0.290379491365
ACH-000363,0.283993350957
ACH-000364,0.08805374239769999
ACH-000365,0.269268446266
ACH-000366,0.247729906661
ACH-000368,0.0378807225304
ACH-000374,0.495774830556
ACH-000375,0.308479190577
ACH-000376,0.219584497167
ACH-000381,0.115655979591
ACH-000383,0.245499644834
ACH-000387,0.338648431964
ACH-000389,0.25508894509
ACH-000390,0.383502918874
ACH-000393,0.385177684466
ACH-000395,0.148584979716
ACH-000397,0.266664520054
ACH-000401,0.0578607003357
ACH-000402,0.11572223499600001
ACH-000403,0.240301190508
ACH-000404,0.17751772468
ACH-000406,0.20356061922899998
ACH-000407,0.333120660911
ACH-000408,0.421601305265
ACH-000410,0.201907127703
ACH-000411,0.411602348248
ACH-000414,0.5724612184350001
ACH-000415,0.189952457249
ACH-000416,0.334214328635
ACH-000420,0.20314551318500002
ACH-000421,0.238923529498
ACH-000424,0.0309065921153
ACH-000425,0.35098998465400005
ACH-000426,0.327627080517
ACH-000427,0.033369325928
ACH-000433,0.157401790265
ACH-000436,0.21622840981
