,HIST1H2BM (8342)
ACH-000004,-0.845849923416
ACH-000007,-0.7221906044449999
ACH-000009,-0.766214716514
ACH-000011,-1.1056251827399999
ACH-000012,-0.806118136496
ACH-000013,-0.693065254068
ACH-000014,-0.991850469648
ACH-000015,-0.416279669503
ACH-000017,-1.07389500557
ACH-000018,-0.978637924019
ACH-000019,-0.834398159297
ACH-000021,-0.5548956701300001
ACH-000022,-0.815711438004
ACH-000025,-0.771771345263
ACH-000028,-0.825730037211
ACH-000030,-0.728550913223
ACH-000035,-0.870403366669
ACH-000036,-0.696432832639
ACH-000037,-0.650765814426
ACH-000039,-0.658789946177
ACH-000040,-0.644706216725
ACH-000041,-1.3760123896799998
ACH-000042,-0.9733349817910001
ACH-000045,-0.967482390052
ACH-000047,-0.800344165124
ACH-000052,-0.7328777641069999
ACH-000053,-0.89369990165
ACH-000054,-0.816179331764
ACH-000055,-0.595966212833
ACH-000060,-0.787500612907
ACH-000067,-0.768146067474
ACH-000070,-0.647191209985
ACH-000075,-1.05749924959
ACH-000078,-0.991554204209
ACH-000082,-1.15037444456
ACH-000085,-0.9170053112469999
ACH-000086,-0.9584250669750001
ACH-000087,-0.301551859243
ACH-000092,-0.793225618298
ACH-000095,-1.07306118982
ACH-000097,-0.7864018208920001
ACH-000098,-0.975566521764
ACH-000099,-0.998661463155
ACH-000108,-0.528038679036
ACH-000113,-1.18080690588
ACH-000115,-1.31072550285
ACH-000116,-0.716054065039
ACH-000118,-0.6509683984100001
ACH-000120,-0.628931929006
ACH-000123,-1.03589899279
ACH-000127,-0.62307918149
ACH-000128,-0.7654145184990001
ACH-000132,-0.542438686268
ACH-000133,-0.8468469573819999
ACH-000137,-0.626352184157
ACH-000138,-0.666844312727
ACH-000142,-0.680426861815
ACH-000143,-0.595705404712
ACH-000146,-0.694022695806
ACH-000148,-0.624352945535
ACH-000150,-0.623609960168
ACH-000152,-0.761476540594
ACH-000153,-0.49307234863999994
ACH-000159,-0.798635123849
ACH-000160,-0.434360072699
ACH-000163,-0.808965266324
ACH-000167,-0.0872323449471
ACH-000168,-1.11250679456
ACH-000169,-1.13005606193
ACH-000178,-0.725539608911
ACH-000182,-0.8025863514849999
ACH-000183,-0.8161313851850001
ACH-000188,-0.914445777341
ACH-000189,-0.965278394559
ACH-000190,0.073077376914
ACH-000198,-0.902811424347
ACH-000204,-0.835016165048
ACH-000206,-1.47409349067
ACH-000207,-0.833144201358
ACH-000211,-0.771294805704
ACH-000215,-1.02736277376
ACH-000221,-0.642814507214
ACH-000222,-0.746411030024
ACH-000223,-1.1393971454
ACH-000226,-0.606931205522
ACH-000227,-0.948611817056
ACH-000228,-0.9560395682639999
ACH-000231,-0.926710178882
ACH-000232,-0.8610052714740001
ACH-000233,-1.1728377057500001
ACH-000234,-1.1390425259899999
ACH-000235,-0.674312444724
ACH-000237,-0.68893290152
ACH-000238,-0.954853249668
ACH-000243,-0.597081518053
ACH-000244,-0.94774167607
ACH-000246,-0.902406094464
ACH-000248,-0.790901595313
ACH-000250,-0.9648417888299998
ACH-000251,-1.1772291261299999
ACH-000253,-0.684610120998
ACH-000255,-0.549979373335
ACH-000256,-0.7144081094210001
ACH-000257,-0.539527653198
ACH-000258,-0.658876429741
ACH-000259,-0.8349813375849999
ACH-000260,-0.792297591969
ACH-000261,-0.8339938183840001
ACH-000262,-0.761430227206
ACH-000263,-0.7371821405560001
ACH-000264,-0.8563214790070001
ACH-000265,-0.742109903328
ACH-000266,-0.635307875542
ACH-000272,-0.719370214075
ACH-000273,-0.994155228298
ACH-000274,-0.589498196923
ACH-000277,-1.2093478363899999
ACH-000278,-0.707914544602
ACH-000279,-0.857261899025
ACH-000280,-1.0860853456
ACH-000281,-0.8425048506
ACH-000288,-0.599774482019
ACH-000291,-0.823750291286
ACH-000293,-0.563548429018
ACH-000294,-0.648563717047
ACH-000295,-0.9237267264899999
ACH-000296,-0.443772658074
ACH-000302,-0.46651745298
ACH-000304,-1.06868800955
ACH-000307,-0.7543568498119999
ACH-000308,-0.780166953238
ACH-000310,-1.10432198016
ACH-000311,-0.716381043719
ACH-000312,-0.69636076498
ACH-000315,-0.587298229218
ACH-000316,-0.7125855043420001
ACH-000317,-1.10087764897
ACH-000318,-0.7488575221510001
ACH-000319,-0.6724670371670001
ACH-000320,-0.79270323972
ACH-000322,-0.690555762557
ACH-000323,-0.7061236329520001
ACH-000324,-0.887708827315
ACH-000329,-0.948263555195
ACH-000330,-0.932867289121
ACH-000331,-0.659947361033
ACH-000332,-0.714820252482
ACH-000334,-1.03693511794
ACH-000335,-0.6954635129160001
ACH-000336,-0.870814211673
ACH-000337,-0.696961438954
ACH-000339,-0.747810549766
ACH-000341,-0.7520602409299999
ACH-000348,-0.657799621341
ACH-000350,-0.8960004261489999
ACH-000352,-0.535714919428
ACH-000356,-0.888546749171
ACH-000361,-0.670782114748
ACH-000362,-1.06865960376
ACH-000363,-0.8197531199160001
ACH-000364,-0.635490798768
ACH-000365,-0.7427172968369999
ACH-000366,-0.5998155369899999
ACH-000368,-0.6895882328730001
ACH-000374,-0.951496494443
ACH-000375,-0.534912608478
ACH-000376,-0.698826880133
ACH-000381,-0.640429392245
ACH-000383,-0.917868828125
ACH-000387,-0.908737901558
ACH-000389,-0.638554784221
ACH-000390,-0.9246319372130001
ACH-000393,-1.09004230412
ACH-000395,-0.46046783342000003
ACH-000397,-0.707749457048
ACH-000401,-0.682037344076
ACH-000402,-0.495494844251
ACH-000403,-0.990071031726
ACH-000404,-0.8215797626450001
ACH-000406,-0.825697812533
ACH-000407,-0.684872974441
ACH-000408,-0.531721208446
ACH-000410,-0.630885381176
ACH-000411,-0.8207862404330001
ACH-000414,-1.0298259601100002
ACH-000415,-1.0789204952299998
ACH-000416,-0.609702154282
ACH-000420,-0.7300062334790001
ACH-000421,-0.587672821891
ACH-000424,-0.668910054045
ACH-000425,-0.6150794028059999
ACH-000426,-1.0205755746
ACH-000427,-0.8446983930769999
ACH-000433,-0.747793545153
ACH-000436,-0.867066195356
ACH-000444,-0.8391562355359999
ACH-000445,-0.651648018171
ACH-000448,-0.7276236761020001
ACH-000450,-0.9817108322020001
ACH-000452,-0.956594384525
ACH-000454,-1.03864342455
ACH-000458,-0.792301220574
ACH-000459,-0.9749185670370001
ACH-000460,-0.8389688951090001
ACH-000461,-0.9307508152399999
ACH-000463,-0.633970985359
ACH-000464,-0.72306008267
ACH-000466,-1.1840504492
ACH-000467,-0.7795828430689999
ACH-000468,-0.278385692777
ACH-000469,-1.05634056708
ACH-000470,-0.63674183272
ACH-000471,-0.77266305587
ACH-000472,-0.663185057475
ACH-000473,-0.47000816353200003
ACH-000475,-0.8458783521590001
ACH-000476,-0.773117369028
ACH-000477,-0.8413015784119999
ACH-000480,-0.516859165159
ACH-000481,-0.8372579365
ACH-000483,-0.285506944516
ACH-000484,-0.775831378804
ACH-000485,-0.924688967116
ACH-000486,-0.964403301348
ACH-000487,-1.04182779925
ACH-000488,-0.861876379793
ACH-000490,-0.9094947633480001
ACH-000491,-0.9871542031299999
ACH-000495,-0.829053764231
ACH-000496,-0.657750763885
ACH-000499,-0.930929523908
ACH-000500,-1.02062819506
ACH-000502,-0.911197775309
ACH-000503,-0.739573158557
ACH-000505,-0.750069242255
