,PGLYRP1 (8993)
ACH-000004,0.05407579284109999
ACH-000007,-0.364916558794
ACH-000009,-0.369890742718
ACH-000011,0.0173687509843
ACH-000012,-0.150697245713
ACH-000013,-0.40069176114200006
ACH-000014,-0.0521865448921
ACH-000015,-0.369848999656
ACH-000017,-0.190444602681
ACH-000018,-0.299435113145
ACH-000019,-0.392529221977
ACH-000021,-0.353193221509
ACH-000022,-0.209000373827
ACH-000025,0.018700838204599998
ACH-000028,-0.29748446144
ACH-000030,-0.45214299309100003
ACH-000035,-0.473407164918
ACH-000036,-0.34342082176399996
ACH-000037,-0.228329902917
ACH-000039,-0.44548149882
ACH-000040,-0.208767696742
ACH-000041,-0.280243538911
ACH-000042,-0.266263213374
ACH-000045,-0.199803739668
ACH-000047,-0.197445766373
ACH-000052,-0.33793789165700006
ACH-000053,-0.534396008606
ACH-000054,-0.244057903633
ACH-000055,-0.305894321889
ACH-000060,-0.106153378796
ACH-000067,-0.256496535106
ACH-000070,-0.183718886613
ACH-000075,-0.255534849811
ACH-000078,-0.25785508785100003
ACH-000082,-0.0551710515821
ACH-000085,-0.225949602718
ACH-000086,-0.470130324241
ACH-000087,-0.10607122866900001
ACH-000092,-0.250657649596
ACH-000095,-0.199013902161
ACH-000097,-0.291200642843
ACH-000098,-0.38135875332099994
ACH-000099,-0.5193095150779999
ACH-000108,-0.44336682757299994
ACH-000113,-0.330601012499
ACH-000115,-0.229158444747
ACH-000116,-0.270295663118
ACH-000118,-0.23402569135899998
ACH-000120,-0.251549855205
ACH-000123,-0.225465780402
ACH-000127,-0.258608726806
ACH-000128,-0.19748780514199998
ACH-000132,-0.201155820603
ACH-000133,-0.320907515888
ACH-000137,-0.193650091598
ACH-000138,-0.270169014454
ACH-000142,-0.521993321394
ACH-000143,-0.32744948359000003
ACH-000146,-0.26333664090799996
ACH-000148,-0.0914831382445
ACH-000150,-0.304444444924
ACH-000152,-0.25705722358399996
ACH-000153,-0.526828869897
ACH-000159,-0.216457283746
ACH-000160,-0.149495737827
ACH-000163,-0.44753809648500004
ACH-000167,0.017308021864200003
ACH-000168,-0.36884620054300005
ACH-000169,-0.205553846196
ACH-000178,-0.415866289095
ACH-000182,-0.17829874075899999
ACH-000183,-0.13705071568399999
ACH-000188,-0.45483374774199997
ACH-000189,-0.29192274226500003
ACH-000190,-0.277529491378
ACH-000198,-0.17880409600000002
ACH-000204,-0.466168540673
ACH-000206,-0.224547484318
ACH-000207,-0.296346069019
ACH-000211,-0.235991741712
ACH-000215,-0.169274679266
ACH-000221,-0.27960357383400003
ACH-000222,-0.17613243696699998
ACH-000223,-0.18273890729400002
ACH-000226,-0.33050712252
ACH-000227,-0.0804056636878
ACH-000228,-0.306238228948
ACH-000231,-0.198471571152
ACH-000232,-0.09723769203680001
ACH-000233,-0.414192803656
ACH-000234,-0.12224021286900001
ACH-000235,-0.206729761091
ACH-000237,-0.348557654908
ACH-000238,-0.0806814084183
ACH-000243,-0.148346983339
ACH-000244,-0.157073702468
ACH-000246,-0.354181254557
ACH-000248,-0.32345796553399997
ACH-000250,-0.349923884546
ACH-000251,-0.274809114139
ACH-000253,-0.34349820842100004
ACH-000255,-0.286376350075
ACH-000256,-0.538112582611
ACH-000257,-0.336262097888
ACH-000258,-0.314720612357
ACH-000259,-0.24528253420899998
ACH-000260,-0.39838104511999994
ACH-000261,-0.214852212624
ACH-000262,-0.31894922090100003
ACH-000263,-0.448588956014
ACH-000264,-0.156143238496
ACH-000265,-0.213615672419
ACH-000266,-0.273916484987
ACH-000272,-0.223639211778
ACH-000273,-0.355587249445
ACH-000274,-0.296978333451
ACH-000277,-0.36346551890100004
ACH-000278,-0.25599563231999994
ACH-000279,-0.292177695932
ACH-000280,-0.297907067505
ACH-000281,-0.173808420011
ACH-000288,-0.151553172309
ACH-000291,-0.315597540889
ACH-000293,-0.33190362028799997
ACH-000294,-0.666698066824
ACH-000295,-0.260634055784
ACH-000296,-0.288836304416
ACH-000302,-0.43258769958400006
ACH-000304,0.00498037931704
ACH-000307,-0.104091913631
ACH-000308,-0.365741737064
ACH-000310,-0.38425632484300004
ACH-000311,-0.165238079042
ACH-000312,-0.156442966333
ACH-000315,-0.0748405837429
ACH-000316,-0.0678498272913
