,MSI1 (4440)
ACH-000004,-0.09830436993319999
ACH-000007,0.07785416636
ACH-000009,-0.107078405351
ACH-000011,-0.179354625117
ACH-000012,-0.182269034611
ACH-000013,-0.0311695192233
ACH-000014,-0.0631896708879
ACH-000015,-0.183029609328
ACH-000017,-0.122498322687
ACH-000018,0.0204709707502
ACH-000019,-0.16913064475099998
ACH-000021,-0.27195863205
ACH-000022,-0.203868668111
ACH-000025,-0.129485874914
ACH-000028,-0.00821751850657
ACH-000030,-0.09296253549219999
ACH-000035,-0.0668678919872
ACH-000036,-0.260835528743
ACH-000037,-0.56819448121
ACH-000039,0.0980352897652
ACH-000040,-0.116768042687
ACH-000041,-0.32145309114500004
ACH-000042,-0.192097196638
ACH-000045,0.0049860194141400005
ACH-000047,-0.0565908509256
ACH-000052,0.10788777838199999
ACH-000053,-0.0736959636971
ACH-000054,-0.146801859564
ACH-000055,-0.48400521975199995
ACH-000060,-0.330746194239
ACH-000067,-0.273373324954
ACH-000070,-0.185780580723
ACH-000075,-0.0782754177008
ACH-000078,-0.456382093915
ACH-000082,-0.156216117363
ACH-000085,-0.277797433285
ACH-000086,-0.306965179345
ACH-000087,0.0477440721477
ACH-000092,-0.0975990710203
ACH-000095,-0.12493495497099999
ACH-000097,-0.0698295834022
ACH-000098,-0.181137131441
ACH-000099,-0.131222643149
ACH-000108,-0.192337068796
ACH-000113,-0.0169616941179
ACH-000115,0.0404921129498
ACH-000116,0.0107968918897
ACH-000118,-0.19611261575599997
ACH-000120,-0.11444884565999999
ACH-000123,0.0717957566401
ACH-000127,-0.14449980307600002
ACH-000128,-0.27227418927700003
ACH-000132,-0.143063636611
ACH-000133,-0.125817400519
ACH-000137,-0.328320160867
ACH-000138,-0.10758701489900001
ACH-000142,-0.270189210644
ACH-000143,-0.11794447064300001
ACH-000146,-0.209562651919
ACH-000148,0.0590479827624
ACH-000150,-0.16160200434900002
ACH-000152,-0.196650496778
ACH-000153,0.00784663981355
ACH-000159,-0.0394990775763
ACH-000160,-0.195411478098
ACH-000163,-0.011964623417799998
ACH-000167,-0.248748429921
ACH-000168,-0.0471388926616
ACH-000169,-0.294107656895
ACH-000178,-0.1164280226
ACH-000182,-0.0145186502954
ACH-000183,-0.10443287451
ACH-000188,-0.145807199908
ACH-000189,0.0182212010819
ACH-000190,0.11190659665
ACH-000198,-0.108146504508
ACH-000204,-0.169316699104
ACH-000206,-0.457542962322
ACH-000207,-0.161358854493
ACH-000211,-0.128174066156
ACH-000215,-0.283576756421
ACH-000221,-0.20928225544799997
ACH-000222,-0.121100209437
ACH-000223,-0.128734689698
ACH-000226,-0.00371466702144
ACH-000227,-0.13386864824
ACH-000228,-0.10100572321799998
ACH-000231,-0.13610380289000001
ACH-000232,-0.115382679314
ACH-000233,-0.14464899054000002
ACH-000234,-0.22988900333
ACH-000235,-0.200418768809
ACH-000237,-0.23039255381499998
ACH-000238,-0.060537843967500005
ACH-000243,-0.0990063341615
