,KPNB1 (3837)
ACH-000630,-1.7302221846099999
ACH-000632,-1.7425711845900003
ACH-000633,-2.17428509435
ACH-000637,-1.9473781706400002
ACH-000638,-1.82565226534
ACH-000646,-1.8684939121400002
ACH-000647,-1.8067328989099998
ACH-000648,-1.79683946523
ACH-000649,-1.83253921056
ACH-000651,-1.81038454832
ACH-000652,-1.8860188661000001
ACH-000653,-2.13837754148
ACH-000657,-2.12631765137
ACH-000658,-2.0563084288
ACH-000661,-2.14595509402
ACH-000662,-2.30466486589
ACH-000663,-1.71995879182
ACH-000665,-1.6936089260299998
ACH-000671,-2.0196802768
ACH-000673,-2.0059635933
ACH-000676,-1.9514224640200002
ACH-000677,-2.20393490512
ACH-000681,-2.00052106341
ACH-000682,-1.8503759539099998
ACH-000683,-2.00539985715
ACH-000684,-1.5538372996899998
ACH-000688,-2.1026293660900004
ACH-000693,-1.76914825122
ACH-000694,-1.8299251145700002
ACH-000695,-1.88168504801
ACH-000696,-1.9955961360099999
ACH-000697,-1.9072212719
ACH-000699,-2.48581969552
ACH-000701,-2.00439159597
ACH-000706,-1.91350050401
ACH-000711,-1.85705705595
ACH-000713,-1.8776946914500001
ACH-000714,-2.1980260307900004
ACH-000718,-2.1308435924099998
ACH-000720,-1.99687059962
ACH-000721,-1.98630088575
ACH-000724,-2.51936727154
ACH-000725,-2.4861107160199998
ACH-000732,-1.62768326627
ACH-000734,-1.87876888468
ACH-000735,-1.9517447054599997
ACH-000736,-2.00238307023
ACH-000738,-1.84009077002
ACH-000746,-2.21775067321
ACH-000747,-1.7539337610599999
ACH-000748,-1.9323971287000001
ACH-000753,-1.9120440513999999
ACH-000756,-1.9406112048800002
ACH-000757,-1.8104325548599998
ACH-000758,-1.63487232139
ACH-000760,-1.7510439752900002
ACH-000763,-1.80208414373
ACH-000764,-1.7476316084799999
ACH-000765,-1.70492805829
ACH-000766,-1.9008870484
ACH-000767,-1.8461229941400001
ACH-000768,-1.8462498283700002
ACH-000769,-1.69279428366
ACH-000770,-1.9299334116
ACH-000771,-1.7637016479900003
ACH-000773,-2.0783077418900002
ACH-000776,-1.69849227768
ACH-000777,-1.80870008472
ACH-000778,-2.30005740404
ACH-000781,-1.87384736479
ACH-000782,-1.94940617512
ACH-000783,-2.22442267851
ACH-000784,-1.8515116970900003
ACH-000785,-2.11813755287
ACH-000787,-1.8220277361400001
ACH-000788,-1.85373962012
ACH-000791,-1.88029529662
ACH-000792,-1.7866946767200003
ACH-000794,-1.7447465629400003
ACH-000796,-1.8229818071500001
ACH-000799,-1.7934449422499998
ACH-000800,-1.97446132866
ACH-000802,-1.77927852167
ACH-000804,-1.7740924046000002
ACH-000805,-2.1421503296599997
ACH-000809,-2.0110719446200003
ACH-000810,-1.39156086706
ACH-000811,-2.07708224245
ACH-000817,-1.91258140773
ACH-000819,-1.86013054772
ACH-000820,-1.80298237057
ACH-000821,-2.4006512358900003
ACH-000822,-2.1564446860900004
ACH-000823,-2.0655523577
ACH-000824,-2.05558944595
ACH-000827,-1.6592876790600002
ACH-000829,-2.0241064789200003
ACH-000831,-1.8283228459099998
ACH-000832,-1.83401904961
ACH-000833,-1.8350866659799998
ACH-000834,-2.00214531965
ACH-000835,-1.6902200980200002
ACH-000836,-2.30136500965
ACH-000837,-1.8654178406
ACH-000838,-2.07904168176
ACH-000839,-1.48697363717
ACH-000840,-2.0257731831
ACH-000841,-1.8121523455000002
ACH-000843,-1.81491347475
ACH-000846,-1.76021538649
ACH-000847,-1.8782792916
ACH-000848,-2.05080499852
ACH-000849,-1.89418804477
ACH-000851,-1.70768037988
ACH-000855,-1.7557481538
ACH-000856,-1.94985499934
ACH-000858,-1.81467665135
ACH-000859,-1.58654873935
ACH-000861,-1.8829819555400003
ACH-000862,-2.1263456945700003
ACH-000865,-1.99751630448
ACH-000866,-1.7680141782499998
ACH-000867,-1.88090339812
ACH-000869,-2.11736818988
ACH-000872,-1.67176570682
ACH-000873,-1.85791143068
ACH-000876,-2.08618971661
ACH-000878,-1.7927720533099998
ACH-000880,-1.6488090854700002
ACH-000881,-1.74449960542
ACH-000882,-1.8282598654099997
ACH-000884,-1.9117922491400001
ACH-000885,-1.84683659646
ACH-000887,-1.69600412815
ACH-000888,-2.0029211514500003
ACH-000889,-2.22795947341
ACH-000890,-1.7741389332700002
ACH-000896,-1.7070591516100002
ACH-000898,-1.99019207655
ACH-000900,-2.01412354615
ACH-000901,-1.95793947876
ACH-000905,-1.56251758736
ACH-000906,-1.7850256755400002
ACH-000907,-1.8561970867299997
ACH-000910,-1.7931930632
ACH-000911,-1.62550761095
ACH-000912,-1.78393507715
ACH-000913,-1.79379847627
ACH-000915,-1.85033260927
ACH-000916,-2.081451476
ACH-000917,-1.6277995346599998
ACH-000921,-1.76105517208
ACH-000924,-1.8619002992200002
ACH-000926,-1.9075572776700003
ACH-000928,-1.7030748907700002
ACH-000929,-2.08971289648
ACH-000932,-2.14368025009
ACH-000935,-1.89478067242
ACH-000936,-2.10703317917
ACH-000937,-2.14674863467
ACH-000938,-2.09323034366
ACH-000939,-1.93514829725
ACH-000941,-2.10396937143
ACH-000943,-1.9620714387599998
ACH-000946,-1.8710353006799998
ACH-000947,-1.9900398832599997
ACH-000948,-1.73943573408
ACH-000950,-1.7535298685900003
ACH-000953,-2.3742831754
ACH-000957,-1.6666167111599999
ACH-000958,-1.92078608034
ACH-000960,-2.20922227969
ACH-000963,-1.9374551265200002
ACH-000968,-1.7538338549599999
ACH-000969,-1.9256054876099997
ACH-000973,-1.71594416669
ACH-000974,-1.98728783097
ACH-000975,-1.91959963498
ACH-000976,-1.8100722213599998
ACH-000978,-2.45688588484
ACH-000980,-1.95039821177
ACH-000984,-1.72051448438
ACH-000986,-1.71988746847
ACH-000988,-1.6410298700200001
ACH-000993,-1.8407375638599999
ACH-000994,-1.8538748738099997
ACH-000996,-1.74992416765
ACH-001001,-1.83399422189
ACH-001020,-1.91788786838
ACH-001028,-2.05033336267
ACH-001031,-1.93380072085
ACH-001038,-1.9688231946900001
ACH-001048,-1.9637587576299997
ACH-001050,-1.57163727573
ACH-001053,-1.40847153389
ACH-001054,-1.9378534507299998
ACH-001061,-1.7258065180000002
ACH-001067,-1.9942229822400002
ACH-001075,-1.71902536625
ACH-001096,-1.92160507246
ACH-001128,-1.9465573761099997
ACH-001134,-1.9898181967900002
ACH-001151,-1.91683029528
ACH-001163,-2.17333887425
ACH-001164,-2.0107030623199997
ACH-001173,-1.95995632343
ACH-001183,-1.8448662807499998
ACH-001184,-1.8587275464099997
ACH-001190,-1.8722088641799999
ACH-001192,-2.11863585155
ACH-001193,-1.9835472590099998
ACH-001196,-2.00351171369
ACH-001197,-1.9901996507700002
ACH-001205,-2.09265692388
ACH-001211,-2.024547456
ACH-001212,-1.7614325855700002
ACH-001228,-1.86590121975
ACH-001232,-1.6666599423500001
ACH-001239,-2.0349660637599998
ACH-001274,-1.91091100948
ACH-001275,-1.6823743028799998
ACH-001277,-1.81429340512
ACH-001278,-1.9807031044499999
ACH-001280,-1.72035014137
ACH-001283,-1.6996005096899998
ACH-001289,-1.8960885454599998
ACH-001295,-2.05594068479
ACH-001300,-1.71013992424
ACH-001301,-1.70208278521
ACH-001302,-1.3685739659099998
ACH-001303,-2.04014569448
ACH-001306,-1.87340774852
ACH-001318,-1.83950566926
ACH-001322,-1.67341273657
ACH-001328,-1.54656178168
ACH-001332,-1.38722489878
ACH-001333,-2.00177118619
ACH-001336,-1.63904394624
ACH-001340,-1.7736695740000001
ACH-001346,-1.82765073222
ACH-001353,-1.68935048919
ACH-001354,-1.85927713072
ACH-001367,-1.60472225713
ACH-001368,-1.9416589035599998
ACH-001374,-1.77980684782
ACH-001375,-1.80966332792
ACH-001377,-2.16889760802
ACH-001380,-1.77566678308
ACH-001391,-1.98437941947
ACH-001407,-1.63308502018
ACH-001408,-1.89718735232
ACH-001413,-1.59173123456
ACH-001430,-2.0634870894299997
ACH-001431,-1.47967281898
ACH-001450,-2.42804410388
ACH-001496,-2.00061098113
ACH-001500,-1.942216163
ACH-001521,-1.7332733433
ACH-001523,-1.8566656333000002
ACH-001532,-1.9966392622599998
ACH-001536,-1.63771315182
ACH-001550,-2.32754124824
ACH-001552,-2.27683856222
ACH-001554,-1.8922228113599997
ACH-001645,-1.9030621528
ACH-001654,-1.8045372845599996
ACH-001715,-2.04067526945
ACH-001735,-2.04680111863
ACH-001736,-2.25619908308
ACH-001737,-2.0542230849700003
ACH-001740,-1.76679861868
ACH-001745,-1.7848067437700001
ACH-001750,-1.7992706111099996
ACH-001765,-1.9426958795099998
ACH-001956,-1.6997469418399997
ACH-001957,-1.8404917463599997
