,RMND5A (64795)
ACH-000253,-0.294188278515
ACH-000255,-0.593378546654
ACH-000256,-0.362524834407
ACH-000257,-0.565702533368
ACH-000258,-0.453927603504
ACH-000259,-0.738984334439
ACH-000260,-0.292806119002
ACH-000261,-0.49162852741
ACH-000262,-0.290991108426
ACH-000263,-0.679942950016
ACH-000264,-0.0760176910051
ACH-000265,-0.43330934824199996
ACH-000266,-0.528704346885
ACH-000272,-0.415306009353
ACH-000273,-0.7976004193870001
ACH-000274,-0.276952583378
ACH-000277,-0.044749187619
ACH-000278,-0.400384671426
ACH-000279,-0.289338911817
ACH-000280,-0.487676863575
ACH-000281,-0.10287726819800001
ACH-000288,-0.358086562525
ACH-000291,-0.378100183265
ACH-000293,-0.552772320462
ACH-000294,-0.21193377884599998
ACH-000295,-0.47377715465899994
ACH-000296,-0.398039953026
ACH-000302,-0.595596330663
ACH-000304,-0.464207161722
ACH-000307,-0.405159429182
ACH-000308,-0.296435314046
ACH-000310,-0.27378657834000003
ACH-000311,-0.31031034734
ACH-000312,-0.29946964095899997
ACH-000315,-0.350612663059
ACH-000316,-0.0143273859137
ACH-000317,-0.751373228326
ACH-000318,-0.476586992597
ACH-000319,-0.741970670522
ACH-000320,-0.574654959586
ACH-000322,-0.329022664536
ACH-000323,0.0312145348798
ACH-000324,-0.53338409135
ACH-000329,-0.19352109823
ACH-000330,-0.806578221833
ACH-000331,-0.398545368616
ACH-000332,-0.229672486364
ACH-000334,-0.47379984669200004
ACH-000335,-0.658407932104
ACH-000336,-0.35201829500500004
ACH-000337,-0.470727927786
ACH-000339,-0.177825096061
ACH-000341,-0.419543586831
ACH-000348,-0.8078750447509999
ACH-000350,-0.238668546926
ACH-000352,-0.488992153908
ACH-000356,-0.6777056633849999
ACH-000361,-0.11176971962000001
ACH-000362,-0.170373373591
ACH-000363,-0.329547022459
ACH-000364,-0.41174358117700005
ACH-000365,-0.221577975683
ACH-000366,-0.37806578165
ACH-000368,-0.636483619227
ACH-000374,-0.483373137583
ACH-000375,-0.638518763195
ACH-000376,-0.32700277907200004
ACH-000381,-0.675499071672
ACH-000383,-0.36135286953100004
ACH-000387,-0.139072141987
ACH-000389,-0.438192445805
ACH-000390,-0.32097739632100003
ACH-000393,-0.216667754474
ACH-000395,-0.554330137511
ACH-000397,-0.343181893872
ACH-000401,-0.8283329192100001
ACH-000402,-0.484924379972
ACH-000403,-0.41972324268100003
ACH-000404,-0.707592435933
ACH-000406,-0.2929746171
ACH-000407,-0.33529662172200003
ACH-000408,-0.30648543341699996
ACH-000410,-0.889113145595
ACH-000411,-0.434126649586
ACH-000414,-0.107580292708
ACH-000415,-0.459438629767
ACH-000416,-0.620157912306
ACH-000420,-0.344450809658
ACH-000421,-0.292773153805
ACH-000424,-0.59494906203
ACH-000425,-0.366230261201
ACH-000426,-1.0835644233700001
ACH-000427,-0.38895735218500005
ACH-000433,-0.7198039752420001
ACH-000436,-0.36540816296499995
ACH-000444,-0.26736716100499996
ACH-000445,-0.276719827949
ACH-000448,-0.283312106408
ACH-000450,-0.214094415121
ACH-000452,-0.379904056458
ACH-000454,-0.62625169823
ACH-000458,-0.204121024712
ACH-000459,-0.717431002219
ACH-000460,-0.560870333453
ACH-000461,-0.403604233344
ACH-000463,-0.44441339940499996
ACH-000464,-0.369425346722
ACH-000466,-0.386830855413
ACH-000467,-0.41801371624600003
ACH-000468,-0.299190291948
ACH-000469,-0.599040444913
ACH-000470,-0.255140900821
ACH-000471,-0.323895149384
ACH-000472,-0.245726993987
ACH-000473,-0.659163098231
ACH-000475,-0.421569966329
ACH-000476,-0.521869558121
ACH-000477,-0.734318302857
ACH-000480,-0.404564348423
ACH-000481,-0.296769420774
ACH-000483,-0.5205682748170001
ACH-000484,-0.267710408538
ACH-000485,-0.555639542374
ACH-000486,-0.609976904757
ACH-000487,-0.319235665071
ACH-000488,-0.583755038103
ACH-000490,-0.490326147618
ACH-000491,-0.5786378193949999
ACH-000495,-0.42738015710199995
ACH-000496,-0.5001506348
ACH-000499,-0.206272708477
ACH-000500,0.227826815275
ACH-000502,-0.147125304752
ACH-000503,-0.18410793513
ACH-000505,-0.847077008902
ACH-000507,-0.344190104811
ACH-000510,-0.0589002445223
ACH-000511,-0.285882647097
ACH-000512,-0.8719575605679999
ACH-000516,-0.211028490057
ACH-000517,-0.266729904232
ACH-000518,-0.476435251816
ACH-000520,-0.606313549929
ACH-000521,-0.62921980539
ACH-000522,-0.572259844751
ACH-000524,-0.243852257885
ACH-000527,-0.320246730153
ACH-000528,-0.245006436709
ACH-000537,-0.646101286744
ACH-000541,-0.6600374160329999
ACH-000542,-0.535847634473
ACH-000544,-0.364460167562
ACH-000545,-0.407748204476
ACH-000547,-0.395218955795
ACH-000548,-0.674331180999
ACH-000549,-0.37292421689099997
ACH-000550,-0.26077335890299996
ACH-000552,-0.216709930416
ACH-000556,-0.154421739118
ACH-000557,-0.111768583418
ACH-000570,-0.277883919879
ACH-000571,-0.332235484363
ACH-000573,-0.376077757865
ACH-000576,-0.329078781854
ACH-000580,-0.449550566854
ACH-000584,-0.40920535705399996
ACH-000585,-1.0947621450700002
ACH-000588,-0.584898874019
ACH-000589,-0.536569467384
ACH-000591,-0.458233195244
ACH-000593,-0.35872614908699996
ACH-000600,-0.31795098019900003
ACH-000601,-0.23434041775199999
ACH-000604,-0.783825487843
ACH-000605,0.063492409781
ACH-000606,-0.724872877937
ACH-000608,-0.10707868302899999
ACH-000614,0.023118006867900002
ACH-000616,-0.355118486905
ACH-000618,-0.39391312438000003
ACH-000619,-0.174978157366
ACH-000620,-0.264368070599
ACH-000621,-0.5084583309749999
ACH-000622,-0.0306577547309
ACH-000623,-0.111360310357
ACH-000624,-0.395689168258
ACH-000627,-0.843281463477
ACH-000630,-0.609998727507
ACH-000632,-0.5548753370889999
ACH-000633,-0.301344184756
ACH-000637,-0.697477887866
ACH-000638,-0.15478020409499998
ACH-000646,-0.34332673678099995
ACH-000647,-0.24542194793900002
ACH-000648,-0.559218890657
ACH-000649,-0.631215702082
ACH-000651,-0.345414590519
ACH-000652,-0.0374430730866
ACH-000653,-0.321365290329
ACH-000657,-0.209996926317
ACH-000658,-0.18012904253800002
ACH-000661,-0.580627080154
ACH-000662,-1.10577599234
ACH-000663,-0.353791330154
ACH-000665,-0.49528744454999996
ACH-000671,-0.6870138209469999
ACH-000673,-0.175422841128
ACH-000676,-0.34308728333300004
ACH-000677,-0.513896231831
ACH-000681,-0.556088202683
ACH-000682,-0.082931547831
ACH-000683,-0.293675583604
ACH-000684,-0.787811817521
ACH-000688,-0.7798023153020001
ACH-000693,-0.289118242222
ACH-000694,-0.35409388597499997
ACH-000695,0.423335816523
ACH-000696,-0.321379814755
ACH-000697,-0.633553194347
ACH-000699,-0.0684383833739
ACH-000701,-0.25582882625500003
ACH-000706,-0.26844816156999995
ACH-000711,-0.44717284757799997
ACH-000713,-0.580834238001
ACH-000714,-0.6362597183600001
ACH-000718,-0.348224429275
ACH-000720,-0.7981566263500001
ACH-000721,-0.224160027297
ACH-000724,-0.49176583072200003
ACH-000725,-0.522941149186
ACH-000732,-0.47123430137100003
ACH-000734,-0.299205696301
ACH-000735,-0.7786014792020001
ACH-000736,-0.748724894902
ACH-000738,-0.380236523676
ACH-000746,-0.335382682848
ACH-000747,-0.445941025222
ACH-000748,-0.352870933835
ACH-000753,-0.43550515123000005
ACH-000756,-0.572367636585
ACH-000757,-0.37885213768
ACH-000758,-0.22554623673500002
ACH-000760,-0.268478221364
ACH-000763,-0.328627465259
ACH-000764,-0.7820279369230001
ACH-000765,-0.071749917286
ACH-000766,-0.444303711646
ACH-000767,-0.0938543558192
ACH-000768,-0.783566722516
ACH-000769,-0.311232936916
ACH-000770,-0.407051308935
ACH-000771,-0.669113223176
ACH-000773,-0.131268679629
ACH-000776,-0.373496016677
ACH-000777,-0.40517390505900003
ACH-000778,-0.270229138857
ACH-000781,-0.243564449995
ACH-000782,-0.357857145343
ACH-000783,-0.14082829649599998
ACH-000784,-0.09420710497719999
ACH-000785,-0.438708840638
ACH-000787,-1.0636761009
ACH-000788,-0.348745476383
ACH-000791,-0.23591772142499998
ACH-000792,-0.725300166495
ACH-000794,-0.593428917027
ACH-000796,-0.522134300866
ACH-000799,-0.366903448442
ACH-000800,-0.50221042858
ACH-000802,-0.371135688527
ACH-000804,-0.821769730226
ACH-000805,-0.44384105153000003
ACH-000809,-0.607762632547
ACH-000810,-0.459769692485
ACH-000811,-0.44285777501999996
ACH-000817,-0.297549549069
ACH-000819,-0.314553359442
ACH-000820,-0.28768513047
ACH-000821,-0.523672237435
ACH-000822,-0.019767236096700003
ACH-000823,-0.264482986473
ACH-000824,-0.445041341237
ACH-000827,-0.34518109352799997
ACH-000829,-0.368425142513
ACH-000831,-0.45966591853
ACH-000832,-0.40178364511
ACH-000833,-0.309770638783
ACH-000834,-0.583074687486
ACH-000835,-0.344896901704
ACH-000836,-0.572550568243
ACH-000837,-0.217794022805
ACH-000838,0.044592053602800004
ACH-000839,-0.663883515094
ACH-000840,-0.194702843094
ACH-000841,-0.473205938128
ACH-000843,-0.599329398381
ACH-000846,-0.442240016548
ACH-000847,-0.36662508262500004
ACH-000848,-0.493628452729
ACH-000849,-0.0732902518502
ACH-000851,-0.758967860846
ACH-000855,-0.867371957623
ACH-000856,-0.329566648318
ACH-000858,-0.47045553731600004
ACH-000859,0.0633912945163
ACH-000861,-0.39478813085000003
ACH-000862,-0.143171023024
ACH-000865,-0.302019432124
ACH-000866,-0.282609510973
ACH-000867,-0.11290329933900001
ACH-000869,-0.411604533897
ACH-000872,-0.246981308356
ACH-000873,-0.372030272413
ACH-000876,-0.936574889575
ACH-000878,-0.256243634297
ACH-000880,-0.273501479555
ACH-000881,-0.40817416547300006
ACH-000882,-0.502777441013
ACH-000884,-0.331018542969
ACH-000885,-0.287118805026
ACH-000887,0.016210283907299998
ACH-000888,-0.506820280732
ACH-000889,-0.31199116347600003
ACH-000890,-0.261719305312
ACH-000896,-0.648560176585
ACH-000898,-0.7282301065700001
ACH-000900,-0.6866752813249999
ACH-000901,-0.407062497492
ACH-000905,-0.296344912956
ACH-000906,-0.455559521345
ACH-000907,-0.331987256996
ACH-000910,-0.161341212714
ACH-000911,-0.270639279574
ACH-000912,-0.275681168323
ACH-000913,-0.398986751325
ACH-000915,-0.686017141953
ACH-000916,-0.0152496664412
ACH-000917,-0.23343746272100002
ACH-000921,-0.48857161833499996
ACH-000924,-0.21612775144299998
ACH-000926,-0.396830266061
ACH-000928,-0.17365549872699998
ACH-000929,-0.834522024979
ACH-000932,-0.487018607192
ACH-000935,-0.48491666271399997
ACH-000936,-0.514313738712
ACH-000937,-0.217045834648
ACH-000938,-0.105069294703
ACH-000939,-0.5378380139810001
ACH-000941,-0.22570756647
ACH-000943,-0.474950461201
ACH-000946,-0.21288075232200002
ACH-000947,-0.186847351699
ACH-000948,-0.274193547493
ACH-000950,-0.475036725628
ACH-000953,-0.408002073508
ACH-000957,-0.3651234529
ACH-000958,-0.381422574705
ACH-000960,-0.114402587021
ACH-000963,-0.323692088397
ACH-000968,-0.252265740227
ACH-000969,-0.265186419735
ACH-000973,-0.291571601755
ACH-000974,-0.140057078679
ACH-000975,-0.448240922603
ACH-000976,-0.425744715603
ACH-000978,0.0009046792576789998
ACH-000980,-0.140446488569
ACH-000984,-0.049969561081300004
ACH-000986,-0.476461578606
ACH-000988,-0.21670430942299998
ACH-000993,-0.0335336757002
ACH-000994,-0.693338063985
ACH-000996,-0.0900432090762
ACH-001001,-0.5256604226789999
ACH-001020,-0.17688361886
ACH-001028,-0.14154189373
ACH-001031,-0.274786434389
ACH-001038,-0.39005455998300004
ACH-001048,-0.431383211731
ACH-001050,-1.13088269194
ACH-001053,-0.372176713659
ACH-001054,-0.610338806451
ACH-001061,-0.45631519387900005
ACH-001067,-0.463413261153
ACH-001075,-0.697021192058
ACH-001096,-0.281220380965
ACH-001128,-0.893432439233
ACH-001134,-0.606467130903
ACH-001151,-0.0856696677613
ACH-001163,-0.39897633928000004
ACH-001164,-0.591886204995
ACH-001173,-0.376245483712
ACH-001183,-0.47525777538099995
ACH-001184,-0.040424510567400006
ACH-001190,-0.669713017343
ACH-001192,-0.360413609848
ACH-001193,-0.18662642658300002
ACH-001196,-0.015934206531
ACH-001197,-0.258917637419
ACH-001205,-0.581815985999
ACH-001211,-0.122855644579
ACH-001212,-0.5708527241870001
ACH-001228,-0.353700316444
ACH-001232,-0.265011436248
ACH-001239,0.0755042987115
ACH-001274,-0.6026628778540001
ACH-001275,-0.22667612204999998
ACH-001277,-0.09578749817099999
ACH-001278,-0.08460077446660001
ACH-001280,0.123083767527
ACH-001283,-0.23813738477200003
ACH-001289,-0.22559468759799997
ACH-001295,-0.47651305458099996
ACH-001300,-0.409828327191
ACH-001301,-0.609309549923
ACH-001302,-0.478981739225
ACH-001303,-0.306129350199
ACH-001306,-0.439074277805
ACH-001318,-0.46299056829199997
ACH-001322,-0.439834158307
ACH-001328,-0.538991819573
ACH-001332,-0.49360805151
ACH-001333,-0.10722683689
ACH-001336,-0.436696503698
ACH-001340,-0.294071540046
ACH-001346,-0.525382365812
ACH-001353,-0.642143619038
ACH-001354,-0.37587332415799996
ACH-001367,-0.462529331871
ACH-001368,-0.19763433811500003
ACH-001374,-0.14692079041300002
ACH-001375,-0.190510723926
ACH-001377,-0.189331117366
ACH-001380,-0.427360310986
ACH-001391,-0.217316352379
ACH-001407,-0.477080992627
ACH-001408,-0.474232551022
ACH-001413,0.0642143727948
ACH-001430,-0.607965133456
ACH-001431,-0.352040438608
ACH-001450,-0.30069699329
ACH-001496,-0.590244115184
ACH-001500,-0.7369273178419999
ACH-001521,-0.356448416607
ACH-001523,-1.00639037205
ACH-001532,-0.444770004682
ACH-001536,-0.485297844485
ACH-001550,-0.185119813785
ACH-001552,0.05268077477850001
ACH-001554,-0.5214967537699999
ACH-001645,-0.721924002694
ACH-001654,-0.32076074043499997
ACH-001715,-0.134878906535
ACH-001735,-0.271308285708
ACH-001736,-0.554653765453
ACH-001737,-0.5997594970269999
ACH-001740,-0.345511901413
ACH-001745,-0.350558547233
ACH-001750,-0.570205554362
ACH-001765,-0.366239652026
ACH-001956,-0.5946969984839999
ACH-001957,-0.44455527509900006
