,MYBPC3 (4607)
ACH-000004,-0.189774130504
ACH-000007,-0.220645663158
ACH-000009,-0.136189278039
ACH-000011,-0.04462791578269999
ACH-000012,-0.21720101295000002
ACH-000013,-0.230557861333
ACH-000014,-0.0686091002316
ACH-000015,0.0376896922331
ACH-000017,-0.0312435501064
ACH-000018,-0.44781373830700005
ACH-000019,-0.304644925576
ACH-000021,-0.395892690721
ACH-000022,-0.08491512914889998
ACH-000025,-0.18806959841600002
ACH-000028,-0.248330229564
ACH-000030,-0.36938976647699995
ACH-000035,-0.37603875678800003
ACH-000036,-0.231892554432
ACH-000037,-0.22489071216200002
ACH-000039,0.0642332416862
ACH-000040,-0.18919134658700001
ACH-000041,-0.34164598416599995
ACH-000042,-0.234413447272
ACH-000045,-0.157531320266
ACH-000047,-0.0602821884678
ACH-000052,-0.011493453871899999
ACH-000053,-0.0352894908446
ACH-000054,-0.0480864411046
ACH-000055,0.014632527378
ACH-000060,0.0190033409746
ACH-000067,-0.152706215166
ACH-000070,-0.12818619948100002
ACH-000075,-0.207531067137
ACH-000078,-0.10024576987299999
ACH-000082,-0.214718193588
ACH-000085,0.0083684494748
ACH-000086,-0.18611548091
ACH-000087,-0.131213137014
ACH-000092,-0.044460421228300004
ACH-000095,-0.19672983724100002
ACH-000097,-0.12017005656600001
ACH-000098,-0.156491799536
ACH-000099,-0.025517079167599998
ACH-000108,0.0149451090182
ACH-000113,-0.241000045039
ACH-000115,-0.00425532363689
ACH-000116,-0.095127107193
ACH-000118,-0.17184918666
ACH-000120,-0.128935840568
ACH-000123,-0.294714019634
ACH-000127,-0.23528537141300002
ACH-000128,-0.131411791393
ACH-000132,-0.199752497533
ACH-000133,-0.48315246915700005
ACH-000137,-0.382443160858
ACH-000138,-0.11042200239399999
ACH-000142,-0.5791628041219999
ACH-000143,-0.382827706616
ACH-000146,-0.172457055357
ACH-000148,-0.117288992462
ACH-000150,0.00143557269895
ACH-000152,-0.130868610453
ACH-000153,-0.018704478901
ACH-000159,-0.129641574448
ACH-000160,-0.0711346078964
ACH-000163,0.029471505985400003
ACH-000167,-0.042584313034199996
ACH-000168,-0.145694702709
ACH-000169,-0.169301844716
ACH-000178,-0.133389948655
ACH-000182,-0.057674670911999994
ACH-000183,-0.075112342444
ACH-000188,-0.299703672506
ACH-000189,-0.39384262054799996
ACH-000190,-0.00229763614094
ACH-000198,-0.212375715597
ACH-000204,-0.0952495542583
ACH-000206,-0.0403108497272
ACH-000207,-0.6752801369339999
ACH-000211,-0.09878928557430001
ACH-000215,-0.199952494564
ACH-000221,-0.28453776272
ACH-000222,0.0411220489073
ACH-000223,-0.10447835607599999
ACH-000226,-0.0602171723288
ACH-000227,-0.20222392567400002
ACH-000228,0.250102847008
ACH-000231,-0.239121579261
ACH-000232,-0.30458559383
ACH-000233,-0.15753680829000002
ACH-000234,0.0358866554367
ACH-000235,-0.0886840632164
ACH-000237,-0.256588730035
ACH-000238,-0.200058927641
ACH-000243,-0.0833351315084
ACH-000244,-0.35968981233999997
ACH-000246,-0.152706678212
ACH-000248,-0.07537133145739999
ACH-000250,-0.118866487033
ACH-000251,0.08505525589309999
ACH-000253,-0.042275544509699996
ACH-000255,-0.0963552327153
ACH-000256,-0.366732542381
ACH-000257,-0.37076242999
ACH-000258,0.0993908182052
ACH-000259,-0.112819735342
ACH-000260,-0.099238921262
ACH-000261,-0.0727221720339
ACH-000262,-0.210549854298
ACH-000263,-0.37956916376100003
ACH-000264,-0.13108340072799998
ACH-000265,-0.17853569840300001
ACH-000266,-0.0946750584192
ACH-000272,-0.00862458800942
ACH-000273,-0.22253159430799999
ACH-000274,-0.26623240174699997
ACH-000277,-0.0123755107057
ACH-000278,-0.36896493785800005
ACH-000279,-0.290079988424
ACH-000280,-0.10332974763399999
ACH-000281,-0.06523929011020001
ACH-000288,-0.280490574158
ACH-000291,-0.14915642650699998
ACH-000293,-0.13540984727
ACH-000294,0.00206861975393
ACH-000295,0.06303903632380001
ACH-000296,-0.13476148533500001
ACH-000302,-0.114401120461
ACH-000304,-0.334861384513
ACH-000307,-0.121996493806
ACH-000308,-0.19196057641
ACH-000310,-0.045325217816000005
ACH-000311,-0.16483529945699998
ACH-000312,-0.095515291379
ACH-000315,-0.0758766463298
ACH-000316,0.0218990573929
ACH-000317,-0.25684344863499997
ACH-000318,-0.262943522243
ACH-000319,-0.5684578568590001
ACH-000320,-0.23976982568799998
ACH-000322,0.00922949383714
ACH-000323,-0.360673312072
