,PUF60 (22827)
ACH-000368,-1.53675931817
ACH-000374,-1.0836570115700002
ACH-000375,-1.7912031384
ACH-000376,-1.6931421682799999
ACH-000381,-1.5383543746200001
ACH-000383,-1.8862723881099999
ACH-000387,-1.5927126490099999
ACH-000389,-1.50739432659
ACH-000390,-1.4812609184099998
ACH-000393,-1.7815122984
ACH-000395,-1.72852090342
ACH-000397,-1.74342051227
ACH-000401,-1.55814583682
ACH-000402,-1.9735020882099998
ACH-000403,-2.07057354862
ACH-000404,-1.3974062563499998
ACH-000406,-1.8306624609400002
ACH-000407,-1.6066006463
ACH-000408,-1.60220899344
ACH-000410,-1.38829848097
ACH-000411,-1.36370400463
ACH-000414,-1.4101891280899999
ACH-000415,-1.57438704252
ACH-000416,-1.6988600333700001
ACH-000420,-1.46702789101
ACH-000421,-1.460505406
ACH-000424,-1.5842412442200002
ACH-000425,-1.5709057175
ACH-000426,-1.51852745782
ACH-000427,-2.0001295292099996
ACH-000433,-1.5163348192800001
ACH-000436,-1.8200369594999999
ACH-000444,-1.3134930451200002
ACH-000445,-1.37222246717
ACH-000448,-1.6498309981200001
ACH-000450,-1.60690418634
ACH-000452,-1.406168443
ACH-000454,-1.55630138449
ACH-000458,-1.5074941790799998
ACH-000459,-1.7822252974500001
ACH-000460,-1.7252248856999999
ACH-000461,-1.50741702171
ACH-000463,-1.41429148848
ACH-000464,-1.66361957285
ACH-000466,-1.3115772081100001
ACH-000467,-1.6026053034
ACH-000468,-1.8502939532799998
ACH-000469,-1.8678400543
ACH-000470,-1.79703556086
ACH-000471,-1.60952754266
ACH-000472,-1.95187442034
ACH-000473,-1.7485712118999999
ACH-000475,-1.7353460007900003
ACH-000476,-1.79825817142
ACH-000477,-1.50175464243
ACH-000480,-1.49056005741
ACH-000481,-1.8895981587900001
ACH-000483,-1.2736359941700002
ACH-000484,-1.92356029317
ACH-000485,-1.7274386751800002
ACH-000486,-1.4835098985
ACH-000487,-1.4859146111100001
ACH-000488,-1.36901246368
ACH-000490,-1.6080834064200002
ACH-000491,-2.32855799073
ACH-000495,-2.00154409285
ACH-000496,-1.6348423902899998
ACH-000499,-1.72129396526
ACH-000500,-1.6461989406
ACH-000502,-1.3960880727
ACH-000503,-1.4034505547299998
ACH-000505,-1.7070576523700003
ACH-000507,-1.5989834465600001
ACH-000510,-1.6549971414500002
ACH-000511,-1.74818061945
ACH-000512,-1.4418227251700002
ACH-000516,-1.6560140562299999
ACH-000517,-1.9350466661099996
ACH-000518,-1.6131499165799998
ACH-000520,-1.74284668118
ACH-000521,-1.4800434788499999
ACH-000522,-1.62679729296
ACH-000524,-1.57299819107
ACH-000527,-1.6019265665600002
ACH-000528,-1.48728899829
ACH-000537,-1.6879604256799998
ACH-000541,-2.1048322576
ACH-000542,-1.50167045565
ACH-000544,-1.66692460264
ACH-000545,-1.6039986923299998
ACH-000547,-1.6857388412999998
ACH-000548,-1.5057465157899999
ACH-000549,-1.8718792678999998
ACH-000550,-1.9069821063799999
ACH-000552,-1.6797411463799998
ACH-000556,-1.5767905406799998
ACH-000557,-1.9486361809200001
ACH-000570,-1.68114875788
ACH-000571,-2.35493922121
ACH-000573,-1.41137575421
ACH-000576,-1.4720409861200001
ACH-000580,-1.5426572201299997
ACH-000584,-1.71349045256
ACH-000585,-1.4150461719299998
ACH-000588,-1.6000997202399998
ACH-000589,-1.60876141522
ACH-000591,-1.6673593494499999
ACH-000593,-1.64749452308
ACH-000600,-1.6747083201800002
ACH-000601,-1.7370699467299997
ACH-000604,-2.0303054243400003
ACH-000605,-1.39531548806
ACH-000606,-1.5013609328400002
ACH-000608,-2.2927850734
ACH-000614,-1.30888982858
ACH-000616,-1.1856794532
ACH-000618,-1.6042748994999998
ACH-000619,-1.57445343666
ACH-000620,-1.67280631075
ACH-000621,-1.66141400315
ACH-000622,-2.0384041011500003
ACH-000623,-1.7035433302399998
ACH-000624,-1.57256312607
ACH-000627,-1.43992249256
ACH-000630,-1.58016120264
ACH-000632,-1.7099054648299998
ACH-000633,-1.9182286689599999
ACH-000637,-1.3341108714899998
ACH-000638,-1.34101153586
ACH-000646,-1.7263490163900004
ACH-000647,-1.68016694254
ACH-000648,-2.0143346527
ACH-000649,-1.5576213782799997
ACH-000651,-1.60786651794
ACH-000652,-1.38463108632
ACH-000653,-1.8013012561400001
ACH-000657,-1.76123290132
ACH-000658,-1.5319890744799998
ACH-000661,-1.49091093059
ACH-000662,-1.9037722814099998
ACH-000663,-1.3022070376200001
ACH-000665,-1.44294188099
ACH-000671,-1.60769502125
ACH-000673,-1.6828118258700002
ACH-000676,-1.52432811909
ACH-000677,-1.8848685776599998
ACH-000681,-1.63628195341
ACH-000682,-1.75047193375
ACH-000683,-1.7514418432700003
ACH-000684,-1.34690921533
ACH-000688,-1.9484302157599998
ACH-000693,-1.7102734973299998
ACH-000694,-1.9806950196700002
ACH-000695,-1.62968127068
ACH-000696,-1.5827358958000002
ACH-000697,-2.09950381081
ACH-000699,-1.6890223341400001
ACH-000701,-1.9243242139200003
ACH-000706,-1.62726796164
ACH-000711,-1.67003982933
ACH-000713,-1.4615012090600001
ACH-000714,-1.95534847495
ACH-000718,-1.6785486171200001
ACH-000720,-1.55081664431
ACH-000721,-1.92152935038
ACH-000724,-1.66262390831
ACH-000725,-1.8777143134799998
ACH-000732,-1.5214199589
ACH-000734,-1.7373527883099997
ACH-000735,-1.63060133136
ACH-000736,-1.54111593778
ACH-000738,-1.5645033546399998
ACH-000746,-1.77571445781
ACH-000747,-1.52410952771
ACH-000748,-1.5938431138
ACH-000753,-1.51113068072
ACH-000756,-1.77083843595
ACH-000757,-1.5849024773500002
ACH-000758,-1.54404383325
ACH-000760,-1.6454172655000001
ACH-000763,-1.5493415177399998
ACH-000764,-1.8942286348900002
ACH-000765,-1.38764798028
ACH-000766,-1.64042468313
ACH-000767,-1.94217508741
ACH-000768,-1.4259067568200001
ACH-000769,-1.71255845164
ACH-000770,-1.8537681064900002
ACH-000771,-1.3281414681100001
ACH-000773,-1.71057611118
ACH-000776,-1.69363073363
ACH-000777,-1.65604507557
ACH-000778,-1.7952927742500002
ACH-000781,-1.50318371679
ACH-000782,-1.5223254512200002
ACH-000783,-1.9227676770299997
ACH-000784,-1.6044113564700002
ACH-000785,-1.7251188215900002
ACH-000787,-1.52608207306
ACH-000788,-1.5315123713999999
ACH-000791,-1.63622670401
ACH-000792,-1.63884119192
ACH-000794,-1.7483298340400002
ACH-000796,-1.7540359608200002
ACH-000799,-1.5083707454
ACH-000800,-1.5783443247600002
ACH-000802,-1.65851137028
ACH-000804,-1.5826882291100002
ACH-000805,-1.58770720037
ACH-000809,-1.62461000894
ACH-000810,-1.15497695632
ACH-000811,-1.64119050234
ACH-000817,-1.55116847591
ACH-000819,-1.68822570459
ACH-000820,-1.5881093873700003
ACH-000821,-1.7277295863
ACH-000822,-2.026123024
ACH-000823,-1.62894330849
ACH-000824,-2.3278217742
ACH-000827,-1.4403410965799999
ACH-000829,-1.77758005991
ACH-000831,-1.6722067551800002
ACH-000832,-1.21855831963
ACH-000833,-1.68900406282
ACH-000834,-1.7711781222999998
ACH-000835,-1.30056332754
ACH-000836,-1.8146134456599998
ACH-000837,-1.4494870761200003
ACH-000838,-1.56926623486
ACH-000839,-1.3648329733200002
ACH-000840,-1.91086613187
ACH-000841,-1.54833470506
ACH-000843,-1.4360247896599998
ACH-000846,-1.39044731598
ACH-000847,-1.6742327432100002
ACH-000848,-1.7002836623700002
ACH-000849,-1.47477920792
ACH-000851,-1.4962189598299998
ACH-000855,-1.5952387625600002
ACH-000856,-1.77222550137
ACH-000858,-1.5849304575799998
ACH-000859,-1.4392195958899998
ACH-000861,-1.54630146396
ACH-000862,-1.4279790615
ACH-000865,-1.5325245218
ACH-000866,-1.80630559595
ACH-000867,-1.79815419751
ACH-000869,-1.7215936354900003
ACH-000872,-1.43276792429
ACH-000873,-1.4752785935100001
ACH-000876,-1.9038771556099998
ACH-000878,-1.39401808335
ACH-000880,-1.72015098316
ACH-000881,-1.47907433693
ACH-000882,-1.62702785528
ACH-000884,-1.6136759059999999
ACH-000885,-1.61897716685
ACH-000887,-1.58996796817
ACH-000888,-1.81687666069
ACH-000889,-1.7784978989400002
ACH-000890,-1.6799523691
ACH-000896,-1.4772538702899998
ACH-000898,-1.6467470566999998
ACH-000900,-1.60711061042
ACH-000901,-1.56553986784
ACH-000905,-1.4011463203299999
ACH-000906,-1.7153177251299998
ACH-000907,-1.6704556644100002
ACH-000910,-1.7577019569099999
ACH-000911,-1.67115774795
ACH-000912,-1.62699659873
ACH-000913,-1.67403379042
ACH-000915,-1.64363183794
ACH-000916,-1.17633072873
ACH-000917,-1.7275302070900003
ACH-000921,-1.68253150846
ACH-000924,-1.8093066189400002
ACH-000926,-1.77894014599
ACH-000928,-1.7286635286400003
ACH-000929,-1.66312704322
ACH-000932,-1.76855854333
ACH-000935,-1.5010330226100002
ACH-000936,-1.7688623086099997
ACH-000937,-1.9679645585099999
ACH-000938,-1.98387427655
ACH-000939,-1.9192006630400003
ACH-000941,-1.9527501838499999
ACH-000943,-1.4481493111200001
ACH-000946,-1.7641347607599998
ACH-000947,-1.70302616162
ACH-000948,-1.2274695899099999
ACH-000950,-1.45462160949
ACH-000953,-1.8758441054599997
ACH-000957,-1.36259861528
ACH-000958,-1.36805594602
ACH-000960,-2.08589652042
ACH-000963,-2.25453094207
ACH-000968,-1.34945434676
ACH-000969,-1.5967968497999998
ACH-000973,-1.7618651758500001
ACH-000974,-1.59919309902
ACH-000975,-1.5918772459600001
ACH-000976,-1.5990699439200002
ACH-000978,-1.56664746941
ACH-000980,-1.66900814589
ACH-000984,-1.3809136888999998
ACH-000986,-1.44518043171
ACH-000988,-1.36624778958
ACH-000993,-2.0310918151
ACH-000994,-2.16857146909
ACH-000996,-1.7505220776099997
ACH-001001,-1.78938010678
ACH-001020,-2.08711807442
ACH-001028,-1.76730304282
ACH-001031,-1.4475678962399998
ACH-001038,-1.77697010884
ACH-001048,-1.8048169624700001
ACH-001050,-1.5495424549599999
ACH-001053,-1.3560638187
ACH-001054,-1.62462865748
ACH-001061,-1.61003675946
ACH-001067,-1.7826614513699999
ACH-001075,-1.8381808217500002
ACH-001096,-1.57041721484
ACH-001128,-2.1456734971900002
ACH-001134,-1.7326436417500002
ACH-001151,-1.6419061997100002
ACH-001163,-1.9542620720900001
ACH-001164,-1.6641558328
ACH-001173,-1.58564954028
ACH-001183,-1.3367602437100001
ACH-001184,-1.7596368798599997
ACH-001190,-1.82893347845
ACH-001192,-1.53277056623
ACH-001193,-1.9139408690000002
ACH-001196,-1.5150080030700002
ACH-001197,-1.8869692845200001
ACH-001205,-1.34227981762
ACH-001211,-1.9101785024200002
ACH-001212,-2.02949484329
ACH-001228,-1.53512365723
ACH-001232,-1.44916557518
ACH-001239,-1.6625735858200001
ACH-001274,-1.62054627243
ACH-001275,-1.62961732487
ACH-001277,-1.69765041654
ACH-001278,-1.8560799557299998
ACH-001280,-1.87328005449
ACH-001283,-1.49926622246
ACH-001289,-1.61716670947
ACH-001295,-1.87985726759
ACH-001300,-1.4307922214500002
ACH-001301,-1.60372540755
ACH-001302,-1.41375080817
ACH-001303,-1.3792014781900002
ACH-001306,-1.5232908518200001
ACH-001318,-1.6637284574899998
ACH-001322,-1.42476783926
ACH-001328,-1.5851564301299998
ACH-001332,-1.20042519504
ACH-001333,-1.61860499939
ACH-001336,-1.49987298701
ACH-001340,-1.5098650918599998
ACH-001346,-1.6925363928900001
ACH-001353,-1.5936462936200002
ACH-001354,-1.7324787380000002
ACH-001367,-1.6565121598700001
ACH-001368,-1.6637584241299999
ACH-001374,-1.78958657507
ACH-001375,-1.66269017974
ACH-001377,-1.43563412572
ACH-001380,-1.782044395
ACH-001391,-1.9618872778099998
ACH-001407,-1.65630356815
ACH-001408,-1.90363098563
ACH-001413,-1.7309912140000001
ACH-001430,-1.71864959188
ACH-001431,-1.3705139740799999
ACH-001450,-1.65328482635
ACH-001496,-1.72222834385
ACH-001500,-1.7092901599099999
ACH-001521,-1.5400017003
ACH-001523,-1.41426415535
ACH-001532,-1.67716621046
ACH-001536,-1.66069252604
ACH-001550,-2.2100956144099997
ACH-001552,-2.04079767131
ACH-001554,-1.54567100379
ACH-001645,-1.58632567688
ACH-001654,-1.68381397986
ACH-001715,-1.87402725664
ACH-001735,-1.7402965425999999
ACH-001736,-1.7550342702000001
ACH-001737,-2.08665074917
ACH-001740,-1.50621394759
ACH-001745,-1.6733579907499998
ACH-001750,-1.6947715759
ACH-001765,-1.7949768032799998
ACH-001956,-1.79210858738
ACH-001957,-1.51759182622
