,HSPA14 (51182)
ACH-000004,-0.000168082039752
ACH-000007,-1.0425578773200002
ACH-000009,-0.394998066773
ACH-000011,-1.23861545235
ACH-000012,-0.666767885153
ACH-000013,-0.43228840650399997
ACH-000014,-0.704553697953
ACH-000015,-0.6222489080870001
ACH-000017,-0.46285515839599994
ACH-000018,-1.14580012471
ACH-000019,-0.6918193323549999
ACH-000021,-0.708494806366
ACH-000022,-0.38445280008599997
ACH-000025,-1.06591449849
ACH-000028,-0.884683735035
ACH-000030,-0.380100359165
ACH-000035,-0.408297594527
ACH-000036,-0.633871610197
ACH-000037,-0.591930496286
ACH-000039,-0.42231966614699995
ACH-000040,-0.323141364578
ACH-000041,-0.821754449671
ACH-000042,-0.607421191853
ACH-000045,-0.790849468352
ACH-000047,-0.49133518130900006
ACH-000052,-0.355876852204
ACH-000053,-0.433322472829
ACH-000054,-0.404903254595
ACH-000055,-0.8171887872490001
ACH-000060,-0.674373278698
ACH-000067,-0.7179004881300001
ACH-000070,-0.766010302964
ACH-000075,-0.7853524573199999
ACH-000078,-0.421826517749
ACH-000082,-0.302101544844
ACH-000085,-0.8354607010899999
ACH-000086,-0.620864286915
ACH-000087,-0.5489209268899999
ACH-000092,-0.607316817929
ACH-000095,-0.350486578561
ACH-000097,-0.664699761193
ACH-000098,-0.12511213902499999
ACH-000099,-0.752962186566
ACH-000108,-0.661417478027
ACH-000113,-0.200399035083
ACH-000115,-0.199355090094
ACH-000116,-0.812546412903
ACH-000118,-0.43163978206299997
ACH-000120,-0.522055018121
ACH-000123,-0.782114733851
ACH-000127,-0.8105275155230001
ACH-000128,-1.00748729958
ACH-000132,-0.423249841887
ACH-000133,-0.720933161355
ACH-000137,-0.576908271521
ACH-000138,-0.741477697978
ACH-000142,-0.654205038491
ACH-000143,-0.541816076604
ACH-000146,-0.357450392017
ACH-000148,-0.527756126762
ACH-000150,-0.326967477627
ACH-000152,-0.574496291732
ACH-000153,-0.638037875425
ACH-000159,-0.719172870596
ACH-000160,-0.569563325475
ACH-000163,-0.43710808869900003
ACH-000167,-0.689111219227
ACH-000168,-0.8579039081100001
ACH-000169,-0.23553465871800003
ACH-000178,-0.555438587549
ACH-000182,-0.133517998706
ACH-000183,-0.542157372949
ACH-000188,-0.6203292056549999
ACH-000189,-0.643895579587
ACH-000190,-0.563061382813
ACH-000198,-0.7189136705679999
ACH-000204,-0.33564972107100005
ACH-000206,-0.684669630158
ACH-000207,-0.9142107550740001
ACH-000211,-0.8268938854979999
ACH-000215,-0.415588992108
ACH-000221,-0.644451915802
ACH-000222,-0.208980042741
ACH-000223,-0.426877679295
ACH-000226,-0.592091675338
ACH-000227,-0.741346020408
ACH-000228,-0.48821781779
ACH-000231,-0.6713687484090001
ACH-000232,-0.59651732242
ACH-000233,-0.245167028163
ACH-000234,-0.160907007836
ACH-000235,-0.49144955362899995
ACH-000237,-0.500997268054
ACH-000238,-0.315989087902
ACH-000243,-0.6555517554020001
ACH-000244,-0.269144608838
ACH-000246,-0.8660863336210001
ACH-000248,-0.32426669620799997
ACH-000250,-0.645387015366
ACH-000251,-0.45045793050599997
ACH-000253,-0.456048845783
ACH-000255,-0.8626732787899999
ACH-000256,-0.367204217453
ACH-000257,-0.752683280188
ACH-000258,-0.579538220126
ACH-000259,-0.588995725316
ACH-000260,-0.941597607864
ACH-000261,-0.006618946082350001
ACH-000262,-1.00867131828
ACH-000263,-0.673366406938
ACH-000264,-0.251822707348
ACH-000265,-0.775236490431
ACH-000266,-0.503243525483
ACH-000272,0.07065007641200001
ACH-000273,-1.27284959294
ACH-000274,-0.450040023287
ACH-000277,-0.5530642296289999
ACH-000278,-0.652129762631
ACH-000279,-0.499514410796
ACH-000280,-0.924571363749
ACH-000281,-0.602604057275
ACH-000288,-0.49188504248000003
ACH-000291,-0.7456441121240001
ACH-000293,-0.897410448743
ACH-000294,-1.0144000146799999
ACH-000295,-0.574690820071
ACH-000296,-0.45993520190700005
ACH-000302,-0.6112423023100001
ACH-000304,-0.6782217244159999
ACH-000307,-0.8029382490289999
ACH-000308,-0.6893759368269999
ACH-000310,-0.1224585514
ACH-000311,-0.736598608112
ACH-000312,-0.520561890715
ACH-000315,-0.28777647715
ACH-000316,-0.8643452991889999
ACH-000317,-1.20871542468
ACH-000318,-0.469730855021
ACH-000319,-0.58955388276
ACH-000320,-0.44790929779399996
ACH-000322,-0.918877013865
ACH-000323,-0.600324802241
ACH-000324,-1.1598040043100002
ACH-000329,-0.41408178243199995
ACH-000330,-0.681980722855
ACH-000331,-0.47746069908100003
ACH-000332,-0.619841464975
ACH-000334,-0.256783883262
ACH-000335,-1.07602970452
ACH-000336,-0.573858600541
ACH-000337,-0.747702794551
ACH-000339,-0.440655942578
ACH-000341,-0.6841722127140001
ACH-000348,-0.414256121549
ACH-000350,-0.318818792643
ACH-000352,-0.18716511597899999
ACH-000356,-0.386055201495
ACH-000361,-0.6776874044419999
ACH-000362,-0.605504103924
ACH-000363,-0.246339373046
ACH-000364,-0.781405358389
ACH-000365,-0.35502578133699997
ACH-000366,-0.968430837509
ACH-000368,-0.768157207791
ACH-000374,0.0398935986067
ACH-000375,-0.745277167573
ACH-000376,-0.787145234546
ACH-000381,-0.36014573581799997
ACH-000383,-0.515563337461
ACH-000387,-0.288002932327
ACH-000389,-0.42859213351
ACH-000390,-0.40965368011200004
ACH-000393,-0.43795759466300005
ACH-000395,-0.16543780227
ACH-000397,-0.563592174334
ACH-000401,-0.8733759640350001
ACH-000402,0.410713379
ACH-000403,-0.33468186481400003
ACH-000404,-1.4180900693599998
ACH-000406,-0.535920159432
ACH-000407,-0.639345000316
ACH-000408,-0.8949310086489999
ACH-000410,-0.20764341570099998
ACH-000411,-0.820698547012
ACH-000414,-0.508485778089
ACH-000415,-0.7526295729989999
ACH-000416,-0.472910951505
ACH-000420,-0.295648125337
ACH-000421,-0.322974188869
ACH-000424,-0.8075643895569999
ACH-000425,-0.819599481046
ACH-000426,0.242692433188
ACH-000427,-0.34467325786799996
ACH-000433,-0.236451154514
ACH-000436,-0.23480582414999998
ACH-000444,-0.8307459248160001
ACH-000445,-0.62804028497
ACH-000448,-0.49374928934600004
ACH-000450,-0.769605254523
ACH-000452,-0.575037179225
ACH-000454,-0.9423603518829999
ACH-000458,-1.0045661354100002
ACH-000459,-1.19476519238
ACH-000460,-0.642788378256
ACH-000461,-0.23393426205099999
ACH-000463,-0.5853213808300001
ACH-000464,-0.6521719149390001
ACH-000466,0.0366649717913
ACH-000467,-0.42487472671800003
ACH-000468,-0.71801209597
ACH-000469,-0.776467434956
ACH-000470,-0.395459551066
ACH-000471,-0.631815263484
ACH-000472,-0.610314835974
ACH-000473,-0.31488527994800003
ACH-000475,-0.599252233303
ACH-000476,-0.282887797686
ACH-000477,-0.484069749889
ACH-000480,-0.876914611005
ACH-000481,-0.369209034253
ACH-000483,-0.979452497936
ACH-000484,-0.575505091589
ACH-000485,-0.758615887086
ACH-000486,-1.02985848181
ACH-000487,-0.173319834273
ACH-000488,-0.46967842699699996
ACH-000490,-0.730846552326
ACH-000491,-0.220192326758
ACH-000495,-1.02176440814
ACH-000496,-0.590465135602
ACH-000499,-1.16416841251
ACH-000500,-0.531525197644
ACH-000502,-0.45831033247599995
ACH-000503,-0.7493927122130001
ACH-000505,-0.747693310725
ACH-000507,-0.34202374894599996
ACH-000510,-0.5694804722869999
ACH-000511,-0.46624684641900005
ACH-000512,-0.7449317114280001
ACH-000516,-0.578828683877
ACH-000517,-0.191449818013
ACH-000518,-0.78491247619
ACH-000520,-0.046969548657300006
ACH-000521,-0.347678778762
ACH-000522,-0.627710099316
ACH-000524,-0.24669249334100002
ACH-000527,-0.43852451507
ACH-000528,-0.306359021419
ACH-000537,-0.834642852102
ACH-000541,-0.481088447534
ACH-000542,-1.17733938339
ACH-000544,-1.2885272943600001
ACH-000545,-0.768580581911
ACH-000547,-0.519263558927
ACH-000548,-0.135297208185
ACH-000549,-0.562240901899
ACH-000550,-0.597815487234
ACH-000552,-0.553497743962
ACH-000556,-0.426003083665
ACH-000557,-0.58396868833
ACH-000570,-0.789784375948
ACH-000571,-0.48123320572300005
ACH-000573,-0.381007902684
ACH-000576,-0.861553224957
ACH-000580,-1.3846346288999998
ACH-000584,-0.507221341435
ACH-000585,-0.815898066489
ACH-000588,-0.565973271245
ACH-000589,-0.60618127422
ACH-000591,-0.628747984464
ACH-000593,-0.701909775801
ACH-000600,-1.00754499152
ACH-000601,-0.53905662478
ACH-000604,-0.518422010375
ACH-000605,-0.440082356182
ACH-000606,-1.0569734721200001
ACH-000608,-0.484037561025
ACH-000614,-0.9458392246520001
ACH-000616,-0.275090382367
ACH-000618,-0.15300734566
ACH-000619,-0.631005016286
ACH-000620,-0.157789075379
ACH-000621,-0.530099957672
ACH-000622,-0.51663474721
ACH-000623,-0.8776433851890001
ACH-000624,-0.287919954309
ACH-000627,-0.807839184116
ACH-000630,-0.21919317869399998
ACH-000632,-0.6972999199009999
ACH-000633,-0.487532577047
ACH-000637,-0.29964939923
ACH-000638,-0.649190783878
ACH-000646,-0.324946209716
ACH-000647,-0.492026161609
ACH-000648,-0.9120663756020001
ACH-000649,-0.24275456476399998
ACH-000651,-0.24745137922899998
ACH-000652,-0.7105389418800001
ACH-000653,-0.266234899905
