,TCAIM (285343)
ACH-000004,0.174828836041
ACH-000007,0.15302304333300001
ACH-000009,-0.15352584715
ACH-000011,0.0760978483319
ACH-000012,0.11614016083499999
ACH-000013,0.0312186831194
ACH-000014,-0.00213573051989
ACH-000015,-0.110493558212
ACH-000017,-0.0898258697643
ACH-000018,-0.019483645589499998
ACH-000019,0.23028285808
ACH-000021,-0.0477106749864
ACH-000022,0.027890566643699998
ACH-000025,-0.0773976069437
ACH-000028,-0.015573485181
ACH-000030,-0.011892245903
ACH-000035,0.0346243059081
ACH-000036,-0.127539722633
ACH-000037,0.07824245105880001
ACH-000039,0.05026054399259999
ACH-000040,-0.018998631215599998
ACH-000041,-0.0391643354786
ACH-000042,-0.0696099791337
ACH-000045,0.053197834378699994
ACH-000047,0.00213105528137
ACH-000052,-0.161969110099
ACH-000053,0.023863624124099998
ACH-000054,-0.059479628004700004
ACH-000055,-0.0292830454817
ACH-000060,0.0170659100529
ACH-000067,-0.103900539817
ACH-000070,-0.054439041161099995
ACH-000075,-0.16964029764400002
ACH-000078,0.291477245042
ACH-000082,0.139269933998
ACH-000085,-0.24320381016999998
ACH-000086,-0.056528396537100005
ACH-000087,0.007441565616649999
ACH-000092,0.0644528314705
ACH-000095,0.0273247267141
ACH-000097,0.0194433020247
ACH-000098,0.000580861937429
ACH-000099,0.23309270947500002
ACH-000108,-0.0212896382864
ACH-000113,0.00457037063797
ACH-000115,0.232301041316
ACH-000116,-0.09182739066369999
ACH-000118,0.0285016976825
ACH-000120,-0.209027835416
ACH-000123,0.0925037408626
ACH-000127,-0.00638208045626
ACH-000128,0.020626924831999998
ACH-000132,-0.045784729373199995
ACH-000133,0.06835708172140001
ACH-000137,0.163811003413
ACH-000138,-0.0220708728511
ACH-000142,0.036043680276599994
ACH-000143,0.04084191858919999
ACH-000146,0.0207640712951
ACH-000148,0.233651328337
ACH-000150,-0.187104476296
ACH-000152,0.128778300824
ACH-000153,-0.171548129331
ACH-000159,0.0030958072693900002
ACH-000160,-0.00603360916923
ACH-000163,0.0160586745156
ACH-000167,0.182052296866
ACH-000168,-0.06744054346640001
ACH-000169,-0.0404311395731
ACH-000178,0.0970132624155
ACH-000182,-0.0331994745194
ACH-000183,0.217789205289
ACH-000188,-0.06589604840459999
ACH-000189,0.062096562222100006
ACH-000190,-0.23824474653499997
ACH-000198,-0.0823279728841
ACH-000204,-0.150630980779
ACH-000206,-0.20902301655400002
ACH-000207,0.0772117212265
ACH-000211,0.011197244463599999
ACH-000215,0.19006740433699998
ACH-000221,0.08398500642319999
ACH-000222,-0.28381204181200004
ACH-000223,-0.09370471561060001
ACH-000226,0.027317490773
ACH-000227,-0.230396790459
ACH-000228,-0.08136773933360002
ACH-000231,0.00393603169017
ACH-000232,0.0714432461866
ACH-000233,-0.018529989489099997
