,SUOX (6821)
ACH-000004,-0.39837584986
ACH-000007,-0.437914853918
ACH-000009,-0.367060543635
ACH-000011,-0.42207607171800005
ACH-000012,-0.271230622797
ACH-000013,-0.142691304016
ACH-000014,-0.300042541258
ACH-000015,-0.396914715386
ACH-000017,-0.147904234413
ACH-000018,-0.147817768889
ACH-000019,-0.06490194193769999
ACH-000021,-0.201745955718
ACH-000022,-0.165334551872
ACH-000025,-0.43158751133699996
ACH-000028,-0.273411152106
ACH-000030,-0.286982898704
ACH-000035,-0.174772571237
ACH-000036,-0.35160270241999997
ACH-000037,-0.136186710791
ACH-000039,-0.363572078415
ACH-000040,-0.17004866804299998
ACH-000041,-0.362387614373
ACH-000042,-0.377064774665
ACH-000045,-0.413005170903
ACH-000047,-0.268727662616
ACH-000052,-0.24661681710799999
ACH-000053,-0.216884419853
ACH-000054,-0.357511541994
ACH-000055,-0.41384060897299996
ACH-000060,-0.199259328334
ACH-000067,-0.392366919578
ACH-000070,-0.236164189937
ACH-000075,-0.415852243917
ACH-000078,-0.24614084535100003
ACH-000082,-0.41019095809
ACH-000085,-0.525284032208
ACH-000086,-0.55126867252
ACH-000087,-0.35935451655
ACH-000092,-0.323164103757
ACH-000095,-0.37002929350599995
ACH-000097,-0.358262111615
ACH-000098,-0.239048431552
ACH-000099,-0.174203074778
ACH-000108,-0.0725379562997
ACH-000113,-0.299264484624
ACH-000115,-0.297403530999
ACH-000116,-0.34198868411399996
ACH-000118,-0.200196203035
ACH-000120,-0.14306589359400002
ACH-000123,-0.28575147736400003
ACH-000127,-0.291536339215
ACH-000128,-0.5036670331490001
ACH-000132,0.0192230138234
ACH-000133,-0.35617733335900004
ACH-000137,-0.288581950513
ACH-000138,-0.185007651379
ACH-000142,-0.377179512112
ACH-000143,-0.26168519796399997
ACH-000146,-0.150262013968
ACH-000148,-0.305385103924
ACH-000150,-0.40438819727499997
ACH-000152,-0.158497272596
ACH-000153,-0.7577909761130001
ACH-000159,-0.146473471694
ACH-000160,-0.251971498851
ACH-000163,-0.38637250481200003
ACH-000167,-0.265426691714
ACH-000168,-0.179407875453
ACH-000169,-0.41597785615599997
ACH-000178,-0.05656298827219999
ACH-000182,-0.28912997511599997
ACH-000183,-0.216973157903
ACH-000188,-0.166221298077
ACH-000189,-0.609888593768
ACH-000190,-0.111871299857
ACH-000198,-0.313848910621
ACH-000204,-0.340515226476
ACH-000206,-0.34535740674300003
ACH-000207,-0.136196120762
ACH-000211,-0.348661107954
ACH-000215,-0.212266142914
ACH-000221,-0.220603789072
ACH-000222,0.0248148128628
ACH-000223,-0.293584972261
ACH-000226,-0.402579730152
ACH-000227,-0.358245197623
ACH-000228,-0.164798982918
ACH-000231,-0.245785410121
ACH-000232,-0.36610181578699996
ACH-000233,-0.306189634849
ACH-000234,-0.47804010586
ACH-000235,-0.274614457651
ACH-000237,-0.389679378289
ACH-000238,-0.140979905069
ACH-000243,-0.247767232077
ACH-000244,-0.238200819366
ACH-000246,-0.39939432651100004
ACH-000248,-0.580768364074
ACH-000250,-0.278820969887
ACH-000251,-0.534497016202
ACH-000253,-0.360468834197
ACH-000255,-0.40203305496799996
ACH-000256,-0.547018802194
ACH-000257,-0.414750636596
ACH-000258,-0.07173903854439999
ACH-000259,-0.33033573356699997
ACH-000260,-0.39065217762500004
ACH-000261,-0.430517130273
