,SPOCD1 (90853)
ACH-000822,-0.0558025223107
ACH-000823,-0.379566606792
ACH-000824,-0.324470144835
ACH-000827,-0.24464255301899998
ACH-000829,-0.35561346723000004
ACH-000831,-0.31223888911
ACH-000832,-0.441863980454
ACH-000833,-0.08354732078980001
ACH-000834,-0.259463536807
ACH-000835,-0.27612116789700003
ACH-000836,-0.191198671033
ACH-000837,-0.264905737669
ACH-000838,-0.36941558071099995
ACH-000839,-0.602219408128
ACH-000840,-0.45695306076700004
ACH-000841,-0.37221255257299996
ACH-000843,-0.225271541699
ACH-000846,-0.162881264617
ACH-000847,-0.226515719546
ACH-000848,-0.264936252959
ACH-000849,-0.539176259324
ACH-000851,-0.44495433380099997
ACH-000855,-0.479007628997
ACH-000856,-0.329327619269
ACH-000858,-0.440120820048
ACH-000859,-0.390200605089
ACH-000861,-0.28975234784299997
ACH-000862,-0.103226407059
ACH-000865,-0.254500972272
ACH-000866,-0.314184655068
ACH-000867,-0.261077351633
ACH-000869,-0.18238736900199998
ACH-000872,-0.318061594175
ACH-000873,-0.07678189930210001
ACH-000876,-0.254683929416
ACH-000878,-0.266600163988
ACH-000880,-0.140258854288
ACH-000881,-0.273963715163
ACH-000882,-0.46999463004299996
ACH-000884,-0.347990374219
ACH-000885,-0.17563908900199998
ACH-000887,-0.427443892303
ACH-000888,-0.35843620405999993
ACH-000889,-0.32538634062399996
ACH-000890,-0.210953388206
ACH-000896,-0.295536728268
ACH-000898,-0.373056290806
ACH-000900,-0.324083228506
ACH-000901,-0.21230197672
ACH-000905,-0.31397302254
ACH-000906,-0.302765601334
ACH-000907,-0.470075575069
ACH-000910,-0.296529881818
ACH-000911,-0.416516609582
ACH-000912,-0.167492702666
ACH-000913,-0.226306911094
ACH-000915,-0.161776862833
ACH-000916,-0.412366672199
ACH-000917,-0.26973728604
ACH-000921,-0.496294936437
ACH-000924,-0.344732137349
ACH-000926,-0.18889366673
ACH-000928,-0.522573284246
ACH-000929,-0.38977407715400003
ACH-000932,-0.24288582630600003
ACH-000935,-0.196940929576
ACH-000936,-0.201993415486
ACH-000937,-0.211141205375
ACH-000938,-0.07079684884389999
ACH-000939,-0.388175240924
ACH-000941,-0.159007104529
ACH-000943,-0.17061885532200002
ACH-000946,-0.38868974769000003
ACH-000947,-0.241068230999
ACH-000948,-0.38137310304399996
ACH-000950,-0.783652141076
ACH-000953,-0.303321737674
ACH-000957,-0.403458290799
ACH-000958,-0.35717575464900003
ACH-000960,-0.291314423637
ACH-000963,-0.0599529023555
ACH-000968,-0.04650212456569999
ACH-000969,-0.252522522364
ACH-000973,-0.37036532464500005
ACH-000974,-0.21651575321400002
ACH-000975,-0.485733007953
ACH-000976,-0.646364587329
ACH-000978,-0.658144732829
ACH-000980,-0.345445908171
ACH-000984,-0.224406522463
ACH-000986,-0.23044554079799998
ACH-000988,-0.334225206516
ACH-000993,-0.278090173072
ACH-000994,-0.392338446482
ACH-000996,-0.48523468401500003
ACH-001001,-0.414654547976
ACH-001020,-0.27949873111900003
ACH-001028,-0.265926449798
ACH-001031,-0.312337877155
ACH-001038,-0.244841094696
ACH-001048,-0.35899479715000004
ACH-001050,-0.42011567932300004
ACH-001053,-0.445274610162
ACH-001054,-0.30329141639199997
ACH-001061,-0.257007801706
ACH-001067,-0.312861454682
ACH-001075,-0.355535736278
ACH-001096,-0.298554403232
ACH-001128,-0.0371917636421
ACH-001134,-0.435250284772
ACH-001151,-0.322195336109
ACH-001163,-0.287467096789
ACH-001164,-0.487428521567
ACH-001173,-0.17939335167599998
ACH-001183,-0.299090587527
ACH-001184,-0.4918418185
ACH-001190,-0.254295138543
ACH-001192,-0.314729145981
ACH-001193,-0.21793892736200002
ACH-001196,-0.45059913175599997
ACH-001197,-0.288758713605
ACH-001205,-0.278072473377
ACH-001211,-0.13579586601500002
ACH-001212,-0.291099597645
ACH-001228,-0.507519874647
ACH-001232,-0.344891307574
ACH-001239,-0.128521543806
ACH-001274,-0.42133984705899996
ACH-001275,-0.49415256513000005
ACH-001277,-0.273919284364
ACH-001278,-0.249354474505
ACH-001280,-0.0857643694244
ACH-001283,-0.130702917646
ACH-001289,-0.157944796743
ACH-001295,-0.334355196772
ACH-001300,-0.202073767774
ACH-001301,-0.25667496034000004
ACH-001302,-0.19068276288400002
ACH-001303,-0.0315308417016
ACH-001306,-0.381897978174
ACH-001318,-0.36395272087999997
ACH-001322,-0.410146499639
ACH-001328,-0.36347786391500003
ACH-001332,-0.358472849364
ACH-001333,-0.24727056257399999
ACH-001336,-0.280392337328
ACH-001340,-0.27279395147
ACH-001346,-0.34613222939800004
ACH-001353,-0.232177325674
ACH-001354,-0.239190633467
ACH-001367,-0.398978938084
ACH-001368,-0.323434555058
ACH-001374,-0.164935269348
ACH-001375,-0.382872943067
ACH-001377,-0.204910980604
ACH-001380,-0.39932575005500004
ACH-001391,-0.299705503974
ACH-001407,-0.17498909742199997
ACH-001408,-0.381098435747
ACH-001413,-0.24054336307799998
ACH-001430,-0.24081490418200002
ACH-001431,-0.195713587023
ACH-001450,-0.36404879735699996
ACH-001496,-0.388924266046
ACH-001500,-0.38509568707900005
ACH-001521,-0.360485210343
ACH-001523,-0.315522830713
ACH-001532,-0.2178181117
ACH-001536,-0.24163925477499998
ACH-001550,-0.25889033144699997
ACH-001552,-0.603814621389
ACH-001554,-0.398991846263
ACH-001645,-0.27135005758499997
ACH-001654,-0.282849794172
ACH-001715,-0.361159368537
ACH-001735,-0.275770698082
ACH-001736,-0.27547474934
ACH-001737,-0.663485919891
ACH-001740,-0.285176894727
ACH-001745,-0.43735378971600003
ACH-001750,-0.322357987084
ACH-001765,-0.30984110265799997
ACH-001956,-0.31102900755199997
ACH-001957,-0.328353339317
