,BMPR1B (658)
ACH-000004,0.272029003527
ACH-000007,0.180164540642
ACH-000009,0.0906915740962
ACH-000011,0.234094729324
ACH-000012,0.11411763574999999
ACH-000013,0.119686188847
ACH-000014,0.208880400689
ACH-000015,0.201026077731
ACH-000017,0.126436135095
ACH-000018,-0.17592839545000002
ACH-000019,0.331920158385
ACH-000021,0.09401157801110001
ACH-000022,0.200081586996
ACH-000025,0.025894364852900004
ACH-000028,0.0232797008234
ACH-000030,0.036434147869599996
ACH-000035,0.0414467362475
ACH-000036,0.0842185205232
ACH-000037,-0.05602113980909999
ACH-000039,0.347363675172
ACH-000040,0.40304248233
ACH-000041,-0.0288978940663
ACH-000042,0.136462405106
ACH-000045,0.248436979412
ACH-000047,0.163659096646
ACH-000052,0.315435755505
ACH-000053,0.060680819659000004
ACH-000054,0.134202089296
ACH-000055,0.018687832987
ACH-000060,-0.0213084180458
ACH-000067,0.135499090663
ACH-000070,0.14741954468000001
ACH-000075,0.024423646499799997
ACH-000078,-0.263057656872
ACH-000082,0.108326361867
ACH-000085,0.12112215500199999
ACH-000086,0.15001963094
ACH-000087,0.22167395141
ACH-000092,0.049477568663300005
ACH-000095,0.12629109506300001
ACH-000097,0.265338714048
ACH-000098,0.0629691724854
ACH-000099,-0.0186614488355
ACH-000108,0.19317525284499998
ACH-000113,0.0752372420997
ACH-000115,0.11783058893300001
ACH-000116,-0.0023295529885600003
ACH-000118,0.0415367636461
ACH-000120,0.09773124675010002
ACH-000123,0.0565375531109
ACH-000127,0.102455049537
ACH-000128,0.252277082786
ACH-000132,0.193731162502
ACH-000133,-0.124164712151
ACH-000137,-0.0234568266178
ACH-000138,0.17044502442099999
ACH-000142,0.242864579577
ACH-000143,0.28329906936500004
ACH-000146,0.258027820491
ACH-000148,0.131550634295
ACH-000150,0.0651914779628
ACH-000152,-0.0112267096524
ACH-000153,0.16892430639800002
ACH-000159,0.181964705713
ACH-000160,0.108123870187
ACH-000163,0.133780915039
ACH-000167,0.0663138996994
ACH-000168,0.160112130569
ACH-000169,0.0588601497521
ACH-000178,0.111472362465
ACH-000182,0.011007903729
ACH-000183,-0.023027597227
ACH-000188,0.210128263761
ACH-000189,-0.093073673035
ACH-000190,0.277532454072
ACH-000198,0.292939110157
ACH-000204,0.235050117877
ACH-000206,0.126212143676
ACH-000207,0.778090933731
ACH-000211,0.05945786304930001
ACH-000215,0.16992632464899998
ACH-000221,0.0609381927347
ACH-000222,0.09105695891610001
ACH-000223,0.01609645464
ACH-000226,0.175178546197
ACH-000227,-0.295082763733
ACH-000228,0.143155156541
ACH-000231,0.210507153149
ACH-000232,0.0306905054038
ACH-000233,0.192810734181
ACH-000234,0.004498175499
ACH-000235,0.08941562290069999
ACH-000237,0.0190237184127
ACH-000238,0.158230465647
ACH-000243,0.0572287287089
ACH-000244,0.10818076155200002
ACH-000246,0.23582749914999998
ACH-000248,0.144576278552
ACH-000250,0.136214590687
ACH-000251,-0.26765614868500004
ACH-000253,0.175599650189
ACH-000255,0.09386662697619999
ACH-000256,0.10642022799
ACH-000257,0.290216542918
ACH-000258,0.0405453836731
ACH-000259,0.0185347651734
ACH-000260,0.17826650468
ACH-000261,0.0730643734003
ACH-000262,-0.18091590883
ACH-000263,0.27331511653
ACH-000264,0.05175458231150001
ACH-000265,0.073941824823
ACH-000266,0.09528516914449998
ACH-000272,0.131533942116
ACH-000273,0.031076323656099997
ACH-000274,0.208216362253
ACH-000277,0.271834736655
ACH-000278,0.07550300552110001
ACH-000279,0.186446175662
ACH-000280,0.33314583761
ACH-000281,0.09753572450639998
ACH-000288,0.25707021491
ACH-000291,0.139249809816
ACH-000293,0.13005158031199998
ACH-000294,0.17243412430500002
ACH-000295,0.340683582971
ACH-000296,0.057748632568199995
ACH-000302,-0.017677462985400003
ACH-000304,0.534212299676
ACH-000307,-0.0146562151516
ACH-000308,0.159320514222
ACH-000310,-0.00915388068186
ACH-000311,0.300409067204
ACH-000312,0.130979695332
ACH-000315,0.34532867556
ACH-000316,0.212966836259
ACH-000317,0.09850617299969999
ACH-000318,0.156603433622
ACH-000319,0.17107498208799998
ACH-000320,-0.106400735659
ACH-000322,-0.016749508062
ACH-000323,0.0139718734783
ACH-000324,0.163411601962
ACH-000329,0.15913506675699998
ACH-000330,0.207823046971
ACH-000331,0.293879952387
ACH-000332,0.167064758993
ACH-000334,-0.048223843474199994
ACH-000335,0.281492029256
ACH-000336,0.198373399853
