,ARID4A (5926)
ACH-000004,-0.34795432366400003
ACH-000007,0.083401765845
ACH-000009,-0.37377496328599996
ACH-000011,0.319925810304
ACH-000012,-0.06392746678399999
ACH-000013,0.213414858992
ACH-000014,0.204772887067
ACH-000015,-0.08488315747099999
ACH-000017,-0.0293890493824
ACH-000018,-0.110282935878
ACH-000019,0.12188627765900001
ACH-000021,-0.245202446391
ACH-000022,-0.0900417901399
ACH-000025,0.023404435343499997
ACH-000028,0.103520090294
ACH-000030,-0.168624114315
ACH-000035,-0.052573334250499995
ACH-000036,-0.0768239520313
ACH-000037,-0.08918508081280001
ACH-000039,-0.0152941520242
ACH-000040,-0.24991269806999997
ACH-000041,-0.0754873811599
ACH-000042,-0.256262380447
ACH-000045,-0.249511852874
ACH-000047,-0.180964046315
ACH-000052,-0.647698428744
ACH-000053,-0.012886646449
ACH-000054,-0.23152860414700002
ACH-000055,0.0267678797127
ACH-000060,-0.43754489155299997
ACH-000067,-0.189530700662
ACH-000070,0.220310003442
ACH-000075,-0.22632753559000002
ACH-000078,0.040375785494699994
ACH-000082,-0.09559278720440001
ACH-000085,-0.13373982286299999
ACH-000086,0.0208047036912
ACH-000087,0.0180127469387
ACH-000092,-0.181225468771
ACH-000095,-0.181452017029
ACH-000097,-0.023108530509900003
ACH-000098,0.121956607403
ACH-000099,-0.0676703420463
ACH-000108,-0.115946158093
ACH-000113,0.0713746440632
ACH-000115,0.0362897620126
ACH-000116,0.23573864663600003
ACH-000118,-0.154839516713
ACH-000120,0.00847024907262
ACH-000123,0.00624412695131
ACH-000127,-0.133580005371
ACH-000128,-0.0796716881048
ACH-000132,0.11598384503900001
ACH-000133,-0.22420910001400002
ACH-000137,0.0489935532656
ACH-000138,-0.17021175070300001
ACH-000142,0.18404476168499997
ACH-000143,-0.139104276357
ACH-000146,-0.0785518300371
ACH-000148,-0.147081324205
ACH-000150,0.0845665643486
ACH-000152,0.0387680542436
ACH-000153,-0.321569220521
ACH-000159,0.0697512823153
ACH-000160,0.256807084996
ACH-000163,-0.0425985715816
ACH-000167,0.538614713759
ACH-000168,-0.278252821581
ACH-000169,0.132488707904
ACH-000178,0.0321267105884
ACH-000182,-0.207993199787
ACH-000183,0.028189424632299998
ACH-000188,-0.0199486880443
ACH-000189,-0.0708553671801
ACH-000190,0.18472715944600002
ACH-000198,0.44432214912100004
ACH-000204,-0.119345266615
ACH-000206,0.148227316409
ACH-000207,-0.11863145704299999
ACH-000211,-0.033029606405500005
ACH-000215,-0.156500911121
ACH-000221,-0.0507342940184
ACH-000222,-0.19523369951400002
ACH-000223,-0.11836841094799999
ACH-000226,-0.074395266692
ACH-000227,-0.0295981554452
ACH-000228,-0.123144716192
ACH-000231,0.0272637874669
ACH-000232,0.13635524416300002
ACH-000233,0.06560253398469999
ACH-000234,0.147566404929
ACH-000235,-0.08015672915510001
ACH-000237,0.123944084679
ACH-000238,-0.10506231968100001
ACH-000243,-0.17677169127599998
ACH-000244,-0.0078272674936
ACH-000246,-0.0749201897516
ACH-000248,-0.0964428744046
ACH-000250,-0.354753980591
ACH-000251,-0.334468695345
ACH-000253,0.0552513579342
ACH-000255,-0.0201655418989
ACH-000256,0.066294143269
ACH-000257,-0.122382823629
ACH-000258,-0.0488012432273
ACH-000259,0.03976016485680001
ACH-000260,0.24517473154599997
ACH-000261,-0.153482181448
ACH-000262,0.0930903688302
ACH-000263,0.149806688147
ACH-000264,-0.21263057589499998
ACH-000265,-0.260698042533
ACH-000266,-0.0749076859809
ACH-000272,0.276942844281
ACH-000273,0.09169263379100001
ACH-000274,0.08609449436410001
ACH-000277,-0.14093093288
ACH-000278,-0.0679594129516
ACH-000279,-0.05304470340419999
ACH-000280,0.0373004627249
ACH-000281,-0.20050778704
ACH-000288,0.083811917098
ACH-000291,-0.154994749594
ACH-000293,0.16568303146
ACH-000294,-0.521998709519
ACH-000295,-0.189914793218
ACH-000296,-0.228666592479
ACH-000302,0.20876178712000001
ACH-000304,-0.0391984999051
ACH-000307,-0.156279173846
ACH-000308,0.155467527859
ACH-000310,-0.257124268637
ACH-000311,-0.657227128658
ACH-000312,-0.0478660154806
ACH-000315,0.0583939592304
ACH-000316,-0.15807355395300002
ACH-000317,-0.0542300872557
ACH-000318,-0.35125396604599995
ACH-000319,0.0338914753056
ACH-000320,-0.20201214220199998
ACH-000322,-0.0761588995166
ACH-000323,-0.0845302024168
ACH-000324,-0.0885560679462
ACH-000329,-0.015737250555100002
ACH-000330,-0.0283987788657
ACH-000331,-0.027528615729299998
ACH-000332,-0.295446968352
ACH-000334,-0.153478567795
ACH-000335,0.0442390668843
ACH-000336,0.274043086371
ACH-000337,0.026020233870599995
ACH-000339,-0.17754916633
ACH-000341,0.105466917692
ACH-000348,-0.14684370336400002
ACH-000350,0.137983948077
ACH-000352,-0.0316730602636
ACH-000356,0.228647555664
ACH-000361,-0.0675522526494
ACH-000362,-0.123158330866
ACH-000363,-0.145557708968
ACH-000364,-0.24747648011300002
ACH-000365,-0.699461632075
ACH-000366,0.00846479603791
ACH-000368,-0.101613884109
ACH-000374,-0.261917531094
ACH-000375,0.339234256081
ACH-000376,-0.221082846365
ACH-000381,0.112377064912
ACH-000383,-0.044558347948
ACH-000387,-0.22766604117
ACH-000389,-0.200592105091
ACH-000390,-0.218056316061
ACH-000393,-0.408605697615
ACH-000395,-0.168042727469
ACH-000397,0.00124317441756
ACH-000401,0.14857075153899998
ACH-000402,-0.14323817406199998
ACH-000403,0.0369861642616
ACH-000404,0.302510948827
ACH-000406,-0.193014575947
ACH-000407,0.0205723486118
ACH-000408,0.14820326474
ACH-000410,0.194674906449
ACH-000411,0.0866562833808
ACH-000414,-0.010440866388
ACH-000415,-0.0132896732125
ACH-000416,0.09121860016960001
ACH-000420,0.217048347388
ACH-000421,-0.212317507581
ACH-000424,-0.0110665657901
ACH-000425,0.24979229147799997
ACH-000426,0.541130027428
ACH-000427,-0.198002458325
ACH-000433,-0.00631299436843
ACH-000436,0.38696671169
ACH-000444,0.10764234616599999
ACH-000445,-0.17663935673599998
ACH-000448,-0.0461726619745
ACH-000450,0.25596964239500003
ACH-000452,-0.10209045232899999
ACH-000454,-0.048549638920099995
ACH-000458,-0.0690872660153
ACH-000459,-0.0849905515785
ACH-000460,0.0812781567535
ACH-000461,0.026708487800400003
ACH-000463,0.0209858703909
ACH-000464,0.206712605727
ACH-000466,-0.189613156648
ACH-000467,0.22576326753000003
ACH-000468,0.125134112611
ACH-000469,-0.0290507778469
ACH-000470,0.38025971470799996
ACH-000471,-0.0425255022855
ACH-000472,-0.07764843264389999
ACH-000473,0.0337005453588
ACH-000475,-0.202305780321
ACH-000476,-0.06758137947119999
ACH-000477,0.29438742951499997
ACH-000480,-0.119356571339
ACH-000481,-0.15367896329000003
ACH-000483,0.207978510732
ACH-000484,-0.27838042280499997
ACH-000485,-0.2466296495
ACH-000486,0.05246502233519999
ACH-000487,-0.09197485247189999
ACH-000488,-0.0215140875363
ACH-000490,-0.515114314286
ACH-000491,0.0520496299702
ACH-000495,0.245408398543
ACH-000496,0.124893570977
ACH-000499,-0.12546778358400001
ACH-000500,0.45822003499799996
ACH-000502,-0.108283391686
ACH-000503,-0.141000010776
ACH-000505,0.1031380353
ACH-000507,-0.18451202309300002
ACH-000510,-0.052505530408
ACH-000511,0.0460933880351
ACH-000512,-0.248782910501
ACH-000516,-0.050159234504800004
ACH-000517,-0.04631131350769999
ACH-000518,-0.0577540436414
ACH-000520,-0.073456564897
ACH-000521,0.08697874371230001
ACH-000522,0.18087261302700003
ACH-000524,0.180790647323
ACH-000527,0.0627340985987
ACH-000528,-0.118351635905
ACH-000537,0.0014098216960999998
ACH-000541,-0.6072062116520001
ACH-000542,0.230747813159
ACH-000544,-0.0997997476022
ACH-000545,0.16346656761
ACH-000547,-0.16850082009700001
ACH-000548,-0.303500584955
ACH-000549,-0.0328263899629
ACH-000550,-0.09794824728849999
ACH-000552,0.0781421023535
ACH-000556,0.009831684488129998
ACH-000557,0.615496477878
ACH-000570,-0.033155339298400005
ACH-000571,-0.0728362542882
ACH-000573,-0.101187353147
ACH-000576,-0.036364281595400005
ACH-000580,0.12983648077999999
ACH-000584,-0.0326962308752
ACH-000585,-0.32182217817
ACH-000588,0.122067781253
ACH-000589,-0.19418265763
ACH-000591,-0.145321157927
ACH-000593,-0.0777118597137
ACH-000600,0.231628275104
ACH-000601,-0.022164210149400003
ACH-000604,0.22478026100600002
ACH-000605,-0.285226270266
ACH-000606,-0.173458074052
ACH-000608,-0.17676355514000003
ACH-000614,0.221196664997
ACH-000616,-0.212126152591
ACH-000618,-0.00877130685269
ACH-000619,-0.0777235822139
ACH-000620,0.0265960288032
ACH-000621,0.0335385659636
ACH-000622,0.029033807710199998
ACH-000623,-0.11769802687799999
ACH-000624,0.003247675156
ACH-000627,-0.0569114947099
ACH-000630,0.189542706266
ACH-000632,0.451517086169
ACH-000633,0.0106946005361
ACH-000637,-0.257717515381
ACH-000638,-0.28217462064
ACH-000646,-0.132691404589
ACH-000647,0.0496882944951
ACH-000648,-0.0301741352548
ACH-000649,-0.038984881713699994
ACH-000651,-0.21763917232299998
ACH-000652,-0.109293089774
ACH-000653,0.0309419675984
ACH-000657,-0.116805944954
ACH-000658,0.138492063591
ACH-000661,-0.036721506139
ACH-000662,-0.0908616561058
ACH-000663,-0.138723199144
ACH-000665,-0.000638861081688
ACH-000671,-0.0112587366154
ACH-000673,-0.045407755193499995
ACH-000676,0.0452885552636
ACH-000677,0.13225501540200002
ACH-000681,0.0517268550352
ACH-000682,-0.0539795717265
ACH-000683,0.12330636747000001
ACH-000684,0.232463727854
ACH-000688,0.022729353749099998
ACH-000693,-0.0299292723653
ACH-000694,0.00835093984922
ACH-000695,-0.41007345797600003
ACH-000696,-0.0627656832379
ACH-000697,-0.0991806822146
ACH-000699,-0.347534415017
ACH-000701,0.0674718669566
ACH-000706,0.04362799700159999
ACH-000711,-0.12310754940600001
ACH-000713,0.027746590872999997
ACH-000714,-0.210237705098
ACH-000718,-0.262532940831
ACH-000720,0.200778769129
ACH-000721,-0.138666266487
ACH-000724,-0.115080377597
ACH-000725,0.0037313254980799997
ACH-000732,-0.0876558932918
ACH-000734,-0.0759529753631
ACH-000735,0.049741479469999995
ACH-000736,-0.203499668698
ACH-000738,-0.00147141542487
ACH-000746,-0.00386274737669
ACH-000747,-0.15663070588300002
ACH-000748,0.19767967234900002
ACH-000753,-0.07651188689510001
ACH-000756,0.0747875268727
ACH-000757,-0.130363247364
ACH-000758,-0.21025705411600001
ACH-000760,-0.06889837967660001
