,SPNS2 (124976)
ACH-000004,0.317970040886
ACH-000007,0.18596640677999998
ACH-000009,-0.102220885943
ACH-000011,-0.182482696334
ACH-000012,-0.149519096825
ACH-000013,-0.18403142065900002
ACH-000014,-0.182120266695
ACH-000015,-0.238583281068
ACH-000017,-0.102356786875
ACH-000018,0.00235036008482
ACH-000019,-0.043155743732000006
ACH-000021,-0.10298502281500001
ACH-000022,-0.153903418741
ACH-000025,-0.228173274953
ACH-000028,-0.08437592397119999
ACH-000030,-0.11114430310699999
ACH-000035,-0.114426502627
ACH-000036,-0.181174709316
ACH-000037,-0.317687970079
ACH-000039,-0.218327603343
ACH-000040,-0.213390780744
ACH-000041,-0.303551257241
ACH-000042,-0.08162493000839999
ACH-000045,0.0572890077419
ACH-000047,-0.219026659539
ACH-000052,0.0113164346453
ACH-000053,-0.148644419477
ACH-000054,0.00857672905675
ACH-000055,-0.12584398408800002
ACH-000060,-0.052826313492
ACH-000067,-0.129984587246
ACH-000070,-0.251668000005
ACH-000075,-0.255701648791
ACH-000078,-0.10746112914000001
ACH-000082,-0.412479392747
ACH-000085,-0.16889458952
ACH-000086,-0.0606675004557
ACH-000087,-0.19232848813499998
ACH-000092,-0.0946858544633
ACH-000095,-0.122585923096
ACH-000097,-0.259472669505
ACH-000098,-0.285250153544
ACH-000099,-0.137845095296
ACH-000108,-0.259459894767
ACH-000113,-0.110188402696
ACH-000115,-0.16503373839299998
ACH-000116,-0.145254095684
ACH-000118,-0.162780909604
ACH-000120,-0.225012914626
ACH-000123,-0.0799078665104
ACH-000127,0.0733007491667
ACH-000128,-0.06432113356619999
ACH-000132,-0.125742341657
ACH-000133,-0.36262156894599995
ACH-000137,-0.0594985168929
ACH-000138,-0.16378031174000002
ACH-000142,-0.22405236248500002
ACH-000143,-0.12585030459899998
ACH-000146,-0.33850317546899994
ACH-000148,-0.116869495856
ACH-000150,-0.345144864481
ACH-000152,-0.30874387556999994
ACH-000153,-0.452729986523
ACH-000159,-0.0636078921987
ACH-000160,-0.047635739711600004
ACH-000163,0.0109215676199
