,CD3EAP (10849)
ACH-000315,-0.09173412841160002
ACH-000316,-0.251197246738
ACH-000317,-0.44995223633299997
ACH-000318,-0.631752292698
ACH-000319,-0.41785352320299995
ACH-000320,-0.326637724888
ACH-000322,-0.37599382512699997
ACH-000323,-0.566053651434
ACH-000324,-0.543613810103
ACH-000329,-0.5201593942530001
ACH-000330,-0.445581358484
ACH-000331,-0.747451386623
ACH-000332,-0.6726946306470001
ACH-000334,-0.470972344241
ACH-000335,-0.5373225088870001
ACH-000336,-0.471631708208
ACH-000337,-0.638033725181
ACH-000339,-0.5280462863800001
ACH-000341,-0.589900961373
ACH-000348,-0.332690515591
ACH-000350,-0.39573266535400003
ACH-000352,-0.0816681859753
ACH-000356,-0.632989745509
ACH-000361,-0.326209105029
ACH-000362,-0.39070010069600003
ACH-000363,-0.211099209901
ACH-000364,-0.420403606382
ACH-000365,-0.36852071871200004
ACH-000366,-0.6331446281449999
ACH-000368,-0.523741823187
ACH-000374,-0.0509522086411
ACH-000375,-0.386720077794
ACH-000376,-0.399371639838
ACH-000381,-0.282336379441
ACH-000383,-0.436489446585
ACH-000387,-0.402511141892
ACH-000389,-0.7256902158670001
ACH-000390,-0.304801511819
ACH-000393,-0.35864891142800004
ACH-000395,-0.453117887677
ACH-000397,-0.42909272416
ACH-000401,-0.82347226037
ACH-000402,-0.745896765308
ACH-000403,-0.409727361562
ACH-000404,-0.579357941759
ACH-000406,-0.39598540033
ACH-000407,-0.373518216489
ACH-000408,-0.42483683007899997
ACH-000410,-0.429623359211
ACH-000411,-0.555986884361
ACH-000414,-0.276504023846
ACH-000415,-0.468787069528
ACH-000416,-0.464790908285
ACH-000420,-0.133134002349
ACH-000421,-0.566882865639
ACH-000424,-0.5040633449499999
ACH-000425,-0.312852034371
ACH-000426,-0.0890592064834
ACH-000427,-0.256794547187
ACH-000433,-0.394618660989
ACH-000436,-0.174866915872
ACH-000444,-0.7498506542199999
ACH-000445,-0.601530680369
ACH-000448,-0.417474371297
ACH-000450,-0.524403867876
ACH-000452,-0.327448869565
ACH-000454,-0.47579608071900004
ACH-000458,-0.641955368756
ACH-000459,-0.40138967597499997
ACH-000460,-0.363173887924
ACH-000461,-0.259896823299
ACH-000463,-0.584424230189
ACH-000464,-0.572655244444
ACH-000466,-0.412367292135
ACH-000467,-0.491189462277
ACH-000468,-0.567055300318
ACH-000469,-0.608724829504
ACH-000470,-0.4602409779
ACH-000471,-0.462124256444
ACH-000472,-0.411339362523
ACH-000473,-0.354143306858
ACH-000475,-0.262113955379
ACH-000476,-0.06892198777910001
ACH-000477,-0.87675071391
ACH-000480,-0.534089054078
ACH-000481,-0.28318994435600003
ACH-000483,-0.272308480628
ACH-000484,-0.565613592366
ACH-000485,-0.369824013322
ACH-000486,-0.736908641955
ACH-000487,-0.473021895122
ACH-000488,-0.439660707562
ACH-000490,-0.608687311055
ACH-000491,-0.517751357938
ACH-000495,-0.487758096024
ACH-000496,-0.329228070836
ACH-000499,-0.6537727507850001
ACH-000500,-0.035986023381199994
ACH-000502,-0.40539668812799995
ACH-000503,-0.532535390203
ACH-000505,-0.471226663019
ACH-000507,-0.37895197677599995
ACH-000510,-0.409140817208
ACH-000511,-0.7862779943000001
ACH-000512,-0.37140471668700004
ACH-000516,-0.587046205809
ACH-000517,-0.38907709510099997
ACH-000518,-0.37638454295400003
ACH-000520,-0.721145724124
ACH-000521,-0.151473577186
ACH-000522,-0.497641508803
ACH-000524,-0.386857797103
ACH-000527,-0.221146352719
ACH-000528,-0.353791032461
ACH-000537,-0.457385203006
ACH-000541,-0.358981389329
ACH-000542,-0.575778386109
ACH-000544,-0.562424653473
ACH-000545,-0.440573318772
ACH-000547,-0.35320301872000004
ACH-000548,-0.476507005795
ACH-000549,-0.534210690695
ACH-000550,-0.236709981505
ACH-000552,-0.409888644611
ACH-000556,-0.465822333847
ACH-000557,-0.48407352216000005
ACH-000570,-0.596710396839
ACH-000571,-0.43991666197800006
ACH-000573,-0.599672669674
ACH-000576,-0.34022171085600006
ACH-000580,-0.42653669881899997
ACH-000584,-0.3831027
ACH-000585,-0.6568738633910001
ACH-000588,-0.255239952381
ACH-000589,-0.353316450524
ACH-000591,-0.44530057442000004
ACH-000593,-0.547351381444
ACH-000600,-0.550633888887
ACH-000601,-0.590407621223
ACH-000604,-0.5870285342580001
ACH-000605,-0.44887452524899996
ACH-000606,-0.6830743679819999
ACH-000608,-0.5912401317279999
ACH-000614,-0.44080387548100003
ACH-000616,-0.548069680868
ACH-000618,-0.413482456005
ACH-000619,-0.38369438005500006
ACH-000620,-0.364321921826
ACH-000621,-0.514837401927
ACH-000622,-0.7418745472759999
ACH-000623,-0.620686763963
ACH-000624,-0.6685179446180001
ACH-000627,-0.544566269037
ACH-000630,-0.623474725655
ACH-000632,-0.279434346542
ACH-000633,-0.0167715991057
ACH-000637,-0.502522685708
ACH-000638,-0.456027744841
ACH-000646,-0.6181600373539999
ACH-000647,-0.501728441179
ACH-000648,-0.691915732478
ACH-000649,-0.43493968876500005
ACH-000651,-0.559498878193
ACH-000652,-0.535845602221
ACH-000653,-0.186984799338
ACH-000657,-0.59251214693
ACH-000658,-0.257843442526
ACH-000661,-0.672206381103
ACH-000662,-0.269646479066
ACH-000663,-0.75762607725
ACH-000665,-0.694159728952
ACH-000671,-0.398390728046
ACH-000673,-0.5126367956319999
ACH-000676,-0.584695297664
ACH-000677,-0.8550583257340001
ACH-000681,-0.286420646927
ACH-000682,-0.459239477724
ACH-000683,-0.29495961569400003
ACH-000684,-0.412539147458
ACH-000688,-0.758098868964
ACH-000693,-0.522131534383
ACH-000694,-0.738617565434
ACH-000695,-0.254056800104
ACH-000696,-0.725350201415
ACH-000697,-0.514600283711
ACH-000699,-0.445786696043
ACH-000701,-0.360198142402
ACH-000706,-0.349270040005
ACH-000711,-0.480106769652
ACH-000713,-0.590829949222
ACH-000714,-0.39567272002899995
ACH-000718,-0.276548687701
ACH-000720,-0.22910968830200001
ACH-000721,-0.496140207206
ACH-000724,-0.664761936112
ACH-000725,-0.508300803502
ACH-000732,-0.713585882046
ACH-000734,-0.396345218429
ACH-000735,-0.536179269118
ACH-000736,-0.300133883356
ACH-000738,-0.555403932663
ACH-000746,-0.42404601705
ACH-000747,-0.5445463998219999
ACH-000748,-0.7775781327240001
ACH-000753,-0.566893805289
ACH-000756,-0.628584396005
ACH-000757,-0.667850267747
ACH-000758,-0.41932510283600005
ACH-000760,-0.563108007209
ACH-000763,-0.228406006893
ACH-000764,-0.572524245181
ACH-000765,-0.658790029172
ACH-000766,-0.605894432002
ACH-000767,-0.214050312667
ACH-000768,-0.492660089933
ACH-000769,-0.399098516986
ACH-000770,-0.49422869881000003
ACH-000771,-0.48435617195299996
ACH-000773,-0.481249190977
ACH-000776,-0.7518400203929999
ACH-000777,-0.46485519442400003
ACH-000778,-0.511398920312
ACH-000781,-0.260915284102
ACH-000782,-0.6375657667769999
ACH-000783,-0.23237941141
ACH-000784,-0.6730259046699999
ACH-000785,-0.21118207283
ACH-000787,-0.845054835686
ACH-000788,-0.357081843869
ACH-000791,-0.581766795273
ACH-000792,-0.507274831287
ACH-000794,-0.684411866927
ACH-000796,-0.394490986819
ACH-000799,-0.477004234426
ACH-000800,-0.45319539985
ACH-000802,-0.612699071096
ACH-000804,-0.793921159003
ACH-000805,-0.376815035587
ACH-000809,-0.25533726269900003
ACH-000810,-0.573373108296
ACH-000811,-0.410320448452
ACH-000817,-0.561499068465
ACH-000819,-0.546377719241
ACH-000820,-0.916591542642
ACH-000821,-0.26283777358000004
ACH-000822,-0.38885263664
ACH-000823,-0.588314003592
ACH-000824,-0.546621587082
ACH-000827,-0.583173247329
ACH-000829,-0.375424486292
ACH-000831,-0.602553858654
ACH-000832,-0.610989524974
ACH-000833,-0.374040563025
ACH-000834,-0.457529555176
ACH-000835,-0.470390621941
ACH-000836,-0.36207042152099994
ACH-000837,-0.49227617130400003
ACH-000838,-0.33981672911399996
ACH-000839,-0.7210591723119999
ACH-000840,-0.629056604543
ACH-000841,-0.83128567374
ACH-000843,-0.668939157314
ACH-000846,-0.308087604739
ACH-000847,-0.674008807159
ACH-000848,-0.424019277005
ACH-000849,-0.42511258105300004
ACH-000851,-0.456398548457
ACH-000855,-0.5472687101479999
ACH-000856,-0.40095903296999996
ACH-000858,-0.5959066041709999
ACH-000859,-0.37651835144
ACH-000861,-0.742345681241
ACH-000862,-0.214063831576
ACH-000865,-0.614952059876
ACH-000866,-0.443018542639
ACH-000867,-0.0867227385127
ACH-000869,-0.21861039989
ACH-000872,-0.5908191407010001
ACH-000873,-0.407766272523
ACH-000876,-0.29670404940699996
ACH-000878,-0.661645213573
ACH-000880,-0.42273984954000005
ACH-000881,-0.415446132901
ACH-000882,-0.584791849218
ACH-000884,-0.588432480396
ACH-000885,-0.33226028958799997
ACH-000887,-0.5234421712740001
ACH-000888,-0.156629228057
ACH-000889,-0.147768410671
ACH-000890,-0.746439004695
ACH-000896,-0.487300804406
ACH-000898,-0.534791941113
ACH-000900,-0.612918083174
ACH-000901,-0.7874333348729999
ACH-000905,-0.508775617615
ACH-000906,-0.655629268463
ACH-000907,-0.416198592589
ACH-000910,-0.313652968706
ACH-000911,-0.410434238567
ACH-000912,-0.872988760347
ACH-000913,-0.29764413424
ACH-000915,-0.319958887234
ACH-000916,-0.5592590809800001
ACH-000917,-0.610141004781
ACH-000921,-0.281072646089
ACH-000924,-0.380924669515
ACH-000926,-0.21371186162
ACH-000928,-0.533299538395
ACH-000929,-0.701133254961
ACH-000932,-0.619653320631
ACH-000935,-0.611867793559
ACH-000936,-0.48712298942500004
ACH-000937,-0.652710688155
ACH-000938,-0.391919824314
ACH-000939,-0.294485635897
ACH-000941,-0.36877483423199997
ACH-000943,-0.740990019084
ACH-000946,-0.666184719529
ACH-000947,-0.567201110811
ACH-000948,-0.504857953595
ACH-000950,-0.691293156438
ACH-000953,-0.710428062804
ACH-000957,-0.335870983166
ACH-000958,-0.822867883621
ACH-000960,-0.467067605489
ACH-000963,-0.754918145077
ACH-000968,-0.385055623921
ACH-000969,-0.291382127734
ACH-000973,-0.694405449614
ACH-000974,-0.564469260386
ACH-000975,-0.442440781388
ACH-000976,-0.394024952742
ACH-000978,-0.156999928459
ACH-000980,-0.472231879588
ACH-000984,-0.454580325806
ACH-000986,-0.585470800204
ACH-000988,-0.44331339498499994
ACH-000993,-0.627545271866
ACH-000994,-0.20241485999400002
ACH-000996,-0.561143040291
ACH-001001,-0.577606012513
ACH-001020,-0.354556904453
ACH-001028,-0.514351023899
ACH-001031,-0.589983806742
ACH-001038,-0.231472785184
ACH-001048,-0.470111491931
ACH-001050,-0.599116599876
ACH-001053,-0.506412336392
ACH-001054,-0.36538761565399996
ACH-001061,-0.44381614836000005
ACH-001067,-0.639391786101
ACH-001075,-0.5360401469899999
ACH-001096,-0.486222652678
ACH-001128,0.221129034379
ACH-001134,-0.697447996328
ACH-001151,-0.301863167452
ACH-001163,-0.5256504920049999
ACH-001164,-0.634388522836
ACH-001173,-0.5870379254070001
ACH-001183,-0.49818679349600004
ACH-001184,-0.40105158353500003
ACH-001190,-0.412103927293
ACH-001192,-0.32676680700800004
ACH-001193,-0.726051745874
ACH-001196,-0.520650023375
ACH-001197,-0.49860713288
ACH-001205,-0.5768650693330001
ACH-001211,-0.34530848072899994
ACH-001212,-0.929232291971
ACH-001228,-0.14077159872099998
ACH-001232,-0.546910737964
ACH-001239,-0.305438747424
ACH-001274,-0.434047941903
ACH-001275,-0.5984116339159999
ACH-001277,-0.485859524368
ACH-001278,-0.6344095895699999
ACH-001280,-0.7753326006569999
ACH-001283,-0.617586580034
ACH-001289,-0.880251451386
ACH-001295,-0.520370723469
ACH-001300,-0.460716744495
ACH-001301,-0.5888150170049999
ACH-001302,-0.612462488861
ACH-001303,-0.602057260072
ACH-001306,-0.38336049341300005
ACH-001318,-0.40423413338200004
ACH-001322,-0.545844403703
ACH-001328,-0.443958245477
ACH-001332,-0.66446939398
ACH-001333,-0.589265833727
ACH-001336,-0.6998663164069999
ACH-001340,-0.591049739772
ACH-001346,-0.42222217396
ACH-001353,-0.406501030544
ACH-001354,-0.15199984349
ACH-001367,-0.35363041317
ACH-001368,-0.50123986342
ACH-001374,-0.522775638374
ACH-001375,-0.32834208403299997
ACH-001377,-0.551965014163
ACH-001380,-0.30481721332899997
ACH-001391,-0.593351413187
ACH-001407,-0.500426221753
ACH-001408,-0.479567078091
ACH-001413,-0.7983190815060001
ACH-001430,-0.5085593355879999
ACH-001431,-0.651506659699
ACH-001450,-0.346799654272
ACH-001496,-0.493242844864
ACH-001500,-0.578334776572
ACH-001521,-0.506497644093
ACH-001523,-0.501761537987
ACH-001532,-0.6672423697959999
ACH-001536,-0.22375530812
ACH-001550,-0.497708053301
ACH-001552,-0.702093362257
ACH-001554,-0.550385111742
ACH-001645,-0.330280153442
ACH-001654,-0.5394159562340001
ACH-001715,-0.336356730088
ACH-001735,-0.617597064918
ACH-001736,-0.5189074592890001
ACH-001737,-0.560623844007
ACH-001740,-0.5208025451
ACH-001745,-0.455423624949
ACH-001750,-0.716303793497
ACH-001765,-0.455360981646
ACH-001956,-0.33755499524899996
ACH-001957,-0.199407895764
