,TDGF1 (6997)
ACH-000004,-0.586899537545
ACH-000007,-0.36050156759
ACH-000009,-0.7385885153370001
ACH-000011,-0.6834590548370001
ACH-000012,-0.79710657455
ACH-000013,-0.8963049736159999
ACH-000014,-0.850125364336
ACH-000015,-0.575621815602
ACH-000017,-0.48916171172600004
ACH-000018,-0.7852455178059999
ACH-000019,-0.511724813498
ACH-000021,-0.633861689084
ACH-000022,-0.601232010433
ACH-000025,-0.592295700477
ACH-000028,-0.572357706022
ACH-000030,-0.804508850755
ACH-000035,-0.610190022673
ACH-000036,-0.762848472899
ACH-000037,-0.606988560124
ACH-000039,-0.662473892521
ACH-000040,-0.560014127954
ACH-000041,-0.677022409597
ACH-000042,-0.834255731018
ACH-000045,-0.6737946882539999
ACH-000047,-0.4602311687899999
ACH-000052,-0.579485944806
ACH-000053,-0.723332696637
ACH-000054,-0.8023935119939999
ACH-000055,-0.603015215414
ACH-000060,-0.5719238679990001
ACH-000067,-0.8127136173430001
ACH-000070,-0.600959324234
ACH-000075,-0.665868749286
ACH-000078,-0.37005721001900005
ACH-000082,-0.517111679793
ACH-000085,-0.764557877226
ACH-000086,-0.684816812486
ACH-000087,-0.4336185908
ACH-000092,-0.646515638371
ACH-000095,-0.718626863751
ACH-000097,-0.468564555631
ACH-000098,-0.803582312344
ACH-000099,-0.692713274357
ACH-000108,-0.49103177516999996
ACH-000113,-0.689263233388
ACH-000115,-0.697774570281
ACH-000116,-0.450339108945
ACH-000118,-0.46518579715499997
ACH-000120,-0.542484773667
ACH-000123,-0.81288178957
ACH-000127,-0.5346500257519999
ACH-000128,-0.644558102315
ACH-000132,-0.34422695338200004
ACH-000133,-0.585856675511
ACH-000137,-0.697450189321
ACH-000138,-0.7254574690819999
ACH-000142,-0.773966516714
ACH-000143,-0.64201827143
ACH-000146,-0.481718543891
ACH-000148,-0.37755042810199996
ACH-000150,-0.787539226716
ACH-000152,-0.676905365404
ACH-000153,-0.777094339699
ACH-000159,-0.598431998344
ACH-000160,-0.681030845475
ACH-000163,-0.53148333195
ACH-000167,-0.595461002037
ACH-000168,-0.752744262382
ACH-000169,-0.422527822296
ACH-000178,-0.575656225555
ACH-000182,-0.672109464012
ACH-000183,-0.904351875847
ACH-000188,-0.633006965861
ACH-000189,-0.678277066311
ACH-000190,-0.742951266041
ACH-000198,-0.682556832808
ACH-000204,-0.7745248214399999
ACH-000206,-0.605177845296
ACH-000207,-0.7681587872040001
ACH-000211,-0.763658438422
ACH-000215,-0.46748193427699997
ACH-000221,-0.6753711391130001
ACH-000222,-0.31288116340100003
ACH-000223,-0.785440289859
ACH-000226,-0.7066391708409999
ACH-000227,-0.9136187563
ACH-000228,-0.671393399847
ACH-000231,-0.5687023399360001
ACH-000232,-0.5492147657540001
ACH-000233,-0.502919492169
ACH-000234,-0.58043227183
ACH-000235,-0.6588671600429999
ACH-000237,-0.633510575463
ACH-000238,-0.509551462176
ACH-000243,-0.489504036015
ACH-000244,-0.692078595908
ACH-000246,-0.7670411924349999
ACH-000248,-0.45319092733000005
ACH-000250,-0.71424438156
ACH-000251,-0.560207534933
ACH-000253,-0.51346425485
ACH-000255,-0.734491668921
ACH-000256,-0.897449208708
ACH-000257,-0.688899118699
ACH-000258,-0.694100646467
ACH-000259,-0.486445327669
ACH-000260,-0.657803774346
ACH-000261,-0.6070951586069999
ACH-000262,-0.536778305512
ACH-000263,-0.432886432621
ACH-000264,-0.5903743749279999
ACH-000265,-0.623623150255
ACH-000266,-0.678293624968
ACH-000272,-0.682104882227
ACH-000273,-0.819038233366
ACH-000274,-0.569672438043
ACH-000277,-0.693942038682
ACH-000278,-0.62872587255
ACH-000279,-0.580367660324
ACH-000280,-0.703136168356
ACH-000281,-0.756398027358
ACH-000288,-0.669874138144
ACH-000291,-0.6570023867670001
ACH-000293,-1.0186324226799999
ACH-000294,-0.857326068792
ACH-000295,-0.8798398571259999
ACH-000296,-0.453034868663
ACH-000302,-0.6717831294050001
ACH-000304,-0.33508784296
ACH-000307,-0.44882974584799995
ACH-000308,-0.75365631273
ACH-000310,-0.84131650699
ACH-000311,-0.477365204878
ACH-000312,-0.585549472241
ACH-000315,-0.663083293716
ACH-000316,-0.402382295807
ACH-000317,-0.67747867244
ACH-000318,-0.765000516314
ACH-000319,-0.581750541954
ACH-000320,-0.478008362543
ACH-000322,-0.576426965463
ACH-000323,-0.758146162542
ACH-000324,-0.722925259541
ACH-000329,-0.670669769013
ACH-000330,-0.47474114335100004
ACH-000331,-0.48564708217
ACH-000332,-0.600053592287
ACH-000334,-0.747694928434
ACH-000335,-0.38693239426
ACH-000336,-0.612889518327
ACH-000337,-0.515064605107
ACH-000339,-0.640196302201
ACH-000341,-0.518476184211
ACH-000348,-0.553427410389
ACH-000350,-0.515665106157
ACH-000352,-0.5227891498480001
ACH-000356,-0.7573332617030001
ACH-000361,-0.580716115445
ACH-000362,-0.783497945828
ACH-000363,-0.6951518543809999
ACH-000364,-0.6069425921589999
ACH-000365,-0.637781256654
ACH-000366,-0.794448773309
ACH-000368,-0.442467543283
ACH-000374,-0.530391978264
ACH-000375,-0.417711290453
ACH-000376,-0.560574527204
ACH-000381,-0.568301655339
ACH-000383,-0.7373736163600001
ACH-000387,-0.7381405939650001
ACH-000389,-0.569096225444
ACH-000390,-0.5081922581480001
ACH-000393,-0.83361587104
ACH-000395,-0.5755126882680001
ACH-000397,-0.66039619053
ACH-000401,-0.44096795543799994
ACH-000402,-0.289948038505
ACH-000403,-0.819362294754
ACH-000404,-0.7064522928210001
ACH-000406,-0.5838948754300001
ACH-000407,-0.563710135184
ACH-000408,-0.722282786253
ACH-000410,-0.84706567698
ACH-000411,-0.576205216041
ACH-000414,-0.678070539447
ACH-000415,-0.602284905662
ACH-000416,-0.7704432122849999
ACH-000420,-0.632776561167
ACH-000421,-0.55841914599
ACH-000424,-0.555522902787
ACH-000425,-0.6783001800409999
ACH-000426,-0.610670668839
ACH-000427,-0.601232533549
ACH-000433,-0.273568930072
ACH-000436,-0.5656610612080001
ACH-000444,-0.612479900514
ACH-000445,-0.8985035679610001
ACH-000448,-0.790005167041
ACH-000450,-0.668734813106
ACH-000452,-0.492730636676
ACH-000454,-0.744580568207
ACH-000458,-0.625011615202
ACH-000459,-0.30033278921
ACH-000460,-0.799832177642
ACH-000461,-0.5286346952250001
ACH-000463,-0.523439840545
ACH-000464,-0.673913532944
ACH-000466,-0.721029445166
ACH-000467,-0.5963300449669999
ACH-000468,-0.7045678278499999
ACH-000469,-0.502715908531
ACH-000470,-0.6527850672309999
ACH-000471,-0.604260844545
ACH-000472,-0.551131550867
ACH-000473,-0.597841289843
ACH-000475,-0.580947640595
ACH-000476,-0.698220627271
ACH-000477,-0.584191131442
ACH-000480,-0.650904871668
ACH-000481,-0.6750717626880001
ACH-000483,-0.7265154294920001
ACH-000484,-0.89774830666
ACH-000485,-0.805857681445
ACH-000486,-0.588486001368
ACH-000487,-0.6608034688669999
ACH-000488,-0.555112108526
ACH-000490,-0.7699979447640001
ACH-000491,-0.502098520076
ACH-000495,-0.608917977955
ACH-000496,-0.5865122075029999
ACH-000499,-0.744053539205
ACH-000500,-0.263509368239
ACH-000502,-0.5502599118779999
ACH-000503,-0.541930812957
ACH-000505,-0.72344314114
ACH-000507,-0.499154118484
ACH-000510,-0.8660453142200001
ACH-000511,-0.473170611425
ACH-000512,-1.0289877515899999
ACH-000516,-0.632472821796
ACH-000517,-0.762759856848
ACH-000518,-0.43752272182400004
ACH-000520,-0.687159044808
ACH-000521,-0.45918134522299997
ACH-000522,-0.631984948513
