,AOAH (313)
ACH-000004,0.352767507843
ACH-000007,0.34916763721
ACH-000009,0.169357163572
ACH-000011,0.385419039415
ACH-000012,0.287013361029
ACH-000013,0.40584959737
ACH-000014,0.192794530482
ACH-000015,0.32702387485999995
ACH-000017,0.331413372279
ACH-000018,0.24465304134399998
ACH-000019,0.349728643768
ACH-000021,0.312885915903
ACH-000022,0.164802894458
ACH-000025,0.229442627237
ACH-000028,0.356297444274
ACH-000030,0.252544536369
ACH-000035,0.413554189833
ACH-000036,0.408360339624
ACH-000037,0.470826557451
ACH-000039,0.316111177557
ACH-000040,0.409431524297
ACH-000041,0.211767503103
ACH-000042,0.273894491517
ACH-000045,0.20508939413600002
ACH-000047,0.164625637745
ACH-000052,0.357554793099
ACH-000053,0.320765688785
ACH-000054,0.477578239041
ACH-000055,0.174997122068
ACH-000060,0.20371842981600002
ACH-000067,0.115071009443
ACH-000070,0.268009135005
ACH-000075,0.391180634931
ACH-000078,0.38284741878
ACH-000082,0.108536258611
ACH-000085,0.44115659157
ACH-000086,0.44009031267800003
ACH-000087,0.40752890055
ACH-000092,0.404557935408
ACH-000095,0.222036823116
ACH-000097,0.219916783836
ACH-000098,0.427920843234
ACH-000099,0.232876995159
ACH-000108,0.377914211634
ACH-000113,0.320133240977
ACH-000115,0.39621572288900003
ACH-000116,0.199255885071
ACH-000118,0.369224621112
ACH-000120,0.272355440655
ACH-000123,0.212711518854
ACH-000127,0.37128970880900003
ACH-000128,0.165571958948
ACH-000132,0.32196924085
ACH-000133,0.23871361407400002
ACH-000137,0.259708888076
ACH-000138,0.30693329242199996
ACH-000142,0.346119762437
ACH-000143,0.216675027808
ACH-000146,0.299978281273
ACH-000148,0.320168676081
ACH-000150,0.304014148903
ACH-000152,0.270513145727
ACH-000153,0.08633337123089999
ACH-000159,0.32479932333
ACH-000160,0.287584386636
ACH-000163,0.219554949969
ACH-000167,0.229556074526
ACH-000168,0.29362650873
ACH-000169,0.19335695862
ACH-000178,0.267394089173
ACH-000182,0.378304786764
ACH-000183,0.349571527379
ACH-000188,0.27389566212600003
ACH-000189,0.242291661402
ACH-000190,0.065572696839
ACH-000198,0.37258786357600004
ACH-000204,0.270023796781
ACH-000206,0.0946924991547
ACH-000207,0.159578594835
ACH-000211,0.24491340628000002
ACH-000215,0.33980409182800003
ACH-000221,0.232270738856
ACH-000222,0.290332332599
ACH-000223,0.36294655960600003
ACH-000226,0.202117188686
ACH-000227,0.11641603471100001
ACH-000228,0.316526118149
ACH-000231,0.240449548272
ACH-000232,0.270473813407
ACH-000233,0.319763910707
ACH-000234,0.254149819262
ACH-000235,0.245983389435
ACH-000237,0.288987490409
ACH-000238,0.37156013339
ACH-000243,0.290973154905
ACH-000244,0.316408246391
ACH-000246,0.23951441845600002
ACH-000248,0.28947559517
ACH-000250,0.21244194602299998
ACH-000251,0.6404543878769999
ACH-000253,0.256733462122
ACH-000255,0.325454880173
ACH-000256,0.463822885849
ACH-000257,0.45168239886000006
ACH-000258,0.461604710905
ACH-000259,0.264684251344
ACH-000260,0.27861769299
ACH-000261,0.33221250845100003
ACH-000262,0.299057226016
ACH-000263,0.330407653171
ACH-000264,0.210889903037
ACH-000265,0.20953470058200002
ACH-000266,0.259460666216
ACH-000272,0.328047213908
ACH-000273,0.43481429295
ACH-000274,0.269978368354
ACH-000277,0.489536159331
ACH-000278,0.388467376963
ACH-000279,0.33299133785
ACH-000280,0.305207848007
ACH-000281,0.43833421024400004
ACH-000288,0.228752080942
ACH-000291,0.242247558277
ACH-000293,0.232087425682
ACH-000294,0.189966369038
ACH-000295,0.263198375288
ACH-000296,0.39665125998499995
ACH-000302,0.23743316463599998
ACH-000304,0.450019904019
ACH-000307,0.281568084163
ACH-000308,0.22971588336399998
ACH-000310,0.44343178366400005
ACH-000311,0.26551192949499997
ACH-000312,0.328982352056
ACH-000315,0.193046245361
ACH-000316,0.287901171226
ACH-000317,0.515849287035
ACH-000318,0.232354985469
ACH-000319,0.329972447682
ACH-000320,0.515967990457
ACH-000322,0.23840512513300002
ACH-000323,0.32405554181999996
ACH-000324,0.330286880845
ACH-000329,0.35981321121200005
ACH-000330,0.440276346821
ACH-000331,0.36154480310000003
ACH-000332,0.24799376343199997
ACH-000334,0.403786543627
ACH-000335,0.149313996813
ACH-000336,0.17799894454999998
ACH-000337,0.362430092959
ACH-000339,0.38627192131800003
ACH-000341,0.0404042789885
ACH-000348,0.39071553372199996
ACH-000350,0.230183404071
ACH-000352,0.47974508892800005
ACH-000356,0.227656096787
ACH-000361,0.10071689135600001
ACH-000362,0.147932154724
ACH-000363,0.27539715700399997
ACH-000364,0.45156335306900003
ACH-000365,0.375363048973
ACH-000366,0.409011662794
ACH-000368,0.38536265452600005
ACH-000374,0.355808724503
ACH-000375,0.214275869603
ACH-000376,0.301847546822
ACH-000381,0.462578758041
ACH-000383,0.159287094148
ACH-000387,0.322169730713
ACH-000389,0.31813210671799996
ACH-000390,0.277357598962
ACH-000393,0.335875168426
ACH-000395,0.368244445117
ACH-000397,0.229897435837
ACH-000401,0.47010768360699995
ACH-000402,0.458723217205
ACH-000403,0.337540919227
ACH-000404,0.17170404766199998
ACH-000406,0.25107541681
ACH-000407,0.49897832675399995
ACH-000408,0.41564078081699996
ACH-000410,0.309002716911
ACH-000411,0.259069947047
ACH-000414,0.180141571886
ACH-000415,0.287865897918
ACH-000416,0.22856126784800002
ACH-000420,0.269889242652
ACH-000421,0.17053654149099998
ACH-000424,0.489191416696
ACH-000425,0.378683941325
ACH-000426,0.60500794819
ACH-000427,0.290384306283
ACH-000433,0.441533460364
ACH-000436,0.0692042408415
ACH-000444,0.312233006029
ACH-000445,0.362298569242
ACH-000448,0.130511842557
ACH-000450,0.163803403104
ACH-000452,0.258816675298
ACH-000454,0.431000582083
ACH-000458,0.215526930475
ACH-000459,0.16587796150999998
ACH-000460,0.48903819704499996
ACH-000461,0.23115848274099998
ACH-000463,0.45454982936300004
ACH-000464,0.124009348883
ACH-000466,0.33673588204300003
ACH-000467,0.249389786245
ACH-000468,0.323390918032
ACH-000469,0.22669347359900002
ACH-000470,0.32560053714299997
ACH-000471,0.330580701865
ACH-000472,0.30302676314300003
ACH-000473,0.373329795269
ACH-000475,0.264669498073
ACH-000476,0.299830446794
ACH-000477,0.137605089658
ACH-000480,0.312035923381
ACH-000481,0.279261320829
ACH-000483,0.205107858302
ACH-000484,0.317364585772
ACH-000485,0.25055967042
ACH-000486,0.248733777106
ACH-000487,0.217277895548
ACH-000488,0.411888951717
ACH-000490,0.211776408337
ACH-000491,0.296322453478
ACH-000495,0.21202821370299998
ACH-000496,0.234325885002
ACH-000499,0.465016843221
ACH-000500,-0.0379303606446
ACH-000502,0.26528363914
ACH-000503,0.157340020888
ACH-000505,0.161020848664
ACH-000507,0.35530290379199997
ACH-000510,0.343970152962
ACH-000511,0.229397029764
ACH-000512,0.282812720446
ACH-000516,0.354162614935
ACH-000517,0.355180904757
ACH-000518,0.474375018016
ACH-000520,0.482227480538
ACH-000521,0.28238050016
ACH-000522,0.338018038214
ACH-000524,0.135307347849
ACH-000527,0.340865646192
ACH-000528,0.200738346354
ACH-000537,0.232391848316
ACH-000541,0.214996533042
ACH-000542,0.1902932985
ACH-000544,0.33614165028399995
ACH-000545,0.0660557575402
ACH-000547,-0.006296383153189999
ACH-000548,0.400702959145
ACH-000549,0.18206815298300003
ACH-000550,0.35275551548199996
ACH-000552,0.399817423739
ACH-000556,0.27656032951
ACH-000557,0.244813781864
ACH-000570,0.461304917779
ACH-000571,0.29451961442200003
ACH-000573,0.24449800095199997
ACH-000576,0.438711943753
ACH-000580,0.344532507341
ACH-000584,0.206247763647
ACH-000585,0.260703140634
ACH-000588,0.219459007757
ACH-000589,0.345027413619
ACH-000591,0.184362831687
ACH-000593,0.349721987185
ACH-000600,0.160865914485
ACH-000601,0.300064828629
ACH-000604,0.266680168667
ACH-000605,0.48159658034999997
ACH-000606,0.30258124031
ACH-000608,0.265538524527
ACH-000614,0.103044445376
ACH-000616,0.276814226931
ACH-000618,0.316808381654
ACH-000619,0.38391636711800003
ACH-000620,0.422819288856
ACH-000621,0.12715821840299998
ACH-000622,0.506374580202
ACH-000623,0.23580653485199998
ACH-000624,0.208791175299
ACH-000627,0.335676214214
ACH-000630,0.254701773811
ACH-000632,0.210812590618
